"","x"
"1",1.152
"2",1.762
"3",16.82
"4",18.1692
"5",19.5
"6",22.107
"7",22.113
"8",22.14
"9",22.154
"10",22.171
"11",22.172
"12",22.34
"13",22.42
"14",22.507
"15",22.59
"16",22.6
"17",22.746
"18",22.75
"19",24.1067
"20",24.1261
"21",24.1272
"22",24.1277
"23",24.465
"24",24.799
"25",25.2172
"26",25.321
"27",26.1002
"28",26.1016
"29",26.1028
"30",26.1035
"31",26.1037
"32",26.1046
"33",26.618
"34",26.627
"35",26.662
"36",26.665
"37",26.689
"38",26.764
"39",26.766
"40",26.947
"41",26.963
"42",27.2138
"43",28.15
"44",28.18
"45",28.191
"46",28.206
"47",28.233
"48",28.237
"49",28.382
"50",31.1028
"51",31.1044
"52",31.1048
"53",31.1104
"54",31.1185
"55",31.1222
"56",31.619
"57",32.1442
"58",33.1814
"59",34.308
"60",34.382
"61",34.448
"62",34.462
"63",34.465
"64",34.497
"65",37.1032
"66",37.1755
"67",37.1763
"68",40.113
"69",40.1634
"70",40.1656
"71",42.1176
"72",42.1187
"73",42.1194
"74",42.151
"75",42.1524
"76",42.158
"77",42.2589
"78",42.276
"79",42.307
"80",42.32
"81",42.325
"82",42.342
"83",42.354
"84",42.376
"85",42.578
"86",42.585
"87",42.596
"88",42.6
"89",42.625
"90",42.652
"91",42.653
"92",42.668
"93",42.7
"94",42.82
"95",43.572
"96",44.1059
"97",44.203
"98",44.39
"99",5.701
"100",50.592
"101",8.433
"102",8.7
"103",8.745
"104",8.746
"105",8.752
"106",9.1016
"107",9.121
"108",9.1213
"109",9.1219
"110",9.1226
"111",9.1231
"112",9.1234
"113",9.1236
"114",9.1241
"115",9.1251
"116",9.1253
"117",9.1256
"118",9.1267
"119",9.1278
"120",9.1287
"121",9.129
"122",9.1296
"123",9.1339
"124",9.134
"125",9.1347
"126",9.1357
"127",9.1389
"128",9.1448
"129",9.1451
"130",9.1536
"131",9.1745
"132",9.1871
"133",9.1874
"134",9.1893
"135",9.1957
"136",9.1984
"137",9.1985
"138",9.1986
"139",9.1992
"140",9.1998
"141",9.2293
"142",9.2295
"143",9.2307
"144",9.2335
"145",9.2339
"146",9.237
"147",9.2373
"148",9.2384
"149",9.239
"150",9.2392
"151",9.364
"152",9.76
