"","x"
"1","42.105.A.1"
"2","42.118.A.1"
"3","42.119.A.1"
"4","42.147.A.1"
"5","42.148.A.1"
"6","42.149.A.1"
"7","42.266.A.1"
"8","42.27.A.4"
"9","42.3556.N.N"
"10","42.491.A.1"
"11","42.508.A.1"
"12","42.535.A.1"
"13","42.552.A.1"
"14","42.8.A.4"
"15","9.1410.A.1"
"16","9.1424.A.1"
"17","9.1491.A.1"
"18","9.1506.A.4"
"19","9.1912.A.1"
"20","9.1913.A.1"
"21","9.1929.A.1"
"22","9.1939.A.1"
"23","9.2008.A.1"
"24","9.2303.A.1"
