"","x"
"1",16.807
"2",16.812
"3",16.814
"4",16.815
"5",16.831
"6",16.839
"7",16.845
"8",18.122
"9",18.1321
"10",18.1335
"11",18.1348
"12",18.1356
"13",18.1359
"14",18.1368
"15",18.1419
"16",19.123
"17",19.243
"18",19.938
"19",22.1553
"20",24.1099
"21",24.1132
"22",24.1399
"23",24.1443
"24",24.1569
"25",24.1597
"26",24.1602
"27",24.702
"28",24.744
"29",24.748
"30",24.796
"31",24.813
"32",24.831
"33",24.846
"34",24.847
"35",24.923
"36",24.924
"37",24.933
"38",24.946
"39",27.2638
"40",27.2644
"41",27.288
"42",27.77
"43",27.868
"44",27.871
"45",28.362
"46",28.558
"47",28.638
"48",28.834
"49",28.96
"50",28.978
"51",28.996
"52",28.997
"53",32.1287
"54",32.1288
"55",32.1346
"56",32.1348
"57",32.1351
"58",32.1355
"59",32.1406
"60",32.1558
"61",32.1595
"62",32.1658
"63",32.43
"64",32.985
"65",32.994
"66",34.209
"67",34.214
"68",34.217
"69",34.218
"70",34.26
"71",34.281
"72",34.285
"73",34.302
"74",34.323
"75",34.324
"76",34.361
"77",34.451
"78",34.471
"79",34.478
"80",34.485
"81",34.495
"82",34.498
"83",34.542
"84",36.1351
"85",37.1024
"86",37.1296
"87",37.1725
"88",37.891
"89",37.902
"90",37.996
"91",4.517
"92",42.1024
"93",42.1082
"94",42.1159
"95",42.116
"96",42.1175
"97",42.1178
"98",42.1891
"99",42.225
"100",42.226
"101",42.227
"102",42.231
"103",42.232
"104",42.252
"105",42.253
"106",42.306
"107",42.322
"108",42.326
"109",42.327
"110",42.332
"111",42.333
"112",42.338
"113",42.345
"114",42.353
"115",42.368
"116",42.384
"117",42.385
"118",42.406
"119",42.407
"120",42.427
"121",42.434
"122",42.436
"123",42.439
"124",42.448
"125",42.45
"126",42.453
"127",42.46
"128",42.467
"129",42.468
"130",42.632
"131",42.65
"132",42.713
"133",42.733
"134",42.841
"135",42.876
"136",42.88
"137",42.883
"138",42.915
"139",42.917
"140",42.918
"141",42.927
"142",42.943
"143",42.957
"144",42.96
"145",42.962
"146",42.985
"147",42.986
"148",49.116
"149",49.146
"150",49.204
"151",49.4
"152",49.42
"153",49.447
"154",49.503
"155",49.508
"156",49.553
"157",49.577
"158",49.587
"159",49.627
"160",49.709
"161",49.717
"162",49.734
"163",5.716
"164",5.824
"165",5.835
"166",5.997
"167",5.998
"168",9.2146
"169",9.2185
"170",9.2197
"171",9.221
"172",9.2213
"173",9.2215
"174",9.2226
"175",9.2235
"176",9.2241
"177",9.2243
"178",9.2247
"179",9.2248
"180",9.2249
"181",9.2259
"182",9.226
"183",9.2269
"184",9.227
"185",9.236
"186",9.2374
"187",9.2397
"188",9.24
"189",9.2412
"190",9.242
"191",9.2422
"192",9.2423
"193",9.2433
"194",9.2438
"195",9.244
"196",9.2442
"197",9.2443
"198",9.2447
"199",9.2448
"200",9.2455
"201",9.2456
"202",9.246
"203",9.2614
"204",9.488
"205",9.494
"206",9.496
"207",9.503
"208",9.513
"209",9.519
"210",9.52
"211",9.536
"212",9.575
"213",9.749
"214",9.86
"215",9.887
"216",9.897
