"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","YEAR","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","CoorX","CoorY","Origen","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"1","1_1101",1.1101,25,21,35,8.59493333333333,5.63542083333333,0.731025,190.985931710274,152.081390065589,14.1471060526129,1095,1,1101,0,960606,0,19,4,2,2,NA,960606,0,139,3,"0139261",557,4741,96,51,0,2,"0","0",10,10,0,3,1,1,5,65,25,25,5,6,3,3,21,21,5,3,3,3,0,NA,0,NA,0,NA,25,1,2,27,21,1,2,26,NA,NA,NA,NA,25,21,35,15,71,37,NA,2,1,"W",20,1,NA,NA,NA,1,2,0,NA,0,NA,0,NA,NA,"P404",391,NA,"03,00",NA,557000,4741000,1,"IFN2","1_1101",28.5375,8019.64074357495,2891.31479950277,14.9613791666667,357.214427828476,0,22.4504950495049,8.09405940594059,23.0927885104445,8.4375,36.0529217199559,29.5663600525624,314.495810715999,62.7078222073564,116.712408099753,-2.30276535644085,42.8186737225241,"1986_1996",4.57575757575758,14.0454545454545,9.31060606060606,853.309092413295,44.1886230673029
"3","1_189",1.189,21,25,35,26.7231256666667,9.197942,3.28788055555556,243.896108347047,40.7436654315252,42.4413181578388,186,1,189,0,960701,0,39,4,1,1,NA,960701,0,86,3,"0086393",510,4763,96,63,0,2,"0","2",7,7,0,4,1,1,8,85,25,21,4,5,4,4,21,25,6,3,4,4,0,NA,0,NA,0,NA,21,3,1,NA,25,1,2,63,NA,NA,NA,NA,21,25,35,43,15,34,41,2,2,"W",20,1,NA,NA,NA,1,3,0,NA,3,NA,0,NA,"P918","P714",245,NA,"05,25",NA,510000,4763000,1,"IFN2","1_189",48.25,14173.490405401,8198.24795748919,41.9768454444444,419.037281278395,0,33.823936529372,19.5644834571236,35.7135997242887,23.314606741573,57.8421244379233,48.3204284799441,742.774388414238,20.9529691667517,38.9978698383913,-2.87728133058528,43.0188394289272,"1986_1996",7.35606060606061,16.6287878787879,11.9924242424242,897.027274045077,40.7880124608854
"4","1_211",1.211,25,21,41,19.6462284722222,5.38119027777778,1.65690625,933.708999472453,233.427249868113,159.154943091895,208,1,211,0,960702,0,33,4,3,1,NA,960702,0,87,2,"0087519",529,4769,96,3,0,1,"0","0",6,6,0,4,1,1,8,60,21,25,5,5,4,4,25,21,5,3,4,4,0,NA,0,NA,0,NA,25,1,2,34,21,1,2,34,NA,NA,NA,NA,25,21,41,3,15,55,65,3,2,"W",20,1,NA,NA,NA,1,2,0,NA,0,NA,0,NA,NA,"M404",98,NA,"04,50",NA,529000,4769000,1,"IFN2","1_211",26.8560606060606,20261.1316109009,9922.42650765139,26.684325,1326.29119243246,0,15.2765333333333,7.48133333333333,16.0052966233057,12.0606060606061,48.972716323075,44.9083215796897,648.318558809166,22.7672944858073,42.3747097542015,-2.643806374183,43.0723793321017,"1986_1996",6.64393939393939,15.3560606060606,11,967.454544999383,46.0692640475897
"5","1_212",1.212,25,21,43,17.9791715277778,4.52114722222222,2.5038125,321.846662696944,88.4194128288307,77.809083289371,209,1,212,0,960716,0,27,4,0,1,NA,960716,0,87,2,"0087520",530,4769,96,3,0,1,"0","0",7,7,0,5,1,1,8,80,21,25,5,5,4,4,25,21,5,4,4,4,0,NA,0,NA,0,NA,25,1,2,40,21,1,2,36,NA,NA,NA,NA,25,21,43,71,NA,NA,NA,3,3,"W",20,1,NA,NA,NA,1,2,0,NA,3,NA,0,NA,NA,"P414",12,NA,"08,00",NA,530000,4769000,1,"IFN2","1_212",32.3375,12143.345319086,8010.79880229207,25.00413125,488.075158815146,0,24.8800724637681,16.4130434782609,25.5398058877237,18.875,65.9686321338595,58.3687669114805,505.099833936179,23.9811324405586,44.6339167519097,-2.63152407984984,43.0723404433057,"1986_1996",6.64393939393939,15.3560606060606,11,967.454544999383,46.0692640475897
"6","1_285",1.285,21,25,NA,12.8325138888889,5.50759166666667,NA,173.302049144508,70.7355302630646,NA,282,1,285,0,960612,0,16,4,0,1,NA,960612,0,87,3,"0087473",516,4762,96,63,0,2,"0","2",12,12,0,3,1,1,8,65,25,21,0,7,4,4,0,25,0,3,0,4,0,NA,0,NA,0,NA,21,1,2,38,25,1,2,33,NA,NA,NA,NA,21,25,NA,NA,NA,NA,NA,2,4,"W",20,1,NA,NA,NA,1,2,0,NA,3,NA,0,NA,NA,"01",120,NA,"03,00",NA,516000,4762000,1,"IFN2","1_285",35.50625,7411.31518331259,3179.56208532475,18.3401055555556,244.037579407573,0,30.3695652173913,13.0289855072464,30.9333973637518,14.4375,42.9014554998807,40.6618553071642,343.478316437106,44.3383623680867,82.5229909287423,-2.80367915739428,43.0097320560768,"1986_1996",5.03030303030303,14.0075757575758,9.51893939393939,957.645453756506,49.0623713936964
"12","1_632",1.632,25,21,71,18.6735612222222,17.8815621111111,0.4356,222.392507147075,231.446655020747,31.8309886183791,628,1,632,0,960607,0,35,4,3,1,NA,960607,0,112,1,"0112214",533,4758,96,8,0,6,"0","0",8,8,0,4,1,1,8,70,21,21,5,6,4,4,25,25,5,3,4,4,0,NA,0,NA,0,NA,21,1,2,48,25,1,2,48,NA,NA,NA,NA,21,25,71,15,65,NA,NA,3,3,"W",20,1,NA,NA,NA,1,2,0,NA,3,NA,0,NA,NA,"M414",100,NA,"05,00",NA,533000,4758000,1,"IFN2","1_632",39.7830508474576,14732.2869473732,8915.57696988692,36.9907233333333,485.670150786202,0,30.3339353335275,18.3572676958928,31.1408716757746,20.2796610169492,60.5172638961977,50.975630538514,690.945155831397,22.3752863722209,41.6451004435796,-2.5953284138231,42.9731657839015,"1986_1996",6.48484848484849,15.2424242424242,10.8636363636364,898.972727862271,43.0880174574509
"13","1_747",1.747,25,21,NA,19.6990472222222,5.69550555555556,NA,286.478897565412,84.8826363156775,NA,742,1,747,0,960530,0,25,4,2,2,NA,960530,0,113,1,"0113302",540,4756,96,13,0,2,"0","0",9,9,0,4,1,1,8,70,25,25,7,7,4,4,21,21,2,3,4,4,34,NA,1,NA,4,NA,25,1,2,52,21,1,2,51,NA,NA,NA,NA,25,21,43,78,41,65,NA,2,2,"W",20,1,NA,NA,NA,1,2,0,NA,3,NA,0,NA,NA,"P414",61,NA,"06,50",NA,540000,4756000,1,"IFN2","1_747",34.89375,10750.7395670319,5113.11780506562,25.3945527777778,371.361533881089,0,28.9495238095238,13.7685714285714,29.5071242406369,15.025,47.560614534329,43.0592871216192,484.546938492222,34.5371948565045,64.2809627064383,-2.50963484605409,42.9548210472012,"1986_1996",6.26515151515152,15.280303030303,10.7727272727273,868.072731754997,41.7890592967394
"14","1_752",1.752,25,21,NA,24.2338770833333,4.55149375,NA,905.414787367227,286.478897565412,NA,747,1,752,0,960614,0,40,4,3,2,NA,960614,0,113,1,"0113306",546,4755,96,53,0,2,"0","0",9,9,0,4,1,1,8,60,25,25,5,6,3,3,21,21,5,4,3,3,0,NA,0,NA,0,NA,25,1,2,24,21,1,2,24,NA,NA,NA,NA,25,21,43,37,65,NA,NA,1,1,"W",20,1,NA,NA,NA,1,2,0,NA,0,NA,0,NA,NA,"01",180,NA,"05,25",NA,546000,4755000,1,"IFN2","1_752",24.89375,20444.3366342822,6344.97706459689,28.7853708333333,1191.89368493264,0,17.1528189910979,5.32344213649852,17.5356639562281,6.375,31.0353775624946,25.6088375596284,674.588539557042,45.4361005038662,84.5661118150985,-2.43616552534513,42.9454778694573,"1986_1996",6.01515151515152,15.0454545454545,10.530303030303,894.245454614813,43.5573431768101
"19","12_154",12.154,21,25,NA,10.9340534722222,7.25704955555556,NA,272.331791512799,89.9755944946182,NA,22973,12,154,NA,940922,3,17,4,6,2,"S",941003,1,520,1,"0520M45",251,4507,94,37,6,6,"0","0",12,11,5,5,9,1,50,70,21,21,0,5,4,4,NA,25,NA,5,NA,4,NA,NA,NA,NA,NA,NA,21,3,1,NA,25,3,1,NA,NA,NA,NA,NA,21,25,45,44,37,2,95,2,4,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"01",128,NA,"11.00",NA,251000,4507000,12,"IFN2","12_154",35.3486413043478,8360.98919196542,3686.80657284119,18.1911030277778,362.307386007417,0,23.0770597422882,10.1759078484967,25.2840116789912,12.8369565217391,44.0953395369063,36.3152756317121,368.936204252333,40.9260033911418,76.1718752388511,0.0540219052331933,40.6756096217463,"1986_1996",3.34090909090909,16.4090909090909,9.875,535.154544873671,26.9260148364111
"20","12_183",12.183,21,25,NA,7.35010763888889,5.76253958333333,NA,183.912378683968,116.713624934057,NA,21428,12,183,NA,940824,1,15,4,5,2,"S",940907,3,521,4,"0521430",259,4509,94,93,6,6,"0","0",10,10,2,3,9,1,60,50,21,25,0,5,4,4,NA,21,NA,3,NA,4,NA,37,NA,2,NA,3,25,3,1,NA,21,3,1,NA,37,3,6,NA,25,21,37,91,45,39,NA,2,1,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",245,NA,"2.50",NA,259000,4509000,12,"IFN2","12_183",31.23125,6634.99273867546,2534.10037167429,13.1126472222222,300.626003618025,0,22.0705882352941,8.42941176470588,23.5660598418698,9.8125,38.1929637526652,31.4188513107865,273.434573384146,58.7769516442355,109.396233606669,0.14779076007963,40.695979660166,"1986_1996",4.09090909090909,16.8863636363636,10.4886363636364,530.290908054872,25.8821962888679
"21","12_191",12.191,25,21,45,11.9273405833333,5.704875,2.0018,158.730529910317,61.6813823893923,254.647908947033,21433,12,191,NA,940824,1,17,4,6,3,"S",940907,3,521,4,"0521431",261,4508,94,93,1,1,"3","3",9,9,2,5,9,1,70,75,25,25,9,6,4,4,21,21,1,4,4,4,NA,NA,NA,NA,NA,NA,25,3,1,NA,21,3,1,NA,NA,NA,NA,NA,25,21,45,76,91,39,74,2,2,"W",19,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"P406",220,NA,"10.00",NA,261000,4508000,12,"IFN2","12_191",40.0073446327684,9182.73799413749,3882.39031401856,19.6340155833333,475.059821246742,0,19.3296456223943,8.17242406194163,22.9395806518434,14.2203389830508,42.279223435289,35.5443209580162,413.803608605129,32.2638284868951,60.0497511262827,0.171813742546776,40.6875643532837,"1986_1996",5.64393939393939,17.6742424242424,11.6590909090909,513.52727096731,23.7095487120269
"22","12_322",12.322,21,25,NA,8.49339236111111,4.25689861111111,NA,279.405344539105,141.471060526129,NA,23058,12,322,NA,940923,3,16,4,5,3,"S",941003,3,545,2,"0545174",252,4504,94,127,0,0,"0","0",0,11,0,3,9,1,70,60,21,21,7,4,0,4,25,25,3,3,0,4,NA,37,NA,3,NA,2,21,3,1,NA,25,3,1,NA,37,3,6,NA,21,25,37,39,45,NA,NA,2,1,"W",17,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"P902",135,NA,"4.00",NA,252000,4504000,12,"IFN2","12_322",25.0879310344828,8041.74559678216,4003.63101288946,12.7502909722222,420.876405065234,0,19.1071428571429,9.51260504201681,19.6398342211765,10.3275862068966,49.7855964815833,41.1655556319153,285.724224471662,47.1980310391969,87.8454340502568,0.0670218369122511,40.6489207547396,"1986_1996",3.84090909090909,16.9621212121212,10.4015151515152,514.363635951822,25.2120311717937
"23","12_342",12.342,25,21,NA,8.226775,5.84409652777778,NA,459.78094670992,236.964026381266,NA,23071,12,342,NA,940923,3,20,4,5,3,"S",941003,3,545,2,"0545173",255,4503,94,127,6,6,"0","0",9,10,5,4,9,1,40,50,21,21,0,6,4,4,NA,25,NA,4,NA,4,NA,NA,NA,NA,NA,NA,21,3,1,NA,25,3,1,NA,NA,NA,NA,NA,21,25,45,76,39,37,2,2,2,"W",18,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"01",20,NA,"5.00",NA,255000,4503000,12,"IFN2","12_342",21.32,10732.1714903378,5055.82202555254,14.0708715277778,696.744973091186,0,15.4032994923858,7.25634517766497,16.0353571106157,9.08571428571429,47.1090312906787,42.6159206647012,341.610602396933,41.6969224913725,77.6067173601498,0.102847392670484,40.6408191477673,"1986_1996",4.15151515151515,17.1363636363636,10.6439393939394,516.363637078892,25.0128440713445
"24","12_611",12.611,25,21,NA,8.50360972222222,7.52120902777778,NA,583.568124670283,314.773109670637,NA,21528,12,611,NA,940826,1,22,4,5,2,"S",940914,3,569,1,"0569K07",727,4480,94,129,6,6,"0","0",14,13,3,4,9,1,60,70,25,25,8,5,4,4,21,21,2,4,4,3,NA,NA,NA,NA,NA,NA,25,3,1,NA,21,3,1,NA,NA,NA,NA,NA,25,21,37,45,44,2,NA,2,1,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"P204",320,NA,"5.25",NA,727000,4480000,12,"IFN2","12_611",23.8603448275862,12754.1466229075,5299.85960496011,16.02481875,898.34123434092,0,14.1974409448819,5.8996062992126,15.0706142991694,8.37931034482759,41.5540118963437,35.1181443745935,398.701439376317,39.8172312155733,74.1082176904086,-0.323724393225976,40.438988951507,"1986_1996",2.26515151515152,16.0151515151515,9.14015151515152,524.136361468922,27.3841281274086
"25","12_875",12.875,21,25,NA,12.1941631944444,5.21591388888889,NA,590.641677696589,102.566518881444,NA,22164,12,875,NA,940531,1,23,4,2,2,"S",940606,1,592,1,"0592K08",723,4462,94,139,0,0,"0","0",0,15,0,2,9,1,15,40,26,21,0,7,4,4,NA,25,NA,1,NA,4,NA,37,NA,1,NA,3,21,3,1,NA,25,3,1,NA,37,3,6,NA,21,25,37,39,95,45,NA,3,3,"W",20,NA,NA,NA,1,1,3,NA,0,NA,0,4,NA,NA,"01",210,NA,"1.00",NA,723000,4462000,12,"IFN2","12_875",30.05625,11068.1652590874,3984.17874206711,17.4100770833333,693.208196578033,0,15.9665816326531,5.74744897959184,17.8823076257067,8.375,35.9967406413268,27.8644208775213,404.864587541301,45.350631579672,84.4070362227839,-0.377125244155684,40.2780797358015,"1986_1996",2.25,15.9924242424242,9.12121212121212,520.800002509897,27.2367671677125
"26","12_877",12.877,21,25,NA,18.3921277777778,6.48926527777778,NA,1241.40855611678,166.228496118202,NA,22165,12,877,NA,940505,1,34,4,3,3,"S",940509,1,592,1,"0592K09",726,4462,94,139,6,6,"0","0",12,12,2,2,9,1,50,50,25,21,6,7,4,3,21,25,4,2,4,4,NA,NA,NA,NA,NA,NA,21,3,1,NA,25,3,1,NA,NA,NA,NA,NA,21,25,37,45,95,15,NA,2,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"01",78,NA,"0.75",NA,726000,4462000,12,"IFN2","12_877",28.8375,19083.7387096722,10072.7395094604,24.8813930555556,1407.63705223499,0,13.5572864321608,7.15577889447236,15.0019274306059,11,52.7817932465992,38.1447767663632,620.173218544906,24.2304773431144,45.0979999077312,-0.341875647577171,40.2772747697495,"1986_1996",2.56060606060606,16.2348484848485,9.39772727272727,507.209088368849,26.1478616147972
"27","12_88",12.88,25,21,NA,8.51090069444444,6.70807777777778,NA,190.985931710274,148.544613552436,NA,21859,12,88,NA,940921,3,19,4,4,2,"S",940930,1,520,1,"0520L54",259,4511,94,93,0,0,"0","0",0,11,0,5,9,1,0,80,24,25,4,3,3,4,NA,21,NA,3,NA,4,NA,45,NA,3,NA,3,25,3,1,NA,21,3,1,NA,45,3,6,NA,25,21,45,37,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,3,NA,0,NA,0,0,NA,"P204","P305",390,NA,"9.75",NA,259000,4511000,12,"IFN2","12_88",29.53125,7861.01631696003,3579.21783131107,15.2189784722222,339.53054526271,0,23.1526041666667,10.5416666666667,23.8895728866871,11.5625,45.5312352372168,39.1534391534392,315.652763058619,46.9362975929687,87.3582932165577,-0.294878412970556,40.2761847992754,"1986_1996",3.0530303030303,16.6439393939394,9.84848484848485,494.545457168059,24.9160306664824
"28","16_1",16.1,45,NA,NA,0.79655625,NA,NA,31.8309886183791,NA,NA,29762,16,1,NA,930113,2,1,1,2,2,"S",930322,2,538,1,"0538L05",550,4492,92,275,7,7,"0","0",11,11,1,1,9,1,70,65,25,45,0,7,3,3,NA,39,NA,3,NA,2,NA,NA,NA,NA,NA,NA,45,3,6,NA,39,3,6,NA,NA,NA,NA,NA,45,39,26,NA,NA,NA,NA,3,1,"W",19,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",84,NA,"0.25",NA,550000,4492000,16,"IFN2","16_1",17.85,568.183146838066,143.239448782706,0.79655625,31.8309886183791,0,17.85,4.5,17.85,4.5,25.2100840336134,25.2100840336134,18.5368423839039,393.878633534559,733.090740527512,-2.37399952636415,40.5583721210851,"1986_1996",6.90151515151515,18.5833333333333,12.7424242424242,487.809090679342,21.4493004562535
"29","16_16",16.16,25,44,NA,15.3387521944444,1.92715625,NA,708.911484296433,95.4929658551372,NA,29775,16,16,NA,930113,2,21,4,1,0,"S",930322,2,538,1,"0538M07",555,4487,92,9,2,2,"0","0",9,9,3,5,9,1,90,70,25,25,0,9,4,4,NA,44,NA,1,NA,4,NA,NA,NA,NA,NA,NA,25,3,1,NA,44,3,6,NA,NA,NA,NA,NA,25,44,37,NA,NA,NA,NA,3,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"G912",287,NA,"8.50",NA,555000,4487000,16,"IFN2","16_16",28.6421195652174,12047.7603970415,5998.79737948946,17.2659084444444,804.404450151571,0,14.9772423496307,7.45743932465705,16.5315107505665,10.2282608695652,49.7918051305416,35.7105585230022,414.164035408032,34.4715626928329,64.158807485586,-1.97315146071548,40.5104621527876,"1986_1996",2.93939393939394,15.4166666666667,9.1780303030303,621.190909212286,32.3907564748259
"30","16_163",16.163,25,21,NA,15.2032083333333,5.26480347222222,NA,548.200359538751,134.397507499823,NA,30899,16,163,NA,930507,12,27,4,2,3,"S",930616,13,539,2,"0539L38",587,4492,92,79,2,2,"0","0",14,15,2,3,9,1,90,40,25,25,0,8,4,4,NA,21,NA,1,NA,4,NA,37,NA,1,NA,2,25,3,1,NA,21,3,1,NA,37,3,6,NA,25,21,37,39,15,99,44,3,4,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"P204",323,NA,"3.50",NA,587000,4492000,16,"IFN2","16_163",27.94375,12920.3751190257,5510.29780749273,20.4680118055556,682.597867038573,0,18.9282383419689,8.07253886010363,19.5393640813785,9.125,42.648125590244,32.654887049877,459.60256684464,41.945431211736,78.0692442055487,-1.972188134298,40.57351286898,"1986_1996",2.89393939393939,15.2878787878788,9.09090909090909,622.872727805918,32.6266666945957
"31","16_324",16.324,25,21,NA,9.58427469444444,1.73949444444444,NA,234.983431533901,45.978094670992,NA,29863,16,324,NA,930115,2,13,4,5,3,"S",930325,2,564,1,"0564K06",578,4479,92,165,2,2,"0","0",13,13,2,2,9,1,90,60,25,25,0,6,4,4,NA,21,NA,3,NA,4,NA,NA,NA,NA,NA,NA,25,3,1,NA,21,3,1,NA,NA,NA,NA,NA,25,21,91,37,44,15,45,2,1,"W",20,NA,NA,NA,1,1,3,NA,0,NA,0,0,NA,NA,"M204",102,NA,"1.50",NA,578000,4479000,16,"IFN2","16_324",27.7353077816492,6056.92076470662,2582.41273884396,11.3237691388889,280.961526204893,0,21.5578298086606,9.19133937562941,22.6530735983923,10.7479674796748,42.6357358658472,38.7519315245749,239.845841343944,55.5073162099583,103.310756361408,-2.08010156273791,40.4573114715154,"1986_1996",4.33333333333333,16.3636363636364,10.3484848484848,576.309092478319,28.3219658254423
"32","16_36",16.36,25,45,26,5.53937013888889,0.78765625,0.5776,251.111132433879,31.8309886183791,14.1471060526129,30287,16,36,NA,930520,1,8,4,4,3,"S",930524,3,538,1,"0538M09",561,4488,92,9,1,1,"0","0",10,10,4,5,9,1,90,65,25,25,0,6,4,4,NA,45,NA,2,NA,2,NA,26,NA,1,NA,4,25,3,1,NA,45,3,6,NA,26,3,1,NA,25,45,26,99,39,37,44,2,3,"W",20,NA,NA,NA,1,1,3,NA,0,NA,0,0,NA,NA,"01",156,NA,"10.75",NA,561000,4488000,16,"IFN2","16_36",23.575,4721.59664505956,1651.67463164256,6.90462638888889,297.089227104871,0,15.8928571428571,5.55952380952381,17.2021091591645,7.76666666666667,34.9812734082397,32.9445033580771,163.042872170873,74.7002201495141,139.032775694269,-2.01053816438759,40.3756588102214,"1986_1996",4.61363636363636,16.5227272727273,10.5681818181818,560.463633407246,27.2490606297446
"33","16_364",16.364,25,21,NA,8.79221736111111,7.28959166666667,NA,357.214427828476,215.743367302347,NA,29878,16,364,NA,930115,2,17,4,3,1,"S",930329,2,564,1,"0564K08",584,4479,92,78,2,2,"3","3",14,14,2,2,9,1,90,80,NA,21,NA,5,NA,4,NA,25,NA,4,NA,4,NA,91,NA,1,NA,2,21,3,1,NA,25,3,1,NA,91,3,6,NA,21,25,91,37,15,44,NA,2,1,"W",19,NA,NA,NA,1,1,3,NA,0,NA,0,4,NA,NA,"P111",202,NA,"2.00",NA,584000,4479000,16,"IFN2","16_364",31.875,9550.88813494464,5259.18667505885,16.0818090277778,572.957795130823,0,16.6694444444444,9.17901234567901,18.904325799949,15,55.0648965913089,47.0588235294118,365.855538408027,27.8514252736778,51.8373433852071,-2.00934982228069,40.456726724722,"1986_1996",4.06818181818182,16.2954545454545,10.1818181818182,577.490906476974,28.6144142848951
"34","16_365",16.365,25,21,NA,8.31056944444444,7.99443891666667,NA,130.860730986669,203.152442915522,NA,29879,16,365,NA,930115,2,18,4,5,3,"S",930329,2,564,1,"0564J10",584,4481,92,197,2,2,"0","0",13,13,2,2,9,1,90,60,25,25,0,6,4,4,NA,21,NA,4,NA,4,NA,NA,NA,NA,NA,NA,25,3,1,NA,21,3,1,NA,NA,NA,NA,NA,25,21,44,91,37,38,NA,2,1,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"M204",246,NA,"1.00",NA,584000,4481000,16,"IFN2","16_365",33.6646739130435,7872.29156048396,3337.30231781139,16.3050083611111,334.013173902191,0,23.5688055908513,9.99152901313003,24.9306598957545,12.8260869565217,42.3930223133939,38.0995431283599,332.527517261184,42.6603114623267,79.3997862753004,-2.00908509003105,40.4747416573638,"1986_1996",3.84848484848485,16.25,10.0492424242424,585.809088468552,29.2185148981103
"35","16_371",16.371,21,25,NA,28.3245645833333,17.5136826388889,NA,820.532151051549,809.92182151209,NA,29882,16,371,NA,930115,2,58,4,5,1,"S",930329,2,564,1,"0564K09",585,4477,92,78,2,2,"3","3",14,14,2,2,9,1,90,80,21,21,6,5,4,4,25,25,4,5,4,4,NA,NA,NA,NA,NA,NA,21,3,1,NA,25,3,1,NA,NA,NA,NA,NA,21,25,37,91,15,99,95,2,1,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,"G415","P111","M204",90,NA,"1.00",NA,585000,4477000,16,"IFN2","16_371",32.13125,28773.4453227581,18382.3959271139,45.8382472222222,1630.45397256364,0,17.6475054229935,11.2744034707158,18.9197236660811,14.3125,63.8866695347551,44.5438630616612,1042.46879949663,17.3033514428581,32.2051658629502,-1.99782571077801,40.4386101311447,"1986_1996",3.18939393939394,15.7272727272727,9.45833333333333,606.554547895085,31.1719682001757
"36","16_372",16.372,21,25,NA,9.14994166666667,8.49638333333333,NA,127.323954473516,113.176848420903,NA,29883,16,372,NA,930115,2,17,4,5,1,"S",930329,2,564,1,"0564K09",585,4479,92,78,2,2,"3","3",14,14,2,3,9,1,90,60,25,21,0,5,4,4,NA,25,NA,4,NA,4,NA,91,NA,1,NA,2,21,3,1,NA,25,3,1,NA,91,3,6,NA,21,25,91,37,15,99,NA,2,2,"W",18,NA,NA,NA,1,1,3,NA,0,NA,0,4,NA,NA,"P111",38,NA,"4.00",NA,585000,4479000,16,"IFN2","16_372",33.95625,7270.90515574041,3699.46823275828,17.646325,240.50080289442,0,30.2323529411765,15.3823529411765,30.5649669700844,16.5625,50.8804358400623,48.775998527517,332.052860300542,38.9328183466347,72.4621398638352,-1.99755807044045,40.4566250574814,"1986_1996",3.18939393939394,15.7272727272727,9.45833333333333,606.554547895085,31.1719682001757
"37","16_38",16.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,30288,16,38,NA,930520,1,0,0,0,2,"S",930524,3,538,1,"0538L10",561,4493,92,169,2,2,"0","0",11,11,3,5,9,3,90,NA,25,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"W",5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,"9.25",NA,561000,4493000,16,"IFN2","16_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27922561305452,40.5848453134188,"1986_1996",5.23484848484849,17.2878787878788,11.2613636363636,558.754546555606,26.2802779780296
"38","16_387",16.387,25,21,NA,7.81183819444444,4.72104375,NA,364.287980854783,286.478897565412,NA,30954,16,387,NA,930511,12,15,4,4,1,"S",930622,13,564,1,"0564L10",587,4474,92,78,2,2,"3","3",14,14,4,2,9,1,90,40,25,25,0,6,4,3,NA,21,NA,3,NA,3,NA,NA,NA,NA,NA,NA,25,3,1,NA,21,3,1,NA,NA,NA,NA,NA,25,21,91,37,44,15,NA,2,1,"W",20,NA,NA,NA,1,1,3,NA,0,NA,0,4,NA,"P410","M204",175,NA,"2.00",NA,587000,4474000,16,"IFN2","16_387",22.4532258064516,9727.19644412533,5466.08810107832,12.5328819444444,650.766878420194,0,14.9472826086957,8.39945652173913,15.6591366231542,10.9516129032258,56.1938697596626,48.7752316643919,307.138364440037,35.7939143687429,66.6199812756732,-1.97465912076828,40.4113810175172,"1986_1996",4.31818181818182,16.3181818181818,10.3181818181818,564.518181974238,27.7838926251303
