"","PlotID0","FECHGR","anno.gr.x","mes.gr.x","PlotID","FechaIni","Cla","Subclase","anno.gr.y","mes.gr.y","diff.year"
"1",1.152,960610,1996,6,"1.152.A.1","09/21/05 00:00:00","A","1",2005,9,9
"2",1.762,960604,1996,6,"1.762.A.1","06/30/05 00:00:00","A","1",2005,6,9
"3",5.701,920609,1992,6,"5.701.A.1","03/20/02 00:00:00","A","1",2002,3,10
"4",9.1016,920205,1992,2,"9.1016.A.1","03/31/03 00:00:00","A","1",2003,3,11
"5",9.121,920128,1992,1,"9.1210.A.4","05/09/03 00:00:00","A","4",2003,5,11
"6",9.1213,920212,1992,2,"9.1213.A.4","06/11/03 00:00:00","A","4",2003,6,11
"7",9.1226,920212,1992,2,"9.1226.A.1","06/04/03 00:00:00","A","1",2003,6,11
"8",9.1231,920212,1992,2,"9.1231.A.1","06/05/03 00:00:00","A","1",2003,6,11
"9",9.1234,920213,1992,2,"9.1234.A.1","04/16/03 00:00:00","A","1",2003,4,11
"10",9.1236,920213,1992,2,"9.1236.A.4","04/15/03 00:00:00","A","4",2003,4,11
"11",9.1241,920213,1992,2,"9.1241.A.1","04/08/03 00:00:00","A","1",2003,4,11
"12",9.1251,920213,1992,2,"9.1251.A.4","04/09/03 00:00:00","A","4",2003,4,11
"13",9.1253,920213,1992,2,"9.1253.A.1","04/08/03 00:00:00","A","1",2003,4,11
"14",9.1256,920214,1992,2,"9.1256.A.1","03/03/03 00:00:00","A","1",2003,3,11
"15",9.1278,920217,1992,2,"9.1278.A.1","05/19/03 00:00:00","A","1",2003,5,11
"16",9.1296,920218,1992,2,"9.1296.A.1","05/29/03 00:00:00","A","1",2003,5,11
"17",9.1339,920219,1992,2,"9.1339.A.1","04/01/03 00:00:00","A","1",2003,4,11
"18",9.134,920128,1992,1,"9.1340.A.1","04/07/03 00:00:00","A","1",2003,4,11
"19",9.1347,920219,1992,2,"9.1347.A.1","04/01/03 00:00:00","A","1",2003,4,11
"20",9.1357,920220,1992,2,"9.1357.A.1","02/25/03 00:00:00","A","1",2003,2,11
"21",9.1389,920220,1992,2,"9.1389.A.1","03/18/03 00:00:00","A","1",2003,3,11
"22",9.1451,920224,1992,2,"9.1451.A.1","05/30/03 00:00:00","A","1",2003,5,11
"23",9.1536,920225,1992,2,"9.1536.A.3C","03/12/03 00:00:00","A","3C",2003,3,11
