"","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","Rumbo","Distancia","DRed","Especie","Diametro1","Diametro2","Altura","Calidad","Forma","ParEsp","Agente","Import","Elemento","Compara"
"251165","10.681","10.681.A.1",10,10,681,"A","1",4,0,2,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251166","10.681","10.681.A.1",10,10,681,"A","1",5,0,3,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251167","10.681","10.681.A.1",10,10,681,"A","1",6,0,4,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251168","10.681","10.681.A.1",10,10,681,"A","1",7,3,5,142,12.7,NA,26,365,363,11,2,2,NA,100,NA,"","X"
"251169","10.681","10.681.A.1",10,10,681,"A","1",8,4,6,190,6.5,NA,26,363,375,11,2,2,NA,100,NA,"","X"
"251170","10.681","10.681.A.1",10,10,681,"A","1",9,0,7,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251171","10.681","10.681.A.1",10,10,681,"A","1",10,0,8,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251172","10.681","10.681.A.1",10,10,681,"A","1",11,0,9,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251173","10.681","10.681.A.1",10,10,681,"A","1",12,0,10,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251174","10.681","10.681.A.1",10,10,681,"A","1",13,5,11,232,9.3,NA,23,244,228,10.5,2,2,NA,100,NA,"","X"
"251175","10.681","10.681.A.1",10,10,681,"A","1",14,6,0,232,3.1,NA,23,105,122,6,2,3,NA,100,NA,"","X"
"251176","10.681","10.681.A.1",10,10,681,"A","1",15,0,12,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251177","10.681","10.681.A.1",10,10,681,"A","1",16,7,13,252,7.5,NA,23,202,206,8.5,2,2,NA,100,NA,"","X"
"251178","10.681","10.681.A.1",10,10,681,"A","1",17,0,14,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251179","10.681","10.681.A.1",10,10,681,"A","1",18,8,0,302,7.8,NA,23,150,142,6.5,2,2,NA,100,NA,"","X"
"251180","10.681","10.681.A.1",10,10,681,"A","1",19,9,15,328,2.4,NA,26,300,297,9,2,2,NA,100,NA,"","X"
"251181","10.681","10.681.A.1",10,10,681,"A","1",20,10,0,334,8.2,NA,23,133,136,6.5,3,3,NA,200,1,"4","X"
"251182","10.681","10.681.A.1",10,10,681,"A","1",21,0,16,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251183","10.681","10.681.A.1",10,10,681,"A","1",22,0,17,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251184","10.681","10.681.A.1",10,10,681,"A","1",23,0,18,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251185","10.681","10.681.A.1",10,10,681,"A","1",24,0,19,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251186","10.681","10.681.A.1",10,10,681,"A","1",25,11,20,361,9.8,NA,23,218,221,9.5,2,2,NA,100,NA,"","X"
"251187","10.681","10.681.A.1",10,10,681,"A","1",26,0,21,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"251188","10.681","10.681.A.1",10,10,681,"A","1",27,12,0,398,14.5,NA,23,235,250,9,2,2,NA,100,NA,"","X"
"251298","10.688","10.688.A.1",10,10,688,"A","1",1,1,1,6,5.4,NA,23,183,178,9,2,2,42,100,NA,"","X"
"251299","10.688","10.688.A.1",10,10,688,"A","1",2,2,2,17,6.7,NA,23,236,241,9,2,2,45,100,NA,"","X"
"251300","10.688","10.688.A.1",10,10,688,"A","1",3,3,3,19,6.7,NA,23,195,180,9,2,2,42,100,NA,"","X"
"251301","10.688","10.688.A.1",10,10,688,"A","1",4,4,4,58,13.5,NA,26,253,254,10.5,2,2,NA,100,NA,"","X"
"251302","10.688","10.688.A.1",10,10,688,"A","1",5,5,5,59,8.2,NA,26,251,253,12,2,2,NA,100,NA,"","X"
"251303","10.688","10.688.A.1",10,10,688,"A","1",6,6,7,63,5.7,NA,26,179,183,11.5,2,2,NA,100,NA,"","X"
"251304","10.688","10.688.A.1",10,10,688,"A","1",7,7,6,63,4.2,NA,23,200,216,11,2,2,42,100,NA,"","X"
"251305","10.688","10.688.A.1",10,10,688,"A","1",8,8,8,64,4,NA,23,220,234,11,2,2,42,100,NA,"","X"
"251306","10.688","10.688.A.1",10,10,688,"A","1",9,9,0,81,12.8,NA,26,252,250,13,2,2,NA,100,NA,"","X"
"251307","10.688","10.688.A.1",10,10,688,"A","1",10,10,9,84,2.3,NA,23,120,125,9,2,2,42,100,NA,"","X"
"251308","10.688","10.688.A.1",10,10,688,"A","1",11,11,10,97,14.6,NA,26,246,243,11,2,2,3015,100,NA,"","X"
"251309","10.688","10.688.A.1",10,10,688,"A","1",12,12,0,102,13.6,NA,26,246,241,12.5,2,2,NA,100,NA,"","X"
"251310","10.688","10.688.A.1",10,10,688,"A","1",13,13,0,102,7.9,NA,23,134,137,7.5,3,3,42,316,1,"9","X"
"251311","10.688","10.688.A.1",10,10,688,"A","1",14,14,11,103,8.1,NA,23,144,153,10,2,2,42,100,NA,"","X"
"251312","10.688","10.688.A.1",10,10,688,"A","1",15,15,12,109,12.6,NA,26,300,294,13,2,2,NA,100,NA,"","X"
"251313","10.688","10.688.A.1",10,10,688,"A","1",16,16,13,113,6.8,NA,23,202,220,10.5,2,2,42,100,NA,"","X"
"251314","10.688","10.688.A.1",10,10,688,"A","1",17,17,14,127,1.5,NA,26,157,158,9.5,2,2,NA,100,NA,"","X"
"251315","10.688","10.688.A.1",10,10,688,"A","1",18,18,0,128,10.6,NA,26,231,247,13,2,2,NA,100,NA,"","X"
"251316","10.688","10.688.A.1",10,10,688,"A","1",19,19,15,128,6,NA,26,335,344,13,2,2,NA,100,NA,"","X"
"251317","10.688","10.688.A.1",10,10,688,"A","1",20,20,16,139,10.3,NA,26,260,264,13.5,2,2,NA,100,NA,"","X"
"251318","10.688","10.688.A.1",10,10,688,"A","1",21,21,17,146,5.9,NA,26,218,217,12.5,2,2,NA,100,NA,"","X"
"251319","10.688","10.688.A.1",10,10,688,"A","1",22,22,18,147,14.4,NA,26,315,303,13,2,2,NA,100,NA,"","X"
"251320","10.688","10.688.A.1",10,10,688,"A","1",23,999,19,148,10.2,NA,26,210,217,11,2,2,NA,100,NA,"","X"
"251321","10.688","10.688.A.1",10,10,688,"A","1",24,23,20,162,6.3,NA,26,212,200,12,2,2,NA,100,NA,"","X"
"251322","10.688","10.688.A.1",10,10,688,"A","1",25,24,21,164,15,NA,26,345,357,11,2,5,NA,100,NA,"","X"
"251323","10.688","10.688.A.1",10,10,688,"A","1",26,25,22,175,2,NA,23,112,115,8.5,2,3,42,100,NA,"","X"
"251324","10.688","10.688.A.1",10,10,688,"A","1",27,26,0,175,1.9,NA,23,80,80,8.5,3,3,42,316,1,"9","X"
"251325","10.688","10.688.A.1",10,10,688,"A","1",28,27,0,188,8.2,NA,23,156,150,10,2,2,NA,100,NA,"","X"
"251326","10.688","10.688.A.1",10,10,688,"A","1",29,28,23,197,8.9,NA,26,254,250,11,2,2,NA,100,NA,"","X"
"251327","10.688","10.688.A.1",10,10,688,"A","1",30,29,24,208,11.2,NA,26,303,283,9.5,2,5,NA,100,NA,"","X"
"251328","10.688","10.688.A.1",10,10,688,"A","1",31,30,25,218,2.8,NA,26,206,184,9.5,2,2,41,100,NA,"","X"
"251329","10.688","10.688.A.1",10,10,688,"A","1",32,31,26,227,5.7,NA,26,272,262,10.5,2,2,NA,100,NA,"","X"
"251330","10.688","10.688.A.1",10,10,688,"A","1",33,32,27,233,7.6,NA,26,211,208,10,2,2,NA,100,NA,"","X"
"251331","10.688","10.688.A.1",10,10,688,"A","1",34,33,28,238,13.7,NA,26,277,275,10.5,2,2,NA,100,NA,"","X"
"251332","10.688","10.688.A.1",10,10,688,"A","1",35,34,29,241,10.6,NA,26,367,323,12,2,2,NA,100,NA,"","X"
"251333","10.688","10.688.A.1",10,10,688,"A","1",36,35,30,266,8.7,NA,26,245,245,10.5,2,5,NA,100,NA,"","X"
"251334","10.688","10.688.A.1",10,10,688,"A","1",37,36,31,273,7.4,NA,26,199,189,11.5,2,2,42,100,NA,"","X"
"251335","10.688","10.688.A.1",10,10,688,"A","1",38,37,32,281,12.3,NA,26,342,324,12,2,2,NA,100,NA,"","X"
"251336","10.688","10.688.A.1",10,10,688,"A","1",39,38,33,288,11.1,NA,26,325,302,12,2,2,NA,100,NA,"","X"
"251337","10.688","10.688.A.1",10,10,688,"A","1",40,39,34,295,10.3,NA,26,310,316,12,2,2,NA,100,NA,"","X"
"251338","10.688","10.688.A.1",10,10,688,"A","1",41,40,35,306,9.8,NA,23,135,140,8,3,5,NA,316,1,"9","X"
"251339","10.688","10.688.A.1",10,10,688,"A","1",42,41,36,317,13.1,NA,26,320,326,12.5,2,2,NA,100,NA,"","X"
"251340","10.688","10.688.A.1",10,10,688,"A","1",43,42,37,317,3.4,NA,26,143,160,8,2,2,NA,100,NA,"","X"
"251341","10.688","10.688.A.1",10,10,688,"A","1",44,43,0,348,8.6,NA,23,142,147,9,3,2,42,316,1,"9","X"
"251342","10.688","10.688.A.1",10,10,688,"A","1",45,44,38,359,8.4,NA,26,247,266,11,2,2,NA,100,NA,"","X"
"251343","10.688","10.688.A.1",10,10,688,"A","1",46,45,0,364,13.1,NA,26,235,236,10.5,2,2,NA,100,NA,"","X"
"251344","10.688","10.688.A.1",10,10,688,"A","1",47,46,39,387,3.8,NA,23,110,113,8,2,3,42,100,NA,"","X"
"251345","10.688","10.688.A.1",10,10,688,"A","1",48,47,40,389,3.7,NA,23,150,160,8.5,2,2,42,100,NA,"","X"
"251346","10.688","10.688.A.1",10,10,688,"A","1",49,48,0,395,3.5,NA,23,94,98,8,3,3,NA,316,1,"9","X"
"251347","10.689","10.689.A.1",10,10,689,"A","1",1,1,1,0,7,NA,26,206,205,10.5,2,2,NA,100,NA,"","X"
"251348","10.689","10.689.A.1",10,10,689,"A","1",2,2,2,3,2.8,NA,23,105,102,7,3,3,NA,316,1,"9","X"
"251349","10.689","10.689.A.1",10,10,689,"A","1",3,3,0,6,7.8,NA,26,145,145,9,2,2,NA,100,NA,"","X"
"251350","10.689","10.689.A.1",10,10,689,"A","1",4,4,0,9,7.6,NA,26,137,131,9,2,2,NA,100,NA,"","X"
"251351","10.689","10.689.A.1",10,10,689,"A","1",5,5,0,16,7.1,NA,23,140,145,7.5,3,3,NA,316,1,"9","X"
"251352","10.689","10.689.A.1",10,10,689,"A","1",6,6,0,19,2.8,NA,23,85,81,7,3,3,NA,316,1,"9","X"
"251353","10.689","10.689.A.1",10,10,689,"A","1",7,7,3,28,6.8,NA,23,200,193,7.5,3,2,NA,316,1,"9","X"
"251354","10.689","10.689.A.1",10,10,689,"A","1",8,8,4,39,2.8,NA,23,80,78,6,4,3,NA,316,2,"9","X"
"251355","10.689","10.689.A.1",10,10,689,"A","1",9,9,5,45,6.6,NA,26,255,252,11.5,2,2,NA,100,NA,"","X"
"251356","10.689","10.689.A.1",10,10,689,"A","1",10,10,0,47,2.7,NA,23,82,80,6,3,3,42,316,1,"9","X"
"251357","10.689","10.689.A.1",10,10,689,"A","1",11,888,6,59,4.1,NA,26,83,78,0,6,NA,NA,316,3,"9","X"
"251358","10.689","10.689.A.1",10,10,689,"A","1",12,11,7,70,3.2,NA,26,165,160,10.5,2,2,NA,100,NA,"","X"
"251359","10.689","10.689.A.1",10,10,689,"A","1",13,12,0,74,8.4,NA,26,135,143,9,3,2,NA,200,1,"9","X"
"251360","10.689","10.689.A.1",10,10,689,"A","1",14,13,8,82,2.3,NA,26,228,225,10,2,2,3025,100,NA,"","X"
"251361","10.689","10.689.A.1",10,10,689,"A","1",15,14,9,87,10,NA,26,245,240,12.5,2,2,NA,100,NA,"","X"
"251362","10.689","10.689.A.1",10,10,689,"A","1",16,15,10,99,4.8,NA,23,75,80,5.5,4,3,NA,316,2,"9","X"
"251363","10.689","10.689.A.1",10,10,689,"A","1",17,16,11,102,6.2,NA,23,158,167,8,2,2,NA,100,NA,"","X"
"251364","10.689","10.689.A.1",10,10,689,"A","1",18,17,12,106,7.5,NA,23,155,160,8.5,2,2,NA,100,NA,"","X"
"251365","10.689","10.689.A.1",10,10,689,"A","1",19,18,0,109,7.7,NA,23,135,135,8.5,2,3,42,100,NA,"","X"
"251366","10.689","10.689.A.1",10,10,689,"A","1",20,19,0,114,12.6,NA,26,280,292,11,2,2,NA,100,NA,"","X"
"251367","10.689","10.689.A.1",10,10,689,"A","1",21,20,0,153,4.7,NA,23,92,85,6.5,3,3,41,316,1,"9","X"
"251368","10.689","10.689.A.1",10,10,689,"A","1",22,21,0,157,12.3,NA,26,232,231,9,2,2,NA,100,NA,"","X"
"251369","10.689","10.689.A.1",10,10,689,"A","1",23,22,13,158,4.4,NA,23,155,160,7.5,2,2,41,100,NA,"","X"
"251370","10.689","10.689.A.1",10,10,689,"A","1",24,23,14,163,4.7,NA,23,156,157,7.5,3,3,41,316,1,"9","X"
"251371","10.689","10.689.A.1",10,10,689,"A","1",25,24,15,172,3.2,NA,23,110,113,7,2,3,NA,100,NA,"","X"
"251372","10.689","10.689.A.1",10,10,689,"A","1",26,25,16,198,2.3,NA,23,83,84,7,3,3,NA,316,1,"9","X"
"251373","10.689","10.689.A.1",10,10,689,"A","1",27,26,0,210,5.3,NA,23,130,133,7.5,2,2,NA,100,NA,"","X"
"251374","10.689","10.689.A.1",10,10,689,"A","1",28,27,17,210,2,NA,23,155,149,8,2,2,NA,100,NA,"","X"
"251375","10.689","10.689.A.1",10,10,689,"A","1",29,28,18,212,5.1,NA,23,140,143,8.5,2,2,NA,100,NA,"","X"
"251376","10.689","10.689.A.1",10,10,689,"A","1",30,29,0,228,7.5,NA,23,173,168,8,2,3,41,100,NA,"","X"
"251377","10.689","10.689.A.1",10,10,689,"A","1",31,30,19,229,5,NA,23,97,96,7,3,3,NA,316,1,"9","X"
"251378","10.689","10.689.A.1",10,10,689,"A","1",32,31,0,235,5,NA,23,94,88,7.5,3,3,NA,316,1,"9","X"
"251379","10.689","10.689.A.1",10,10,689,"A","1",33,32,20,247,2.2,NA,23,136,143,8.5,2,2,NA,100,NA,"","X"
"251380","10.689","10.689.A.1",10,10,689,"A","1",34,33,0,252,5.4,NA,23,160,167,8,2,3,41,100,NA,"","X"
"251381","10.689","10.689.A.1",10,10,689,"A","1",35,34,21,254,1.8,NA,23,120,115,8,3,3,NA,316,1,"9","X"
"251382","10.689","10.689.A.1",10,10,689,"A","1",36,35,0,256,8.4,NA,23,155,150,7.5,2,2,NA,100,NA,"","X"
"251383","10.689","10.689.A.1",10,10,689,"A","1",37,36,0,265,5.9,NA,23,152,156,8,2,2,NA,100,NA,"","X"
"251384","10.689","10.689.A.1",10,10,689,"A","1",38,37,22,285,2.7,NA,23,190,180,8.5,2,2,NA,100,NA,"","X"
"251385","10.689","10.689.A.1",10,10,689,"A","1",39,38,23,303,4.1,NA,23,125,128,8.5,3,3,NA,316,1,"9","X"
"251386","10.689","10.689.A.1",10,10,689,"A","1",40,39,24,308,5.3,NA,23,190,180,9.5,2,2,NA,100,NA,"","X"
"251387","10.689","10.689.A.1",10,10,689,"A","1",41,40,25,314,7.8,NA,26,210,215,9.5,2,2,NA,100,NA,"","X"
"251388","10.689","10.689.A.1",10,10,689,"A","1",42,41,0,316,9.1,NA,23,129,128,8,2,3,NA,100,NA,"","X"
"251389","10.689","10.689.A.1",10,10,689,"A","1",43,42,26,351,5.4,NA,26,185,183,9.5,2,2,NA,100,NA,"","X"
"251390","10.689","10.689.A.1",10,10,689,"A","1",44,43,27,358,5.7,NA,26,200,194,9,2,2,NA,100,NA,"","X"
"251391","10.689","10.689.A.1",10,10,689,"A","1",45,44,28,369,3.6,NA,26,170,182,9,2,2,NA,100,NA,"","X"
"251392","10.689","10.689.A.1",10,10,689,"A","1",46,45,29,374,8.9,NA,26,166,168,10,2,2,NA,100,NA,"","X"
"251393","10.689","10.689.A.1",10,10,689,"A","1",47,46,30,377,9.9,NA,26,165,172,9.5,2,2,NA,100,NA,"","X"
"251394","10.689","10.689.A.1",10,10,689,"A","1",48,47,31,384,8.7,NA,26,189,186,10,2,2,NA,100,NA,"","X"
"251395","10.689","10.689.A.1",10,10,689,"A","1",49,48,0,386,12.6,NA,26,250,255,9.5,2,2,NA,100,NA,"","X"
"251613","10.697","10.697.A.1",10,10,697,"A","1",1,1,0,14,6.1,NA,23,140,136,6.5,2,3,42,100,NA,"","X"
"251614","10.697","10.697.A.1",10,10,697,"A","1",2,2,1,22,4.4,NA,23,98,101,6.5,3,5,NA,316,1,"9","X"
"251615","10.697","10.697.A.1",10,10,697,"A","1",3,3,0,31,3.9,NA,23,105,115,7,2,3,42,100,NA,"","X"
"251616","10.697","10.697.A.1",10,10,697,"A","1",4,4,2,32,4,NA,23,140,138,7,2,3,42,100,NA,"","X"
"251617","10.697","10.697.A.1",10,10,697,"A","1",5,5,3,40,7.4,NA,26,155,160,7,2,3,NA,100,NA,"","X"
"251618","10.697","10.697.A.1",10,10,697,"A","1",6,6,0,56,2.8,NA,23,106,105,6,2,3,42,100,NA,"","X"
"251619","10.697","10.697.A.1",10,10,697,"A","1",7,7,0,58,3,NA,23,92,93,5.5,3,5,42,316,1,"9","X"
"251620","10.697","10.697.A.1",10,10,697,"A","1",8,8,0,60,2.9,NA,23,98,96,6,2,3,42,100,NA,"","X"
"251621","10.697","10.697.A.1",10,10,697,"A","1",9,9,4,64,6.1,NA,26,149,150,6.5,2,3,NA,100,NA,"","X"
"251622","10.697","10.697.A.1",10,10,697,"A","1",10,10,0,83,6,NA,23,134,130,6.5,2,3,42,100,NA,"","X"
"251623","10.697","10.697.A.1",10,10,697,"A","1",11,11,0,102,6.5,NA,23,125,127,6.5,2,3,42,100,NA,"","X"
"251624","10.697","10.697.A.1",10,10,697,"A","1",12,12,5,108,2.6,NA,23,175,151,6.5,2,2,NA,100,NA,"","X"
"251625","10.697","10.697.A.1",10,10,697,"A","1",13,13,0,110,7.8,NA,23,134,136,6,2,3,NA,100,NA,"","X"
"251626","10.697","10.697.A.1",10,10,697,"A","1",14,14,0,135,7.6,NA,23,156,158,6,2,5,NA,100,NA,"","X"
"251627","10.697","10.697.A.1",10,10,697,"A","1",15,15,0,137,3.2,NA,23,75,78,5.5,3,3,42,316,1,"9","X"
"251628","10.697","10.697.A.1",10,10,697,"A","1",16,16,0,141,3.1,NA,23,92,94,6.5,2,3,42,100,NA,"","X"
"251629","10.697","10.697.A.1",10,10,697,"A","1",17,17,0,144,3.4,NA,23,76,81,5.5,3,3,NA,316,1,"9","X"
"251630","10.697","10.697.A.1",10,10,697,"A","1",18,18,6,159,4.7,NA,23,155,161,6,2,3,41,100,NA,"","X"
"251631","10.697","10.697.A.1",10,10,697,"A","1",19,19,0,171,6.1,NA,23,140,143,6,2,3,41,100,NA,"","X"
"251632","10.697","10.697.A.1",10,10,697,"A","1",20,20,0,184,9.3,NA,23,138,143,6.5,2,3,42,100,NA,"","X"
"251633","10.697","10.697.A.1",10,10,697,"A","1",21,21,0,212,8.1,NA,23,137,140,7,2,3,45,100,NA,"","X"
"251634","10.697","10.697.A.1",10,10,697,"A","1",22,22,0,212,7.9,NA,23,133,128,6.5,2,3,42,100,NA,"","X"
"251635","10.697","10.697.A.1",10,10,697,"A","1",23,23,7,214,6.4,NA,26,195,187,8,2,2,3010,100,NA,"","X"
"251636","10.697","10.697.A.1",10,10,697,"A","1",24,24,8,224,4.3,NA,23,111,101,5.5,3,5,42,200,1,"9","X"
"251637","10.697","10.697.A.1",10,10,697,"A","1",25,25,0,250,14.3,NA,26,252,255,8.5,2,2,NA,100,NA,"","X"
"251638","10.697","10.697.A.1",10,10,697,"A","1",26,26,0,252,8,NA,23,154,142,7,2,2,NA,100,NA,"","X"
"251639","10.697","10.697.A.1",10,10,697,"A","1",27,27,9,253,2.1,NA,23,155,150,6,2,5,NA,100,NA,"","X"
"251640","10.697","10.697.A.1",10,10,697,"A","1",28,28,10,271,6.9,NA,23,174,172,7.5,2,5,42,100,NA,"","X"
"251641","10.697","10.697.A.1",10,10,697,"A","1",29,29,11,275,6.8,NA,23,160,160,7.5,2,2,42,100,NA,"","X"
"251642","10.697","10.697.A.1",10,10,697,"A","1",30,30,12,293,6.5,NA,23,152,158,7,2,2,NA,100,NA,"","X"
"251643","10.697","10.697.A.1",10,10,697,"A","1",31,31,0,327,7.8,NA,23,150,156,7,2,2,42,100,NA,"","X"
"251644","10.697","10.697.A.1",10,10,697,"A","1",32,32,13,329,1.8,NA,23,105,101,5,3,5,42,316,1,"9","X"
"251645","10.697","10.697.A.1",10,10,697,"A","1",33,33,14,347,3.1,NA,26,212,229,8.5,2,2,NA,100,NA,"","X"
"251646","10.697","10.697.A.1",10,10,697,"A","1",34,34,15,368,4.7,NA,23,147,157,6.5,2,5,NA,100,NA,"","X"
"251647","10.697","10.697.A.1",10,10,697,"A","1",35,35,0,372,6.8,NA,23,147,156,6.5,2,3,NA,100,NA,"","X"
"251648","10.697","10.697.A.1",10,10,697,"A","1",36,36,0,374,8.7,NA,23,157,161,6.5,2,3,45,100,NA,"","X"
"251649","10.697","10.697.A.1",10,10,697,"A","1",37,37,0,376,8.5,NA,23,137,135,6.5,2,3,42,100,NA,"","X"
"251650","10.698","10.698.A.1",10,10,698,"A","1",1,1,1,12,2.4,NA,26,252,241,10.5,2,2,NA,100,NA,"","X"
"251651","10.698","10.698.A.1",10,10,698,"A","1",2,2,2,40,13.7,NA,26,302,298,11.5,2,2,NA,100,NA,"","X"
"251652","10.698","10.698.A.1",10,10,698,"A","1",3,3,0,107,14.3,NA,26,230,246,10,2,2,NA,100,NA,"","X"
"251653","10.698","10.698.A.1",10,10,698,"A","1",4,4,3,108,2,NA,26,287,287,12,2,2,3015,100,NA,"","X"
"251654","10.698","10.698.A.1",10,10,698,"A","1",5,5,4,136,4.1,NA,26,320,335,11.5,2,2,NA,100,NA,"","X"
"251655","10.698","10.698.A.1",10,10,698,"A","1",6,6,5,143,7.2,NA,26,231,252,11.5,2,2,NA,100,NA,"","X"
"251656","10.698","10.698.A.1",10,10,698,"A","1",7,7,0,152,12.7,NA,26,231,252,11.5,2,2,3030,100,NA,"","X"
"251657","10.698","10.698.A.1",10,10,698,"A","1",8,8,6,189,5.3,NA,23,283,264,10.5,2,2,NA,100,NA,"","X"
"251658","10.698","10.698.A.1",10,10,698,"A","1",9,9,0,207,14.3,NA,26,294,294,11,2,2,NA,100,NA,"","X"
"251659","10.698","10.698.A.1",10,10,698,"A","1",10,10,7,211,7.9,NA,26,272,268,11.5,2,2,NA,100,NA,"","X"
"251660","10.698","10.698.A.1",10,10,698,"A","1",11,11,8,230,7.1,NA,26,252,247,9.5,2,2,3020,100,NA,"","X"
"251661","10.698","10.698.A.1",10,10,698,"A","1",12,12,9,244,3,NA,26,179,173,8.5,2,2,NA,100,NA,"","X"
"251662","10.698","10.698.A.1",10,10,698,"A","1",13,13,10,268,6.9,NA,26,202,201,10,2,2,NA,100,NA,"","X"
"251663","10.698","10.698.A.1",10,10,698,"A","1",14,14,0,277,15,NA,23,246,250,9,2,2,NA,100,NA,"","X"
"251664","10.698","10.698.A.1",10,10,698,"A","1",15,15,11,294,7.9,NA,23,210,215,9.5,2,2,NA,100,NA,"","X"
"251665","10.698","10.698.A.1",10,10,698,"A","1",16,16,0,315,10.6,NA,23,244,247,9.5,2,2,NA,100,NA,"","X"
"251666","10.698","10.698.A.1",10,10,698,"A","1",17,17,12,319,5,NA,26,256,259,12.5,2,2,NA,100,NA,"","X"
"251667","10.698","10.698.A.1",10,10,698,"A","1",18,18,0,327,13.5,NA,26,285,293,12,2,2,NA,100,NA,"","X"
"251668","10.698","10.698.A.1",10,10,698,"A","1",19,19,0,338,12.6,NA,26,232,242,10.5,2,2,NA,100,NA,"","X"
"251669","10.698","10.698.A.1",10,10,698,"A","1",20,20,13,339,7,NA,26,339,335,13,2,2,NA,100,NA,"","X"
"251811","10.707","10.707.A.1",10,10,707,"A","1",1,1,1,7,3.5,NA,23,158,152,6.5,2,2,NA,100,NA,"","X"
"251812","10.707","10.707.A.1",10,10,707,"A","1",2,2,0,20,9.9,NA,23,155,157,6.5,2,2,NA,100,NA,"","X"
"251813","10.707","10.707.A.1",10,10,707,"A","1",3,3,0,40,6.2,NA,26,139,131,6,3,3,NA,200,1,"9","X"
"251814","10.707","10.707.A.1",10,10,707,"A","1",4,4,0,43,8,NA,23,177,180,6.5,3,2,NA,200,1,"9","X"
"251815","10.707","10.707.A.1",10,10,707,"A","1",5,5,2,68,5.8,NA,26,190,194,7.5,2,2,NA,100,NA,"","X"
"251816","10.707","10.707.A.1",10,10,707,"A","1",6,6,3,69,3,NA,23,135,136,7,2,3,41,100,NA,"","X"
"251817","10.707","10.707.A.1",10,10,707,"A","1",7,7,0,71,8.8,NA,23,132,127,6.5,2,2,NA,100,NA,"","X"
"251818","10.707","10.707.A.1",10,10,707,"A","1",8,8,4,78,4,NA,26,123,125,6.5,3,3,NA,316,1,"9","X"
"251819","10.707","10.707.A.1",10,10,707,"A","1",9,9,5,84,2.1,NA,23,150,158,7,2,2,41,100,NA,"","X"
"251820","10.707","10.707.A.1",10,10,707,"A","1",10,10,0,96,9.4,NA,26,143,140,7,3,3,NA,200,1,"9","X"
"251821","10.707","10.707.A.1",10,10,707,"A","1",11,11,6,107,7.1,NA,26,230,228,8,2,2,NA,100,NA,"","X"
"251822","10.707","10.707.A.1",10,10,707,"A","1",12,888,7,135,5.3,NA,26,141,138,0,6,NA,NA,200,3,"9","X"
"251823","10.707","10.707.A.1",10,10,707,"A","1",13,12,8,138,9,NA,23,177,183,7.5,2,2,NA,100,NA,"","X"
"251824","10.707","10.707.A.1",10,10,707,"A","1",14,13,9,150,8.4,NA,23,202,207,7.5,2,2,NA,100,NA,"","X"
"251825","10.707","10.707.A.1",10,10,707,"A","1",15,14,10,152,4.4,NA,26,121,131,6.5,3,3,NA,200,1,"9","X"
"251826","10.707","10.707.A.1",10,10,707,"A","1",16,15,11,157,2.9,NA,23,152,150,6.5,2,2,42,100,NA,"","X"
"251827","10.707","10.707.A.1",10,10,707,"A","1",17,16,12,171,8.1,NA,23,160,155,7,2,2,NA,100,NA,"","X"
"251828","10.707","10.707.A.1",10,10,707,"A","1",18,17,13,183,8.6,NA,26,150,145,7,3,3,NA,200,1,"9","X"
"251829","10.707","10.707.A.1",10,10,707,"A","1",19,18,0,190,8.6,NA,23,127,126,7,2,3,NA,100,NA,"","X"
"251830","10.707","10.707.A.1",10,10,707,"A","1",20,19,14,190,4.7,NA,23,169,164,7,2,2,NA,100,NA,"","X"
"251831","10.707","10.707.A.1",10,10,707,"A","1",21,20,15,199,9.1,NA,23,182,174,7.5,2,2,NA,100,NA,"","X"
"251832","10.707","10.707.A.1",10,10,707,"A","1",22,21,16,222,7.1,NA,23,202,203,7,2,2,41,100,NA,"","X"
"251833","10.707","10.707.A.1",10,10,707,"A","1",23,22,17,234,9.9,NA,26,197,192,8,2,2,NA,100,NA,"","X"
"251834","10.707","10.707.A.1",10,10,707,"A","1",24,888,18,255,4.1,NA,26,167,156,0,6,NA,NA,200,3,"9","X"
"251835","10.707","10.707.A.1",10,10,707,"A","1",25,23,0,256,6.1,NA,23,130,122,6,2,3,NA,100,NA,"","X"
"251836","10.707","10.707.A.1",10,10,707,"A","1",26,24,0,260,9,NA,23,140,137,6,2,3,NA,100,NA,"","X"
