"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"36529",18,505,NA,960116,12,13,4,3,4,"S",960102,13,"0973","1","0973M07","556","4154","95","056","6","6","0","0","12","12","1","3","9","1","90","80","24","24","9","6","4","4",NA,"26",NA,"2",NA,"4",NA,"45",NA,"2",NA,"4","24","3","1",NA,"26","3","1",NA,"45","3","6",NA,"24","26","45","37",NA,NA,NA,"3","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"4","4",NA,NA,"P413","200",NA,"3.25",NA,"18.505",556000,4154000,18
"36721",18,699,NA,960101,13,20,4,3,1,"S",960117,12,"0994","2","0994K30","518","4145","95","023","1","1","0","2","10","10","1","2","9","1","60","65","24","24","5","6","1","3",NA,"26",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"24","1","2","25","26","1","2","25",NA,NA,NA,NA,"24","26","45","37",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","2",NA,NA,"P402","180",NA,"2.00",NA,"18.699",518000,4145000,18
"36730",18,708,NA,960101,13,15,4,3,4,"S",960117,12,"0994","2","0994K28","514","4142","95","023","1","1","0","2","13","13","1","4","9","1","70","60","25","26","5","4","4","4",NA,"24",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","25","45","15","37",NA,"1","01","W","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,"P404","P302","120",NA,"5.50",NA,"18.708",514000,4142000,18
"36956",18,985,NA,960101,13,10,4,2,5,"S",960119,12,"1010","1","1010L06","465","4119","95","168","2","2","0","0","14","14","2","5","9","1","50","50","26","26","0","6","4","4",NA,"24",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","37","04","45","39",NA,"2","1","W","19",NA,NA,NA,"4","1","3",NA,"0",NA,"0","0",NA,"P313","P417","100",NA,"13.25",NA,"18.985",465000,4119000,18
"37147",18,1188,NA,951226,13,18,4,2,1,"S",960108,12,"1026","1","1026L12","450","4102","95","068","1","1","0","5","09","09","2","4","9","1","80","50","26","26","0","7","4","3",NA,"24",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"26","1","2","25","24","1","2","35",NA,NA,NA,NA,"26","24","36","45","15",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"9","2","4","0",NA,NA,"G417","196",NA,"5.25",NA,"18.1188",450000,4102000,18
"37387",18,1431,NA,951220,12,38,4,1,1,"S",951230,13,"1040","2","1040J01","396","4092","95","192","6","6","0","0","09","09","2","5","9","1","80","70","26","24","0","6","4","4",NA,"26",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"24","1","2","30","26","1","2","30",NA,NA,NA,NA,"24","26","15",NA,NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","65",NA,"10.50",NA,"18.1431",396000,4092000,18
"37390",18,1434,NA,951220,12,27,4,2,2,"S",951230,13,"1040","2","1040J02","398","4091","95","192","5","5","0","0","11","11","2","5","9","1","80","70","26","24","0","6","4","4",NA,"26",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","45","36","15","95",NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"4","0",NA,NA,"01","15",NA,"12.00",NA,"18.1434",398000,4091000,18
"37400",18,1444,NA,951220,12,19,4,0,3,"S",951230,13,"1040","2","1040K06","407","4088","95","013","5","5","0","0","12","12","2","5","9","1","30","50","26","26","0","5","4","4",NA,"24",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"26","1","2","40","24","1","2","40",NA,NA,NA,NA,"26","24","02",NA,NA,NA,NA,"1","04","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M702","83",NA,"8.75",NA,"18.1444",407000,4088000,18
"45727",23,465,NA,950222,13,14,4,3,7,"S",950303,12,"0865","1","0865M11","534","4246","94","082","6","6",NA,"2","09","09","2","5","9","1","90","40","26","24","0","8","4","4",NA,"26",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","45","37","93",NA,NA,"2","01","W","20",NA,NA,NA,"5","1","2",NA,"0",NA,"0","4",NA,NA,"P902","025","155","13.75","10.50","23.465",534000,4246000,23
"45783",23,83,NA,950216,1,4,4,2,2,"S",950222,1,"0862","2","0862L12","450","4248","94","076","5","5","0","2","07","07","2","5","6","1","10","35","45","45",NA,"9","4","3","46","68",NA,"1","4","3",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"68","3","6",NA,NA,NA,NA,NA,"45","68","08",NA,NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"P207","20",NA,"11.25",NA,"23.83",450000,4248000,23
"45789",23,95,NA,950120,13,27,4,2,4,"S",950125,12,"0862","2","0862M13","453","4247","94","076","1","1",NA,"2","07","07","2","2","9","1","0","80","26","26","0","9","2","3",NA,"45",NA,"1",NA,"3",NA,NA,NA,NA,NA,NA,"26","1","2","20","45","3","6",NA,NA,NA,NA,NA,"26","45",NA,NA,NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","1",NA,"1",NA,"0","0",NA,NA,"01","155",NA,"2.00",NA,"23.95",453000,4247000,23
"45835",23,151,NA,950118,1,1,1,1,3,"S",950123,1,"0863","2","0863K09","475","4253","94","079","1","1","0","0","07","07","2","1","9","1","0","35","26","23","0","8","1","3",NA,"45",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"23","1","2","18","45","3","6",NA,NA,NA,NA,NA,"23","45","44",NA,NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","3",NA,"9","2","1","0",NA,NA,"P204","63",NA,"0.25",NA,"23.151",475000,4253000,23
"46022",23,471,NA,950123,13,22,4,3,4,"S",950126,12,"0865","1","0865M10","531","4245","94","016","2","2",NA,NA,"09","09","2","4","9","1","90","85","24","24","0","7","3","3",NA,"26",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"24","1","2","33","26","3","1",NA,NA,NA,NA,NA,"24","26","37","45",NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"4","0",NA,NA,"01","265",NA,"5.25",NA,"23.471",531000,4245000,23
"46232",23,841,NA,950220,12,19,4,5,5,"S",950302,13,"0887","1","0887J08","525","4240","94","065","1","1","0","2","08","08","4","4","9","1","80","40","26","26","0","7","4","4",NA,"24",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","37","66","93",NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"1","4",NA,NA,"P103","41",NA,"6.75",NA,"23.841",525000,4240000,23
"46254",23,893,NA,950221,12,23,4,6,5,"S",950302,13,"0887","1","0887K10","528","4236","94","081","6","6","0","2","10","10","4","5","9","1","80","40","24","26","0","6","4","4",NA,"24",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","93","44","37","68","2","03","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","4",NA,"G204","P103","385",NA,"11.75",NA,"23.893",528000,4236000,23
"46257",23,896,NA,950302,1,13,4,4,5,"S",950307,1,"0887","1","0887K11","531","4236","95","081","1","1","0","2","12","12","3","4","9","1","75","40","25","25","0","4","4","3",NA,"26",NA,"3",NA,"4",NA,"24",NA,"2",NA,"4","25","1","2","34","26","3","1",NA,"24","3","1",NA,"25","26","24","45","37","76",NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"4","0",NA,NA,"P103","208",NA,"6.00",NA,"23.896",531000,4236000,23
"46258",23,904,NA,950221,12,22,4,1,3,"S",950302,13,"0887","1","0887K05","519","4235","94","012","6","6","0","2","08","08","4","5","9","1","80","60","26","26","0","7","4","4",NA,"24",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","44","93","15","37","2","01","W","16",NA,NA,NA,"1","1","1",NA,"0",NA,"1","0",NA,NA,"01","121",NA,"12.75",NA,"23.904",519000,4235000,23
"46267",23,922,NA,950221,12,29,4,2,3,"S",950302,13,"0887","1","0887K10","528","4234","94","081","2","2","0","2","10","10","4","5","9","1","80","55","24","24","0","9","4","4",NA,"26",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","45","44","93",NA,"2","01","W","17",NA,NA,NA,"1","1","1",NA,"0",NA,"0","3",NA,NA,"01","166",NA,"10.00",NA,"23.922",528000,4234000,23
"46269",23,929,NA,950221,12,13,4,1,4,"S",950302,13,"0887","1","0887L04","517","4233","94","012","6","6","0","2","10","10","3","5","9","1","80","25","26","24","0","6","4","4",NA,"26",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","45",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","4",NA,NA,"01","55",NA,"8.25",NA,"23.929",517000,4233000,23
"46273",23,933,NA,950220,1,12,4,4,2,"S",950224,1,"0887","1","0887L06","522","4233","94","081","6","6","0","2","10","10","3","2","9","1","70","35","26","26","0","5","4","4",NA,"24",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","37","45","93",NA,NA,"2","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","4",NA,"P204","P103","340",NA,"2.00",NA,"23.933",522000,4233000,23
"46290",23,984,NA,950302,1,13,4,4,8,"S",950307,1,"0887","1","0887L08","527","4230","95","043","1","1",NA,"2","10","10","4","5","9","1","80","50","26","26","0","4","4","4",NA,"24",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","37","44","68","93","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","332",NA,"11.00",NA,"23.984",527000,4230000,23
"46337",23,1073,NA,950120,12,18,4,6,6,"S",950125,13,"0887","1","0887M08","525","4225","94","904","6","6","0","0","10","10","4","5","9","1","60","40","25","26",NA,"5","4","4",NA,"24",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","37","93","44",NA,"2","03","W","20",NA,NA,NA,"4","1","2",NA,"0",NA,"0","0",NA,NA,"01","375",NA,"8.50",NA,"23.1073",525000,4225000,23
"46463",23,1306,NA,950123,12,15,4,5,4,"S",950126,13,"0907","1","0907M10","501","4210","94","080","1","1",NA,NA,"10","10","2","3","9","1","70","70","24","26",NA,"5","4","4",NA,"24",NA,"3",NA,"4",NA,"45",NA,"1",NA,"3","26","3","1",NA,"24","3","1",NA,"45","3","6",NA,"26","24","45","37","93","44",NA,"2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","80",NA,"2.50",NA,"23.1306",501000,4210000,23
"46465",23,1312,NA,950123,12,14,4,4,5,"S",950126,13,"0907","1","0907M10","502","4209","94","080","1","1",NA,NA,"12","12","3","4","9","1","70","60","24","26","5","5","4","4","26","24","5","4","4","4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","39","37","45",NA,NA,"2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","320",NA,"6.75",NA,"23.1312",502000,4209000,23
"46514",23,1445,NA,950303,1,14,4,3,4,"S",950307,1,"0908","1","0908K03","516","4216","95","904","1","1",NA,NA,"08","08","5","5","9","1","80","60","24","24","0","6","4","4",NA,"26",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","45","15","93","39","37","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M902","25",NA,"13.00",NA,"23.1445",516000,4216000,23
"46543",23,1512,NA,950123,12,10,4,3,4,"S",950127,13,"0908","1","0908M05","520","4210","94","904","1","1",NA,NA,"09","09","4","5","9","1","80","45","25","24","0","8","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","37","45","26","93","08","39","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","176",NA,"13.50",NA,"23.1512",520000,4210000,23
"46559",23,1549,NA,950123,12,14,4,1,2,"S",950127,13,"0928","1","0928J10","506","4206","94","047","1","1",NA,NA,"12","12","2","5","9","1","70","50","24","26","5","5","4","4","26","24","5","3","4","4",NA,"44",NA,"2",NA,"4","26","3","1",NA,"24","3","1",NA,"44","3","6",NA,"26","24","44","15",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"G412","50",NA,"7.50",NA,"23.1549",506000,4206000,23
"46737",23,828,NA,950223,13,11,4,1,4,"S",950306,12,"0887","1","0887J10","531","4241","94","065","1","1","0","2","09","09","4","5","9","1","60","25","26","24","0","9","4","4",NA,"26",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","02",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","60",NA,"9.50",NA,"23.828",531000,4241000,23
"46752",23,951,NA,950308,1,29,4,4,2,"S",950309,1,"0887","1","0887L08","527","4232","95","043","1","1",NA,"2","11","11","4","5","9","1","75","80","24","26","0","5","4","4",NA,"24",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","37","45","02",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","7",NA,"10.00",NA,"23.951",527000,4232000,23
"46768",23,1117,NA,950222,12,15,4,0,1,"S",950306,13,"0888","1","0888L04","547","4233","95","081","6","6","0","2","11","11","2","5","9","1","80","50","24","24","0","5","4","4",NA,"26",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26",NA,NA,NA,NA,NA,"2","01","W","17",NA,NA,NA,"4","1","2",NA,"0",NA,"0","0",NA,"G412","G112","83",NA,"10.00",NA,"23.1117",547000,4233000,23
"46802",23,1285,NA,950227,12,17,4,4,3,"S",950307,13,"0907","1","0907L12","504","4214","94","095","2","2",NA,NA,"09","09","3","5","9","1","70","50","24","26","5","6","4","3","26","93","5","3","4","3",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"93","3","6",NA,NA,NA,NA,NA,"26","93","45","24","37","68",NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","135",NA,"14.00",NA,"23.1285",504000,4214000,23
"46814",23,1318,NA,950227,12,20,4,5,2,"S",950307,13,"0907","1","0907M17","511","4209","94","904","1","1",NA,NA,"07","07","2","3","9","1","60","80","24","26","6","5","4","4","26","24","4","2","4","4",NA,"91",NA,"1",NA,"2","26","3","1",NA,"24","3","1",NA,"91","3","6",NA,"26","24","91","93","44","15","45","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","90",NA,"4.00",NA,"23.1318",511000,4209000,23
"46826",23,1395,NA,950308,1,34,4,2,4,"S",950310,1,"0908","1","0908J05","521","4220","95","904","6","6",NA,"2","06","06","3","5","9","1","80","50","24","26","0","6","4","4",NA,"24",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","68","37","44","45","93","2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M902","160",NA,"11.00",NA,"23.1395",521000,4220000,23
"46850",23,1489,NA,950301,12,15,4,2,5,"S",950309,13,"0908","1","0908L02","516","4212","94","904","1","1",NA,NA,"06","06","4","5","9","1","80","45","24","24","0","6","4","4",NA,"26",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","68","93","45",NA,"2","02","W","10",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","135",NA,"20.00",NA,"23.1489",516000,4212000,23
"46855",23,1499,NA,950301,12,14,4,2,6,"S",950309,13,"0908","1","0908L02","517","4211","94","902","1","1",NA,NA,"09","09","5","5","9","1","70","50","26","24","6","6","4","4","24","26","3","4","4","4","25",NA,"1",NA,"4",NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","93","68","08","45","2","02","W","15",NA,NA,NA,"1","1","2",NA,"0",NA,"0","9",NA,"M912","P112","205",NA,"17.50",NA,"23.1499",517000,4211000,23
"46867",23,1522,NA,950224,13,24,4,3,1,"S",950306,12,"0908","1","0908M02","515","4208","94","904","1","1",NA,NA,"13","13","4","4","9","1","70","75","26","24","6","5","4","3","24","26","3","4","4","4","25","45","1","1","4","3","24","3","1",NA,"26","3","1",NA,"45","3","6",NA,"24","26","45","37",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","230",NA,"5.50",NA,"23.1522",515000,4208000,23
"46966",23,15,NA,950316,1,0,0,1,6,"S",950323,1,"0860","2","0860M12","395","4245","95","005","5","5",NA,NA,"06","06","2","3","9","1","00","10","23","45","0","0","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"P412","21",NA,"3.25",NA,"23.15",395000,4245000,23
"47037",23,425,NA,950321,1,10,4,3,7,"S",950327,1,"0865","1","0865K10","534","4253","95","082","6","6",NA,"2","10","10","2","5","9","1","75","35","26","24","0","6","4","4",NA,"26",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","93","45",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","350",NA,"13.00",NA,"23.425",534000,4253000,23
"47146",23,1012,NA,950323,1,10,4,0,6,"S",950329,1,"0887","1","0887M04","517","4228","95","84","2","2",NA,NA,"09","09","3","5","9","1","70","30","26","26","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","24","44","45","37",NA,NA,"2","03","W","20",NA,NA,NA,"4","1","1",NA,"0",NA,"0","4",NA,"P204","M112","220","15","12.00","7.25","23.1012",517000,4228000,23
"47268",23,423,NA,950323,12,34,4,2,3,"S",950331,13,"0865","1","0865K08","528","4253","95","091","3",NA,NA,"2","10","10","2","4","9","1","90","65","24","24","0","0","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","26","37",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"4","4",NA,NA,"P402","229",NA,"5.50",NA,"23.423",528000,4253000,23
"47271",23,429,NA,950323,12,20,4,3,6,"S",950331,13,"0865","1","0865K11","536","4252","95","082","6","6",NA,"2","07","07","2","5","9","1","80","50","24","24","0","8","4","4",NA,"26",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","44","68","45",NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"M402","174",NA,"11.00",NA,"23.429",536000,4252000,23
"47317",23,1013,NA,950323,13,26,4,1,6,"S",950330,12,"0887","1","0887M05","519","4228","95","43","1","1",NA,NA,"10","10","4","5","9","1","80","45","26","26","0","9","4","4",NA,"24",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","37",NA,NA,NA,"2","03","W","19",NA,NA,NA,"4","1","1",NA,"0",NA,"0","0",NA,NA,"P813","267",NA,"11.00",NA,"23.1013",519000,4228000,23
"47320",23,1031,NA,950323,13,18,4,3,5,"S",950330,12,"0887","1","0887M05","519","4227","95","43","1","1",NA,NA,"10","10","4","5","9","1","80","55","26","26","0","5","4","4",NA,"24",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","37",NA,NA,NA,"2","02","W","15",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"M902","P208","220",NA,"13.75",NA,"23.1031",519000,4227000,23
"47530",23,1308,NA,950324,12,43,4,4,3,"S",950406,13,"0907","1","0907M17","510","4210","95","904","1","1",NA,NA,"12","12","2","5","9","1","00","75","26","24","0","5","1","4",NA,"26",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","45",NA,NA,NA,"3","04","W","20",NA,NA,NA,"4","1","2",NA,"0",NA,"0","0",NA,"P204","P813","20",NA,"8.00",NA,"23.1308",510000,4210000,23
"47531",23,1315,NA,950324,12,18,4,2,4,"S",950406,13,"0907","1","0907M15","506","4209","95","95","2","2",NA,NA,"13","13","2","5","9","1","70","70","24","24","5","8","4","4","26","26","5","2","4","4",NA,NA,NA,NA,NA,NA,"24","1","2","25","26","3","1",NA,NA,NA,NA,NA,"24","26","37",NA,NA,NA,NA,"2","03","W","19",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"P204","227",NA,"11.25",NA,"23.1315",506000,4209000,23
"47547",23,1393,NA,950326,12,23,4,2,3,"S",950407,13,"0908","1","0908J03","517","4220","95","043","1","1",NA,"2","08","08","4","4","9","1","80","50","24","24","0","5","4","4",NA,"26",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","68","15","04","08","2","03","W","17",NA,NA,NA,"1","1","2",NA,"0",NA,"0","9",NA,NA,"P204","180",NA,"6.50",NA,"23.1393",517000,4220000,23
"47553",23,1421,NA,950327,12,27,4,2,4,"S",950407,13,"0908","1","0908K05","519","4218","95","043","1","1",NA,"2","08","08","4","3","9","1","80","65","24","24","0","6","4","4",NA,"26",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","45","68","37","39",NA,"1","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0","P204","P303","P201","54",NA,"3.50",NA,"23.1421",519000,4218000,23
"59253",29,363,NA,950904,13,13,4,2,5,"S",950908,12,"1041","2","1041M01","424","4077","95","045","3","3","0","0","06","06","1","5","1","1","00","40","26","24","0","6","1","3",NA,"26",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","91","37",NA,NA,NA,"1","4","W","17",NA,"2","6","4","1","3",NA,"0",NA,"0","0",NA,NA,"P217","110","191","22.00","18.00","29.363",424000,4077000,29
"59746",29,1211,NA,950918,12,16,4,1,6,"S",950922,13,"1066","1","1066J13","356","4056","95","007","7","7","0","0","03","03","1","5","9","1","50","40","23","24","5","7","3","4","24","26","5","2","3","3",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","69","37","66","23",NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"9",NA,"0","4",NA,"P204","M917","89",NA,"11.00",NA,"29.1211",356000,4056000,29
"59748",29,1213,NA,950829,13,19,4,1,3,"S",950830,12,"1066","1","1066J14","358","4056","95","007","5","5","0","0","03","03","1","5","9","1","50","60","23","24","5","5","3","3","24","26","5","4","3","3",NA,NA,NA,NA,NA,NA,"24","1","2","30","26","1","2","30",NA,NA,NA,NA,"24","26","69","45",NA,NA,NA,"3","03","W","20",NA,NA,NA,"5","1","2",NA,"9",NA,"0","0",NA,"M917","P204","287",NA,"8.00",NA,"29.1213",358000,4056000,29
"59760",29,1225,NA,950919,12,27,4,3,4,"S",950925,13,"1066","1","1066J10","349","4055","95","008","3","3","0","0","04","04","2","5","9","1","50","80","23","24","5","6","2","4","24","26","5","3","2","4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","66","45","69",NA,"3","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M917","341",NA,"9.00",NA,"29.1225",349000,4055000,29
"60439",30,91,NA,881120,NA,NA,NA,NA,NA,"S",890216,NA,"0868","1","0868M04","607","4247","87","028","6","6",NA,"0","05","05","5",NA,"9","3","45",NA,"24",NA,"5",NA,"3",NA,"24",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.91",607000,4247000,30
"60654",30,309,NA,881227,NA,NA,NA,NA,NA,"S",890220,NA,"0889","1","0889M10","592","4229","87","028","6","6",NA,"0","08","08","4","5","9","1","70","70","24","24","3","4","3","3","24","24","3","3","4","4",NA,"26",NA,"3",NA,"4","24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"26","24","45","39",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","226",NA,"8.75",NA,"30.309",592000,4229000,30
