"","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","Rumbo","Distancia","DRed","Especie","Diametro1","Diametro2","Altura","Calidad","Forma","ParEsp","Agente","Import","Elemento","Compara"
"650978","23.985","23.985.A.3C",23,23,985,"A","3C",4,4,0,165,6.8,0,24,134,136,10.9,2,2,NA,NA,NA,"",""
"650979","23.985","23.985.A.3C",23,23,985,"A","3C",5,5,2,189,8.3,0,26,449,484,14,2,2,NA,NA,NA,"",""
"650980","23.985","23.985.A.3C",23,23,985,"A","3C",6,6,3,197,8.4,0,24,211,199,11.7,2,2,NA,NA,NA,"",""
"650981","23.985","23.985.A.3C",23,23,985,"A","3C",7,7,4,203,1.5,0,26,467,452,13,2,2,NA,NA,NA,"",""
"650982","23.985","23.985.A.3C",23,23,985,"A","3C",8,8,0,212,10.2,0,26,304,283,9.8,2,2,NA,NA,NA,"",""
"650983","23.985","23.985.A.3C",23,23,985,"A","3C",9,9,0,232,13.6,0,24,242,224,11.9,2,2,NA,NA,NA,"",""
"650984","23.985","23.985.A.3C",23,23,985,"A","3C",10,10,0,242,14.7,0,24,238,213,12,2,2,NA,NA,NA,"",""
"650985","23.985","23.985.A.3C",23,23,985,"A","3C",11,11,5,266,4.6,0,26,204,194,9.9,2,2,NA,NA,NA,"",""
"650986","23.985","23.985.A.3C",23,23,985,"A","3C",12,12,6,284,24.3,0,26,458,461,14.4,2,2,NA,NA,NA,"",""
"650987","23.985","23.985.A.3C",23,23,985,"A","3C",13,13,7,285,4.4,0,26,174,178,9.2,2,2,NA,NA,NA,"",""
"650988","23.985","23.985.A.3C",23,23,985,"A","3C",14,14,8,296,7.2,0,24,263,261,11.2,2,2,NA,NA,NA,"",""
"650989","23.985","23.985.A.3C",23,23,985,"A","3C",15,15,9,358,13.2,0,26,380,402,14.4,2,2,NA,NA,NA,"",""
"650990","23.985","23.985.A.3C",23,23,985,"A","3C",16,16,10,360,14.1,0,26,488,517,17,2,2,NA,NA,NA,"",""
"651850","23.1031","23.1031.A.1",23,23,1031,"A","1",1,888,1,3,13.6,0,26,254,257,NA,6,NA,NA,400,3,"9",""
"651851","23.1031","23.1031.A.1",23,23,1031,"A","1",2,888,2,42,11.4,9.9,26,174,171,NA,6,NA,NA,400,3,"9",""
"651852","23.1031","23.1031.A.1",23,23,1031,"A","1",3,888,3,49,14.5,0,26,264,270,NA,6,NA,NA,400,3,"9",""
"651853","23.1031","23.1031.A.1",23,23,1031,"A","1",4,1,4,63,9.8,0,26,246,258,8.3,2,2,NA,100,NA,"",""
"651854","23.1031","23.1031.A.1",23,23,1031,"A","1",5,2,5,68,4.3,0,26,230,228,7.2,2,2,NA,100,NA,"",""
"651855","23.1031","23.1031.A.1",23,23,1031,"A","1",6,3,6,75,15.4,13.4,26,271,278,9,2,2,NA,100,NA,"",""
"651856","23.1031","23.1031.A.1",23,23,1031,"A","1",7,4,0,82,10.3,9.6,26,123,128,6.7,2,3,NA,100,NA,"",""
"651857","23.1031","23.1031.A.1",23,23,1031,"A","1",8,5,7,95,4.9,0,26,232,220,7.7,2,2,NA,100,NA,"",""
"651858","23.1031","23.1031.A.1",23,23,1031,"A","1",9,6,0,97,4.2,0,24,78,80,4.4,3,3,NA,316,1,"9",""
"651859","23.1031","23.1031.A.1",23,23,1031,"A","1",10,7,0,119,13.7,0,26,229,232,7.2,2,2,NA,100,NA,"",""
"651860","23.1031","23.1031.A.1",23,23,1031,"A","1",11,888,8,139,24,0,26,543,533,NA,6,NA,NA,400,3,"9",""
"651861","23.1031","23.1031.A.1",23,23,1031,"A","1",12,8,9,154,10.2,0,26,540,495,11.9,3,2,NA,100,NA,"",""
"651862","23.1031","23.1031.A.1",23,23,1031,"A","1",13,9,0,176,12,0,24,230,230,8.5,3,2,NA,316,1,"9",""
"651863","23.1031","23.1031.A.1",23,23,1031,"A","1",14,10,10,199,8.7,0,26,249,257,9.5,2,2,NA,100,NA,"",""
"651864","23.1031","23.1031.A.1",23,23,1031,"A","1",15,11,11,216,9.1,0,24,315,304,10.1,2,2,NA,100,NA,"",""
"651865","23.1031","23.1031.A.1",23,23,1031,"A","1",16,12,12,253,12.5,0,24,325,371,10.8,2,2,NA,100,NA,"",""
"651866","23.1031","23.1031.A.1",23,23,1031,"A","1",17,13,0,268,21.5,0,24,493,503,12.8,2,5,NA,100,NA,"",""
"651867","23.1031","23.1031.A.1",23,23,1031,"A","1",18,14,13,273,5.8,0,24,264,285,9.3,2,2,NA,100,NA,"",""
"651868","23.1031","23.1031.A.1",23,23,1031,"A","1",19,888,14,301,6.5,0,26,182,182,NA,6,NA,NA,400,3,"9",""
"651869","23.1031","23.1031.A.1",23,23,1031,"A","1",20,15,15,303,8,0,24,220,210,8.2,2,2,NA,100,NA,"",""
"651870","23.1031","23.1031.A.1",23,23,1031,"A","1",21,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"651871","23.1031","23.1031.A.1",23,23,1031,"A","1",22,16,0,322,14.6,0,24,288,296,11.1,2,2,NA,100,NA,"",""
"651872","23.1031","23.1031.A.1",23,23,1031,"A","1",23,17,17,367,7.6,0,24,204,189,6.4,2,5,NA,100,NA,"",""
"651873","23.1031","23.1031.A.1",23,23,1031,"A","1",24,18,18,385,16.5,13,24,320,322,7.2,2,2,NA,100,NA,"",""
"652365","23.1073","23.1073.A.1",23,23,1073,"A","1",1,1,1,7,7.6,0,26,133,129,6,3,3,NA,316,1,"9",""
"652366","23.1073","23.1073.A.1",23,23,1073,"A","1",2,2,2,11,13.9,0,26,262,259,9,2,2,NA,100,NA,"",""
"652367","23.1073","23.1073.A.1",23,23,1073,"A","1",3,3,3,15,9.1,0,26,288,305,10.2,2,2,NA,100,NA,"",""
"652368","23.1073","23.1073.A.1",23,23,1073,"A","1",4,4,4,32,4.3,0,24,110,107,6,3,5,NA,410,1,"8",""
"652369","23.1073","23.1073.A.1",23,23,1073,"A","1",5,5,5,39,6.8,0,24,287,283,10,2,2,NA,100,NA,"",""
"652370","23.1073","23.1073.A.1",23,23,1073,"A","1",6,6,6,45,10.9,0,26,298,297,10.8,2,2,NA,100,NA,"",""
"652371","23.1073","23.1073.A.1",23,23,1073,"A","1",7,7,7,47,7.9,0,26,258,248,10,2,2,NA,100,NA,"",""
"652372","23.1073","23.1073.A.1",23,23,1073,"A","1",8,8,8,81,9.9,0,26,343,324,11,2,2,NA,100,NA,"",""
"652373","23.1073","23.1073.A.1",23,23,1073,"A","1",9,9,9,130,10.4,0,24,263,288,10.5,2,2,41,100,NA,"",""
"652374","23.1073","23.1073.A.1",23,23,1073,"A","1",10,10,10,141,5.7,0,26,313,306,8.5,2,2,NA,100,NA,"",""
"652375","23.1073","23.1073.A.1",23,23,1073,"A","1",11,11,11,232,10,9.7,26,170,188,8.8,2,2,NA,100,NA,"",""
"652376","23.1073","23.1073.A.1",23,23,1073,"A","1",12,12,12,247,9.3,0,26,295,306,9.2,2,2,NA,100,NA,"",""
"652377","23.1073","23.1073.A.1",23,23,1073,"A","1",13,13,13,309,3.7,0,26,292,276,7.5,3,2,NA,200,1,"9",""
"652378","23.1073","23.1073.A.1",23,23,1073,"A","1",14,14,14,337,6.6,0,26,163,167,7.5,2,2,NA,100,NA,"",""
"652379","23.1073","23.1073.A.1",23,23,1073,"A","1",15,15,15,341,4.7,0,24,278,288,9.5,2,2,NA,100,NA,"",""
"652380","23.1073","23.1073.A.1",23,23,1073,"A","1",16,16,16,367,8.4,0,26,192,194,7.2,2,2,NA,100,NA,"",""
"652381","23.1073","23.1073.A.1",23,23,1073,"A","1",17,17,17,368,6.3,0,26,164,145,8,3,2,NA,316,1,"9",""
"652382","23.1073","23.1073.A.1",23,23,1073,"A","1",18,18,18,380,5.8,0,26,201,224,8.2,2,2,NA,100,NA,"",""
"653229","23.1119","23.1119.A.1",23,23,1119,"A","1",1,1,0,28,9.5,0,26,140,139,5.9,2,3,NA,100,NA,"",""
"653230","23.1119","23.1119.A.1",23,23,1119,"A","1",2,2,0,47,16.1,13.9,24,237,231,10.1,2,2,NA,100,NA,"",""
"653231","23.1119","23.1119.A.1",23,23,1119,"A","1",3,3,0,70,8.9,0,24,200,183,8.2,2,2,NA,100,NA,"",""
"653232","23.1119","23.1119.A.1",23,23,1119,"A","1",4,4,0,73,15,13,24,256,249,10.4,2,2,NA,100,NA,"",""
"653233","23.1119","23.1119.A.1",23,23,1119,"A","1",5,5,0,143,12.2,0,24,284,278,8.2,2,2,NA,100,NA,"",""
"653234","23.1119","23.1119.A.1",23,23,1119,"A","1",6,6,1,166,9.7,0,26,179,189,7.9,2,2,NA,100,NA,"",""
"653235","23.1119","23.1119.A.1",23,23,1119,"A","1",7,7,2,219,15.8,13.7,24,328,328,12.6,2,2,NA,100,NA,"",""
"653236","23.1119","23.1119.A.1",23,23,1119,"A","1",8,8,3,223,28.2,24.5,26,713,713,20.9,2,2,NA,100,NA,"",""
"653237","23.1119","23.1119.A.1",23,23,1119,"A","1",9,9,0,235,8.2,0,24,158,159,9,2,2,42,100,NA,"",""
"653238","23.1119","23.1119.A.1",23,23,1119,"A","1",10,10,0,238,8.1,0,24,196,194,10.2,2,2,42,100,NA,"",""
"653239","23.1119","23.1119.A.1",23,23,1119,"A","1",11,11,4,264,20.4,0,26,544,541,17.5,2,2,NA,100,NA,"",""
"653240","23.1119","23.1119.A.1",23,23,1119,"A","1",12,12,5,322,22.6,0,26,555,552,17,2,2,NA,100,NA,"",""
"653241","23.1119","23.1119.A.1",23,23,1119,"A","1",13,13,6,347,24.8,21.5,26,490,497,16.3,2,2,NA,100,NA,"",""
"653242","23.1119","23.1119.A.1",23,23,1119,"A","1",14,14,7,358,5.2,0,26,530,582,19.4,2,2,NA,100,NA,"",""
"653243","23.1119","23.1119.A.1",23,23,1119,"A","1",15,15,8,378,18.6,0,26,593,646,18.2,3,2,NA,311,1,"4",""
"653244","23.1119","23.1119.A.1",23,23,1119,"A","1",16,16,9,382,26.2,23.6,26,486,484,15.7,3,2,NA,321,2,"4",""
"654432","23.1257","23.1257.A.4",23,23,1257,"A","4",1,1,0,48,4.6,0,26,78,82,4.8,2,3,NA,100,NA,"",""
"654433","23.1257","23.1257.A.4",23,23,1257,"A","4",2,2,0,57,3.3,0,26,102,100,6.1,2,3,NA,100,NA,"",""
"654434","23.1257","23.1257.A.4",23,23,1257,"A","4",3,3,0,62,15.5,0,26,505,493,15.2,2,2,NA,100,NA,"",""
"654435","23.1257","23.1257.A.4",23,23,1257,"A","4",4,4,0,65,1.5,0,26,157,156,6,4,5,NA,400,3,"9",""
"654436","23.1257","23.1257.A.4",23,23,1257,"A","4",5,5,0,81,23.4,0,24,512,479,21.3,2,2,NA,100,NA,"",""
"654437","23.1257","23.1257.A.4",23,23,1257,"A","4",6,6,0,104,4.1,0,26,364,358,12,2,2,NA,100,NA,"",""
"654438","23.1257","23.1257.A.4",23,23,1257,"A","4",7,7,0,174,2.6,0,26,84,81,5.2,4,5,NA,316,2,"9",""
"654439","23.1257","23.1257.A.4",23,23,1257,"A","4",8,8,0,226,23.3,0,26,468,508,12.5,2,2,NA,100,NA,"",""
"654440","23.1257","23.1257.A.4",23,23,1257,"A","4",9,9,0,258,3.1,0,45,91,78,4.3,4,5,NA,400,2,"9",""
"654441","23.1257","23.1257.A.4",23,23,1257,"A","4",10,10,0,262,15.2,14.1,24,338,355,8.3,3,5,NA,400,1,"9",""
"654442","23.1257","23.1257.A.4",23,23,1257,"A","4",11,11,0,300,4.9,0,45,92,84,4.7,4,3,NA,400,2,"3",""
"654443","23.1257","23.1257.A.4",23,23,1257,"A","4",12,12,0,321,12.6,0,26,485,490,12.3,2,2,NA,100,NA,"",""
"655024","23.1301","23.1301.A.1",23,23,1301,"A","1",1,1,1,112,1.1,0,26,324,348,4.5,4,5,NA,400,2,"9",""
"655025","23.1301","23.1301.A.1",23,23,1301,"A","1",2,2,2,160,7.6,0,26,347,369,7.2,3,2,NA,100,NA,"",""
"655026","23.1301","23.1301.A.1",23,23,1301,"A","1",3,3,0,206,13.9,0,24,228,224,8.8,3,2,3029,316,1,"9",""
"655027","23.1301","23.1301.A.1",23,23,1301,"A","1",4,4,3,207,8.7,0,24,252,262,11.3,3,2,3023,316,1,"9",""
"655028","23.1301","23.1301.A.1",23,23,1301,"A","1",5,5,4,221,14.5,0,24,278,292,14.9,3,2,NA,316,1,"9",""
"655029","23.1301","23.1301.A.1",23,23,1301,"A","1",6,6,5,228,12.3,0,24,303,269,11.2,4,2,41,316,2,"9",""
"655030","23.1301","23.1301.A.1",23,23,1301,"A","1",7,7,6,229,10.2,0,24,342,345,13.5,2,2,41,100,NA,"",""
"655031","23.1301","23.1301.A.1",23,23,1301,"A","1",8,8,7,243,4.6,0,24,338,330,14.2,2,2,NA,100,NA,"",""
"655032","23.1301","23.1301.A.1",23,23,1301,"A","1",9,9,8,257,2.3,0,44,213,235,10.2,2,5,NA,100,NA,"",""
"655033","23.1301","23.1301.A.1",23,23,1301,"A","1",10,10,9,278,8.5,0,24,315,308,12,2,2,41,100,NA,"",""
"655034","23.1301","23.1301.A.1",23,23,1301,"A","1",11,11,10,280,5.9,0,24,329,308,13.8,2,2,41,100,NA,"",""
"655035","23.1301","23.1301.A.1",23,23,1301,"A","1",12,12,0,354,10.5,0,45,219,237,8.5,3,5,429,400,1,"8",""
"655142","23.1312","23.1312.A.1",23,23,1312,"A","1",1,1,1,12,19.9,0,26,773,773,17.4,3,2,NA,100,NA,"",""
"655143","23.1312","23.1312.A.1",23,23,1312,"A","1",2,2,2,66,22.8,0,24,675,675,14.9,2,2,41,100,NA,"",""
"655144","23.1312","23.1312.A.1",23,23,1312,"A","1",3,3,3,142,14.2,0,24,527,553,15.3,2,2,NA,100,NA,"",""
"655145","23.1312","23.1312.A.1",23,23,1312,"A","1",4,4,4,164,24.3,0,26,580,576,12.5,5,2,NA,400,2,"9",""
"655146","23.1312","23.1312.A.1",23,23,1312,"A","1",5,5,5,178,3.4,0,24,344,410,11.1,2,2,41,100,NA,"",""
"655147","23.1312","23.1312.A.1",23,23,1312,"A","1",6,888,6,194,15,0,26,542,549,NA,6,NA,NA,400,3,"9",""
"655148","23.1312","23.1312.A.1",23,23,1312,"A","1",7,6,7,204,9.5,0,26,540,546,14.3,2,2,NA,100,NA,"",""
"655149","23.1312","23.1312.A.1",23,23,1312,"A","1",8,7,0,208,21.3,0,26,450,445,10.7,3,2,NA,100,NA,"",""
"655150","23.1312","23.1312.A.1",23,23,1312,"A","1",9,8,8,247,13.6,0,26,632,583,16.8,2,2,NA,100,NA,"",""
"655151","23.1312","23.1312.A.1",23,23,1312,"A","1",10,9,9,277,15.2,0,26,517,500,14.6,2,2,NA,100,NA,"",""
"655152","23.1312","23.1312.A.1",23,23,1312,"A","1",11,10,10,286,25.1,24.4,26,550,502,16.3,2,2,NA,100,NA,"",""
"655153","23.1312","23.1312.A.1",23,23,1312,"A","1",12,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"655154","23.1312","23.1312.A.1",23,23,1312,"A","1",13,11,12,324,9,0,26,561,568,15,2,2,NA,100,NA,"",""
"655155","23.1312","23.1312.A.1",23,23,1312,"A","1",14,888,13,377,10.7,0,24,258,271,NA,6,NA,NA,322,3,"9",""
"655156","23.1312","23.1312.A.1",23,23,1312,"A","1",15,12,14,383,9.3,0,26,534,520,15.6,2,2,NA,100,NA,"",""
"655278","23.1318","23.1318.A.1",23,23,1318,"A","1",1,1,1,4,12.5,0,24,389,395,23.3,2,2,NA,100,NA,"",""
"655279","23.1318","23.1318.A.1",23,23,1318,"A","1",2,2,2,20,4,0,26,134,138,11.1,3,2,NA,316,1,"9",""
"655280","23.1318","23.1318.A.1",23,23,1318,"A","1",3,888,3,26,8.5,0,26,187,188,NA,6,NA,NA,316,3,"9",""
"655281","23.1318","23.1318.A.1",23,23,1318,"A","1",4,3,4,46,14.4,0,24,295,296,22.8,2,2,41,100,NA,"",""
"655282","23.1318","23.1318.A.1",23,23,1318,"A","1",5,888,5,54,9.1,0,26,187,189,NA,6,NA,NA,316,3,"9",""
"655283","23.1318","23.1318.A.1",23,23,1318,"A","1",6,4,6,58,8,0,26,298,285,17.4,2,2,NA,100,NA,"",""
"655284","23.1318","23.1318.A.1",23,23,1318,"A","1",7,5,0,74,16.3,0,26,458,444,21.9,2,2,NA,100,NA,"",""
"655285","23.1318","23.1318.A.1",23,23,1318,"A","1",8,6,7,74,10.8,0,26,489,489,22.6,2,2,NA,100,NA,"",""
"655286","23.1318","23.1318.A.1",23,23,1318,"A","1",9,7,8,98,8.1,0,26,453,443,24.1,2,2,NA,100,NA,"",""
"655287","23.1318","23.1318.A.1",23,23,1318,"A","1",10,8,9,100,9.2,0,26,425,401,20.1,2,2,NA,100,NA,"",""
"655288","23.1318","23.1318.A.1",23,23,1318,"A","1",11,888,10,109,8.9,0,24,167,164,NA,6,NA,NA,316,3,"9",""
"655289","23.1318","23.1318.A.1",23,23,1318,"A","1",12,9,11,126,5.1,0,24,309,308,18.8,2,2,NA,100,NA,"",""
"655290","23.1318","23.1318.A.1",23,23,1318,"A","1",13,10,12,145,12.5,0,26,640,640,24,2,2,NA,100,NA,"",""
"655291","23.1318","23.1318.A.1",23,23,1318,"A","1",14,888,13,222,2.9,0,26,161,168,NA,6,NA,NA,316,3,"9",""
"655292","23.1318","23.1318.A.1",23,23,1318,"A","1",15,11,14,281,6.9,0,26,472,466,20.5,2,2,NA,100,NA,"",""
"655293","23.1318","23.1318.A.1",23,23,1318,"A","1",16,12,15,288,18.1,0,26,635,622,21.1,2,2,NA,100,NA,"",""
"655294","23.1318","23.1318.A.1",23,23,1318,"A","1",17,13,16,302,11.5,0,24,462,462,27.8,2,2,NA,100,NA,"",""
"655295","23.1318","23.1318.A.1",23,23,1318,"A","1",18,14,17,305,8.1,0,26,223,228,15.4,2,2,3030,100,NA,"",""
"655296","23.1318","23.1318.A.1",23,23,1318,"A","1",19,15,18,318,14,0,26,426,450,17.9,2,2,NA,100,NA,"",""
"655297","23.1318","23.1318.A.1",23,23,1318,"A","1",20,16,19,322,23.1,0,26,511,505,22.2,2,2,NA,100,NA,"",""
"655298","23.1318","23.1318.A.1",23,23,1318,"A","1",21,17,0,364,9.8,0,26,133,139,10,2,2,NA,100,NA,"",""
"655299","23.1318","23.1318.A.1",23,23,1318,"A","1",22,888,20,392,8.4,0,26,181,165,NA,6,NA,NA,316,3,"9",""
"655382","23.1323","23.1323.A.3C",23,23,1323,"A","3C",1,1,1,52,11.9,0,24,331,330,10.6,3,2,3028,NA,NA,"",""
"655383","23.1323","23.1323.A.3C",23,23,1323,"A","3C",2,2,2,92,12.3,0,24,352,330,13.8,2,2,NA,NA,NA,"",""
"655384","23.1323","23.1323.A.3C",23,23,1323,"A","3C",3,3,0,108,13.2,0,24,251,266,10,3,5,NA,NA,NA,"",""
"655385","23.1323","23.1323.A.3C",23,23,1323,"A","3C",4,4,3,123,12.7,0,24,261,272,10.4,3,2,3032,NA,NA,"",""
"655386","23.1323","23.1323.A.3C",23,23,1323,"A","3C",5,5,4,125,15.2,14.1,24,274,289,11.3,3,2,3027,NA,NA,"",""
"655387","23.1323","23.1323.A.3C",23,23,1323,"A","3C",6,6,5,128,9.9,0,24,375,384,12.2,3,2,3035,NA,NA,"",""
"655388","23.1323","23.1323.A.3C",23,23,1323,"A","3C",7,7,6,165,9.3,0,24,354,337,10.6,4,2,NA,NA,NA,"",""
"655389","23.1323","23.1323.A.3C",23,23,1323,"A","3C",8,8,7,169,15.1,14.7,24,334,343,11.3,3,2,3025,NA,NA,"",""
"655390","23.1323","23.1323.A.3C",23,23,1323,"A","3C",9,9,8,222,8.8,0,26,501,464,14.5,3,2,NA,NA,NA,"",""
"655391","23.1323","23.1323.A.3C",23,23,1323,"A","3C",10,10,999,288,17.2,0,26,514,508,15.8,3,2,NA,NA,NA,"",""
"655392","23.1323","23.1323.A.3C",23,23,1323,"A","3C",11,11,0,317,21.6,0,26,407,447,20.6,3,2,NA,NA,NA,"",""
"655393","23.1323","23.1323.A.3C",23,23,1323,"A","3C",12,888,9,329,8.5,0,26,399,419,NA,6,NA,NA,NA,NA,"",""
"655394","23.1323","23.1323.A.3E",23,23,1323,"A","3E",1,1,0,32,5.7,0,26,443,422,15,3,2,NA,421,1,"1",""
"655395","23.1323","23.1323.A.3E",23,23,1323,"A","3E",2,2,0,113,13.7,0,24,351,360,11.3,3,2,NA,400,1,"4",""
"655396","23.1323","23.1323.A.3E",23,23,1323,"A","3E",3,3,0,116,2.7,0,26,345,316,10.9,3,5,NA,421,1,"1",""
"655397","23.1323","23.1323.A.3E",23,23,1323,"A","3E",4,4,0,133,19.9,0,24,431,430,13.1,3,2,NA,400,1,"4",""
"655398","23.1323","23.1323.A.3E",23,23,1323,"A","3E",5,5,0,161,16,14.7,26,363,395,11.1,3,2,3028,316,1,"9",""
"655399","23.1323","23.1323.A.3E",23,23,1323,"A","3E",6,6,0,177,11.6,0,24,300,289,10,2,2,NA,100,NA,"",""
"655400","23.1323","23.1323.A.3E",23,23,1323,"A","3E",7,7,0,200,5.8,0,26,354,326,12.8,3,2,NA,421,1,"1",""
"655401","23.1323","23.1323.A.3E",23,23,1323,"A","3E",8,8,0,211,6.2,0,26,235,215,11,5,2,NA,421,3,"9",""
"655402","23.1323","23.1323.A.3E",23,23,1323,"A","3E",9,9,0,236,8.5,0,26,402,411,14.4,2,2,NA,100,NA,"",""
"655403","23.1323","23.1323.A.3E",23,23,1323,"A","3E",10,10,0,264,9.6,0,26,421,387,16.9,3,2,NA,421,1,"1",""
"655404","23.1323","23.1323.A.3E",23,23,1323,"A","3E",11,11,0,320,8.7,0,26,335,352,13.7,3,2,3025,400,1,"1",""
"655405","23.1323","23.1323.A.3E",23,23,1323,"A","3E",12,12,0,340,11.4,0,26,404,394,18.7,3,2,NA,421,1,"1",""
"655406","23.1323","23.1323.A.3E",23,23,1323,"A","3E",13,13,0,370,11.6,0,26,310,291,14,2,2,NA,100,NA,"",""
"656283","23.1395","23.1395.A.3C",23,23,1395,"A","3C",1,1,1,8,6.1,0,26,300,299,13.4,2,2,NA,NA,NA,"",""
"656284","23.1395","23.1395.A.3C",23,23,1395,"A","3C",2,2,0,11,14.8,0,26,265,282,7.3,3,5,NA,NA,NA,"",""
"656285","23.1395","23.1395.A.3C",23,23,1395,"A","3C",3,3,2,14,14,0,26,362,352,11.8,2,2,NA,NA,NA,"",""
"656286","23.1395","23.1395.A.3C",23,23,1395,"A","3C",4,4,3,36,12.4,0,26,268,268,10.3,3,5,NA,NA,NA,"",""
"656287","23.1395","23.1395.A.3C",23,23,1395,"A","3C",5,5,4,72,10.4,0,26,403,355,15.1,2,2,NA,NA,NA,"",""
"656288","23.1395","23.1395.A.3C",23,23,1395,"A","3C",6,6,5,76,6.2,0,24,376,368,13.8,3,5,NA,NA,NA,"",""
"656289","23.1395","23.1395.A.3C",23,23,1395,"A","3C",7,7,6,87,12.1,0,26,295,293,12.2,2,2,NA,NA,NA,"",""
"656290","23.1395","23.1395.A.3C",23,23,1395,"A","3C",8,888,7,88,4.8,0,26,325,304,NA,6,NA,NA,NA,NA,"",""
"656291","23.1395","23.1395.A.3C",23,23,1395,"A","3C",9,8,8,103,5.5,0,26,219,210,13,2,5,NA,NA,NA,"",""
"656292","23.1395","23.1395.A.3C",23,23,1395,"A","3C",10,9,9,148,5.3,0,26,364,361,14,2,2,NA,NA,NA,"",""
"656293","23.1395","23.1395.A.3C",23,23,1395,"A","3C",11,888,10,149,2.3,0,26,73,79,NA,6,NA,NA,NA,NA,"",""
"656294","23.1395","23.1395.A.3C",23,23,1395,"A","3C",12,10,11,193,6.3,0,26,258,268,12.9,3,2,NA,NA,NA,"",""
"656295","23.1395","23.1395.A.3C",23,23,1395,"A","3C",13,888,12,190,5.1,0,26,196,194,NA,6,NA,NA,NA,NA,"",""
"656296","23.1395","23.1395.A.3C",23,23,1395,"A","3C",14,11,13,209,1.4,0,24,243,253,11.7,2,2,41,NA,NA,"",""
"656297","23.1395","23.1395.A.3C",23,23,1395,"A","3C",15,12,14,216,10,0,24,330,341,13.7,2,2,41,NA,NA,"",""
"656298","23.1395","23.1395.A.3C",23,23,1395,"A","3C",16,13,15,220,12.8,0,26,430,415,13,2,2,NA,NA,NA,"",""
"656299","23.1395","23.1395.A.3C",23,23,1395,"A","3C",17,888,16,230,5.9,0,26,222,244,NA,6,NA,NA,NA,NA,"",""
"656300","23.1395","23.1395.A.3C",23,23,1395,"A","3C",18,14,0,237,13,0,24,235,230,11.6,2,2,NA,NA,NA,"",""
"656301","23.1395","23.1395.A.3C",23,23,1395,"A","3C",19,888,17,237,8,0,26,129,125,NA,6,NA,NA,NA,NA,"",""
"656302","23.1395","23.1395.A.3C",23,23,1395,"A","3C",20,15,18,249,9.5,0,26,155,162,7.2,2,2,NA,NA,NA,"",""
"656303","23.1395","23.1395.A.3C",23,23,1395,"A","3C",21,16,19,255,2.5,0,26,289,290,11.4,2,2,NA,NA,NA,"",""
"656304","23.1395","23.1395.A.3C",23,23,1395,"A","3C",22,17,20,258,9.4,0,26,221,220,10.6,4,2,NA,NA,NA,"",""
"656305","23.1395","23.1395.A.3C",23,23,1395,"A","3C",23,888,21,264,1.1,0,26,101,96,NA,6,NA,NA,NA,NA,"",""
"656306","23.1395","23.1395.A.3C",23,23,1395,"A","3C",24,18,22,272,13,0,26,262,256,9.8,2,2,NA,NA,NA,"",""
"656307","23.1395","23.1395.A.3C",23,23,1395,"A","3C",25,19,23,285,4.5,0,26,210,203,10.1,2,2,NA,NA,NA,"",""
"656308","23.1395","23.1395.A.3C",23,23,1395,"A","3C",26,20,24,304,9.4,0,26,155,164,7.8,3,2,NA,NA,NA,"",""
"656309","23.1395","23.1395.A.3C",23,23,1395,"A","3C",27,21,25,306,7.3,0,24,403,385,11.3,2,2,41,NA,NA,"",""
"656310","23.1395","23.1395.A.3C",23,23,1395,"A","3C",28,22,26,316,7.1,0,26,139,145,10.5,3,2,NA,NA,NA,"",""
"656311","23.1395","23.1395.A.3C",23,23,1395,"A","3C",29,23,27,332,13.8,0,26,263,264,9.8,2,2,NA,NA,NA,"",""
"656312","23.1395","23.1395.A.3C",23,23,1395,"A","3C",30,24,28,337,12.3,0,26,297,311,10.8,2,2,NA,NA,NA,"",""
"656313","23.1395","23.1395.A.3C",23,23,1395,"A","3C",31,25,29,343,14.8,0,26,263,273,9.3,2,2,NA,NA,NA,"",""
"656314","23.1395","23.1395.A.3C",23,23,1395,"A","3C",32,26,0,353,13.7,0,26,252,248,9.5,2,2,NA,NA,NA,"",""
"656315","23.1395","23.1395.A.3C",23,23,1395,"A","3C",33,888,30,360,10.3,9.8,26,120,133,NA,6,NA,NA,NA,NA,"",""
"656316","23.1395","23.1395.A.3C",23,23,1395,"A","3C",34,27,31,363,9.7,0,26,266,284,12.1,2,2,NA,NA,NA,"",""
"656317","23.1395","23.1395.A.3C",23,23,1395,"A","3C",35,28,32,368,10.1,9.6,26,191,192,9.1,3,2,NA,NA,NA,"",""
"656318","23.1395","23.1395.A.3C",23,23,1395,"A","3C",36,29,33,370,9,0,26,261,284,10.8,2,2,NA,NA,NA,"",""
"656319","23.1395","23.1395.A.3C",23,23,1395,"A","3C",37,30,34,388,8.3,0,26,308,340,14.1,3,2,NA,NA,NA,"",""
"656697","23.1421","23.1421.A.1",23,23,1421,"A","1",1,1,1,3,14.5,0,24,291,312,12.5,2,2,NA,100,NA,"",""
"656698","23.1421","23.1421.A.1",23,23,1421,"A","1",2,888,2,7,8.6,0,26,482,465,NA,6,NA,NA,311,3,"9",""
