"","x"
"1","37.254.A.1"
"2","40.1151.A.1"
"3","40.1228.A.1"
"4","40.1292.A.1"
"5","40.1441.A.1"
"6","40.1536.A.1"
"7","40.1543.A.1"
"8","40.3000.N.N"
"9","40.3004.N.N"
"10","40.3008.N.N"
"11","40.3033.N.N"
"12","40.373.A.1"
"13","40.398.A.1"
"14","40.432.A.1"
"15","40.444.A.1"
"16","40.446.A.1"
"17","40.459.A.4"
"18","40.467.A.1"
"19","40.480.A.4"
"20","40.515.A.1"
"21","40.561.A.1"
"22","40.655.A.1"
"23","40.85.A.1"
"24","40.95.A.1"
"25","9.2510.A.1"
"26","9.2520.A.1"
"27","9.2533.A.1"
