"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"14479",9,536,NA,920224,1,20,5,6,4,"S",920224,3,"0110","1","0110M07","471","4745","91","255","2","2","0","0","07","07","4","4","9","1","70","60","26","26","0","7","3","4",NA,"21",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"26","21","44","37","38","04","99","3","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P414","70",NA,"4.25",NA,"9.536",471000,4745000,9
"14513",9,575,NA,920225,1,43,5,3,1,"S",920226,3,"0111","1","0111L03","490","4748","91","050","2","2","0","0","07","07","5","5","9","1","90","90","21","21","5","4","3","3","45","26","5","4","3","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","45","68","99",NA,NA,"2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","140",NA,"10.25",NA,"9.575",490000,4748000,9
"14775",9,887,NA,920302,1,16,5,3,3,"S",920304,3,"0136","1","0136M02","459","4727","91","272","6","6","0","0","07","07","3","3","9","1","80","60","21","26","0","7","3","4",NA,"21",NA,"2",NA,"4",NA,"37",NA,"1",NA,"2","26","3","1",NA,"21","3","1",NA,"37","3","6",NA,"26","21","37","04",NA,NA,NA,"2","02","W","18",NA,NA,NA,"4","1","3",NA,"0",NA,"4","4",NA,NA,"G904","316",NA,"3.00",NA,"9.887",459000,4727000,9
"14784",9,897,NA,920302,3,23,5,3,3,"S",920304,3,"0137","1","0137J01","487","4741","91","192","2","2","0","0","10","09","4","5","9","1","80","80","21","21","0","5","4","4",NA,"26",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","42","78",NA,NA,NA,"1","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","145",NA,"12.25",NA,"9.897",487000,4741000,9
"14826",9,749,NA,920302,3,43,6,2,0,"S",920305,1,"0136","1","0136J04","463","4739","91","217","2","2","0","0","09","09","5","5","9","1","70","80","26","21","0","6","4","4",NA,"26",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","91","78","65","15","99","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M713","190",NA,"8.50",NA,"9.749",463000,4739000,9
"14917",9,2213,NA,920306,3,9,4,2,1,"S",920313,3,"0315","4","0315319","474","4638","91","268","2","2","0","0","11","11","2","3","9","1","80","80","21","26","6","6","4","4","26","21","4","4","4","4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"26","21",NA,NA,NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","32",NA,"3.25",NA,"9.2213",474000,4638000,9
"14919",9,2215,NA,920306,3,16,5,4,4,"S",920313,3,"0315","4","0315320","476","4638","91","268","2","2","0","0","11","11","1","2","9","1","80","70","21","21","6","7","4","4","26","26","4","3","4","3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","37","43","45",NA,NA,"3","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","293",NA,"2.25",NA,"9.2215",476000,4638000,9
"14928",9,2226,NA,920306,3,26,6,5,2,"S",920315,1,"0315","4","0315317","470","4637","91","020","2","2","0","0","10","10","3","3","9","1","80","80","21","21","6","5","4","4","26","26","4","3","4","4",NA,"38",NA,"2",NA,"3","21","3","1",NA,"26","3","1",NA,"38","3","6",NA,"21","26","38","37","44","15",NA,"3","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"M203","301",NA,"3.75",NA,"9.2226",470000,4637000,9
"14937",9,2235,NA,920306,3,42,6,4,3,"S",920315,1,"0315","4","0315315","464","4636","91","020","2","2","0","0","10","10","2","4","9","1","80","80","26","21","7","7","4","4","21","26","3","2","4","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","37","15","38","44","45","1","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"M204","240",NA,"5.25",NA,"9.2235",464000,4636000,9
"14942",9,2241,NA,920306,3,27,5,4,1,"S",920316,1,"0315","4","0315318","471","4636","91","020","2","2","0","0","10","10","2","4","9","1","80","60","21","21","6","5","4","4","26","26","2","5","4","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","44","37",NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","60",NA,"4.25",NA,"9.2241",471000,4636000,9
"14944",9,2243,NA,920306,3,17,4,2,3,"S",920316,1,"0315","4","0315319","473","4636","91","174","2","2","0","0","10","10","2","3","9","1","80","80","26","21","6","7","4","4","21","26","3","3","4","4","25",NA,"1",NA,"4",NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26",NA,NA,NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","213",NA,"2.50",NA,"9.2243",473000,4636000,9
"14948",9,2247,NA,920306,3,43,6,2,3,"S",920316,1,"0315","4","0315321","478","4636","91","144","2","2","0","0","11","11","1","3","9","1","80","80","21","21","6","6","4","4","26","26","4","4","4","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","37","43",NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","0",NA,NA,"01","255",NA,"3.75",NA,"9.2247",478000,4636000,9
"14949",9,2248,NA,920306,3,46,6,3,3,"S",920317,1,"0315","4","0315321","479","4636","91","144","2","2","0","0","11","11","3","4","9","1","80","80","21","21","6","6","4","3","26","26","4","4","4","3",NA,NA,NA,NA,NA,NA,"21","1","1","25","26","1","1","25",NA,NA,NA,NA,"21","26","43","44","15",NA,NA,"3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","065",NA,"4.75",NA,"9.2248",479000,4636000,9
"14950",9,2249,NA,920306,3,39,5,2,3,"S",920317,1,"0315","4","0315322","480","4636","91","302","6","6","0","0","11","11","2","4","9","1","80","70","21","21","6","8","4","4","26","26","4","2","4","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","43","44","37",NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","100",NA,"4.25",NA,"9.2249",480000,4636000,9
"14959",9,2259,NA,920309,1,21,6,2,2,"S",920317,1,"0315","4","0315427","481","4635","91","163","6","6","0","0","11","11","2","2","9","1","80","70","21","26","6","7","4","4","26","21","4","3","4","3",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"26","21","37","44",NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","230",NA,"1.00",NA,"9.2259",481000,4635000,9
"14968",9,2269,NA,920309,1,16,6,6,4,"S",920317,1,"0315","2","0315429","476","4634","91","174","2","2","0","0","11","11","2","4","9","1","80","60","26","21","6","5","4","4","21","26","3","3","4","4","25","38","1","1","4","4","21","3","1",NA,"26","3","1",NA,"38","3","6",NA,"21","26","38","37","44","45","95","2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","365",NA,"4.50",NA,"9.2269",476000,4634000,9
"15067",9,2374,NA,920310,1,55,6,2,2,"S",920325,3,"0316","2","0316K09","502","4643","91","309","2","2","3","3","12","12","3","4","9","1","90","90","21","21","0","6","4","4",NA,"26",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","43",NA,NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P305","357",NA,"6.00",NA,"9.2374",502000,4643000,9
"15090",9,2397,NA,920310,3,49,6,1,1,"S",920326,3,"0316","2","0316K06","495","4641","91","067","2","2","3","3","11","11","4","5","9","1","90","90","21","21","0","7","4","4",NA,"26",NA,"2",NA,"4",NA,"42",NA,"1",NA,"3","21","3","1",NA,"26","3","1",NA,"42","3","6",NA,"21","26","42","43",NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P305","60",NA,"8.25",NA,"9.2397",495000,4641000,9
"15105",9,2412,NA,920310,3,53,6,2,2,"S",920326,3,"0316","1","0316L07","495","4640","91","425","2","2","3","3","12","12","3","3","9","1","90","80","21","26","0","5","4","4",NA,"21",NA,"4",NA,"4",NA,"43",NA,"1",NA,"4","26","3","1",NA,"21","3","1",NA,"43","3","6",NA,"26","21","43","15","44",NA,NA,"1","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","320",NA,"3.25",NA,"9.2412",495000,4640000,9
"15115",9,2422,NA,920311,1,33,6,3,3,"S",920327,3,"0316","1","0316L04","490","4639","91","246","2","2","0","0","11","12","2","2","9","1","80","70","21","21","8","5","4","4","26","26","2","4","4","4",NA,"43",NA,"1",NA,"2","21","3","1",NA,"26","3","1",NA,"43","3","6",NA,"21","26","43",NA,NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","3",NA,NA,"01","215","45","2.00","9.00","9.2422",490000,4639000,9
"15116",9,2423,NA,920311,1,29,6,3,4,"S",920327,3,"0316","1","0316L05","491","4639","91","246","2","2","0","0","11","11","3","4","9","1","80","60","21","26","8","4","4","4","26","21","2","4","4","4",NA,"43",NA,"2",NA,"3","26","3","1",NA,"21","3","1",NA,"43","3","6",NA,"26","21","43",NA,NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","110",NA,"4.50",NA,"9.2423",491000,4639000,9
"15126",9,2433,NA,920311,1,19,5,2,1,"S",920327,3,"0316","1","0316L04","488","4638","91","163","2","2","0","0","11","11","3","2","9","1","80","70","21","21","6","5","4","4","26","26","4","5","4","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","37",NA,NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","170",NA,"1.50",NA,"9.2433",488000,4638000,9
"15131",9,2438,NA,920311,1,39,6,2,4,"S",920327,3,"0316","1","0316L06","493","4638","91","425","2","2","3","3","11","11","2","3","9","1","80","70","21","26","8","7","4","4","26","21","2","3","4","4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"26","21","43",NA,NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","011",NA,"03.50",NA,"9.2438",493000,4638000,9
"15135",9,2442,NA,920311,1,37,6,3,3,"S",920327,3,"0316","1","0316L07","497","4638","91","067","2","2","3","3","12","12","3","4","9","1","80","80","21","26","8","5","4","4","26","21","2","4","4","4",NA,"43",NA,"1",NA,"2","26","3","1",NA,"21","3","1",NA,"43","3","6",NA,"26","21","43",NA,NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","100",NA,"4.25",NA,"9.2442",497000,4638000,9
"16457",9,2146,NA,920312,4,33,5,1,1,"S",920323,4,"0315","4","0315279","476","4644","91","268","6","6","0","0","10","10","2","3","9","1","80","70","26","26","0","8","3","4",NA,"21",NA,"1",NA,"4",NA,"43",NA,"1",NA,"2","26","2","2","35","21","2","2","30","43","3","6",NA,"26","21","43",NA,NA,NA,NA,"3","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"3","0",NA,NA,"01","40",NA,"3.00",NA,"9.2146",476000,4644000,9
"16496",9,2185,NA,920312,2,39,6,1,3,"S",920323,2,"0315","4","0315318","472","4640","91","201","2","2","0","0","11","11","2","4","9","1","80","80","21","21","6","7","4","4","26","26","4","3","4","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","37","15","44","95",NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"M313","2",NA,"5.00",NA,"9.2185",472000,4640000,9
"16508",9,2197,NA,920312,2,51,6,2,2,"S",920323,2,"0315","4","0315317","470","4639","91","020","2","2","0","0","11","11","2","4","9","1","80","80","21","26","6","7","4","4","26","21","4","3","4","4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"26","21","44","37",NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P413","229",NA,"4.25",NA,"9.2197",470000,4639000,9
"16523",9,2443,NA,920311,1,13,6,2,4,"S",920330,4,"0316","1","0316L08","498","4638","91","067","2","2","3","3","12","12","2","2","9","1","80","70","21","21","8","6","4","3","26","26","2","4","4","2",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"21","26","43",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","1",NA,NA,"01","50",NA,"2.25",NA,"9.2443",498000,4638000,9
"16527",9,2447,NA,920311,1,28,6,2,2,"S",920330,4,"0316","1","0316L04","488","4637","91","163","2","2","0","0","11","11","2","3","9","1","80","60","21","26","6","6","4","4","26","21","4","4","4","4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"26","21","37","43",NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P305","190",NA,"3.25",NA,"9.2447",488000,4637000,9
