"","PlotID0","FECHGR","anno.gr.x","mes.gr.x","PlotID","FechaIni","Cla","Subclase","anno.gr.y","mes.gr.y","diff.year"
"23",8.1571,910904,1991,9,"8.1571.A.1","09/12/00 00:00:00","A","1",2000,9,9
"24",8.183,910611,1991,6,"8.1830.A.1","11/23/00 00:00:00","A","1",2000,11,10
"25",8.1842,910913,1991,9,"8.1842.A.1","12/18/00 00:00:00","A","1",2000,12,9
"26",8.1913,910910,1991,9,"8.1913.A.1","08/18/00 00:00:00","A","1",2000,8,9
"27",8.2189,911010,1991,10,"8.2189.A.1","11/02/00 00:00:00","A","1",2000,11,9
"28",8.313,910615,1991,6,"8.313.A.1","05/18/01 00:00:00","A","1",2001,5,10
"29",8.515,910619,1991,6,"8.515.A.1","03/22/01 00:00:00","A","1",2001,3,10
"30",8.554,910625,1991,6,"8.554.A.1","01/16/01 00:00:00","A","1",2001,1,10
"31",8.641,910626,1991,6,"8.641.A.1","07/06/01 00:00:00","A","1",2001,7,10
"32",8.656,910626,1991,6,"8.656.A.1","07/12/01 00:00:00","A","1",2001,7,10
"33",8.865,910702,1991,7,"8.865.A.1","10/06/00 00:00:00","A","1",2000,10,9
"34",8.87,910606,1991,6,"8.870.A.1","09/26/00 00:00:00","A","1",2000,9,9
"35",9.1041,920205,1992,2,"9.1041.A.1","05/20/03 00:00:00","A","1",2003,5,11
"36",9.1065,920205,1992,2,"9.1065.A.1","04/15/03 00:00:00","A","1",2003,4,11
"37",9.136,920128,1992,1,"9.1360.A.1","03/07/03 00:00:00","A","1",2003,3,11
"38",9.1544,920225,1992,2,"9.1544.A.1","03/10/03 00:00:00","A","1",2003,3,11
"39",9.1596,920306,1992,3,"9.1596.A.1","03/31/03 00:00:00","A","1",2003,3,11
"40",9.1718,920306,1992,3,"9.1718.A.1","04/22/03 00:00:00","A","1",2003,4,11
"41",9.1719,920306,1992,3,"9.1719.A.4","03/25/03 00:00:00","A","4",2003,3,11
"42",9.2468,920311,1992,3,"9.2468.A.1","03/05/03 00:00:00","A","1",2003,3,11
"43",9.2603,920313,1992,3,"9.2603.A.3C","03/04/03 00:00:00","A","3C",2003,3,11
"44",9.2674,920313,1992,3,"9.2674.A.1","05/12/03 00:00:00","A","1",2003,5,11
"45",9.355,920211,1992,2,"9.355.A.1","04/16/03 00:00:00","A","1",2003,4,11
"46",9.717,920226,1992,2,"9.717.A.1","03/26/03 00:00:00","A","1",2003,3,11
"47",9.815,920303,1992,3,"9.815.A.1","05/27/03 00:00:00","A","1",2003,5,11
"48",9.919,920302,1992,3,"9.919.A.1","05/26/03 00:00:00","A","1",2003,5,11
"49",12.154,940922,1994,9,"12.154.A.1","03/22/06 00:00:00","A","1",2006,3,12
"50",12.183,940824,1994,8,"12.183.A.1","12/14/05 00:00:00","A","1",2005,12,12
"51",12.191,940824,1994,8,"12.191.A.1","03/01/06 00:00:00","A","1",2006,3,12
"52",12.342,940923,1994,9,"12.342.A.1","01/19/06 00:00:00","A","1",2006,1,11
"53",12.611,940826,1994,8,"12.611.A.3E","03/17/06 00:00:00","A","3E",2006,3,12
"54",12.611,940826,1994,8,"12.611.A.3C","03/17/06 00:00:00","A","3C",2006,3,12
"55",12.875,940531,1994,5,"12.875.A.3C","03/10/06 00:00:00","A","3C",2006,3,12
"56",12.877,940505,1994,5,"12.877.A.1","01/24/06 00:00:00","A","1",2006,1,12
"57",12.88,940921,1994,9,"12.88.A.1","03/22/06 00:00:00","A","1",2006,3,12
"58",16.1,930113,1993,1,"16.100.A.1","10/03/03 00:00:00","A","1",2003,10,11
"59",16.16,930113,1993,1,"16.160.A.1","08/08/03 00:00:00","A","1",2003,8,11
"60",16.163,930507,1993,5,"16.163.A.1","09/15/03 00:00:00","A","1",2003,9,10
"61",16.364,930115,1993,1,"16.364.A.1","10/28/03 00:00:00","A","1",2003,10,11
"62",16.365,930115,1993,1,"16.365.A.1","07/11/03 00:00:00","A","1",2003,7,11
"63",16.371,930115,1993,1,"16.371.A.1","10/13/03 00:00:00","A","1",2003,10,11
"64",16.372,930115,1993,1,"16.372.A.1","08/01/03 00:00:00","A","1",2003,8,11
"65",16.38,930520,1993,5,"16.380.A.1","10/10/03 00:00:00","A","1",2003,10,11
"66",16.387,930511,1993,5,"16.387.A.1","10/22/03 00:00:00","A","1",2003,10,11
"67",16.395,930115,1993,1,"16.395.A.1","10/22/03 00:00:00","A","1",2003,10,11
"68",16.404,930226,1993,2,"16.404.A.1","07/31/03 00:00:00","A","1",2003,7,11
"69",16.407,930512,1993,5,"16.407.A.1","09/25/03 00:00:00","A","1",2003,9,10
"70",16.413,930226,1993,2,"16.413.A.1","06/25/03 00:00:00","A","1",2003,6,10
"71",16.415,930512,1993,5,"16.415.A.1","10/08/03 00:00:00","A","1",2003,10,11
"72",16.424,930226,1993,2,"16.424.A.1","09/30/03 00:00:00","A","1",2003,9,11
"73",16.432,930226,1993,2,"16.432.A.1","08/28/03 00:00:00","A","1",2003,8,11
"74",16.435,930226,1993,2,"16.435.A.1","08/04/03 00:00:00","A","1",2003,8,11
"75",16.436,930226,1993,2,"16.436.A.1","07/03/03 00:00:00","A","1",2003,7,11
"76",16.44,930113,1993,1,"16.440.A.1","08/28/03 00:00:00","A","1",2003,8,11
"77",16.441,930226,1993,2,"16.441.A.1","09/29/03 00:00:00","A","1",2003,9,11
"78",16.467,930512,1993,5,"16.467.A.3E","08/13/03 00:00:00","A","3E",2003,8,10
"79",16.467,930512,1993,5,"16.467.A.3C","08/13/03 00:00:00","A","3C",2003,8,10
"80",16.474,930302,1993,3,"16.474.A.1","07/15/03 00:00:00","A","1",2003,7,10
"81",16.477,930302,1993,3,"16.477.A.3C","07/14/03 00:00:00","A","3C",2003,7,10
"82",16.477,930302,1993,3,"16.477.A.3E","07/15/03 00:00:00","A","3E",2003,7,10
"83",16.675,930304,1993,3,"16.675.A.1","09/26/03 00:00:00","A","1",2003,9,11
"84",16.678,930304,1993,3,"16.678.A.1","10/15/03 00:00:00","A","1",2003,10,11
"85",16.69,930506,1993,5,"16.690.A.1","09/17/03 00:00:00","A","1",2003,9,10
"86",16.694,930518,1993,5,"16.694.A.1","10/15/03 00:00:00","A","1",2003,10,11
"87",16.702,930308,1993,3,"16.702.A.1","04/16/04 00:00:00","A","1",2004,4,11
"88",16.71,930520,1993,5,"16.710.A.1","10/09/03 00:00:00","A","1",2003,10,11
"89",16.711,930308,1993,3,"16.711.A.1","09/11/03 00:00:00","A","1",2003,9,11
"90",16.717,930308,1993,3,"16.717.A.1","09/03/03 00:00:00","A","1",2003,9,11
"91",16.75,930506,1993,5,"16.750.A.1","08/06/03 00:00:00","A","1",2003,8,10
"92",16.76,930113,1993,1,"16.760.A.1","08/20/03 00:00:00","A","1",2003,8,11
"93",16.771,930310,1993,3,"16.771.A.1","09/15/03 00:00:00","A","1",2003,9,11
"94",16.777,930310,1993,3,"16.777.A.1","08/08/03 00:00:00","A","1",2003,8,11
"95",16.778,930310,1993,3,"16.778.A.3C","04/21/04 00:00:00","A","3C",2004,4,11
"96",16.784,930519,1993,5,"16.784.A.1","07/14/03 00:00:00","A","1",2003,7,10
"97",16.789,930520,1993,5,"16.789.A.1","08/19/03 00:00:00","A","1",2003,8,10
"98",16.793,930310,1993,3,"16.793.A.1","08/20/03 00:00:00","A","1",2003,8,11
"99",16.799,930310,1993,3,"16.799.A.1","08/18/03 00:00:00","A","1",2003,8,11
"100",16.817,930310,1993,3,"16.817.A.1","07/09/03 00:00:00","A","1",2003,7,10
"101",16.818,930310,1993,3,"16.818.A.1","07/10/03 00:00:00","A","1",2003,7,10
"102",16.834,930311,1993,3,"16.834.A.1","07/16/03 00:00:00","A","1",2003,7,10
"103",16.835,930524,1993,5,"16.835.A.4","07/16/03 00:00:00","A","4",2003,7,10
"104",16.851,930311,1993,3,"16.851.A.1","09/12/03 00:00:00","A","1",2003,9,11
"105",16.856,930524,1993,5,"16.856.A.1","07/10/03 00:00:00","A","1",2003,7,10
"106",16.874,930524,1993,5,"16.874.A.1","09/30/03 00:00:00","A","1",2003,9,10
"107",16.878,930524,1993,5,"16.878.A.1","10/02/03 00:00:00","A","1",2003,10,11
"108",16.882,930524,1993,5,"16.882.A.1","10/08/03 00:00:00","A","1",2003,10,11
"109",16.887,930525,1993,5,"16.887.A.1","10/02/03 00:00:00","A","1",2003,10,11
"110",17.162,901121,1990,11,"17.162.A.1","06/22/01 00:00:00","A","1",2001,6,11
"111",17.1882,910126,1991,1,"17.1882.A.1","03/27/01 00:00:00","A","1",2001,3,10
"112",17.841,901130,1990,11,"17.841.A.1","03/15/01 00:00:00","A","1",2001,3,10
"113",18.1018,951215,1995,12,"18.1018.A.1","08/07/07 00:00:00","A","1",2007,8,12
"114",18.1115,951226,1995,12,"18.1115.A.1","08/08/07 00:00:00","A","1",2007,8,12
"115",18.1138,951226,1995,12,"18.1138.A.1","06/11/07 00:00:00","A","1",2007,6,12
"116",18.1237,951226,1995,12,"18.1237.A.3C","08/21/07 00:00:00","A","3C",2007,8,12
"117",18.128,951222,1995,12,"18.1280.A.1","06/21/07 00:00:00","A","1",2007,6,12
"118",18.1328,951227,1995,12,"18.1328.A.3C","06/11/07 00:00:00","A","3C",2007,6,12
"119",18.1358,951228,1995,12,"18.1358.A.1","07/26/07 00:00:00","A","1",2007,7,12
"120",18.1362,951229,1995,12,"18.1362.A.1","07/11/07 00:00:00","A","1",2007,7,12
"121",18.1696,960102,1996,1,"18.1696.A.3C","07/16/07 00:00:00","A","3C",2007,7,12
"122",18.755,960101,1996,1,"18.755.A.1","07/02/07 00:00:00","A","1",2007,7,12
"123",18.878,960101,1996,1,"18.878.A.1","07/12/07 00:00:00","A","1",2007,7,12
"124",18.971,960101,1996,1,"18.971.A.1","06/07/07 00:00:00","A","1",2007,6,12
"125",19.1434,930114,1993,1,"19.1434.A.4","07/22/03 00:00:00","A","4",2003,7,11
"126",19.1456,930114,1993,1,"19.1456.A.1","07/18/03 00:00:00","A","1",2003,7,11
"127",19.1458,930329,1993,3,"19.1458.A.1","10/03/03 00:00:00","A","1",2003,10,11
"128",19.1485,930329,1993,3,"19.1485.A.4","09/24/03 00:00:00","A","4",2003,9,11
"129",19.1535,930305,1993,3,"19.1535.A.1","10/03/03 00:00:00","A","1",2003,10,11
"130",19.1619,930114,1993,1,"19.1619.A.1","07/07/03 00:00:00","A","1",2003,7,11
"131",19.1648,930115,1993,1,"19.1648.A.1","10/21/03 00:00:00","A","1",2003,10,11
"132",19.1935,930413,1993,4,"19.1935.A.1","09/25/03 00:00:00","A","1",2003,9,11
"133",19.1938,930413,1993,4,"19.1938.A.1","09/24/03 00:00:00","A","1",2003,9,11
"134",19.1942,930413,1993,4,"19.1942.A.4","09/24/03 00:00:00","A","4",2003,9,11
"135",19.1947,930413,1993,4,"19.1947.A.1","08/05/03 00:00:00","A","1",2003,8,10
"136",19.1954,930413,1993,4,"19.1954.A.1","10/10/03 00:00:00","A","1",2003,10,11
"137",19.1955,930413,1993,4,"19.1955.A.3C","04/30/04 00:00:00","A","3C",2004,4,11
"138",19.1957,930413,1993,4,"19.1957.A.1","09/04/03 00:00:00","A","1",2003,9,11
"139",19.1982,930115,1993,1,"19.1982.A.1","04/28/04 00:00:00","A","1",2004,4,11
"140",19.1986,930115,1993,1,"19.1986.A.1","07/22/03 00:00:00","A","1",2003,7,11
"141",19.2238,940728,1994,7,"19.2238.A.4","08/26/03 00:00:00","A","4",2003,8,9
"142",19.224,930426,1993,4,"19.2240.A.1","09/12/03 00:00:00","A","1",2003,9,11
"143",19.2246,940902,1994,9,"19.2246.A.3C","09/03/03 00:00:00","A","3C",2003,9,9
"144",22.1027,931005,1993,10,"22.1027.A.1","08/31/04 11:48:13","A","1",2004,8,11
"145",22.1041,931214,1993,12,"22.1041.A.1","09/14/04 12:06:19","A","1",2004,9,11
"146",22.1065,940124,1994,1,"22.1065.A.3E","09/29/04 11:57:03","A","3E",2004,9,11
"147",22.1471,940125,1994,1,"22.1471.A.1","11/11/04 14:24:22","A","1",2004,11,11
"148",22.1484,940119,1994,1,"22.1484.A.1","11/12/04 10:26:47","A","1",2004,11,11
"149",22.1881,931216,1993,12,"22.1881.A.1","09/16/04 10:44:33","A","1",2004,9,11
"150",22.2073,931102,1993,11,"22.2073.A.1","09/09/04 10:51:07","A","1",2004,9,11
"151",22.2085,931217,1993,12,"22.2085.A.1","09/21/04 11:52:43","A","1",2004,9,11
"152",22.2289,931217,1993,12,"22.2289.A.1","09/29/04 11:51:26","A","1",2004,9,11
"153",22.399,931214,1993,12,"22.399.A.1","11/19/04 11:58:57","A","1",2004,11,11
"154",22.659,940126,1994,1,"22.659.A.1","10/13/04 09:50:25","A","1",2004,10,11
"155",22.804,940128,1994,1,"22.804.A.1","10/28/04 11:05:31","A","1",2004,10,11
"156",22.884,940126,1994,1,"22.884.A.1","10/01/04 14:20:18","A","1",2004,10,11
"157",22.909,931022,1993,10,"22.909.A.1","10/25/04 11:51:01","A","1",2004,10,11
"158",22.927,931004,1993,10,"22.927.A.1","09/27/04 16:03:11","A","1",2004,9,11
"159",22.93,940120,1994,1,"22.930.A.1","11/10/04 12:53:43","A","1",2004,11,11
"160",22.932,931004,1993,10,"22.932.A.1","09/08/04 11:35:50","A","1",2004,9,11
"161",22.978,931025,1993,10,"22.978.A.3C","10/14/04 15:13:03","A","3C",2004,10,11
"162",22.985,931214,1993,12,"22.985.A.3C","09/28/04 11:30:28","A","3C",2004,9,11
"163",22.985,931214,1993,12,"22.985.A.3E","09/28/04 13:06:57","A","3E",2004,9,11
"164",22.996,940128,1994,1,"22.996.A.1","11/23/04 11:50:05","A","1",2004,11,11
"165",22.997,940128,1994,1,"22.997.A.4","09/27/04 13:48:29","A","4",2004,9,11
"166",22.999,940128,1994,1,"22.999.A.1","10/28/04 16:10:28","A","1",2004,10,11
"167",24.1174,921118,1992,11,"24.1174.A.4","01/15/03 00:00:00","A","4",2003,1,10
"168",24.1275,930126,1993,1,"24.1275.A.1","01/14/03 00:00:00","A","1",2003,1,10
"169",24.1289,930126,1993,1,"24.1289.A.1","01/15/03 00:00:00","A","1",2003,1,10
"170",24.129,930120,1993,1,"24.1290.A.1","12/12/02 00:00:00","A","1",2002,12,10
"171",24.1291,930126,1993,1,"24.1291.A.1","01/21/03 00:00:00","A","1",2003,1,10
"172",24.1293,930127,1993,1,"24.1293.A.1","12/11/02 00:00:00","A","1",2002,12,10
"173",24.1305,930127,1993,1,"24.1305.A.1","01/08/03 00:00:00","A","1",2003,1,10
"174",24.1348,921120,1992,11,"24.1348.A.1","11/07/02 00:00:00","A","1",2002,11,10
"175",24.691,930125,1993,1,"24.691.A.1","11/18/02 00:00:00","A","1",2002,11,10
"176",24.732,930203,1993,2,"24.732.A.1","01/21/03 00:00:00","A","1",2003,1,10
"177",24.919,930120,1993,1,"24.919.A.1","01/17/03 00:00:00","A","1",2003,1,10
"178",24.989,930121,1993,1,"24.989.A.4","01/15/03 00:00:00","A","4",2003,1,10
"179",25.1123,920117,1992,1,"25.1123.A.1","07/11/01 00:00:00","A","1",2001,7,10
"180",25.1126,910416,1991,4,"25.1126.A.1","07/16/01 00:00:00","A","1",2001,7,10
"181",25.1132,910416,1991,4,"25.1132.A.1","07/06/01 00:00:00","A","1",2001,7,10
"182",25.1141,910417,1991,4,"25.1141.A.1","07/12/01 00:00:00","A","1",2001,7,10
"183",25.1192,910418,1991,4,"25.1192.A.1","01/10/01 00:00:00","A","1",2001,1,10
"184",25.1217,910309,1991,3,"25.1217.A.1","02/01/01 00:00:00","A","1",2001,2,10
"185",25.1224,910309,1991,3,"25.1224.A.1","02/27/01 00:00:00","A","1",2001,2,10
"186",25.1231,910309,1991,3,"25.1231.A.3C","02/08/01 00:00:00","A","3C",2001,2,10
"187",25.1253,910309,1991,3,"25.1253.A.1","02/07/01 00:00:00","A","1",2001,2,10
"188",25.1262,910311,1991,3,"25.1262.A.1","01/27/01 00:00:00","A","1",2001,1,10
"189",25.1265,910311,1991,3,"25.1265.A.1","01/17/01 00:00:00","A","1",2001,1,10
"190",25.1279,910311,1991,3,"25.1279.A.1","01/17/01 00:00:00","A","1",2001,1,10
"191",25.1309,910312,1991,3,"25.1309.A.1","02/01/01 00:00:00","A","1",2001,2,10
"192",25.1326,910312,1991,3,"25.1326.A.4","03/19/01 00:00:00","A","4",2001,3,10
"193",25.1352,910312,1991,3,"25.1352.A.4","02/08/01 00:00:00","A","4",2001,2,10
"194",25.1446,910313,1991,3,"25.1446.A.1","03/01/01 00:00:00","A","1",2001,3,10
"195",25.145,901031,1990,10,"25.1450.A.1","02/28/01 00:00:00","A","1",2001,2,10
"196",25.1464,910314,1991,3,"25.1464.A.1","07/20/01 00:00:00","A","1",2001,7,10
"197",25.1474,910314,1991,3,"25.1474.A.1","02/16/01 00:00:00","A","1",2001,2,10
"198",25.1511,910314,1991,3,"25.1511.A.1","02/21/01 00:00:00","A","1",2001,2,10
"199",25.1512,910314,1991,3,"25.1512.A.1","02/12/01 00:00:00","A","1",2001,2,10
"200",25.1513,910314,1991,3,"25.1513.A.1","03/12/01 00:00:00","A","1",2001,3,10
"201",25.1532,910315,1991,3,"25.1532.A.1","01/11/01 00:00:00","A","1",2001,1,10
"202",25.1533,910321,1991,3,"25.1533.A.1","01/11/01 00:00:00","A","1",2001,1,10
"203",25.1629,910326,1991,3,"25.1629.A.1","08/10/01 00:00:00","A","1",2001,8,11
"204",25.163,920117,1992,1,"25.1630.A.1","07/21/01 00:00:00","A","1",2001,7,10
"205",25.1685,910401,1991,4,"25.1685.A.1","07/20/01 00:00:00","A","1",2001,7,10
"206",25.1694,910401,1991,4,"25.1694.A.4","08/02/01 00:00:00","A","4",2001,8,10
"207",25.1695,910401,1991,4,"25.1695.A.1","07/06/01 00:00:00","A","1",2001,7,10
"208",25.1705,920120,1992,1,"25.1705.A.4","08/16/01 00:00:00","A","4",2001,8,10
"209",25.1862,910423,1991,4,"25.1862.A.1","03/26/01 00:00:00","A","1",2001,3,10
"210",25.1872,910425,1991,4,"25.1872.A.1","03/21/01 00:00:00","A","1",2001,3,10
"211",25.1876,910425,1991,4,"25.1876.A.1","03/22/01 00:00:00","A","1",2001,3,10
"212",25.2005,910430,1991,4,"25.2005.A.1","01/12/01 00:00:00","A","1",2001,1,10
"213",25.2006,910430,1991,4,"25.2006.A.1","02/12/01 00:00:00","A","1",2001,2,10
"214",25.2016,910430,1991,4,"25.2016.A.1","02/01/01 00:00:00","A","1",2001,2,10
"215",25.2032,910430,1991,4,"25.2032.A.1","01/16/01 00:00:00","A","1",2001,1,10
"216",25.2035,910430,1991,4,"25.2035.A.1","03/01/01 00:00:00","A","1",2001,3,10
"217",25.2036,910430,1991,4,"25.2036.A.1","02/05/01 00:00:00","A","1",2001,2,10
"218",25.2046,910604,1991,6,"25.2046.A.1","02/09/01 00:00:00","A","1",2001,2,10
"219",25.2063,920121,1992,1,"25.2063.A.1","08/20/01 00:00:00","A","1",2001,8,10
"220",25.2064,910604,1991,6,"25.2064.A.1","07/18/01 00:00:00","A","1",2001,7,10
"221",25.2075,910604,1991,6,"25.2075.A.1","01/11/01 00:00:00","A","1",2001,1,10
"222",25.208,910308,1991,3,"25.2080.A.1","01/30/01 00:00:00","A","1",2001,1,10
"223",25.2081,910604,1991,6,"25.2081.A.1","02/02/01 00:00:00","A","1",2001,2,10
"224",25.2094,910613,1991,6,"25.2094.A.1","03/05/01 00:00:00","A","1",2001,3,10
"225",25.2097,910613,1991,6,"25.2097.A.1","02/06/01 00:00:00","A","1",2001,2,10
"226",25.2103,920121,1992,1,"25.2103.A.1","03/26/01 00:00:00","A","1",2001,3,9
"227",25.2112,910614,1991,6,"25.2112.A.1","03/19/01 00:00:00","A","1",2001,3,10
"228",25.2116,910614,1991,6,"25.2116.A.1","02/16/01 00:00:00","A","1",2001,2,10
"229",25.2121,910614,1991,6,"25.2121.A.1","03/30/01 00:00:00","A","1",2001,3,10
"230",25.2138,910617,1991,6,"25.2138.A.1","02/21/01 00:00:00","A","1",2001,2,10
"231",25.215,901106,1990,11,"25.2150.A.1","02/06/01 00:00:00","A","1",2001,2,10
"232",25.2176,910618,1991,6,"25.2176.A.1","01/18/01 00:00:00","A","1",2001,1,10
"233",25.2192,910618,1991,6,"25.2192.A.1","01/15/01 00:00:00","A","1",2001,1,10
"234",25.2209,921124,1992,11,"25.2209.A.4","02/13/01 00:00:00","A","4",2001,2,8
"235",25.2345,910627,1991,6,"25.2345.A.1","01/11/01 00:00:00","A","1",2001,1,10
"236",25.2346,910627,1991,6,"25.2346.A.1","01/29/01 00:00:00","A","1",2001,1,10
"237",25.2347,910627,1991,6,"25.2347.A.1","01/29/01 00:00:00","A","1",2001,1,10
"238",25.2371,910627,1991,6,"25.2371.A.1","03/09/01 00:00:00","A","1",2001,3,10
"239",25.2396,910628,1991,6,"25.2396.A.1","02/21/01 00:00:00","A","1",2001,2,10
"240",25.2421,910703,1991,7,"25.2421.A.1","03/07/01 00:00:00","A","1",2001,3,10
"241",25.2424,910703,1991,7,"25.2424.A.1","01/26/01 00:00:00","A","1",2001,1,10
"242",25.2436,910703,1991,7,"25.2436.A.1","01/22/01 00:00:00","A","1",2001,1,10
"243",25.2439,910703,1991,7,"25.2439.A.1","03/27/01 00:00:00","A","1",2001,3,10
"244",25.244,901107,1990,11,"25.2440.A.1","04/06/01 00:00:00","A","1",2001,4,10
"245",25.2451,910715,1991,7,"25.2451.A.1","01/22/01 00:00:00","A","1",2001,1,10
"246",25.2452,910715,1991,7,"25.2452.A.1","01/16/01 00:00:00","A","1",2001,1,10
"247",25.2453,910716,1991,7,"25.2453.A.1","04/02/01 00:00:00","A","1",2001,4,10
"248",25.2457,910716,1991,7,"25.2457.A.1","03/13/01 00:00:00","A","1",2001,3,10
"249",25.246,901107,1990,11,"25.2460.A.1","03/09/01 00:00:00","A","1",2001,3,10
"250",25.2464,910716,1991,7,"25.2464.A.1","01/23/01 00:00:00","A","1",2001,1,10
"251",25.2465,910718,1991,7,"25.2465.A.1","02/15/01 00:00:00","A","1",2001,2,10
"252",25.2466,910718,1991,7,"25.2466.A.1","03/30/01 00:00:00","A","1",2001,3,10
"253",25.2469,910718,1991,7,"25.2469.A.1","02/09/01 00:00:00","A","1",2001,2,10
"254",25.247,920420,1992,4,"25.2470.A.1","03/14/01 00:00:00","A","1",2001,3,9
"255",25.2471,910719,1991,7,"25.2471.A.1","02/07/01 00:00:00","A","1",2001,2,10
"256",25.2473,910719,1991,7,"25.2473.A.1","02/15/01 00:00:00","A","1",2001,2,10
"257",25.2475,910719,1991,7,"25.2475.A.1","02/27/01 00:00:00","A","1",2001,2,10
"258",25.2481,910719,1991,7,"25.2481.A.1","03/28/01 00:00:00","A","1",2001,3,10
"259",25.2485,910719,1991,7,"25.2485.A.1","03/13/01 00:00:00","A","1",2001,3,10
"260",25.2486,910719,1991,7,"25.2486.A.1","02/02/01 00:00:00","A","1",2001,2,10
"261",25.2487,910719,1991,7,"25.2487.A.1","02/05/01 00:00:00","A","1",2001,2,10
"262",25.2488,910719,1991,7,"25.2488.A.1","02/23/01 00:00:00","A","1",2001,2,10
"263",25.2492,910719,1991,7,"25.2492.A.1","01/23/01 00:00:00","A","1",2001,1,10
"264",25.2495,910703,1991,7,"25.2495.A.1","03/30/01 00:00:00","A","1",2001,3,10
"265",25.2497,910703,1991,7,"25.2497.A.1","01/31/01 00:00:00","A","1",2001,1,10
"266",25.2501,910703,1991,7,"25.2501.A.1","02/13/01 00:00:00","A","1",2001,2,10
"267",25.2502,910703,1991,7,"25.2502.A.1","03/08/01 00:00:00","A","1",2001,3,10
"268",25.2515,910703,1991,7,"25.2515.A.1","03/05/01 00:00:00","A","1",2001,3,10
"269",25.2517,910703,1991,7,"25.2517.A.1","02/16/01 00:00:00","A","1",2001,2,10
"270",25.2554,910704,1991,7,"25.2554.A.1","03/29/01 00:00:00","A","1",2001,3,10
"271",25.275,901107,1990,11,"25.2750.A.1","01/23/01 00:00:00","A","1",2001,1,10
"272",25.2751,910801,1991,8,"25.2751.A.1","01/23/01 00:00:00","A","1",2001,1,9
"273",25.2773,910802,1991,8,"25.2773.A.1","01/26/01 00:00:00","A","1",2001,1,9
"274",25.2786,910706,1991,7,"25.2786.A.1","12/19/00 00:00:00","A","1",2000,12,10
"275",25.2819,910706,1991,7,"25.2819.A.1","09/04/00 00:00:00","A","1",2000,9,9
"276",25.2851,910709,1991,7,"25.2851.A.1","11/14/00 00:00:00","A","1",2000,11,10
"277",25.2965,910412,1991,4,"25.2965.A.1","12/13/00 00:00:00","A","1",2000,12,10
"278",25.2982,910412,1991,4,"25.2982.A.1","09/21/00 00:00:00","A","1",2000,9,10
"279",25.717,901201,1990,12,"25.717.A.1","07/12/01 00:00:00","A","1",2001,7,11
"280",25.967,910410,1991,4,"25.967.A.1","08/08/01 00:00:00","A","1",2001,8,10
"281",26.44,902302,1990,23,"26.44.A.1","17/08/99","A","1",1999,17,9
"282",26.568,902003,1990,20,"26.568.A.1","27/08/99","A","1",1999,27,10
"283",26.569,902003,1990,20,"26.569.A.1","20/08/99","A","1",1999,20,9
"284",26.57,902302,1990,23,"26.570.A.1","24/08/99","A","1",1999,24,9
"285",26.586,902103,1990,21,"26.586.A.1","27/08/99","A","1",1999,27,10
"286",28.54,911024,1991,10,"28.540.A.1","05/30/00 00:00:00","A","1",2000,5,9
"287",34.21,920324,1992,3,"34.210.A.1","04/04/03 00:00:00","A","1",2003,4,11
