"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"186",1,189,0,960701,0,39,4,1,1,NA,960701,0,"0086","3","0086393","510","4763","96","063","0","2","0","2","07","07","0","4","1","1","08","85","25","21","4","5","4","4","21","25","6","3","4","4","00",NA,"0",NA,"0",NA,"21","3","1",NA,"25","1","2","63",NA,NA,NA,NA,"21","25","35","43","15","34","41","2","02","W","20","1",NA,NA,NA,"1","3","0",NA,"3",NA,"0",NA,"P918","P714","245",NA,"05,25",NA,"1.189",510000,4763000,1
"208",1,211,0,960702,0,33,4,3,1,NA,960702,0,"0087","2","0087519","529","4769","96","003","0","1","0","0","06","06","0","4","1","1","08","60","21","25","5","5","4","4","25","21","5","3","4","4","00",NA,"0",NA,"0",NA,"25","1","2","34","21","1","2","34",NA,NA,NA,NA,"25","21","41","3","15","55","65","3","02","W","20","1",NA,NA,NA,"1","2","0",NA,"0",NA,"0",NA,NA,"M404","098",NA,"04,50",NA,"1.211",529000,4769000,1
"209",1,212,0,960716,0,27,4,0,1,NA,960716,0,"0087","2","0087520","530","4769","96","003","0","1","0","0","07","07","0","5","1","1","08","80","21","25","5","5","4","4","25","21","5","4","4","4","00",NA,"0",NA,"0",NA,"25","1","2","40","21","1","2","36",NA,NA,NA,NA,"25","21","43","71",NA,NA,NA,"3","03","W","20","1",NA,NA,NA,"1","2","0",NA,"3",NA,"0",NA,NA,"P414","012",NA,"08,00",NA,"1.212",530000,4769000,1
"282",1,285,0,960612,0,16,4,0,1,NA,960612,0,"0087","3","0087473","516","4762","96","063","0","2","0","2","12","12","0","3","1","1","08","65","25","21","0","7","4","4","00","25","0","3","0","4","00",NA,"0",NA,"0",NA,"21","1","2","38","25","1","2","33",NA,NA,NA,NA,"21","25",NA,NA,NA,NA,NA,"2","04","W","20","1",NA,NA,NA,"1","2","0",NA,"3",NA,"0",NA,NA,"01","120",NA,"03,00",NA,"1.285",516000,4762000,1
"628",1,632,0,960607,0,35,4,3,1,NA,960607,0,"0112","1","0112214","533","4758","96","008","0","6","0","0","08","08","0","4","1","1","08","70","21","21","5","6","4","4","25","25","5","3","4","4","00",NA,"0",NA,"0",NA,"21","1","2","48","25","1","2","48",NA,NA,NA,NA,"21","25","71","15","65",NA,NA,"3","03","W","20","1",NA,NA,NA,"1","2","0",NA,"3",NA,"0",NA,NA,"M414","100",NA,"05,00",NA,"1.632",533000,4758000,1
"742",1,747,0,960530,0,25,4,2,2,NA,960530,0,"0113","1","0113302","540","4756","96","013","0","2","0","0","09","09","0","4","1","1","08","70","25","25","7","7","4","4","21","21","2","3","4","4","34",NA,"1",NA,"4",NA,"25","1","2","52","21","1","2","51",NA,NA,NA,NA,"25","21","43","78","41","65",NA,"2","02","W","20","1",NA,NA,NA,"1","2","0",NA,"3",NA,"0",NA,NA,"P414","061",NA,"06,50",NA,"1.747",540000,4756000,1
"747",1,752,0,960614,0,40,4,3,2,NA,960614,0,"0113","1","0113306","546","4755","96","053","0","2","0","0","09","09","0","4","1","1","08","60","25","25","5","6","3","3","21","21","5","4","3","3","00",NA,"0",NA,"0",NA,"25","1","2","24","21","1","2","24",NA,NA,NA,NA,"25","21","43","37","65",NA,NA,"1","01","W","20","1",NA,NA,NA,"1","2","0",NA,"0",NA,"0",NA,NA,"01","180",NA,"05,25",NA,"1.752",546000,4755000,1
"1095",1,1101,0,960606,0,19,4,2,2,NA,960606,0,"0139","3","0139261","557","4741","96","051","0","2","0","0","10","10","0","3","1","1","05","65","25","25","5","6","3","3","21","21","5","3","3","3","00",NA,"0",NA,"0",NA,"25","1","2","27","21","1","2","26",NA,NA,NA,NA,"25","21","35","15","71","37",NA,"2","01","W","20","1",NA,NA,NA,"1","2","0",NA,"0",NA,"0",NA,NA,"P404","391",NA,"03,00",NA,"1.1101",557000,4741000,1
"4412",4,534,NA,951020,13,31,4,0,4,"S",951027,12,"1012","3","1012F67","538","4120","95","050","1","1","0","0","19","19","4","5","9","1","00","70","25","25","0","7","1","3",NA,"21",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"25","1","2","29","21","1","2","29",NA,NA,NA,NA,"25","21","15",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,"P204","P402","279",NA,"7.25",NA,"4.534",538000,4120000,4
"4537",4,739,NA,951019,12,34,4,0,1,"S",951024,13,"1013","3","1013C48","550","4121","95","019","1","1","0","0","17","17","4","4","9","1","40","90","26","21","5","5","3","3","25","25","5","5","3","3",NA,NA,NA,NA,NA,NA,"21","1","2","25","25","1","2","25",NA,NA,NA,NA,"21","25",NA,NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","18",NA,"5.50",NA,"4.739",550000,4121000,4
"4665",4,889,NA,951020,12,28,4,2,2,"S",951025,13,"1028","3","1028541","508","4099","95","057","2","2","0","2","15","15","3","4","9","1","60","60","25","21","3","7","4","3","21","25","3","3","4","3","26",NA,"3",NA,"4",NA,"21","1","2","25","25","1","2","25",NA,NA,NA,NA,"21","25","45",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0","2","4","0",NA,NA,"01","200",NA,"5.50",NA,"4.889",508000,4099000,4
"4700",4,931,NA,951022,12,23,4,1,2,"S",951025,13,"1029","3","1029C54","518","4107","95","002","2","2","0","2","14","14","4","4","9","1","80","65","26","21","0","6","4","3",NA,"25",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","1","2","35","25","1","2","35",NA,NA,NA,NA,"21","25","45","15",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"9",NA,"4","0",NA,NA,"M417","228",NA,"6.75",NA,"4.931",518000,4107000,4
"5348",4,467,NA,951122,12,13,4,1,3,"S",951129,13,"1012","3","1012C59","531","4123","95","008","1","1","0","0","17","17","4","4","9","1","00","60","25","21","0","6","1","2",NA,"25",NA,"4",NA,"2",NA,NA,NA,NA,NA,NA,"21","1","2","25","25","1","2","25",NA,NA,NA,NA,"21","25",NA,NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,"P904","P204","303",NA,"4.25",NA,"4.467",531000,4123000,4
"5369",4,498,NA,951122,12,16,4,3,3,"S",951129,13,"1012","3","1012F64","542","4122","95","019","1","1","0","0","17","17","4","5","9","1","40","45","26","21","5","6","3","3","25","25","5","3","3","3",NA,NA,NA,NA,NA,NA,"21","1","2","25","25","1","2","25",NA,NA,NA,NA,"21","25","95","15",NA,NA,NA,"1","01","W","14",NA,NA,NA,"1","1","2",NA,"1",NA,"2","0",NA,NA,"P302","15",NA,"10.25",NA,"4.498",542000,4122000,4
"5395",4,533,NA,951123,12,41,4,1,1,"S",951130,13,"1012","3","1012F67","537","4120","95","050","1","1","0","0","18","18","4","4","9","1","00","75","25","25","0","7","1","3",NA,"21",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"25","1","2","25","21","1","2","25",NA,NA,NA,NA,"25","21","15",NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2","3","2",NA,"0","0",NA,NA,"P313","345",NA,"5.50",NA,"4.533",537000,4120000,4
"5484",4,823,NA,951124,12,40,4,1,4,"S",951204,13,"1028","3","1028377","504","4105","95","073","5","5","0","2","21","21","4","4","9","1","0","60","25","21","3","6","2","3","21","25","3","4","2","3","26",NA,"3",NA,"2",NA,"25","1","2","25","25","1","2","25",NA,NA,NA,NA,"21","25",NA,NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","218",NA,"7.00",NA,"4.823",504000,4105000,4
"5534",5,4,NA,920521,1,3,3,1,0,"S",920527,1,"0454","2","0454K04","322","4554","91","114","6","6","0","0","07","07","1","1","7","1","15","40","45","45","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,"2","01","W","13",NA,NA,NA,"1","3","1",NA,"0",NA,"4","0",NA,NA,"01","331",NA,"0.25",NA,"5.4",322000,4554000,5
"6485",5,1055,NA,920528,4,38,6,1,1,"S",920608,4,"0578","1","0578J10","332","4463","91","262","3","3","0","0","11","11","4","4","9","1","50","75","25","25","0","7","3","4",NA,"21",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","72",NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"4","4",NA,NA,"01","325",NA,"5.75",NA,"5.1055",332000,4463000,5
"6800",5,444,NA,930824,1,36,6,1,2,"S",930826,1,"0530","4","0530440","330","4488","93","143","5","5","0","0","13","13","5","5","9","1","25","70","21","21","0","5","3","4",NA,"25",NA,"4",NA,"4",NA,"26",NA,"1",NA,"4","21","3","1",NA,"25","3","1",NA,"26","3","1",NA,"21","25","26","37",NA,NA,NA,"2","03","W","14",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","30",NA,"9.25",NA,"5.444",330000,4488000,5
"10539",8,33,0,910605,NA,NA,NA,NA,NA,"3",910627,NA,"0254","5","0254399","397","4676","90","190","6",NA,"0",NA,"11","11","5","5","9","1","80","75","21","21","0","9","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","43","91","76","37","15","99","2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","223",NA,"8.25",NA,"8.33",397000,4676000,8
"10542",8,36,0,910605,NA,9,4,5,3,"3",910627,NA,"0254","5","0254301","402","4675","90","293","6","6","0","0","12","12","5","5","9","1","60","60","21","21","0","9","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","91","37","99","43","45","22","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","228",NA,"20.00",NA,"8.36",402000,4675000,8
"10564",8,61,0,910606,NA,NA,NA,NA,NA,"3",910628,NA,"0254","5","0254441","402","4671","90","293","6","6","0","0","14","14","4","4","9","1","80","70","21","21","0","7","3","3",NA,"91",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"91","3","6",NA,NA,NA,NA,NA,"21","91","37","99","22","43","31","3","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","175",NA,"6.75",NA,"8.61",402000,4671000,8
"10565",8,62,0,910606,NA,NA,NA,NA,NA,"3",910628,NA,"0254","5","0254440","398","4670","90","080","6","6","0","0","20","20","5","5","9","1","30","45","22","22","0","9","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","21","37",NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","332",NA,"10.75",NA,"8.62",398000,4670000,8
"10585",8,85,0,910606,NA,NA,NA,NA,NA,"3",910628,NA,"0255","5","0255298","413","4682","90","099","6","6","2","2","16","16","5","5","9","1","50","80","21","21","0","6","4","4",NA,"71",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","91","74","37","78","99","3","03","W","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","255",NA,"14.50",NA,"8.85",413000,4682000,8
"10586",8,86,0,910606,NA,NA,NA,NA,NA,"3",910628,NA,"0255","5","0255298","414","4682","90","052","1","1","5","2","15","15","5","5","9","1","60","60","21","21","6","8","4","4","22","91","4","1","4","3",NA,"37",NA,"1",NA,"3","21","3","1",NA,"91","3","6",NA,"37","3","6",NA,"21","91","37","78","99","44","42","2","03","W","16",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"M902","153",NA,"10.50",NA,"8.86",414000,4682000,8
"10587",8,87,0,910606,NA,NA,NA,NA,NA,"3",910628,NA,"0255","5","0255297","416","4682","90","052","1","1","5","2","13","13","5","5","9","1","30","70","22","42","4","6","4","3","21","91","3","2","4","3","45","21","3","1","4","3","42","3","6",NA,"91","3","6",NA,"21","3","1",NA,"42","91","21","76","99","15","37","3","03","W","14",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","55",NA,"12.00",NA,"8.87",416000,4682000,8
"10614",8,116,0,910607,NA,NA,NA,NA,NA,"3",910702,NA,"0255","5","0255202","404","4679","90","016","2","2","2","2","11","11","5","5","9","1","80","70","21","21","0","9","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","91","37","99","78","42","74","3","04","W","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"M404","206",NA,"19.00",NA,"8.116",404000,4679000,8
"10677",8,183,0,910611,NA,NA,NA,NA,NA,"5",911003,NA,"0255","5","0255362","417","4674","90","166","6","6","0","0","13","13","5","4","9","1","60","60","21","21","0","9","4","3",NA,"37",NA,"1",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"37","3","6",NA,NA,NA,NA,NA,"21","37","42","76","71",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","260",NA,"5.25",NA,"8.183",417000,4674000,8
"10794",8,313,0,910615,NA,NA,NA,NA,NA,"5",911009,NA,"0292","4","0292322","397","4657","90","078","6",NA,"0",NA,"08","08","4","4","9","1","80","60","21","21","6","4","4","4","25","25","2","4","4","4","45","45","2","2","4","4","21","3","1",NA,"25","3","1",NA,"45","3","6",NA,"21","25","45","37","44",NA,NA,"2","02","W","18",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","125",NA,"5.50",NA,"8.313",397000,4657000,8
"10805",8,326,0,910615,NA,NA,NA,NA,NA,"5",911009,NA,"0292","4","0292445","395","4655","90","078","6",NA,"0",NA,"08","08","5","4","9","1","70","60","25","25","0","5","4","4",NA,"21",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","45","44","91","37","09","2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","103",NA,"4.75",NA,"8.326",395000,4655000,8
"10806",8,327,0,910615,NA,NA,NA,NA,NA,"5",911009,NA,"0292","4","0292446","397","4655","90","130","6",NA,"0",NA,"07","07","4","5","9","1","70","80","25","25","9","7","4","4","45","21","1","2","4","4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","45","44","91","15","37","2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P906","60",NA,"7.50",NA,"8.327",397000,4655000,8
"10819",8,346,0,910615,NA,NA,NA,NA,NA,"5",911009,NA,"0292","4","0292447","400","4653","90","078","6",NA,"0",NA,"06","06","5","5","9","1","80","70","24","25","7","5","4","4","25","21","3","4","4","4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","44","45","37","91","15","2","05","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P906","90",NA,"10.00",NA,"8.346",4e+05,4653000,8
"10833",8,361,0,910618,NA,NA,NA,NA,NA,"5",911010,NA,"0292","4","0292446","396","4651","90","132","6",NA,"0",NA,"06","06","5","3","9","1","80","80","25","25","0","6","4","4",NA,"21",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","44","45","91","37","09","2","05","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P906","130",NA,"3.00",NA,"8.361",396000,4651000,8
"10834",8,362,0,910618,NA,NA,NA,NA,NA,"5",911010,NA,"0292","4","0292447","398","4651","90","130","6",NA,"0",NA,"06","06","3","4","9","1","60","60","25","25","4","5","4","4","24","21","2","4","4","3","45",NA,"2",NA,"4",NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","44","15","45","91","09","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","130",NA,"5.00",NA,"8.362",398000,4651000,8
"10835",8,363,0,910618,NA,NA,NA,NA,NA,"5",911010,NA,"0292","4","0292447","399","4651","90","130","6",NA,"0",NA,"06","06","2","2","9","1","80","70","25","25","0","7","4","3",NA,"21",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","45","37","44","15","24","2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","248",NA,"1.25",NA,"8.363",399000,4651000,8
"10968",8,515,0,910619,NA,NA,NA,NA,NA,"6",910703,NA,"0293","4","0293277","410","4660","90","144","6","6","0","0","06","06","5","5","9","1","80","70","21","21","7","6","4","3","25","25","3","3","4","3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"25","3","1",NA,NA,NA,NA,NA,"21","25","76","44","45","15","91","2","04","W","18",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"P906","P204","30",NA,"17.00",NA,"8.515",410000,4660000,8
"10984",8,532,0,910620,NA,NA,NA,NA,NA,"6",910704,NA,"0293","4","0293316","410","4659","90","144","6","6","0","0","06","06","5","5","9","1","80","80","21","25","7","7","4","4","25","21","3","2","4","3",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","91","45","44","95","37","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P204","95",NA,"15.50",NA,"8.532",410000,4659000,8
"10988",8,536,0,910620,NA,NA,NA,NA,NA,"6",910704,NA,"0293","4","0293314","414","4659","90","177","6","6","0","0","08","08","3","4","9","1","80","60","21","21","0","5","4","3",NA,"25",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"25","3","1",NA,NA,NA,NA,NA,"21","25","45","91","37","44",NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"G204","204",NA,"6.50",NA,"8.536",414000,4659000,8
"11004",8,554,0,910625,NA,NA,NA,NA,NA,"6",910705,NA,"0293","4","0293315","412","4658","90","144","6","6","0","0","06","06","3","3","9","1","70","70","25","21","0","5","4","4",NA,"25",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"25","3","1",NA,NA,NA,NA,NA,"21","25","44","15","45","37","74","3","08","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"M906","80",NA,"3.75",NA,"8.554",412000,4658000,8
"11005",8,555,0,910625,NA,NA,NA,NA,NA,"6",910705,NA,"0293","4","0293314","413","4658","90","144","6","6","0","0","07","07","3","3","9","1","80","90","21","21","0","5","4","4",NA,"25",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"25","3","1",NA,NA,NA,NA,NA,"21","25","44","45","37","15",NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","2",NA,"3.00",NA,"8.555",413000,4658000,8
"11017",8,569,0,910625,NA,NA,NA,NA,NA,"6",910708,NA,"0293","4","0293314","413","4657","90","188","6","6","0","0","07","07","5","4","9","1","70","80","25","21","6","5","4","3","21","25","4","4","4","3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"25","3","1",NA,NA,NA,NA,NA,"21","25","45","44","91","15","37","3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"M906","P204","211",NA,"6.50",NA,"8.569",413000,4657000,8
"11041",8,598,0,910625,NA,NA,NA,NA,NA,"6",910709,NA,"0293","4","0293314","413","4655","90","188","6","6","0","0","06","06","4","5","9","1","70","50","25","25","0","7","4","4",NA,"21",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","44","45","91","15","37","2","03","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"G906","P204","195",NA,"11.25",NA,"8.598",413000,4655000,8
"11044",8,601,0,910625,NA,NA,NA,NA,NA,"6",910709,NA,"0293","4","0293312","418","4655","90","109","6",NA,"0",NA,"06","06","5","5","9","1","60","80","21","25","0","8","4","4",NA,"21",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","37","45","44","15","99","2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","124",NA,"10.50",NA,"8.601",418000,4655000,8
"11051",8,609,0,910625,NA,NA,NA,NA,NA,"6",910710,NA,"0293","4","0293452","412","4654","90","188","6","6","0","0","05","05","4","5","9","1","70","70","25","25","0","7","4","4",NA,"21",NA,"2",NA,"4",NA,"44",NA,"1",NA,"4","25","3","1",NA,"21","3","1",NA,"44","3","6",NA,"25","21","56","44","37","91","45","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","395",NA,"13.00",NA,"8.609",412000,4654000,8
"11064",8,623,0,910625,NA,NA,NA,NA,NA,"6",910711,NA,"0293","4","0293453","414","4653","90","188","6","6","0","0","05","05","5","4","9","1","70","70","25","25","0","4","4","4",NA,"21",NA,"4",NA,"4",NA,"45",NA,"2",NA,"2","25","3","1",NA,"21","3","1",NA,"45","3","6",NA,"25","21","45","44","37","15",NA,"3","01","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","250",NA,"4.75",NA,"8.623",414000,4653000,8
"11071",8,632,0,910626,NA,NA,NA,NA,NA,"6",910711,NA,"0293","4","0293450","406","4652","90","049","6",NA,"0",NA,"04","04","2","4","1","1","00","90","45","25","4","7","0","4",NA,"21",NA,"2",NA,"4",NA,"44",NA,"1",NA,"1","25","3","1",NA,"21","3","1",NA,"44","3","6",NA,"25","21","44","91","37","75","09","3","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","202",NA,"4.75",NA,"8.632",406000,4652000,8
"11077",8,639,0,910626,NA,NA,NA,NA,NA,"6",910711,NA,"0293","4","0293453","414","4652","90","188","6","6","0","0","05","05","2","5","9","1","70","70","25","21","0","6","4","4",NA,"44",NA,"2",NA,"4",NA,"25",NA,"2",NA,"4","21","3","1",NA,"44","3","6",NA,"25","3","1",NA,"21","44","25","91","15","45","37","2","03","W","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","148",NA,"14.00",NA,"8.639",414000,4652000,8
"11079",8,641,0,910626,NA,NA,NA,NA,NA,"6",910729,NA,"0293","4","0293455","418","4652","90","255","6","6","0","0","07","07","2","5","9","1","80","80","21","21","5","5","4","4","25","25","5","4","4","4",NA,"44",NA,"1",NA,"3","21","3","1",NA,"25","3","1",NA,"44","3","6",NA,"21","25","44","45","65","99","15","3","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","175",NA,"8.00",NA,"8.641",418000,4652000,8
"11089",8,656,0,910626,NA,NA,NA,NA,NA,"6",910729,NA,"0293","4","0293457","423","4651","90","149","6","6","0","0","05","05","5","5","9","1","70","70","25","25","0","4","4","4",NA,"21",NA,"4",NA,"4",NA,"44",NA,"2",NA,"4","25","3","1",NA,"21","3","1",NA,"44","3","6",NA,"25","21","44","91","37","99","04","3","01","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","018",NA,"12.00",NA,"8.656",423000,4651000,8
"11280",8,865,0,910702,NA,NA,NA,NA,NA,"5",910813,NA,"0330","4","0330267","390","4646","90","132","6","6","0","0","05","05","5","5","9","1","80","70","24","25","3","7","4","3","25","21","7","1","4","3",NA,"44",NA,"1",NA,"3","25","3","1",NA,"21","3","1",NA,"44","3","6",NA,"25","21","44","91","37","15","99","3","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","107",NA,"13.75",NA,"8.865",390000,4646000,8
"11307",8,894,0,910702,NA,15,4,5,2,"5",910820,NA,"0330","4","0330271","400","4644","90","308","6","6","0","0","05","05","4","5","9","1","80","75","24","25","7","5","4","4","25","21","3","3","4","4",NA,"44",NA,"1",NA,"2","25","3","1",NA,"21","3","1",NA,"44","3","6",NA,"25","21","44","45","15","91","37","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","240",NA,"10.00",NA,"8.894",4e+05,4644000,8
"11425",8,1022,0,910607,NA,NA,NA,NA,NA,"2",910615,NA,"0331","4","0331195","412","4649","90","255","6",NA,"0",NA,"05","05","5","5","9","1","85","80","25","21","8","4","3","4","24","25","1","4","3","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"25","3","1",NA,NA,NA,NA,NA,"21","25","91","44","95","15","45","2","06","G","18",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","041",NA,"11.50",NA,"8.1022",412000,4649000,8
"11427",8,1025,0,910607,NA,NA,NA,NA,NA,"2",910615,NA,"0331","4","0331194","415","4649","90","255","6",NA,"0",NA,"05","05","5","4","9","1","80","60","25","21","5","6","3","3","24","25","3","3","3","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"25","3","1",NA,NA,NA,NA,NA,"21","25","91","37","44","45","15","2","05","G","13",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P204","190",NA,"04.25",NA,"8.1025",415000,4649000,8
"11440",8,1038,0,910607,NA,NA,NA,NA,NA,"2",910615,NA,"0331","4","0331194","415","4648","90","255","6","6","0","0","06","06","5","3","9","1","80","80","25","25","5","7","3","4","24","21","3","2","3","4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"21","3","1",NA,NA,NA,NA,NA,"25","21","91","45","44","37",NA,"2","06","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P204","255",NA,"03.50",NA,"8.1038",415000,4648000,8
