"","PlotID0","CoorX.x","CoorY.x","ANO","FECHGR","FECHAVE","PlotID","CoorX.y","CoorY.y","FechaIni","FechaFin","Cla","Subclase"
"25",9.2433,488000,4638000,91,920311,920327,"9.2433.A.1",NA,NA,"06/02/03 00:00:00","06/02/03 00:00:00","A","1"
"26",9.2438,493000,4638000,91,920311,920327,"9.2438.A.1",NA,NA,"04/16/03 00:00:00","04/16/03 00:00:00","A","1"
"27",9.244,472000,4766000,91,920130,920203,"9.2440.A.1",NA,NA,"04/23/03 00:00:00","04/23/03 00:00:00","A","1"
"28",9.2442,497000,4638000,91,920311,920327,"9.2442.A.1",NA,NA,"04/08/03 00:00:00","04/08/03 00:00:00","A","1"
"29",9.2443,498000,4638000,91,920311,920330,"9.2443.A.1",NA,NA,"04/08/03 00:00:00","04/08/03 00:00:00","A","1"
"30",9.2447,488000,4637000,91,920311,920330,"9.2447.A.1",NA,NA,"04/28/03 00:00:00","04/28/03 00:00:00","A","1"
"31",9.2448,489000,4637000,91,920311,920330,"9.2448.A.1",NA,NA,"04/22/03 00:00:00","04/22/03 00:00:00","A","1"
"32",9.2455,489000,4636000,91,920311,920330,"9.2455.A.1",NA,NA,"03/14/03 00:00:00","03/14/03 00:00:00","A","1"
"33",9.246,476000,4766000,91,920130,920203,"9.2460.A.1",NA,NA,"03/14/03 00:00:00","03/14/03 00:00:00","A","1"
"34",9.2614,485000,4628000,91,920313,920331,"9.2614.A.1",NA,NA,"02/25/03 00:00:00","02/25/03 00:00:00","A","1"
"35",9.494,470000,4750000,91,920217,920224,"9.494.A.1",NA,NA,"03/04/03 00:00:00","03/04/03 00:00:00","A","1"
"36",9.496,472000,4750000,91,920217,920224,"9.496.A.1",NA,NA,"04/25/03 00:00:00","04/25/03 00:00:00","A","1"
"37",9.503,469000,4749000,91,920217,920224,"9.503.A.1",NA,NA,"03/03/03 00:00:00","03/03/03 00:00:00","A","1"
"38",9.513,471000,4748000,91,920224,920224,"9.513.A.1",NA,NA,"05/28/03 00:00:00","05/28/03 00:00:00","A","1"
"39",9.519,470000,4747000,91,920224,920224,"9.519.A.1",NA,NA,"06/11/03 00:00:00","06/11/03 00:00:00","A","1"
"40",9.52,452000,4772000,91,920127,920210,"9.520.A.1",NA,NA,"06/04/03 00:00:00","06/04/03 00:00:00","A","1"
"41",9.536,471000,4745000,91,920224,920224,"9.536.A.1",NA,NA,"05/07/03 00:00:00","05/07/03 00:00:00","A","1"
"42",9.575,490000,4748000,91,920225,920226,"9.575.A.1",NA,NA,"04/08/03 00:00:00","04/08/03 00:00:00","A","1"
"43",9.86,447000,4768000,91,920128,920206,"9.86.A.1",NA,NA,"06/12/03 00:00:00","06/12/03 00:00:00","A","1"
"44",9.86,447000,4768000,91,920128,920206,"9.860.A.1",NA,NA,"04/02/03 00:00:00","04/02/03 00:00:00","A","1"
"45",9.887,459000,4727000,91,920302,920304,"9.887.A.1",NA,NA,"04/03/03 00:00:00","04/03/03 00:00:00","A","1"
"46",9.897,487000,4741000,91,920302,920304,"9.897.A.1",NA,NA,"05/13/03 00:00:00","05/13/03 00:00:00","A","1"
"47",16.807,602000,4453000,92,930520,930608,"16.807.A.1",NA,NA,"07/31/03 00:00:00","07/31/03 00:00:00","A","1"
"48",16.814,603000,4452000,92,930520,930608,"16.814.A.1",NA,NA,"07/31/03 00:00:00","07/31/03 00:00:00","A","1"
"49",16.815,603000,4454000,92,930520,930608,"16.815.A.4",NA,NA,"07/24/03 00:00:00","07/24/03 00:00:00","A","4"
"50",16.831,605000,4450000,92,930521,930608,"16.831.A.1",NA,NA,"07/21/03 00:00:00","07/21/03 00:00:00","A","1"
"51",16.839,606000,4449000,92,930311,930524,"16.839.A.1",NA,NA,"07/23/03 00:00:00","07/23/03 00:00:00","A","1"
"52",16.845,607000,4448000,92,930311,930524,"16.845.A.1",NA,NA,"07/22/03 00:00:00","07/22/03 00:00:00","A","1"
"53",18.122,532000,4197000,95,951222,960102,"18.1220.A.1",481962,4112999,"08/01/07 00:00:00","08/01/07 00:00:00","A","1"
"54",18.1321,502000,4112000,95,951227,960109,"18.1321.A.3C",501936,4111940,"08/08/07 00:00:00","08/08/07 00:00:00","A","3C"
"55",18.1348,496000,4110000,95,951228,960109,"18.1348.A.1",495946,4109979,"07/18/07 00:00:00","07/18/07 00:00:00","A","1"
"56",18.1356,490000,4109000,95,951228,960109,"18.1356.A.3E",490000,4109000,"06/12/07 00:00:00","06/12/07 00:00:00","A","3E"
"57",18.1356,490000,4109000,95,951228,960109,"18.1356.A.3C",489919,4108934,"06/12/07 00:00:00","06/12/07 00:00:00","A","3C"
"58",18.1359,5e+05,4109000,95,951228,960109,"18.1359.A.1",499950,4108995,"07/31/07 00:00:00","07/31/07 00:00:00","A","1"
"59",18.1368,502000,4108000,95,951229,960111,"18.1368.A.1",501940,4107976,"08/14/07 00:00:00","08/14/07 00:00:00","A","1"
"60",19.123,509000,4565000,92,930226,930310,"19.123.A.1",NA,NA,"07/01/03 00:00:00","07/01/03 00:00:00","A","1"
"61",19.243,485000,4544000,92,930427,930506,"19.243.A.1",NA,NA,"04/06/04 00:00:00","04/06/04 00:00:00","A","1"
"62",22.1553,285000,4694000,93,940217,940223,"22.1553.A.1",NA,NA,"09/28/04 03:00:23","09/28/04 04:38:54","A","1"
"63",24.1099,730000,4723000,92,930126,930205,"24.1099.A.1",NA,NA,"01/13/03 00:00:00","01/13/03 00:00:00","A","1"
"64",24.1132,729000,4716000,92,930126,930205,"24.1132.A.4",NA,NA,"12/13/02 00:00:00","12/13/02 00:00:00","A","4"
"65",24.1443,342000,4706000,92,930210,930216,"24.1443.A.1",NA,NA,"12/04/02 00:00:00","12/04/02 00:00:00","A","1"
"66",24.1569,728000,4679000,92,921201,921209,"24.1569.A.1",NA,NA,"12/11/02 00:00:00","12/11/02 00:00:00","A","1"
"67",24.1597,731000,4673000,92,921201,921209,"24.1597.A.1",NA,NA,"01/29/03 00:00:00","01/29/03 00:00:00","A","1"
"68",24.1602,733000,4687000,92,921201,921209,"24.1602.A.1",NA,NA,"11/11/02 00:00:00","11/11/02 00:00:00","A","1"
"69",24.744,277000,4734000,92,930209,930211,"24.744.A.1",NA,NA,"01/15/03 00:00:00","01/15/03 00:00:00","A","1"
"70",24.748,276000,4733000,92,930125,930226,"24.748.A.1",NA,NA,"01/21/03 00:00:00","01/21/03 00:00:00","A","1"
"71",24.796,3e+05,4739000,92,930204,930225,"24.796.A.1",NA,NA,"11/25/02 00:00:00","11/25/02 00:00:00","A","1"
"72",24.831,313000,4736000,92,930118,930201,"24.831.A.1",NA,NA,"01/20/03 00:00:00","01/20/03 00:00:00","A","1"
"73",24.924,329000,4735000,92,930120,930203,"24.924.A.1",NA,NA,"02/05/03 00:00:00","02/05/03 00:00:00","A","1"
"74",24.946,328000,4732000,92,930120,930203,"24.946.A.1",NA,NA,"01/14/03 00:00:00","01/14/03 00:00:00","A","1"
"75",27.2638,636000,4718000,87,900802,901402,"27.2638.A.1",NA,NA,"04/23/98 00:00:00","04/23/98 00:00:00","A","1"
"76",27.2644,635000,4717000,87,900802,901402,"27.2644.A.2E",NA,NA,"04/08/98 00:00:00","04/08/98 00:00:00","A","2E"
"77",27.2644,635000,4717000,87,900802,901402,"27.2644.A.2C",NA,NA,"04/08/98 00:00:00","04/08/98 00:00:00","A","2C"
"78",27.288,622000,4829000,87,892212,900703,"27.288.A.1",NA,NA,"04/21/98 00:00:00","04/21/98 00:00:00","A","1"
"79",27.77,605000,4833000,87,901201,901901,"27.770.A.4",NA,NA,"03/11/98 00:00:00","03/11/98 00:00:00","A","4"
"80",27.868,587000,4789000,87,901801,901403,"27.868.A.1",NA,NA,"05/19/98 00:00:00","05/19/98 00:00:00","A","1"
"81",28.362,442000,4528000,90,911030,911120,"28.362.A.1",NA,NA,"04/19/00 00:00:00","04/19/00 00:00:00","A","1"
"82",28.558,415000,4511000,90,911122,911125,"28.558.A.1",NA,NA,"04/12/00 00:00:00","04/12/00 00:00:00","A","1"
"83",28.638,402000,4503000,90,911104,911114,"28.638.A.1",NA,NA,"05/24/00 00:00:00","05/24/00 00:00:00","A","1"
"84",28.96,442000,4541000,90,911025,911113,"28.960.A.1",NA,NA,"06/13/00 00:00:00","06/13/00 00:00:00","A","1"
"85",28.978,401000,4495000,90,911111,911128,"28.978.A.1",NA,NA,"05/17/00 00:00:00","05/17/00 00:00:00","A","1"
"86",28.996,4e+05,4494000,90,911111,911128,"28.996.A.1",NA,NA,"04/17/00 00:00:00","04/17/00 00:00:00","A","1"
"87",28.997,401000,4494000,90,911111,911128,"28.997.A.1",NA,NA,"05/11/00 00:00:00","05/11/00 00:00:00","A","1"
"88",32.1287,588000,4655000,87,891611,893011,"32.1287.A.1",NA,NA,"06/30/98 00:00:00","06/30/98 00:00:00","A","1"
"89",32.1288,588000,4654000,87,891611,893011,"32.1288.A.1",NA,NA,"06/30/98 00:00:00","06/30/98 00:00:00","A","1"
"90",32.1595,647000,4654000,87,892111,890412,"32.1595.A.1",NA,NA,"06/29/98 00:00:00","06/29/98 00:00:00","A","1"
"91",32.1658,652000,4664000,87,892211,890512,"32.1658.A.1",NA,NA,"06/05/98 00:00:00","06/05/98 00:00:00","A","1"
"92",32.43,561000,4704000,87,891311,893011,"32.43.A.1",NA,NA,"06/18/98 00:00:00","06/18/98 00:00:00","A","1"
"93",34.26,372000,4762000,91,920324,920403,"34.260.A.1",NA,NA,"04/21/03 00:00:00","04/21/03 00:00:00","A","1"
"94",34.302,357000,4726000,91,920327,920409,"34.302.A.3E",NA,NA,"03/27/03 00:00:00","03/27/03 00:00:00","A","3E"
"95",34.302,357000,4726000,91,920327,920409,"34.302.A.3C",NA,NA,"03/27/03 00:00:00","03/27/03 00:00:00","A","3C"
"96",34.323,393000,4738000,91,920327,920410,"34.323.A.1",NA,NA,"03/14/03 00:00:00","03/14/03 00:00:00","A","1"
"97",34.324,394000,4738000,91,920327,920410,"34.324.A.1",NA,NA,"03/14/03 00:00:00","03/14/03 00:00:00","A","1"
"98",34.361,377000,4727000,91,920327,920408,"34.361.A.1",NA,NA,"03/18/03 00:00:00","03/18/03 00:00:00","A","1"
"99",34.471,354000,4718000,91,920401,920407,"34.471.A.1",NA,NA,"06/03/03 00:00:00","06/03/03 00:00:00","A","1"
"100",34.478,371000,4717000,91,920402,920407,"34.478.A.1",NA,NA,"05/23/03 00:00:00","05/23/03 00:00:00","A","1"
"101",34.485,371000,4715000,91,920408,920409,"34.485.A.3C",NA,NA,"05/29/03 00:00:00","05/29/03 00:00:00","A","3C"
"102",34.498,358000,4712000,91,920408,920409,"34.498.A.1",NA,NA,"06/18/03 00:00:00","06/18/03 00:00:00","A","1"
"103",34.542,381000,4714000,91,920402,920403,"34.542.A.1",NA,NA,"04/30/03 00:00:00","04/30/03 00:00:00","A","1"
"104",37.1024,743000,4490000,92,920708,920728,"37.1024.A.1",NA,NA,"04/26/02 00:00:00","04/26/02 00:00:00","A","1"
"105",37.1725,686000,4461000,92,920723,920728,"37.1725.A.1",NA,NA,"05/21/02 00:00:00","05/21/02 00:00:00","A","1"
"106",37.891,730000,4492000,92,920706,920723,"37.891.A.1",NA,NA,"03/06/02 00:00:00","03/06/02 00:00:00","A","1"
"107",37.996,739000,4492000,92,920707,920728,"37.996.A.1",NA,NA,"04/02/02 00:00:00","04/02/02 00:00:00","A","1"
"108",42.1024,507000,4624000,91,920110,920115,"42.1024.A.3C",NA,NA,"12/11/03 09:56:37","12/11/03 11:30:18","A","3C"
"109",42.1082,506000,4621000,91,920110,920116,"42.1082.A.1 ",NA,NA,"12/09/03 13:55:37","12/09/03 15:41:02","A","1 "
"110",42.1178,518000,4630000,91,920113,920116,"42.1178.A.1 ",NA,NA,"11/20/03 11:14:32","11/20/03 13:40:49","A","1 "
"111",42.1891,540000,4606000,91,920110,920117,"42.1891.A.1 ",NA,NA,"02/23/04 10:38:44","02/23/04 12:50:39","A","1 "
"112",42.225,477000,4635000,91,921216,921222,"42.225.A.3C",NA,NA,"11/25/03 09:58:29","11/25/03 11:18:48","A","3C"
"113",42.227,479000,4635000,91,920109,920116,"42.227.A.1 ",NA,NA,"11/28/03 10:00:00","11/28/03 12:25:00","A","1 "
"114",42.231,477000,4633000,91,920109,920116,"42.231.A.1 ",NA,NA,"11/20/03 11:05:10","11/20/03 12:09:52","A","1 "
"115",42.252,504000,4647000,91,920110,920116,"42.252.A.1 ",NA,NA,"02/11/04 12:38:30","02/11/04 14:06:08","A","1 "
"116",42.253,505000,4647000,91,920110,920116,"42.253.A.1 ",NA,NA,"12/04/03 09:58:39","12/04/03 11:28:12","A","1 "
"117",42.306,501000,4641000,91,920113,920117,"42.306.A.1 ",NA,NA,"11/27/03 10:19:08","11/27/03 12:22:30","A","1 "
"118",42.322,504000,4640000,91,920113,920117,"42.322.A.1 ",NA,NA,"11/07/03 11:17:33","11/07/03 14:11:57","A","1 "
"119",42.326,508000,4640000,91,920113,920117,"42.326.A.1 ",NA,NA,"11/10/03 15:27:59","11/10/03 17:26:39","A","1 "
"120",42.327,509000,4640000,91,920113,920117,"42.327.A.1 ",NA,NA,"11/10/03 11:18:14","11/10/03 14:11:07","A","1 "
"121",42.333,501000,4639000,91,920113,920117,"42.333.A.1 ",NA,NA,"12/17/03 10:01:31","12/17/03 12:33:30","A","1 "
"122",42.338,506000,4639000,91,920113,920117,"42.338.A.1 ",NA,NA,"12/12/03 10:19:51","12/12/03 12:00:04","A","1 "
"123",42.345,499000,4638000,91,921217,921222,"42.345.A.1 ",NA,NA,"11/17/03 14:29:56","11/17/03 16:00:19","A","1 "
"124",42.353,507000,4638000,91,920113,920120,"42.353.A.3C",NA,NA,"01/15/04 09:34:22","01/15/04 11:16:01","A","3C"
"125",42.384,499000,4636000,91,920113,920124,"42.384.A.1 ",NA,NA,"03/04/04 14:14:05","03/04/04 16:21:00","A","1 "
"126",42.406,5e+05,4635000,91,920108,920210,"42.406.A.1 ",NA,NA,"02/20/04 10:46:17","02/20/04 12:30:51","A","1 "
"127",42.434,507000,4634000,91,920109,920210,"42.434.A.1 ",NA,NA,"02/18/04 15:05:42","02/18/04 16:57:00","A","1 "
"128",42.448,5e+05,4633000,91,920109,920211,"42.448.A.1 ",NA,NA,"11/25/03 10:10:47","11/25/03 12:03:24","A","1 "
"129",42.45,519000,4652000,91,921216,921222,"42.450.A.1 ",NA,NA,"12/05/03 09:45:47","12/05/03 11:51:18","A","1 "
"130",42.453,505000,4633000,91,920110,920211,"42.453.A.1 ",NA,NA,"03/25/04 10:01:04","03/25/04 12:33:12","A","1 "
"131",42.46,520000,4652000,91,920108,920114,"42.460.A.1 ",NA,NA,"12/04/03 13:22:56","12/04/03 15:28:37","A","1 "
"132",42.467,501000,4632000,91,920110,920124,"42.467.A.1 ",NA,NA,"01/13/04 12:57:25","01/13/04 15:26:37","A","1 "
"133",42.468,502000,4632000,91,920110,920124,"42.468.A.1 ",NA,NA,"03/24/04 13:53:05","03/24/04 15:30:19","A","1 "
"134",42.632,522000,4641000,91,920114,920116,"42.632.A.1 ",NA,NA,"03/17/04 12:51:50","03/17/04 13:29:46","A","1 "
"135",42.65,548000,4665000,91,921216,921222,"42.650.A.1 ",NA,NA,"03/10/04 13:40:13","03/10/04 15:14:50","A","1 "
"136",42.841,483000,4630000,91,920108,920114,"42.841.A.1 ",NA,NA,"01/22/04 10:05:01","01/22/04 11:58:47","A","1 "
"137",42.876,5e+05,4631000,91,920109,920114,"42.876.A.1 ",NA,NA,"03/15/04 13:48:45","03/15/04 15:20:50","A","1 "
"138",42.88,554000,4663000,91,920108,920115,"42.880.A.1 ",NA,NA,"02/27/04 11:32:33","02/27/04 13:18:15","A","1 "
"139",42.883,507000,4631000,91,920109,920114,"42.883.A.1 ",NA,NA,"01/12/04 13:09:37","01/12/04 15:45:09","A","1 "
"140",42.915,496000,4629000,91,920109,920115,"42.915.A.1 ",NA,NA,"02/24/04 10:13:24","02/24/04 11:57:36","A","1 "
"141",42.918,5e+05,4629000,91,920109,920115,"42.918.A.1 ",NA,NA,"02/19/04 10:24:23","02/19/04 12:14:18","A","1 "
"142",42.943,507000,4628000,91,920109,920115,"42.943.A.1 ",NA,NA,"02/17/04 12:45:49","02/17/04 14:29:25","A","1 "
"143",42.957,501000,4627000,91,920109,920115,"42.957.A.1 ",NA,NA,"02/16/04 09:11:28","02/16/04 10:35:28","A","1 "
"144",42.96,545000,4662000,91,920108,920115,"42.960.A.1 ",NA,NA,"03/12/04 10:51:41","03/12/04 11:51:06","A","1 "
"145",42.962,507000,4627000,91,920109,920115,"42.962.A.1 ",NA,NA,"02/17/04 09:16:35","02/17/04 11:28:57","A","1 "
"146",42.985,506000,4626000,91,921221,921223,"42.985.A.3C",NA,NA,"11/12/03 10:04:11","11/12/03 11:11:02","A","3C"
"147",49.116,720000,4670000,92,921028,921102,"49.116.A.1",NA,NA,"10/14/02 00:00:00","10/14/02 00:00:00","A","1"
"148",49.146,726000,4666000,92,921028,921102,"49.146.A.1",NA,NA,"06/27/02 00:00:00","06/27/02 00:00:00","A","1"
"149",49.204,730000,4658000,92,921028,921102,"49.204.A.1",NA,NA,"10/23/02 00:00:00","10/23/02 00:00:00","A","1"
"150",49.503,706000,4636000,92,921027,921105,"49.503.A.1",NA,NA,"08/08/02 00:00:00","08/08/02 00:00:00","A","1"
"151",49.508,710000,4635000,92,921027,921105,"49.508.A.1",NA,NA,"08/09/02 00:00:00","08/09/02 00:00:00","A","1"
"152",49.577,734000,4643000,92,921028,921106,"49.577.A.3C",NA,NA,"06/26/02 00:00:00","06/26/02 00:00:00","A","3C"
"153",49.587,739000,4641000,92,931110,931111,"49.587.A.1",NA,NA,"06/27/02 00:00:00","06/27/02 00:00:00","A","1"
"154",49.709,712000,4622000,92,921030,921111,"49.709.A.1",NA,NA,"07/03/02 00:00:00","07/03/02 00:00:00","A","1"
"155",49.717,713000,4621000,92,921030,921112,"49.717.A.1",NA,NA,"06/26/02 00:00:00","06/26/02 00:00:00","A","1"
