"","PlotID0","FECHGR","anno.gr.x","mes.gr.x","PlotID","FechaIni","Cla","Subclase","anno.gr.y","mes.gr.y","diff.year"
"1",2.1172,930601,1993,6,"2.1172.A.1","06/16/04 14:52:42","A","1",2004,6,11
"2",2.1176,930601,1993,6,"2.1176.A.4","06/22/04 11:46:08","A","4",2004,6,11
"3",2.1266,930603,1993,6,"2.1266.A.1","05/24/04 12:17:25","A","1",2004,5,11
"4",2.1267,930603,1993,6,"2.1267.A.1","05/14/04 12:43:14","A","1",2004,5,11
"5",2.133,930623,1993,6,"2.1330.A.1","06/23/04 14:27:11","A","1",2004,6,11
"6",2.1732,930713,1993,7,"2.1732.A.1","06/15/04 09:37:16","A","1",2004,6,11
"7",2.25,930528,1993,5,"2.250.A.1","06/17/04 09:22:10","A","1",2004,6,11
"8",2.805,930628,1993,6,"2.805.A.1","07/01/04 20:53:37","A","1",2004,7,11
"9",2.892,930602,1993,6,"2.892.A.4","04/20/04 12:51:56","A","4",2004,4,11
"10",2.921,930629,1993,6,"2.921.A.1","07/09/04 13:06:46","A","1",2004,7,11
"11",2.955,930628,1993,6,"2.955.A.1","06/24/04 08:39:51","A","1",2004,6,11
"12",2.975,930628,1993,6,"2.975.A.1","04/22/04 18:04:57","A","1",2004,4,11
"13",2.986,930628,1993,6,"2.986.A.1","05/24/04 11:48:52","A","1",2004,5,11
"14",3.496,941207,1994,12,"3.496.A.1","05/19/06 00:00:00","A","1",2006,5,12
"15",4.119,951018,1995,10,"4.119.A.1","07/27/07 00:00:00","A","1",2007,7,12
"16",4.1215,951127,1995,11,"4.1215.A.1","07/10/07 00:00:00","A","1",2007,7,12
"17",4.1223,951127,1995,11,"4.1223.A.1","06/22/07 00:00:00","A","1",2007,6,12
"18",8.2168,911009,1991,10,"8.2168.A.1","10/09/00 00:00:00","A","1",2000,10,9
"19",9.2537,920312,1992,3,"9.2537.A.3C","04/03/03 00:00:00","A","3C",2003,4,11
"20",11.217,961021,1996,10,"11.217.A.1","01/31/07 00:00:00","A","1",2007,1,10
"21",11.55,961010,1996,10,"11.55.A.1","02/12/07 00:00:00","A","1",2007,2,10
"22",12.1638,940831,1994,8,"12.1638.A.1","01/17/06 00:00:00","A","1",2006,1,11
"23",12.1852,940601,1994,6,"12.1852.A.1","01/19/06 00:00:00","A","1",2006,1,12
"24",12.957,940616,1994,6,"12.957.A.1","03/24/06 00:00:00","A","1",2006,3,12
"25",16.2421,930323,1993,3,"16.2421.A.1","07/10/03 00:00:00","A","1",2003,7,10
"26",16.2553,930326,1993,3,"16.2553.A.1","06/25/03 00:00:00","A","1",2003,6,10
"27",16.27,930715,1993,7,"16.2700.A.1","09/04/03 00:00:00","A","1",2003,9,10
"28",16.2715,930419,1993,4,"16.2715.A.3C","08/08/03 00:00:00","A","3C",2003,8,10
"29",17.1151,901227,1990,12,"17.1151.A.1","05/21/01 00:00:00","A","1",2001,5,10
"30",18.1188,951226,1995,12,"18.1188.A.1","07/24/07 00:00:00","A","1",2007,7,12
"31",18.1431,951220,1995,12,"18.1431.A.1","06/20/07 00:00:00","A","1",2007,6,12
"32",18.1434,951220,1995,12,"18.1434.A.1","06/19/07 00:00:00","A","1",2007,6,12
"33",18.1444,951220,1995,12,"18.1444.A.1","06/26/07 00:00:00","A","1",2007,6,12
"34",18.708,960101,1996,1,"18.708.A.1","08/08/07 00:00:00","A","1",2007,8,12
"35",18.985,960101,1996,1,"18.985.A.3C","06/04/07 00:00:00","A","3C",2007,6,12
"36",23.1031,950323,1995,3,"23.1031.A.1","12/01/06 00:00:00","A","1",2006,12,12
"37",23.1073,950120,1995,1,"23.1073.A.1","09/12/06 00:00:00","A","1",2006,9,12
"38",23.1312,950123,1995,1,"23.1312.A.1","08/08/06 00:00:00","A","1",2006,8,12
"39",23.1318,950227,1995,2,"23.1318.A.1","11/23/06 00:00:00","A","1",2006,11,12
"40",23.1395,950308,1995,3,"23.1395.A.3C","08/11/06 00:00:00","A","3C",2006,8,12
"41",23.1421,950327,1995,3,"23.1421.A.1","12/15/06 00:00:00","A","1",2006,12,12
"42",23.1445,950303,1995,3,"23.1445.A.1","07/26/06 00:00:00","A","1",2006,7,11
"43",23.1522,950224,1995,2,"23.1522.A.1","09/25/06 00:00:00","A","1",2006,9,12
"44",23.425,950321,1995,3,"23.425.A.1","11/14/06 00:00:00","A","1",2006,11,12
"45",23.429,950323,1995,3,"23.429.A.1","12/15/06 00:00:00","A","1",2006,12,12
"46",23.828,950223,1995,2,"23.828.A.1","09/05/06 00:00:00","A","1",2006,9,12
"47",23.83,950216,1995,2,"23.830.A.1","08/10/06 00:00:00","A","1",2006,8,12
"48",23.893,950221,1995,2,"23.893.A.1","09/15/06 00:00:00","A","1",2006,9,12
"49",23.896,950302,1995,3,"23.896.A.1","09/21/06 00:00:00","A","1",2006,9,12
"50",23.904,950221,1995,2,"23.904.A.1","09/07/06 00:00:00","A","1",2006,9,12
"51",23.933,950220,1995,2,"23.933.A.1","12/12/06 00:00:00","A","1",2006,12,12
"52",23.95,950120,1995,1,"23.950.A.4","12/15/06 00:00:00","A","4",2006,12,12
"53",23.951,950308,1995,3,"23.951.A.1","09/25/06 00:00:00","A","1",2006,9,12
"54",29.1211,950918,1995,9,"29.1211.A.1","02/14/07 00:00:00","A","1",2007,2,11
"55",29.363,950904,1995,9,"29.363.A.1","04/24/07 00:00:00","A","1",2007,4,12
"56",30.1639,890130,1989,1,"30.1639.A.1","04/28/99 00:00:00","A","1",1999,4,10
"57",30.1657,890130,1989,1,"30.1657.A.1","05/12/99 00:00:00","A","1",1999,5,10
"58",30.815,890110,1989,1,"30.815.A.1","04/09/99 00:00:00","A","1",1999,4,10
"59",30.828,890111,1989,1,"30.828.A.1","03/27/99 00:00:00","A","1",1999,3,10
"60",30.867,890113,1989,1,"30.867.A.1","04/22/99 00:00:00","A","1",1999,4,10
"61",30.886,890114,1989,1,"30.886.A.1","04/08/99 00:00:00","A","1",1999,4,10
"62",30.903,890114,1989,1,"30.903.A.1","04/21/99 00:00:00","A","1",1999,4,10
"63",30.91,881120,1988,11,"30.910.A.1","04/14/99 00:00:00","A","1",1999,4,10
"64",46.147,940929,1994,9,"46.147.A.1","04/06/06 00:00:00","A","1",2006,4,12
"65",46.1559,941103,1994,11,"46.1559.A.1","06/15/06 00:00:00","A","1",2006,6,12
"66",46.156,941006,1994,10,"46.1560.A.1","06/23/06 00:00:00","A","1",2006,6,12
"67",46.1576,941123,1994,11,"46.1576.A.1","07/06/06 00:00:00","A","1",2006,7,12
"68",46.1593,940923,1994,9,"46.1593.A.1","07/03/06 00:00:00","A","1",2006,7,12
"69",46.16,941114,1994,11,"46.1600.A.1","06/27/06 00:00:00","A","1",2006,6,12
"70",46.1843,941107,1994,11,"46.1843.A.1","06/08/06 00:00:00","A","1",2006,6,12
"71",46.1868,941115,1994,11,"46.1868.A.1","06/07/06 00:00:00","A","1",2006,6,12
"72",46.1869,941116,1994,11,"46.1869.A.1","06/06/06 00:00:00","A","1",2006,6,12
"73",46.211,941027,1994,10,"46.211.A.3C","06/02/06 00:00:00","A","3C",2006,6,12
"74",46.32,941006,1994,10,"46.320.A.1","05/23/06 00:00:00","A","1",2006,5,12
"75",46.876,941028,1994,10,"46.876.A.1","06/20/06 00:00:00","A","1",2006,6,12
"76",50.898,931118,1993,11,"50.898.A.1","04/01/05 13:19:47","A","1",2005,4,11
"77",50.899,931118,1993,11,"50.899.A.1","02/23/05 10:28:30","A","1",2005,2,11
