"","PlotID0","FECHGR","anno.gr.x","mes.gr.x","PlotID","FechaIni","Cla","Subclase","anno.gr.y","mes.gr.y","diff.year"
"1",9.141,920128,1992,1,"9.1410.A.1","2018-11-15","A","1",2018,11,27
"2",9.1424,920224,1992,2,"9.1424.A.1","2018-10-29","A","1",2018,10,27
"3",9.1506,920225,1992,2,"9.1506.A.4","2018-11-28","A","4",2018,11,27
"4",9.1912,920310,1992,3,"9.1912.A.1","2018-10-25","A","1",2018,10,27
"5",9.1913,920310,1992,3,"9.1913.A.1","2018-10-24","A","1",2018,10,27
"6",9.1929,920310,1992,3,"9.1929.A.1","2018-10-10","A","1",2018,10,27
"7",9.1939,920310,1992,3,"9.1939.A.1","2018-10-23","A","1",2018,10,27
"8",9.2008,920311,1992,3,"9.2008.A.1","2018-10-04","A","1",2018,10,27
"9",9.2303,920309,1992,3,"9.2303.A.1","2018-10-01","A","1",2018,10,27
"10",42.105,921216,1992,12,"42.105.A.1","2019-08-07","A","1",2019,8,27
"11",42.266,920110,1992,1,"42.266.A.1","2019-07-19","A","1",2019,7,28
"12",42.508,920113,1992,1,"42.508.A.1","2019-07-02","A","1",2019,7,28
"13",42.535,920113,1992,1,"42.535.A.1","2019-08-05","A","1",2019,8,28
