"Var1" "Freq"
"1110" "18,34" 3
"1111" "21,22,373" 3
"1112" "21,23" 3
"1113" "21,23,24" 3
"1114" "21,276" 3
"1115" "21,357" 3
"1116" "21,378" 3
"1117" "21,45,71" 3
"1118" "21,55" 3
"1119" "23,24,25,45" 3
"1120" "23,24,26" 3
"1121" "23,24,45,46" 3
"1122" "23,42,45" 3
"1123" "23,58" 3
"1124" "24,25,26" 3
"1125" "24,26,46" 3
"1126" "24,66,67" 3
"1127" "25,237" 3
"1128" "25,34" 3
"1129" "25,45,237" 3
"1130" "25,71" 3
"1131" "26,243" 3
"1132" "26,28,43" 3
"1133" "26,32" 3
"1134" "26,36" 3
"1135" "26,38,45" 3
"1136" "26,41,307" 3
"1137" "26,41,46" 3
"1138" "26,44,46" 3
"1139" "26,57" 3
"1140" "26,58" 3
"1141" "26,61,364" 3
"1142" "27,81,83" 3
"1143" "28,255" 3
"1144" "28,41,273" 3
"1145" "28,54,72" 3
"1146" "28,61,72" 3
"1147" "28,72,92" 3
"1148" "28,83" 3
"1149" "33,34" 3
"1150" "34,45" 3
"1151" "35,41" 3
"1152" "38,237" 3
"1153" "41,215" 3
"1154" "41,307" 3
"1155" "41,42" 3
"1156" "41,54,57" 3
"1157" "41,55" 3
"1158" "41,65,273" 3
"1159" "41,657" 3
"1160" "41,72,255" 3
"1161" "41,72,357" 3
"1162" "41,79" 3
"1163" "42,255" 3
"1164" "42,373" 3
"1165" "42,377" 3
"1166" "42,71,215" 3
"1167" "42,71,72" 3
"1168" "43,357" 3
"1169" "43,395" 3
"1170" "43,46" 3
"1171" "43,65,71" 3
"1172" "43,68" 3
"1173" "43,74" 3
"1174" "44,215" 3
"1175" "44,255" 3
"1176" "44,45,237" 3
"1177" "44,45,68" 3
"1178" "44,45,71" 3
"1179" "44,476" 3
"1180" "44,66" 3
"1181" "45,215" 3
"1182" "45,255" 3
"1183" "45,47" 3
"1184" "45,76,243" 3
"1185" "46,55" 3
"1186" "48,92" 3
"1187" "51,55" 3
"1188" "52,58" 3
"1189" "54,72,357" 3
"1190" "54,74,255" 3
"1191" "55,257" 3
"1192" "55,66" 3
"1193" "56,58" 3
"1194" "57,258" 3
"1195" "57,71" 3
"1196" "61,64" 3
"1197" "61,72,273" 3
"1198" "61,92" 3
"1199" "65,215" 3
"1200" "65,273" 3
"1201" "68,72" 3
"1202" "72,255,357" 3
"1203" "72,395" 3
"1204" "72,81" 3
"1205" "72,83" 3
"1206" "72,92" 3
"1207" "8,24" 3
"1208" "8,45,68" 3
"1209" "8,47" 3
"1210" "81,84" 3
"1211" "83,84" 3
"1212" "14,71" 4
"1213" "18,35" 4
"1214" "21,23,243" 4
"1215" "21,25,38" 4
"1216" "21,255" 4
"1217" "21,26,38" 4
"1218" "21,31,71" 4
"1219" "21,42,45" 4
"1220" "21,43,71" 4
"1221" "21,44,71" 4
"1222" "21,58" 4
"1223" "21,72" 4
"1224" "21,73" 4
"1225" "22,273" 4
"1226" "22,373" 4
"1227" "23,44" 4
"1228" "23,46,243" 4
"1229" "24,38" 4
"1230" "24,42,45" 4
"1231" "25,38,45" 4
"1232" "25,39" 4
"1233" "25,45,243" 4
"1234" "25,58" 4
"1235" "26,207" 4
"1236" "31,52" 4
"1237" "32,44" 4
"1238" "32,45" 4
"1239" "34,72" 4
"1240" "35,72" 4
"1241" "38,44,45" 4
"1242" "41,43,71" 4
"1243" "41,54,273" 4
"1244" "41,54,357" 4
"1245" "41,54,74" 4
"1246" "41,57" 4
"1247" "41,71,74" 4
"1248" "41,72,95" 4
"1249" "42,45,52" 4
"1250" "42,46" 4
"1251" "42,54" 4
"1252" "42,71,74" 4
"1253" "42,71,76" 4
"1254" "43,237" 4
"1255" "43,44,45" 4
"1256" "43,44,71" 4
"1257" "43,58" 4
"1258" "44,45,46" 4
"1259" "44,46,68" 4
"1260" "44,58" 4
"1261" "45,46,72" 4
"1262" "45,58" 4
"1263" "45,68,243" 4
"1264" "45,68,72" 4
"1265" "46,47,66" 4
"1266" "46,61" 4
"1267" "47,68" 4
"1268" "51,56" 4
"1269" "51,62" 4
"1270" "54,71,72" 4
"1271" "55,258" 4
"1272" "58,257,258" 4
"1273" "58,657" 4
"1274" "58,79" 4
"1275" "61,357" 4
"1276" "61,62" 4
"1277" "71,377" 4
"1278" "71,476" 4
"1279" "71,74,215" 4
"1280" "71,76,215" 4
"1281" "72,576" 4
"1282" "72,657" 4
"1283" "72,75" 4
"1284" "74,255" 4
"1285" "81,83,84" 4
"1286" "21,22,71" 5
"1287" "21,26,43" 5
"1288" "21,71,243" 5
"1289" "21,76" 5
"1290" "22,73" 5
"1291" "23,44,45" 5
"1292" "23,66" 5
"1293" "24,42" 5
"1294" "24,45,66" 5
"1295" "24,45,68" 5
"1296" "26,28,41" 5
"1297" "26,54" 5
"1298" "27,83" 5
"1299" "273,378" 5
"1300" "28,273" 5
"1301" "28,41,72" 5
"1302" "28,46" 5
"1303" "41,44" 5
"1304" "41,61,273" 5
"1305" "41,72,74" 5
"1306" "42,65" 5
"1307" "42,74" 5
"1308" "43,57" 5
"1309" "43,65" 5
"1310" "46,54" 5
"1311" "47,66" 5
"1312" "48,71" 5
"1313" "51,257" 5
"1314" "52,255" 5
"1315" "52,71" 5
"1316" "54,257" 5
"1317" "54,258" 5
"1318" "54,72,273" 5
"1319" "55,357" 5
"1320" "55,71" 5
"1321" "58,72" 5
"1322" "61,207" 5
"1323" "71,657" 5
"1324" "72,357" 5
"1325" "82,294" 5
"1326" "83,294" 5
"1327" "21,24,45" 6
"1328" "21,28" 6
"1329" "21,34" 6
"1330" "22,71" 6
"1331" "23,237" 6
"1332" "23,24,46" 6
"1333" "24,68" 6
"1334" "25,26,43" 6
"1335" "25,35" 6
"1336" "26,41,273" 6
"1337" "26,45,46" 6
"1338" "26,68" 6
"1339" "27,72" 6
"1340" "28,41,43" 6
"1341" "28,45" 6
"1342" "28,48" 6
"1343" "39,45" 6
"1344" "41,357" 6
"1345" "41,43,273" 6
"1346" "41,54,71" 6
"1347" "42,276" 6
"1348" "42,43,71" 6
"1349" "45,52" 6
"1350" "48,72" 6
"1351" "52,243" 6
"1352" "54,57" 6
"1353" "54,79" 6
"1354" "58,255" 6
"1355" "71,278" 6
"1356" "72,73" 6
"1357" "76,243" 6
"1358" "76,255" 6
"1359" "81,82,83,294" 6
"1360" "18,28" 7
"1361" "21,22,31" 7
"1362" "21,24,25" 7
"1363" "23,26,45" 7
"1364" "23,61" 7
"1365" "24,25,243" 7
"1366" "24,45,46" 7
"1367" "25,26,44" 7
"1368" "41,43,72" 7
"1369" "42,44" 7
"1370" "43,215" 7
"1371" "44,243" 7
"1372" "44,276" 7
"1373" "44,55" 7
"1374" "44,68" 7
"1375" "46,243" 7
"1376" "46,47,68" 7
"1377" "54,61" 7
"1378" "54,74" 7
"1379" "58,357" 7
"1380" "72,95" 7
"1381" "21,215" 8
"1382" "21,273" 8
"1383" "21,65" 8
"1384" "24,26,45" 8
"1385" "24,36" 8
"1386" "26,44,45" 8
"1387" "26,62" 8
"1388" "273,357" 8
"1389" "42,76" 8
"1390" "44,237" 8
"1391" "61,273" 8
"1392" "8,45" 8
"1393" "23,243" 9
"1394" "23,25" 9
"1395" "24,25,44" 9
"1396" "24,39" 9
"1397" "25,28" 9
"1398" "28,35" 9
"1399" "28,54" 9
"1400" "41,45" 9
"1401" "41,65" 9
"1402" "42,273" 9
"1403" "45,55" 9
"1404" "46,62" 9
"1405" "46,72" 9
"1406" "54,255" 9
"1407" "81,82" 9
"1408" "21,41" 10
"1409" "21,42,71" 10
"1410" "21,52" 10
"1411" "243,476" 10
"1412" "257,258" 10
"1413" "41,46" 10
"1414" "41,48" 10
"1415" "41,61,72" 10
"1416" "51,258" 10
"1417" "54,273" 10
"1418" "54,357" 10
"1419" "71,378" 10
"1420" "79,258" 10
"1421" "81,294" 10
"1422" "81,82,294" 10
"1423" "21,476" 11
"1424" "23,45,243" 11
"1425" "24,44,45" 11
"1426" "26,61,72" 11
"1427" "35,71" 11
"1428" "41,92" 11
"1429" "43,54" 11
"1430" "44,76" 11
"1431" "51,53" 11
"1432" "54,55" 11
"1433" "72,74" 11
"1434" "21,25,43" 12
"1435" "26,28,61" 12
"1436" "26,41,43" 12
"1437" "28,34" 12
"1438" "28,71" 12
"1439" "28,92" 12
"1440" "61,364" 12
"1441" "71,255" 12
"1442" "72,255" 12
"1443" "82,83" 12
"1444" "24,45,243" 13
"1445" "26,273" 13
"1446" "27,81" 13
"1447" "45,46,243" 13
"1448" "45,71" 13
"1449" "23,62" 14
"1450" "24,46" 14
"1451" "28,43" 14
"1452" "38,44" 14
"1453" "41,54,72" 14
"1454" "66,67" 14
"1455" "71,243" 14
"1456" "81,83,294" 14
"1457" "21,24" 15
"1458" "21,25,243" 15
"1459" "21,373" 15
"1460" "21,38" 15
"1461" "24,243" 15
"1462" "41,71,72" 15
"1463" "41,73" 15
"1464" "42,72" 15
"1465" "54,58" 15
"1466" "54,71" 15
"1467" "71,74" 15
"1468" "21,25,45" 16
"1469" "41,74" 16
"1470" "57,58" 16
"1471" "71,76" 16
"1472" "21,25,44" 17
"1473" "43,273" 17
"1474" "44,46" 17
"1475" "71,273" 17
"1476" "23,26,46" 18
"1477" "58,258" 18
"1478" "71,215" 18
"1479" "26,41,72" 19
"1480" "41,72,273" 19
"1481" "43,55" 19
"1482" "45,46,68" 19
"1483" "51,58" 19
"1484" "21,44,45" 20
"1485" "26,38" 20
"1486" "81,82,83" 20
"1487" "21,45,243" 21
"1488" "24,25,45" 21
"1489" "58,257" 21
"1490" "23,45,46" 23
"1491" "25,26,45" 23
"1492" "45,237" 23
"1493" "55,58" 23
"1494" "27,28" 25
"1495" "45,66" 25
"1496" "65,71" 25
"1497" "25,44,45" 26
"1498" "45,72" 27
"1499" "21,25,26" 28
"1500" "23,24,45" 28
"1501" "24,67" 28
"1502" "43,44" 28
"1503" "42,43" 29
"1504" "71,72" 30
"1505" "28,72" 31
"1506" "41,54" 31
"1507" "46,66" 31
"1508" "54,72" 32
"1509" "21,31" 33
"1510" "25,43" 34
"1511" "28,61" 35
"1512" "72,273" 35
"1513" "24,44" 36
"1514" "26,44" 36
"1515" "61,72" 36
"1516" "26,72" 42
"1517" "22,31" 43
"1518" "26,41,61" 46
"1519" "44,71" 48
"1520" "43,45" 49
"1521" "81,83" 53
"1522" "24,66" 54
"1523" "28,41" 55
"1524" "42,45" 55
"1525" "25,243" 58
"1526" "21,42" 59
"1527" "43,72" 63
"1528" "38,45" 65
"1529" "31,71" 66
"1530" "46,68" 70
"1531" "45,68" 71
"1532" "46,47" 73
"1533" "41,43" 77
"1534" "26,43" 90
"1535" "26,28" 94
"1536" "41,273" 96
"1537" "41,61" 101
"1538" "25,38" 102
"1539" "43,71" 103
"1540" "26,46" 108
"1541" "23,46" 113
"1542" "23,45" 116
"1543" "23,24" 118
"1544" "26,45" 118
"1545" "41,71" 125
"1546" "45,243" 139
"1547" "25,44" 144
"1548" "21,243" 153
"1549" "24,25" 164
"1550" "24,26" 164
"1551" "21,22" 170
"1552" "21,44" 171
"1553" "42,71" 173
"1554" "26,41" 178
"1555" "21,43" 193
"1556" "41,72" 200
"1557" "21,45" 210
"1558" "23,26" 218
"1559" "44,45" 226
"1560" "21,71" 233
"1561" "21,26" 237
"1562" "45,46" 255
"1563" "25,45" 259
"1564" "25,26" 278
"1565" "24,45" 404
"1566" "26,61" 473
"1567" "21,25" 732
