"","CoorX","CoorY","PlotID0","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID"
"30534",NA,NA,"17.1292",17,17,1292,"A","1",0,1984,"J","1851","1997","","1-2","2001","",1,"1","1",100,80,1,3,2,2,1,4,"04/09/01 00:00:00","12/30/99 15:56:00",1,1,1,2,4,4,NA,NA,"0","0","","0","",370,0,16,0,2,"2",2,"PARCELA LOCALIZADA POR PIES IFN2. 10% PARA EL RESTO DE ESPECIES. SUBPISO DE BOJ Y OTRAS ESPECIES.HAY PIES QUE ENTRAN POR  CORRECCION DE PENDIENTE. PIE N. 5 ALTURA COMPROBADA. PIE N. 17 DIAMETROS COMPROBADOS. PIE  CON RUMB  224 NO ENTRA POR  DISTANCIA.",25,52,"04/09/01 00:00:00","12/30/99 14:20:36","04/09/01 00:00:00","12/30/99 16:11:04",110,"114","330","130","10",NA,NA,NA,NA,NA,NA,"D",5,"17.1292.A.1"
"32650",NA,NA,"17.379",17,17,379,"A","1",0,1982,"02","5992","1997","","2-4","2001","",1,"1","1",100,85,1,3,1,2,1,4,"06/25/01 00:00:00","12/30/99 14:44:00",1,2,1,1,8,8,NA,NA,"0","0","","0","",360,0,12,0,3,"2",3,"ENCONTRADO EL REJON POR LOS PIES  MAYORES Y  FOTO DEL  IFN2. 
10%  RESTO SP.
HAY UN ERROR EN LOS GRADOS DE LA  BRUJULA  DEL IFN2  DE UNOS 50 GRADOS CON RESPECTO DEL IFN3.
PIE 3  ALTURA CORRECTA  Y   COMPROBADA. 
PIE 5 ALTURA CORRECTA COMPROBADA. 
PIE 7  DIAMETROS Y  ALTURA CORRECTA  Y COMPROBADA. 
PIE  8 DIAMETROS Y ALTURA CORRECTOS   Y COMPROBADOS.
PIE 9 DIAMETRO Y ALTURA CORRECTOS Y COMPROBADOS.
PIE 10 DIAMETRO Y ALTURA CORRECTOS Y COMPROBADOS.
PIE 11 ALTURA  CORRECTA   Y  COMPROBADA.

PIE 13  DIAMETROS CORRECTOS Y COMPROBADOS.
PIE 14  MEDIDO A 1.40  MT .

PIE 15  ALTURA  CORRECTA  Y COMPROBADA. 

PIE  20 ENTRA  POR  PTE Y ALTURA COMPROBADA.

PIE 22 DIAMETROS  Y  ALTURA  CORRECTOS  Y  COMPROBADOS.
PIE 25  DIFERENCIAS EN  DIAMETROS.
PIE 26 ENTRA POR  PTE.

PIE  27 ENTRA  POR PTE Y ALTURA CORRECTA   Y COMPROBADA. 

PIE 28 DIAMETROS CORRECTOS  Y  COMPROBADOS.
PIE  29  ALTURA  CORRECTA Y  COMPROBADA.


PIE 30  ENTRA  POR  PTE.

PIE 31 ALTURA  CORRECTA Y COMPROBADA.


PIE 40  ENTRA  POR  PTE.


PIE 43   ALTURA  CORRECTA Y COMPROBADA.
PIE  44  Y  45  DIAMETROS CORRECTOS  Y  COMPROBADOS.

PIE 47 ENTRA  POR  PTE.
PIE  48 ENTRA POR  PTE.

PIE 49  ENTRA POR PTE.

PIE 52 ALTURA  CORRECTA Y  COMPROBADA.

PIE 53 FORMA COMPROBADA. SUBPISO PRINCIPALMENTE DE BOJ.
EL CAPATAZ  DEL IFN2 CONFUNDIO  EL ABETO CON EL TEJO.

MARCA DE PINTURA A 110  GRADOS Y 90 MT APROXIMADAMENTE.
DENDROMETRIA COMPROBADA Y CORRECTA. 
LEVANTAMIENTO MUY DIFICIL POR LA  PENDIENTE ,BOJ Y LA  CANTIDAD DE ARBOLES QUE NOS ENTRARON.

EN LOS ALREDEDORES HAY ARCE  OPALUS.",3,26,"06/25/01 00:00:00","12/30/99 10:57:42","06/25/01 00:00:00","12/30/99 15:02:08",244,"147","160","270","10",NA,NA,NA,NA,NA,NA,"D",5,"17.379.A.1"
"32681",NA,NA,"17.406",17,17,406,"A","1",0,1982,"03","6261","1997","","4-1","2001","",1,"1","1",95,70,1,2,2,3,2,4,"06/19/01 00:00:00","12/30/99 12:20:00",1,1,1,6,8,4,NA,NA,"4","0","","0","",0,0,17.5,0,2,"3",3,"
ENCONTRADO EL REJON POR LOS PIES MAYORES Y FOTO DEL IFN2.
NO     RESERVO NADA DE OCUPACION A LAS  DEMAS ESPECIES POR SER     POCO REPRESENTATIVAS DE LA MASA,Y SER MUY  ESCASAS.


EN LA         PARCELA HICIERON CORTAS POR ENTRESACA HACE UNOS 3 O 4 AÑOS,TAMBIEN HAY MUCHOS RESTOS DE LAS MISMAS.PIES 1 Y 2   ENTRAN POR PTE.
A 11 MT Y 75  GRADOS  UN SALIX CAPREA NO ENTRA POR DISTANCIA.



PIES:10,11,12,13,14,15,18,27 Y 28  ENTRAN POR PTE.
PIE 8  MEDIDO A  1.10 MT PARA LIBRAR UNA BIFURCACION  EN  EL FUSTE.
PIE 14 DISTANCIA CORRECTA  Y COMPROBADA.

LEVANTAMIENTO DIFICULTOSO POR LA FUERTE  PENDIENTE.
OTRO MODELO DE COMBUTIBLE 06.
DENDROMETRIA COMPROBADA Y CORRECTA.

HAY FRAGARIA VESCA.
PIES 17,19 Y 20 ESTAN MUY JUNTOS SE  MIDIERON COMO MEJOR SE PUDO.

PIES  32,33 Y 34 ESTAN ENCIMA DE UN  PEQUEÑO  CORTADO Y DIFICILES DE MEDIR.
EN LOS  ALREDEDORES HAY QUERCUS PETREA Y QUERCUS HUMILIS.",3,26,"06/19/01 00:00:00","12/30/99 09:37:22","06/19/01 00:00:00","12/30/99 12:41:37",184,"147","0","285","10",NA,NA,NA,NA,NA,NA,"D",5,"17.406.A.1"
"32682",NA,NA,"17.407",17,17,407,"A","1",0,1982,"03","6260","1997","","4-1","2001","",1,"1","1",100,80,1,3,2,3,1,4,"06/18/01 00:00:00","12/30/99 12:59:00",1,2,1,1,6,6,NA,NA,"4","0","","0","",55,0,11,0,2,"2",2,"ET10 PORQUE DOY MENOS OCUPACION AL PINO.
ENCONTRADO EL REJON POR LAS REFERENCIAS  Y FOTO DEL IFN2.
10%   RESTO SP.SUBPISO SOBRE TODO DE BOJ. EN LA PARCELA HICIERON   CORTAS  HARA  UNOS  3 O 4 AÑOS.
PINO   A 13.70 MT  Y 35 GRADOS NO ENTRA  POR  DIAMETROS.
PIE 3 ENTRA POR  PTE.

PINO  A  159 GRADOS Y 15.40 MT NO  ENTRA  POR   DISTANCIA.
HAYA A 211  GRADOS Y 13.00 MT  CON  DIAMETROS  197-233 NO ENTRA.

DENDROMETRIA  COMPROBADA Y CORRECTA.",3,26,"06/18/01 00:00:00","12/30/99 11:25:25","06/18/01 00:00:00","12/30/99 13:13:00",108,"147","360","160","10",NA,NA,NA,NA,NA,NA,"D",5,"17.407.A.1"
"32683",NA,NA,"17.408",17,17,408,"A","1",0,1982,"03","6260","1997","","4-2","2001","",1,"1","1",100,70,1,3,1,3,2,4,"06/18/01 00:00:00","12/30/99 16:27:00",1,1,1,1,2,4,NA,NA,"4","0","","0","",360,0,8,0,2,"2",1,"ET20 PORQUE NO DOY OCUPACION AL  QUERCUS PETREA NI HAY  PRESENTE.
ENCONTRADO EL REJON POR LOS  PIES  MAYORES Y FOTO DEL IFN2.
10%  RESTO SP.
EN LA PARCELA HICIERON CORTAS  HACE UNOS  3 O 4 AÑOS,TAMBIEN HAY  ABUNDANTES  RESTOS DE LAS  MISMAS.
SUBPISO DE BOJ Y  ENEBRO.
LOCALIZACION ALGO DIFICULTOSA  POR LAS  CORTAS.
CALICATA HECHA A 100  GRADOS POR QUE A  300 NO SE PUEDE.
AL  ENEBRO LE HE DADO ESTADO LATIZAL POR   SER ESPECIE DE CRECIMIENO LENTO.
PINO A  10.50 AL LATERAL CON PTE EN  E:1/20 DE  5.50 Y 123 GRADOS NO ENTRA.
PINO A 171  GRADOS Y 12.40 MT CON  DIAMETROS  223-219 NO ENTRA POR POCO.
PIE 5  DIFERERENCIAS EN DIAMETROS.
OTRO MODELO  DE COMBUSTIBLE 06.
HAY PIES SECOS DE  ENEBRO.
EN LOS ALREDEDORES HAY  MAJUELO.
DENDROMETRIA COMPROBADA Y  CORRECTA.",3,26,"06/18/01 00:00:00","12/30/99 15:31:03","06/18/01 00:00:00","12/30/99 16:43:32",72,"147","210","100","10",NA,NA,NA,NA,NA,NA,"D",5,"17.408.A.1"
"32684",NA,NA,"17.409",17,17,409,"A","1",0,1982,"03","6259","1997","","4-2","2001","",1,"1","1",100,80,1,3,1,3,1,4,"06/06/01 00:00:00","12/30/99 13:28:00",1,1,1,1,4,8,NA,NA,"0","0","","0","",35,0,15,0,2,"3",3,"ET20 PORQUE NO DOY OCUPACION AL  ROBLE VARIANDO LA OCUPACION DE LA PARCELA.
ENCONTRADO EL REJON   POR LOS PIES MAYORES   Y  FOTO DEL IFN2.
10% RESTO  SP.
SUBPISO SOBRE TODO DE BOJ.
PIE 5,  6  Y 7 ENTRAN  POR  PTE.
PIE 11  TIENE EL  FUSTE TORCIDO   A  2.0 MT   PERO   LUEGO  TIRA RECTO.


PIES 10, 13 Y  14ENTRAN  POR  PTE.
PIE   15 ENTRA POR   POCO.
PIE 22    MEDIDO A   1.50 MT PARA  LIBRAR UNA  RAMA    EN  EL  FUSTE.
PIE 24  ENTRA POR PTE.

PIE   29  ENTRA POR  PTE.

PINO A 7.20 MT Y   389 GRADOS CON   DIAMETROS 129-119 NO   ENTRA POR POCO.

SP MATORRAL 0115   CORRESPONDE AL  VIBURNUM   LANTANA.
DENDROMETRIA COMPROBADA Y   CORRECTA.
OTRO MODELO DE COMBUSTIBLE  02.",3,26,"06/06/01 00:00:00","12/30/99 11:08:15","06/06/01 00:00:00","12/30/99 13:40:55",153,"147","10","150","07",NA,NA,NA,NA,NA,NA,"D",5,"17.409.A.1"
"32710",NA,NA,"17.431",17,17,431,"A","1",0,1982,"04","6364","1997","","3-4","2001","",1,"1","1",90,70,1,3,1,2,2,4,"06/20/01 00:00:00","12/30/99 12:33:00",1,1,1,1,2,3,NA,NA,"4","0","","0","",165,0,14.5,0,2,"3",3,"ENCONTRADO EL REJON POR LOS PIES MAYORESY FOTO DEL IFN2.
10% RESTO SP.
SUBPISO SOBRE TODO DE BOJ.
PIE 5 DIAMETROS CORRECTOS Y  COMPROBADOS.
HAYA A 180  GRADOS Y 15.30 MT SIN PTE NO   ENTRA.
OTRO MODELO DE COMBUSTIBLE  06.
DENDROMETRIA COMPROBADA Y CORRECTA.",3,26,"06/20/01 00:00:00","12/30/99 11:21:28","06/20/01 00:00:00","12/30/99 13:01:49",100,"147","225","370","07",NA,NA,NA,NA,NA,NA,"D",5,"17.431.A.1"
"32723",NA,NA,"17.443",17,17,443,"A","1",0,1982,"04","6360","1997","","4-4","2001","",1,"1","1",100,60,1,2,1,3,2,4,"05/29/01 00:00:00","12/30/99 15:24:00",1,1,1,1,2,2,NA,NA,"4","0","","0","",270,0,3,0,2,"2",1,"ET10 POR QUE NO DOY OCUPACION AL ARCE  CAMPESTRE Y SI AL ARCE   OPALUS.
ENCONTRADO EL REJON POR LOS PIES  MAYORES Y FOTO DEL IFN2.
20%   RESTO SP.

PINO A 10.20 MT AL LATERAL  SIN PTE Y  388 GRADOS NO ENTRA.FORMA PIE 6 COMPROBADA
FUERA  DE LOS 5.00 MT HAY REGENERACION  DE  BOJ.
EN LOS ALREDEDORES HAY  ENDRINO.
ZONA FRECUENTADA POR EL GANADO  VACUNO.",3,26,"05/29/01 00:00:00","12/30/99 14:00:44","05/29/01 00:00:00","12/30/99 15:30:30",90,"147","240","0","10",NA,NA,NA,NA,NA,NA,"D",5,"17.443.A.1"
"32726",NA,NA,"17.445",17,17,445,"A","1",0,1982,"04","6359","1997","","4-4","2001","",1,"1","1",100,75,1,3,2,2,1,4,"05/31/01 00:00:00","12/30/99 15:59:00",1,1,1,1,8,5,NA,NA,"0","0","","0","",70,0,13,0,2,"2",3,"ET10 PORQUE NO DOY OCUPACION AL ARCE CAMPESTRE.AUNQUE HAY ALGUN PINO FUSTAL LO QUE PREDOMINA ES EL ESTADO LATIZAL. 
ENCONTRADO EL REJON POR LOS PIES  MAYORES Y FOTO DEL    IFN2. 20% RESTO SP. 
PIE 4 ENTRA POR  PTE,10.10 MT AL  LATERAL. 
PIE 7 ENTRA  POR PTE. 
PIES 8 Y 11 ALTURA CORRECTA Y COMPROBADA.
PIE 16 ENTRA POR POCO. 
EL  SUBPISO LO FORMA EL BOJ Y ENEBRO.ROBLE  A 10.60 MT Y 167 GRADOS NO ENTRA  POR  DIAMETRO.
PODAR RAMAS Y LIMPIAR  EL BOJ  PARA  PODER TOMAR MEDIDAS.
HAY  MUSGO,HIEDRA Y RUBIA PEREGRINA.
OTRO  MODELO DE COMBUSTIBLE 06.",3,26,"05/31/01 00:00:00","12/30/99 14:38:36","05/31/01 00:00:00","12/30/99 16:18:23",100,"147","35","235","07",NA,NA,NA,NA,NA,NA,"D",5,"17.445.A.1"
"32728",NA,NA,"17.447",17,17,447,"A","1",0,1982,"04","6358","1997","","4-4","2001","",1,"1","1",100,75,1,2,1,3,1,4,"05/16/01 00:00:00","12/30/99 12:48:00",1,2,1,1,6,4,NA,NA,"0","0","","0","",165,370,4.5,13,2,"2",3,"ET10 POR QUE NO DOY OCUPACION AL ROBLE PETREA.
10%RESTO SP ENCONTRADO EL REJON POR LOS PIES MAYORES Y FOTO DEL IFN2. 
HAY MUCHOS PIES DE  ENEBRO  SECOS.
PIE 1 ESTA TUMBADO EN  EL SUELO. PINO A  260 GRADOS Y 12.20  MT NO ENTRA  POR  POCO.PIE  13  MEDIDO A 1.20  MT PARA  LIBRAR UNA RAMA  EN   EL FUSTE.PINO  A 15.70 MT Y 323  GRADOS NO ENTRA  POR 
DISTANCIA.PIE 22  ENTRA POR PTE.PIE 26 , 27 Y 29 
ENTRAN POR  POCO. PIE 24  MEDIDO A 1.20 MT PARA  LIBRAR UN ENGROSAMIENTO EN EL FUSTE, DIAMETROS CORRECTOS. ESPECIE DE MATORRAL 0115 CORRESPONDE AL VIBURNUM LANTANA. HAY FRAGARIA VESCA.DENDROMETRIA COMPROBADA Y CORRECTA. DIFICULTADES EN EL LEVANTAMIENTO POR ZARZAS.FUERA DE LOS 25 MT HAY ACEBO.",3,26,"05/16/01 00:00:00","12/30/99 10:25:09","05/16/01 00:00:00","12/30/99 13:01:52",157,"147","15","275","07",NA,NA,NA,NA,NA,NA,"D",5,"17.447.A.1"
"32729",NA,NA,"17.448",17,17,448,"A","1",0,1982,"04","6358","1997","","4-4","2001","",1,"1","1",100,75,1,2,1,3,1,4,"05/08/01 00:00:00","12/30/99 12:23:00",1,1,1,1,2,5,NA,NA,"0","0","","0","",325,0,10.5,0,2,"1",3,"ENCONTRADO EL REJON POR LOS TIPOS DE  LOS PIES MAYORES Y FOTO DEL  IFN2.
 
A LAS  DEMAS   SP    PRESENTES EN LA PARCELA   NO LES   DOY  OCUPACION    AL SER POCO  REPRESENTATIVAS  DE  LA MASA.

PIE  13    ENTRA POR PTE Y   ALTURA  CORRECTA  Y  COMPROBADA.
PINO   A   6.80 MT Y 323     GRADOS  NO     ENTRA.
PIE 19    ENTRA POR PTE.
EN LOS ALREDEDORES  HAY  AVELLANO.
SP MATORRAL  0115   CORRESPONDE  AL  VIBURNUM  LANTANA.

.
DENDROMETRIA COMPROBADA  Y CORRECTA.
HICIERON CORTAS POR ENTRESACA    HACE  MUCHO TIEMPO NO LAS CONSIDERE COMO  CORTAS.",3,26,"05/08/01 00:00:00","12/30/99 10:16:51","05/08/01 00:00:00","12/30/99 12:33:19",136,"147","55","200","10",NA,NA,NA,NA,NA,NA,"D",5,"17.448.A.1"
"32737",NA,NA,"17.456",17,17,456,"A","4",0,1997,"","4-4","1982","04","6359","2001","",1,"1","1",100,90,1,3,2,2,1,4,"05/17/01 00:00:00","12/30/99 13:56:00",1,2,1,1,4,4,NA,NA,"0","0","","0","",25,0,12,0,3,"2",3,"ET20 POR QUE NO DOY OCUPACION AL  ARCE  Y SI AL HAYA AQUE ES MAS ABUNDANTE QUE INCLUSO EL PINO SILVESTRE.
NO  ENCONTRADO EL  REJON POR  FALTA DE  REFERENCIAS CLARAS DEL  IFN2, ADEMAS  HICIERON UNA VIA DE SACA QUE  POSIBLEMENTE PASA POR  LA  PARCELA DEL  IFN2.LOCALIZACION,Y  LEVANTAMIENTO MUY DIFICULTOSO,  ADEMAS DE LA LLUVIA ,TAMBIEN POR SER  UNA  MASA MUY ESPESA   DE HAYAS Y  ABUNDANTE  BOJ.
20%  RESTO  SP.
DIFICULTADES PARA  MEDIR LAS  ALTURAS.EL SUBPISO LO   FORMA   EL BOJ.
PIE 6 ENTRA POR   PTE.PINO A  14.30 MT Y 398 GRADOS  NO ENTRA.
HAY HIEDRA.EN LOS   ALREDEDORES HAY POPULUS TREMULA,SORBUS   ARIA Y SALIX SP.",3,26,"05/17/01 00:00:00","12/30/99 11:33:03","05/17/01 00:00:00","12/30/99 14:04:57",152,"147","370","100","07",NA,NA,NA,NA,NA,NA,"D",5,"17.456.A.4"
"32742",NA,NA,"17.460",17,17,460,"A","1",0,1982,"04","6361","1997","","4-3","2001","",1,"1","1",100,90,1,3,1,3,1,4,"05/28/01 00:00:00","12/30/99 12:32:00",1,2,1,1,4,6,NA,NA,"4","0","","0","",170,0,12,0,3,"3",3,"ET20 POR QUE DOY MAS OCUPACION AL HAYA QUE AL PINO Y ADEMAS NO DOY OCUPACION AL ROBLE NI AL ARCE.
10%  RESTO  SP.
ENCONTRADO EL REJON POR LA  SILICONA  DE  LOS TIPOS DE LOS PIES MAYORES Y  FOTO  DEL IFN2.EN LA  PARCELA HICIERON  CORTAS.EL SUBPISO LO FORMA PRINCIPALMENTE  EL  BOJ.
SP MATORRAL 0115  CORRESPONDE   AL VIBURNUM  LANTANA.
CALICATA HECHA A 100 GRADOS  POR NO  PODER A 300  GRADOS.
LIMPIAR LA  PARCELA DE BOJ PARA  PODER TOMAR DISTANCIAS.
LEVANTAMIENTO DIFICIL POR  ESTAR LA  PARCELA MUY  SUCIA DE BOJ.
HAY  MUSGO ,HIEDRA Y  HOJARASCA.EN  LOS ALREDEDORES HAY PERAL SILVESTRE Y  POPULUS TREMULA.",3,26,"05/28/01 00:00:00","12/30/99 10:28:19","05/28/01 00:00:00","12/30/99 12:50:26",142,"147","50","250","07",NA,NA,NA,NA,NA,NA,"D",5,"17.460.A.1"
"32745",NA,NA,"17.463",17,17,463,"A","4",0,1997,"","4-4","1982","04","6359","2001","",1,"1","1",100,85,1,3,1,3,1,4,"05/25/01 00:00:00","12/30/99 17:26:00",1,1,1,1,4,5,NA,NA,"0","0","","0","",180,10,12,17.5,3,"1",3,"ET10 POR QUE NO DOY OCUPACION AL ROBLE PETREA.
NO ENCONTRADO EL REJON A   PESAR  DE ESTAR  EN EL SITIO,NO ENCONTRADOS PIES DEL   IFN2.
10% RESTO SP .
EL SUBPISO LO  FORMA EL BOJ.
LIMPIAR LA PARCELA DE BOJ Y ZARZAS PARA TOMAR  DISTANCIAS.
PIES 9,12,ENTRAN POR  PTE.
HAY PINOS ATACADOS POR INSECTOS  PERFORADORES LO HE CONSIDERADO  DAÑOS.
PINO A 57 GRADOS Y 14.10 MT CON  DIAMETROS 222-225 NO ENTRA.
PINO A 117  GRADOS Y 14.50 MT CON  DIAMETROS  210-223.
HAYA A 9.40 MT Y 195 GRADOS  CON  DIAMETROS 123-124.
PINO A 9.30 MT Y 198 GRADOS CON  DIAMETROS  122-127.
HAY PINOS CON MUCHA  HIEDRA.
HAY PINOS SECOS ATACADOS POR  INSECTOS  PERFORADORES.
LEVANTAMIENTO  MUY DIFICIL POR LA  ESPESURA DEL BOJ ,ZARZAS Y PENDIENTE.",3,26,"05/25/01 00:00:00","12/30/99 15:43:07","05/25/01 00:00:00","12/30/99 17:39:52",117,"147","60","300","08",NA,NA,NA,NA,NA,NA,"D",5,"17.463.A.4"
"32826",NA,NA,"17.535",17,17,535,"A","1",0,1986,"K","1552","1997","","2-3","2001","",1,"1","1",90,70,1,3,1,2,2,4,"05/29/01 00:00:00","12/30/99 16:46:00",1,1,1,1,6,3,NA,NA,"0","0","","0","",350,0,4.8,0,1,"2",2,"ET10, DISCREPANCIA EN OCUPACIONES DE SP. 10% RESTO SP. EL SUBPISO LO FORMA EL AVELLANO PRINCIPALMENTE.",9,15,"05/29/01 00:00:00","12/30/99 14:01:31","05/29/01 00:00:00","12/30/99 15:26:54",85,"145","315","30","8",NA,NA,NA,NA,NA,NA,"D",6,"17.535.A.1"
"32828",NA,NA,"17.537",17,17,537,"A","1",0,1986,"K","1554","1997","","2-3","2001","",1,"1","1",90,85,1,2,1,2,2,5,"05/16/01 00:00:00","12/30/99 15:47:00",1,1,1,1,5,3,NA,NA,"0","0","","0","",155,0,9,0,3,"3",2,"EL REJON HA SIDO LOCALIZADO CON AYUDA DEL CROQUIS.
LOS PIES 19, 30 Y 34 ENTRAN POR CORRECCION DE PENDIENTE.PIE 26 FORMA COMPROBADA.
EL PIE CON RUMBO 232 G Y 5.2 M NO ENTRA POR DISTANCIA.
EL PIE CON RUMBO 233 G Y 15.2 M NO ENTRA POR DISTANCIA.
SE OBSERVAN CORTAS ANTIGUAS.",10,47,"05/16/01 00:00:00","12/30/99 13:55:06","05/16/01 00:00:00","12/30/99 16:16:00",141,"039","162","269","10",NA,NA,NA,NA,NA,NA,"D",6,"17.537.A.1"
"32836",NA,NA,"17.543",17,17,543,"A","3E",0,1997,"","1-3","1986","K","1541","2001","",1,"1","1",90,85,1,3,2,2,2,4,"05/07/01 00:00:00","12/30/99 15:27:00",1,1,1,1,7,2,NA,NA,"0","0","","0","",14,0,5.8,0,2,"3",2,"LA TESELACION ES CORRECTA. LE HE BAJADO LA OCUPACION AL BOJ Y LE HE CAMBIADO EL ESTADO POR QUE ES MAS REPRESENTATIVO DE LO QUE HAY EN  REALIDAD. 10% RESTO ESPECIES. HAY HAYA Y    PINO EN ESTADO 3 PERO DOMINA EL 4.    SUBPISO PREDOMINADO POR EL  BOJ. A 259 GRADOS HAY UN  PIE QUE NO ENTRA POR DISTANCIA.",23,51,"05/07/01 00:00:00","12/30/99 13:41:34","05/07/01 00:00:00","12/30/99 15:32:22",111,"147","000","313","7",NA,NA,NA,NA,NA,NA,"D",5,"17.543.A.3E"
"32840",NA,NA,"17.546",17,17,546,"A","3E",0,1997,"","1-3","1986","K","1541","2001","",1,"1","1",95,80,1,2,2,3,3,4,"05/11/01 00:00:00","12/30/99 15:28:00",1,1,1,1,5,6,NA,NA,"0","0","","0","",320,0,7,0,2,"2",2,"ET20. DOMINA EN LA MASA EL HAYA SOBRE EL RESTO DE ESPECIES.10% RESTO ESPECIES DONDE SOBRE TODO HAY BOJ. HAY HAYA EN  ESTADO 3 PERO PREDOMINA EL 4. EL PIE NUMERO 13 ESTA TRONCHADO.",23,51,"05/11/01 00:00:00","12/30/99 13:44:34","05/11/01 00:00:00","12/30/99 15:30:04",106,"147","273","349","8",NA,NA,NA,NA,NA,NA,"D",5,"17.546.A.3E"
"32870",NA,NA,"17.573",17,17,573,"A","1",0,1986,"K","1550","1997","","1-4","2001","",1,"1","1",100,80,1,3,2,3,2,4,"06/11/01 00:00:00","12/30/99 14:33:00",1,1,1,2,6,3,NA,NA,"4","3","","0","",380,0,14,0,2,"1",3,"SUBPISO PRINCIPALMENTE DE BOJ. PARCELA LOCALIZADA POR  PIES IFN2. DEJO 10% PARA EL RESTO  DE ESPECIES. PIE 9 DIAMETROS COMPROBADOS.HAY GRANDES  CRECIMIENTOS  EN  ALGUNOS PIES. EN LAS  PROXIMIDADES  DE LA  PARCELA HAY P. NIGRA Y UNCINATA. SE CORRIGE LA  MAXIMA PENDIENTE.",25,52,"06/11/01 00:00:00","12/30/99 12:30:30","06/11/01 00:00:00","12/30/99 14:36:16",126,"114","75","270","10",NA,NA,NA,NA,NA,NA,"D",5,"17.573.A.1"
"32874",NA,NA,"17.577",17,17,577,"A","1",0,1986,"K","1554","1997","","2-3","2001","",1,"1","1",95,90,1,2,1,3,1,4,"05/07/01 00:00:00","12/30/99 11:23:00",1,2,1,1,6,5,NA,NA,"0","0","","0","",370,140,8.2,9.5,2,"1",2,"ET10.
SE DEJA UN 10 POR CIENTO DE OCUPACION PARA EL RESTO DE LAS ESPECIES.
LOS PIES 22 Y 30 ENTRAN POR CORRECCION DE PENDIENTE. EL PIE CON RUMBO 279 G Y 15.2 M NO ENTRA  POR DISTANCIA.
EL PIE CON RUMBO 361 G Y 10.8 M NO ENTRA POR DISTANCIA UNA VEZ CORREGIDA  LA PENDIENTE.PIE 31 FORMA COMPROBADA.
SE OBSERVAN CORTAS ANTIGUAS.",10,47,"05/07/01 00:00:00","12/30/99 09:21:46","05/07/01 00:00:00","12/30/99 11:29:29",128,"039","065","323","10",NA,NA,NA,NA,NA,NA,"D",6,"17.577.A.1"
"32921",NA,NA,"17.617",17,17,617,"A","1",0,1984,"L","6692","1997","","4-1","2001","",1,"1","1",90,90,1,2,1,3,2,4,"05/29/01 00:00:00","12/30/99 14:34:00",1,2,1,1,10,7,NA,NA,"0","0","","0","",7,0,11.8,0,3,"3",2,"PARCELA ENCONTRADA POR LOS PIES DEL IFN2.
DEJO UN 10% DE OCUPACION PARA EL RESTO DE ESPECIES, PRINCIPALMENTE AVELLANO  Y MAJUELO.
EL PIE N3 NO DEBERIA ENTRAR PORQUE ES UNA BIFURCACION DEL N2 POR ENCIMA DE 1.30 M, PERO COMO SE MIDIO EN EL IFN2 POR  ENCIMA DE LA BIFURCACION, LO HE CONSIDERADO OTRO PIE.
LOS PIES  CON RUMBO 48 G Y 317 G NO ENTRAN POR ESCASOS MM DE DIAMETRO. PIE 41 DIAMETROS COMPROBADOS
 LOS PIES 4, 16, 17, 18 Y 25 ENTRAN POR CORRECCION DE PENDIENTE.ALTURAS PIES 14,22,23,32,33,38 Y 42",18,54,"05/29/01 00:00:00","12/30/99 11:47:41","05/29/01 00:00:00","12/30/99 14:49:32",182,"114","396","320","10",NA,NA,NA,NA,NA,NA,"D",6,"17.617.A.1"
"32932",NA,NA,"17.627",17,17,627,"A","1",0,1984,"L","6682","1997","","3-1","2001","",1,"1","1",85,80,1,2,2,3,2,4,"05/03/01 00:00:00","12/30/99 12:03:00",1,1,1,1,7,4,NA,NA,"4","0","","0","",200,0,13.5,0,2,"3",3,"ET10. YA QUE LE DOY OCUPACION AL HAYA,  QUE ESTA PRESENTE EN LA ZONA DE  UNA    FORMA SIGNIFICATIVA. 10% RESTO  ESPECIES.   HAY  071,  Y 021 EN ESTADO  3 PERO   DOMINA EL  4. A RUMBO 50 HAY  UN PIE QUE   NO ENTRA  POR DIAMETRO. A  MAS DE 25   METROS HAY 037, 265.",23,51,"05/03/01 00:00:00","12/30/99 09:46:50","05/03/01 00:00:00","12/30/99 12:06:09",139,"147","240","330","5",NA,NA,NA,NA,NA,NA,"D",5,"17.627.A.1"
