"","PlotID0","FECHGR","anno.gr.x","mes.gr.x","PlotID","FechaIni","Cla","Subclase","anno.gr.y","mes.gr.y","diff.year"
"1",9.2146,920312,1992,3,"9.2146.A.1","2018-11-24","A",1,2018,11,27
"2",9.221,920130,1992,1,"9.2210.A.1","2018-05-25","A",1,2018,5,26
"3",9.2215,920306,1992,3,"9.2215.A.1","2018-05-09","A",1,2018,5,26
"4",9.2226,920306,1992,3,"9.2226.A.1","2018-05-22","A",1,2018,5,26
"5",9.2235,920306,1992,3,"9.2235.A.1","2018-06-05","A",1,2018,6,26
"6",9.2243,920306,1992,3,"9.2243.A.1","2018-05-31","A",1,2018,5,26
"7",9.2247,920306,1992,3,"9.2247.A.1","2018-06-12","A",1,2018,6,26
"8",9.2249,920306,1992,3,"9.2249.A.1","2018-05-11","A",1,2018,5,26
"9",9.2259,920309,1992,3,"9.2259.A.1","2018-06-20","A",1,2018,6,26
"10",9.227,920130,1992,1,"9.2270.A.1","2018-06-14","A",1,2018,6,27
"11",9.236,920130,1992,1,"9.2360.A.1","2018-11-13","A",1,2018,11,27
"12",9.2397,920310,1992,3,"9.2397.A.1","2018-10-18","A",1,2018,10,27
"13",9.24,920127,1992,1,"9.2400.A.1","2018-10-24","A",1,2018,10,27
"14",9.2422,920311,1992,3,"9.2422.A.1","2018-07-10","A",1,2018,7,26
"15",9.2423,920311,1992,3,"9.2423.A.1","2018-07-11","A",1,2018,7,26
"16",9.2438,920311,1992,3,"9.2438.A.1","2018-07-12","A",1,2018,7,26
"17",9.2443,920311,1992,3,"9.2443.A.1","2018-07-19","A",1,2018,7,26
"18",9.246,920130,1992,1,"9.2460.A.1","2018-07-24","A",1,2018,7,27
"19",9.2614,920313,1992,3,"9.2614.A.1","2018-06-13","A",1,2018,6,26
"20",9.503,920217,1992,2,"9.503.A.1","2018-06-18","A",1,2018,6,26
"21",9.52,920127,1992,1,"9.520.A.1","2018-06-19","A",1,2018,6,27
"22",9.86,920128,1992,1,"9.860.A.1","2018-07-18","A",1,2018,7,27
"23",9.86,920128,1992,1,"9.86.A.1","2018-05-07","A",1,2018,5,26
"24",9.887,920302,1992,3,"9.887.A.1","2018-09-11","A",1,2018,9,27
"25",9.897,920302,1992,3,"9.897.A.1","2018-07-03","A",1,2018,7,26
"26",34.323,920327,1992,3,"34.323.A.1","2019-04-12","A",1,2019,4,27
"27",34.324,920327,1992,3,"34.324.A.1","2019-04-22","A",1,2019,4,27
"28",34.542,920402,1992,4,"34.542.A.1","2019-04-29","A",1,2019,4,27
"29",37.1024,920708,1992,7,"37.1024.A.1","2018-10-26","A",1,2018,10,26
"30",37.1725,920723,1992,7,"37.1725.A.1","2018-10-29","A",1,2018,10,26
"31",42.225,921216,1992,12,"42.225.A.1","2019-02-26","A",1,2019,2,26
"32",42.252,920110,1992,1,"42.252.A.1","2019-05-24","A",1,2019,5,27
"33",42.253,920110,1992,1,"42.253.A.1","2019-05-28","A",1,2019,5,27
"34",42.326,920113,1992,1,"42.326.A.1","2019-07-22","A",1,2019,7,28
"35",42.333,920113,1992,1,"42.333.A.1","2019-04-26","A",1,2019,4,27
"36",42.345,921217,1992,12,"42.345.A.1","2019-05-06","A",1,2019,5,26
"37",42.406,920108,1992,1,"42.406.A.1","2019-06-12","A",1,2019,6,28
"38",42.436,920109,1992,1,"42.436.A.1","2019-06-03","A",1,2019,6,28
"39",42.448,920109,1992,1,"42.448.A.1","2019-08-20","A",1,2019,8,28
"40",42.45,921216,1992,12,"42.450.A.1","2019-07-31","A",1,2019,7,27
"41",42.46,920108,1992,1,"42.460.A.1","2019-06-19","A",1,2019,6,28
"42",42.632,920114,1992,1,"42.632.A.1","2019-07-15","A",1,2019,7,28
"43",42.65,921216,1992,12,"42.650.A.1","2019-05-30","A",1,2019,5,26
"44",42.841,920108,1992,1,"42.841.A.1","2019-03-14","A",1,2019,3,27
"45",42.883,920109,1992,1,"42.883.A.1","2019-08-05","A",1,2019,8,28
"46",42.915,920109,1992,1,"42.915.A.1","2019-03-27","A",1,2019,3,27
"47",42.918,920109,1992,1,"42.918.A.1","2019-04-29","A",1,2019,4,27
"48",42.957,920109,1992,1,"42.957.A.1","2019-03-04","A",1,2019,3,27
"49",42.96,920108,1992,1,"42.960.A.1","2019-04-05","A",1,2019,4,27
