"","PlotID0","PlotID.x","CoorX","CoorY","FechaIni.x","FechaFin.x","Cla.x","Subclase.x","PlotID.y","FechaIni.y","FechaFin.y","Cla.y","Subclase.y"
"29",9.887,"9.887.A.1",NA,NA,"04/03/03 00:00:00","04/03/03 00:00:00","A","1","9.887.A.1","2018-09-11","2018-09-11","A",1
"30",9.897,"9.897.A.1",NA,NA,"05/13/03 00:00:00","05/13/03 00:00:00","A","1","9.897.A.1","2018-07-03","2018-07-03","A",1
"31",34.323,"34.323.A.1",NA,NA,"03/14/03 00:00:00","03/14/03 00:00:00","A","1","34.323.A.1","2019-04-12","2019-04-12","A",1
"32",34.324,"34.324.A.1",NA,NA,"03/14/03 00:00:00","03/14/03 00:00:00","A","1","34.324.A.1","2019-04-22","2019-04-22","A",1
"33",34.542,"34.542.A.1",NA,NA,"04/30/03 00:00:00","04/30/03 00:00:00","A","1","34.542.A.1","2019-04-29","2019-04-29","A",1
"34",37.1024,"37.1024.A.1",NA,NA,"04/26/02 00:00:00","04/26/02 00:00:00","A","1","37.1024.A.1","2018-10-26","2018-10-26","A",1
"35",37.1223,"37.1223.A.1",NA,NA,"04/04/02 00:00:00","04/04/02 00:00:00","A","1","37.1223.A.1","2018-11-21","2018-11-21","A",1
"36",37.1725,"37.1725.A.1",NA,NA,"05/21/02 00:00:00","05/21/02 00:00:00","A","1","37.1725.A.1","2018-10-29","2018-10-29","A",1
"37",40.1849,"40.1849.A.1 ",NA,NA,"11/04/03 10:04:02","11/04/03 12:21:25","A","1 ","40.1849.A.1","2018-12-03","2018-12-03","A",1
"38",40.1856,"40.1856.A.1 ",NA,NA,"11/06/03 11:29:05","11/06/03 13:37:56","A","1 ","40.1856.A.1","2018-12-03","2018-12-03","A",1
"39",40.1864,"40.1864.A.1 ",NA,NA,"12/11/03 13:24:45","12/11/03 15:37:58","A","1 ","40.1864.A.1","2018-12-12","2018-12-12","A",1
"40",42.1046,"42.1046.A.1 ",NA,NA,"11/17/03 14:05:12","11/17/03 16:26:55","A","1 ","42.1046.A.1","2019-05-13","2019-05-13","A",1
"41",42.225,"42.225.A.3C",NA,NA,"11/25/03 09:58:29","11/25/03 11:18:48","A","3C","42.225.A.1","2019-02-26","2019-02-26","A",1
"42",42.228,"42.228.A.1 ",NA,NA,"11/25/03 14:26:20","11/25/03 15:25:42","A","1 ","42.228.A.1","2019-03-11","2019-03-11","A",1
"43",42.23,"42.230.A.1 ",NA,NA,"11/18/03 14:31:30","11/18/03 15:25:48","A","1 ","42.230.A.1","2019-03-12","2019-03-12","A",1
"44",42.252,"42.252.A.1 ",NA,NA,"02/11/04 12:38:30","02/11/04 14:06:08","A","1 ","42.252.A.1","2019-05-24","2019-05-24","A",1
"45",42.253,"42.253.A.1 ",NA,NA,"12/04/03 09:58:39","12/04/03 11:28:12","A","1 ","42.253.A.1","2019-05-28","2019-05-28","A",1
"46",42.326,"42.326.A.1 ",NA,NA,"11/10/03 15:27:59","11/10/03 17:26:39","A","1 ","42.326.A.1","2019-07-22","2019-07-22","A",1
"47",42.333,"42.333.A.1 ",NA,NA,"12/17/03 10:01:31","12/17/03 12:33:30","A","1 ","42.333.A.1","2019-04-26","2019-04-26","A",1
"48",42.341,"42.341.A.4 ",NA,NA,"01/21/04 13:57:58","01/21/04 15:32:04","A","4 ","42.341.A.4","2019-07-18","2019-07-18","A",4
"49",42.345,"42.345.A.1 ",NA,NA,"11/17/03 14:29:56","11/17/03 16:00:19","A","1 ","42.345.A.1","2019-05-06","2019-05-06","A",1
"50",42.366,"42.366.A.3E",NA,NA,"01/30/04 13:49:30","01/30/04 15:06:19","A","3E","42.366.A.1","2019-06-05","2019-06-05","A",1
"51",42.406,"42.406.A.1 ",NA,NA,"02/20/04 10:46:17","02/20/04 12:30:51","A","1 ","42.406.A.1","2019-06-12","2019-06-12","A",1
"52",42.437,"42.437.A.1 ",NA,NA,"02/19/04 10:15:18","02/19/04 12:15:17","A","1 ","42.437.A.1","2019-07-23","2019-07-23","A",1
"53",42.448,"42.448.A.1 ",NA,NA,"11/25/03 10:10:47","11/25/03 12:03:24","A","1 ","42.448.A.1","2019-08-20","2019-08-20","A",1
"54",42.45,"42.450.A.1 ",NA,NA,"12/05/03 09:45:47","12/05/03 11:51:18","A","1 ","42.450.A.1","2019-07-31","2019-07-31","A",1
"55",42.46,"42.460.A.1 ",NA,NA,"12/04/03 13:22:56","12/04/03 15:28:37","A","1 ","42.460.A.1","2019-06-19","2019-06-19","A",1
"56",42.632,"42.632.A.1 ",NA,NA,"03/17/04 12:51:50","03/17/04 13:29:46","A","1 ","42.632.A.1","2019-07-15","2019-07-15","A",1
"57",42.65,"42.650.A.1 ",NA,NA,"03/10/04 13:40:13","03/10/04 15:14:50","A","1 ","42.650.A.1","2019-05-30","2019-05-30","A",1
"58",42.725,"42.725.A.1 ",NA,NA,"03/16/04 10:28:39","03/23/04 11:12:15","A","1 ","42.725.A.1","2019-04-25","2019-04-25","A",1
"59",42.841,"42.841.A.1 ",NA,NA,"01/22/04 10:05:01","01/22/04 11:58:47","A","1 ","42.841.A.1","2019-03-14","2019-03-14","A",1
"60",42.875,"42.875.A.4 ",NA,NA,"03/18/04 14:02:05","03/18/04 14:56:59","A","4 ","42.875.A.1","2019-04-26","2019-04-26","A",1
"61",42.883,"42.883.A.1 ",NA,NA,"01/12/04 13:09:37","01/12/04 15:45:09","A","1 ","42.883.A.1","2019-08-05","2019-08-05","A",1
"62",42.915,"42.915.A.1 ",NA,NA,"02/24/04 10:13:24","02/24/04 11:57:36","A","1 ","42.915.A.1","2019-03-27","2019-03-27","A",1
"63",42.918,"42.918.A.1 ",NA,NA,"02/19/04 10:24:23","02/19/04 12:14:18","A","1 ","42.918.A.1","2019-04-29","2019-04-29","A",1
"64",42.957,"42.957.A.1 ",NA,NA,"02/16/04 09:11:28","02/16/04 10:35:28","A","1 ","42.957.A.1","2019-03-04","2019-03-04","A",1
"65",42.958,"42.958.A.1 ",NA,NA,"01/16/04 12:01:01","01/16/98 14:53:46","A","1 ","42.958.A.1","2019-04-04","2019-04-04","A",1
"66",42.96,"42.960.A.1 ",NA,NA,"03/12/04 10:51:41","03/12/04 11:51:06","A","1 ","42.960.A.1","2019-04-05","2019-04-05","A",1
"67",42.983,"42.983.A.4 ",NA,NA,"11/07/03 10:54:02","11/07/03 12:23:05","A","4 ","42.983.A.1","2019-02-28","2019-02-28","A",1
