"","PlotID","G","N","Especie","G.e","N.e","porcentajeG","porcentejeN"
"346","1.1149.A.1",13.19258,107.518005999858,71,7.34217333333333,72.9990672314827,0.556538094393465,0.678947368421053
"350","1.1151.A.1",13.1498275555556,161.842893241892,25,9.12755555555556,141.471060526129,0.694119791076601,0.874125874125874
"351","1.1151.A.1",13.1498275555556,161.842893241892,44,4.022272,20.3718327157626,0.305880208923399,0.125874125874126
"361","1.1157.A.1",12.4770772222222,174.433817628717,71,4.84154266666667,52.6272345157201,0.388035000540324,0.301703163017032
"363","1.1157.A.1",12.4770772222222,174.433817628717,255,2.73369288888889,33.3871702841665,0.219097216455474,0.191403081914031
"365","1.1157.A.1",12.4770772222222,174.433817628717,476,2.00928888888889,28.2942121052258,0.161038426957097,0.16220600162206
"368","1.116.A.1",21.9459217777778,235.690786836531,21,15.3063995555556,115.440385389321,0.697459861132589,0.489795918367347
"369","1.116.A.1",21.9459217777778,235.690786836531,41,3.41792222222222,42.4413181578388,0.155742932870707,0.180072028811525
"374","1.1161.A.3E",13.7354053333333,618.087063438658,44,6.25853155555555,415.359033704715,0.455649571575965,0.67200732433051
"375","1.1161.A.3E",13.7354053333333,618.087063438658,71,6.86127377777778,75.4040752604269,0.499531947639486,0.121995880064088
"382","1.1165.A.1",29.579081,1569.90435865846,44,12.896581,641.712730546522,0.436003437699772,0.408759124087591
"383","1.1165.A.1",29.579081,1569.90435865846,71,10.068075,418.895810217869,0.340378222027926,0.266828872668289
"395","1.1175.A.1",17.4778163333333,1044.48083986441,44,4.336475,445.633840657307,0.248113089032156,0.426655830963023
"396","1.1175.A.1",17.4778163333333,1044.48083986441,71,11.1436913333333,503.354033351968,0.637590596033459,0.4819179195449
"407","1.118.A.3C",24.9395925555556,450.160914594143,28,15.392012,75.2626041999007,0.617171750729796,0.167190446260214
"409","1.118.A.3C",24.9395925555556,450.160914594143,43,6.30554166666667,201.596261249734,0.252832585481114,0.447831552482715
"421","1.1187.A.1",20.3581726666667,947.007279161909,44,16.1891726666667,310.387506794327,0.795217376909958,0.327756199581715
"422","1.1187.A.1",20.3581726666667,947.007279161909,76,4.169,636.619772367581,0.204782623090042,0.672243800418285
"424","1.1188.A.3E",26.6689418888889,2666.30507773596,44,10.9875228888889,1069.66268863806,0.411996956409682,0.401177906298085
"425","1.1188.A.3E",26.6689418888889,2666.30507773596,71,4.669869,227.909878507594,0.175105147382904,0.0854777948745158
"427","1.1188.A.3E",26.6689418888889,2666.30507773596,476,9.30145,1114.08460164327,0.34877461725901,0.417838382766488
"431","1.1190.A.1",21.7291027777778,904.141547822492,44,14.3667417777778,825.200696048912,0.661175103487041,0.912689719918636
"432","1.1190.A.1",21.7291027777778,904.141547822492,71,5.902336,15.278874536822,0.27163275264344,0.0168987638867157
"435","1.1191.A.1",32.0436115555556,250.828190312827,43,8.083836,40.7436654315252,0.252276057771599,0.16243654822335
"436","1.1191.A.1",32.0436115555556,250.828190312827,44,22.6853755555556,164.10643021031,0.707953144302253,0.654258319232939
"455","1.120.A.1",26.991208,1048.44202955914,21,12.5263607777778,599.271412388683,0.464090409654054,0.57158278235056
"456","1.120.A.1",26.991208,1048.44202955914,44,14.4648472222222,449.17061717046,0.535909590345946,0.42841721764944
"459","1.1201.A.1",30.5958132222222,2800.2781720542,44,4.884375,700.281749604339,0.159641940697049,0.250075780539557
"461","1.1201.A.1",30.5958132222222,2800.2781720542,71,19.1030298888889,1530.57540383219,0.624367450217472,0.546579771647974
"474","1.1209.A.1",26.8118655555556,312.651043762746,44,11.47795,190.985931710274,0.428092180912108,0.610859728506787
"475","1.1209.A.1",26.8118655555556,312.651043762746,71,15.3339155555556,121.665112052471,0.571907819087892,0.389140271493213
"486","1.1215.A.1",14.3843916666667,512.832594407218,44,5.57768888888889,134.397507499823,0.38775980369154,0.262068965517241
"487","1.1215.A.1",14.3843916666667,512.832594407218,71,7.94820277777778,251.111132433879,0.552557449905675,0.489655172413793
"494","1.1219.A.3E",21.2312572222222,1118.75314664063,44,3.36833333333333,332.456992236404,0.158649735061746,0.297167425392008
"495","1.1219.A.3E",21.2312572222222,1118.75314664063,71,16.9929238888889,658.97219993071,0.800372945936655,0.589023773394031
"499","1.1220.A.3C",46.8893138888889,1181.28335539318,21,7.64201111111111,194.522708223428,0.162979802375014,0.164670658682635
"500","1.1220.A.3C",46.8893138888889,1181.28335539318,25,39.2473027777778,986.760647169751,0.837020197624986,0.835329341317365
"501","1.1220.A.3E",16.5828687777778,459.356533528341,43,9.76002933333333,185.468560349755,0.588560970006135,0.403757314444102
"502","1.1220.A.3E",16.5828687777778,459.356533528341,71,4.69693944444444,82.9020414683117,0.283240463841738,0.180474283954419
"511","1.1227.A.1",17.5949904444444,751.352802454272,21,2.654796,51.0710528499326,0.150883628404484,0.0679721333082282
"513","1.1227.A.1",17.5949904444444,751.352802454272,44,14.3707944444444,572.957795130823,0.816754887694865,0.762568254565995
"515","1.1229.A.1",39.8179832222222,3120.99306626694,43,32.0552332222222,2452.54230528098,0.805044118968144,0.785821132314945
"516","1.1229.A.1",39.8179832222222,3120.99306626694,44,7.76275,668.45076098596,0.194955881031856,0.214178867685055
"520","1.1230.A.4",25.9666222222222,1520.81390065589,43,17.0673666666667,1206.04079098525,0.657280970955877,0.793023255813953
"521","1.1230.A.4",25.9666222222222,1520.81390065589,71,8.89925555555556,314.773109670637,0.342719029044123,0.206976744186047
"530","1.1232.A.1",23.7638501111111,1752.26055567664,44,12.5413251111111,860.992874362022,0.527748031252194,0.491361214274181
"531","1.1232.A.1",23.7638501111111,1752.26055567664,45,11.222525,891.267681314614,0.472251968747806,0.508638785725819
"533","1.1233.A.1",26.5922512222222,986.194762927647,44,12.423124,45.8366236104659,0.467170827177596,0.0464782671065844
"538","1.1233.A.1",26.5922512222222,986.194762927647,215,4.8246,509.295817894065,0.18142879140553,0.51642519007316
"539","1.1235.A.3C",11.0503956666667,90.6829497972488,44,2.291776,10.1859163578813,0.207393116873915,0.112324492979719
"540","1.1235.A.3C",11.0503956666667,90.6829497972488,71,8.75861966666667,80.4970334393675,0.792606883126085,0.887675507020281
"541","1.1235.A.3E",18.3009244444444,59.9837296630788,44,6.878436,15.278874536822,0.375851833107156,0.254716981132075
"542","1.1235.A.3E",18.3009244444444,59.9837296630788,71,11.4224884444444,44.7048551262568,0.624148166892844,0.745283018867925
"546","1.1238.A.1",27.2829011111111,460.346830952024,43,8.50803588888889,175.989999294505,0.31184498504171,0.382298709280885
"547","1.1238.A.1",27.2829011111111,460.346830952024,71,17.1542152222222,188.863865802382,0.62875334086946,0.410264290104487
"549","1.1239.A.1",27.9562731111111,375.181252515295,43,23.0892844444444,214.470127757612,0.825907099729531,0.571644042232278
"550","1.1239.A.1",27.9562731111111,375.181252515295,71,4.86698866666667,160.711124757683,0.174092900270469,0.428355957767723
"553","1.1240.A.1",12.3672555555556,517.925552586159,43,9.13405555555556,344.623503441651,0.738567705221584,0.665391969407266
"554","1.1240.A.1",12.3672555555556,517.925552586159,44,2.5486,141.471060526129,0.206076440205453,0.273149412728763
"560","1.1243.A.1",57.269508,5122.38415953009,44,26.550554,2120.08531304457,0.463607160725041,0.413886433937251
"561","1.1243.A.1",57.269508,5122.38415953009,45,25.202904,2429.34105135469,0.440075441192894,0.474259832081308
"564","1.1244.A.1",28.0183093333333,1668.93410102675,71,18.4192343333333,1290.49901411935,0.657399920680439,0.77324743578876
"565","1.1244.A.1",28.0183093333333,1668.93410102675,76,9.599075,378.435086907396,0.342600079319561,0.22675256421124
"566","1.1245.A.1",39.9780823333333,1792.72127898711,43,21.3899972222222,958.466435064525,0.535043102965133,0.534643308080808
"567","1.1245.A.1",39.9780823333333,1792.72127898711,44,17.8992851111111,820.107737869971,0.447727456306399,0.457465277777778
"569","1.1246.A.1",40.662747,2276.83524810752,44,33.775288,2130.27122940245,0.830619928358505,0.935628184416553
"570","1.1246.A.1",40.662747,2276.83524810752,45,6.887459,146.56401870507,0.169380071641495,0.0643718155834472
"572","1.1247.A.3C",17.992876,193.532410799745,44,11.018636,35.6507072525846,0.612388814328515,0.184210526315789
"573","1.1247.A.3C",17.992876,193.532410799745,45,6.24324,30.5577490736439,0.34698399522122,0.157894736842105
"574","1.1247.A.3E",14.993352,50.9295817894065,44,11.83316,35.6507072525846,0.789227118792382,0.7
"575","1.1247.A.3E",14.993352,50.9295817894065,45,3.160192,15.278874536822,0.210772881207618,0.3
"592","1.1255.A.3E",18.3780888888889,788.70116243317,44,8.30119722222222,328.92021572325,0.451689904886737,0.417040358744395
"593","1.1255.A.3E",18.3780888888889,788.70116243317,45,9.62889166666667,427.949958091541,0.523933240549737,0.542600896860987
"599","1.1259.A.1",17.0816472222222,1333.36474545877,44,11.8843638888889,841.752810130469,0.695738750149811,0.631299734748011
"602","1.1259.A.1",17.0816472222222,1333.36474545877,276,2.71975,222.816920328653,0.159220592991861,0.16710875331565
"603","1.126.A.3C",38.9854097777778,882.920888743572,21,23.6484831111111,436.579692783635,0.606598295257399,0.494472039737222
"604","1.126.A.3C",38.9854097777778,882.920888743572,28,10.5292205555556,108.791245544593,0.270081053798679,0.123217433103669
"609","1.126.A.3E",31.1788163333333,403.051051438942,44,22.2908907777778,304.870135433808,0.714937043775666,0.756405756405756
"611","1.126.A.3E",31.1788163333333,403.051051438942,71,5.10382,15.278874536822,0.163695117397497,0.0379080379080379
"612","1.1261.A.1",19.887484,94.5026684314543,44,5.585896,19.2400642315536,0.280874946272741,0.203592814371258
"613","1.1261.A.1",19.887484,94.5026684314543,45,14.301588,75.2626041999007,0.719125053727259,0.796407185628743
"614","1.1262.A.1",14.7305722222222,1046.88584789336,45,11.5620722222222,505.759041380912,0.78490312852748,0.483108108108108
"615","1.1262.A.1",14.7305722222222,1046.88584789336,68,3.1685,541.126806512444,0.21509687147252,0.516891891891892
"633","1.1270.A.1",24.3197815555556,600.403180872892,71,18.3732211111111,361.882972825838,0.755484627571171,0.602733270499529
"634","1.1270.A.1",24.3197815555556,600.403180872892,476,3.693,205.133037762887,0.151851692893038,0.341658812441093
"638","1.1272.A.1",19.589075,2083.16136624725,44,4.712075,459.78094670992,0.24054606968425,0.220713073005093
"640","1.1272.A.1",19.589075,2083.16136624725,71,12.0661,1400.56349920868,0.615960682165952,0.6723259762309
"643","1.1273.A.3E",34.9833023333333,1725.5225252372,45,22.2807583333333,887.730904801461,0.636896943605677,0.514470771501189
"644","1.1273.A.3E",34.9833023333333,1725.5225252372,68,8.903925,795.774715459477,0.254519282232427,0.461178978437321
"653","1.1279.A.1",35.4654918888889,588.095198607119,41,6.35856355555556,48.6660448209884,0.179288745676404,0.0827519846042819
"654","1.1279.A.1",35.4654918888889,588.095198607119,43,29.1069283333333,539.429153786131,0.820711254323596,0.917248015395718
"658","1.1282.A.1",20.4139663333333,263.560585760179,43,3.40342,15.278874536822,0.166720173063216,0.0579710144927536
"659","1.1282.A.1",20.4139663333333,263.560585760179,71,15.9804213333333,216.450722604978,0.78281805075966,0.821256038647343
"665","1.1284.A.1",12.3669611111111,431.486734604694,44,7.44575,198.059484736581,0.602067875293176,0.459016393442623
"666","1.1284.A.1",12.3669611111111,431.486734604694,45,3.66321111111111,74.2723067762178,0.296209479289127,0.172131147540984
"668","1.1285.A.4",28.169846,2169.60018422872,44,16.333321,1214.67052567735,0.579815771800811,0.559859154929577
"669","1.1285.A.4",28.169846,2169.60018422872,45,9.734275,859.436692696235,0.345556557178197,0.39612676056338
"676","1.1287.A.1",21.016333,2084.29313473146,44,4.894913,291.571855744352,0.23290994675427,0.139890042761148
"677","1.1287.A.1",21.016333,2084.29313473146,45,14.81002,1538.07337004008,0.704690965831194,0.737935247403787
"687","1.1290.A.1",21.3013677777778,1115.21637012748,43,9.57082177777778,231.446655020747,0.449305503647627,0.207535202334137
"692","1.1290.A.1",21.3013677777778,1115.21637012748,273,6.323006,496.70489350724,0.296835680504815,0.445388811366231
"694","1.1291.A.1",19.5579908888889,886.882078438304,41,7.385539,355.23383298111,0.377622581069705,0.400542351252193
"695","1.1291.A.1",19.5579908888889,886.882078438304,43,8.61614355555556,326.515207694306,0.440543387329753,0.368160791194768
"699","1.1293.A.1",25.1369983333333,1739.66963128981,43,20.1815733333333,1453.1907337244,0.802863295995498,0.835325689192486
"700","1.1293.A.1",25.1369983333333,1739.66963128981,54,3.791675,254.647908947033,0.150840404638607,0.146377165162235
"706","1.1296.A.3C",11.167897,869.622609054116,44,3.6324,541.126806512444,0.325253716075641,0.622254758418741
"707","1.1296.A.3C",11.167897,869.622609054116,45,7.535497,328.495802541672,0.674746283924359,0.377745241581259
"710","1.1297.A.1",55.3594703333333,2430.89723302048,44,45.9796703333333,1444.13658585073,0.830565575437737,0.594075539777687
"711","1.1297.A.1",55.3594703333333,2430.89723302048,45,9.3798,986.760647169751,0.169434424562263,0.405924460222313
"732","1.1313.A.3E",10.0279,1050.42262440651,25,1.856375,95.4929658551372,0.185121012375472,0.0909090909090909
"733","1.1313.A.3E",10.0279,1050.42262440651,44,5.282525,541.126806512444,0.526782776054807,0.515151515151515
"734","1.1313.A.3E",10.0279,1050.42262440651,45,1.7655,286.478897565412,0.176058795959274,0.272727272727273
"735","1.1314.A.1",13.3162,1623.38041953733,21,2.86925,445.633840657307,0.215470629759241,0.274509803921569
"737","1.1314.A.1",13.3162,1623.38041953733,44,8.3692,891.267681314614,0.628497619440982,0.549019607843137
"750","1.1325.A.3C",20.7564111111111,1064.56973045912,44,11.9849027777778,498.685488354605,0.577407274967788,0.46843853820598
"751","1.1325.A.3C",20.7564111111111,1064.56973045912,71,3.76958333333333,88.4194128288307,0.181610554597054,0.0830564784053156
"760","1.1330.A.1",16.787925,1856.80766940545,44,12.613525,1687.04239677409,0.751345088806389,0.908571428571429
"761","1.1330.A.1",16.787925,1856.80766940545,45,3.5669,42.4413181578388,0.212468187700386,0.0228571428571429
"763","1.1331.A.1",14.2627555555556,347.735866773226,44,7.73529444444444,194.522708223428,0.542342215311363,0.55939788445891
"764","1.1331.A.1",14.2627555555556,347.735866773226,71,6.52746111111111,153.213158549798,0.457657784688637,0.44060211554109
"771","1.1338.A.4",32.273996,2265.09315008385,43,11.88095,1018.59163578813,0.368127640593374,0.449690837549185
"772","1.1338.A.4",32.273996,2265.09315008385,44,9.3642,732.112738222719,0.290146903407933,0.323215289488477
"773","1.1338.A.4",32.273996,2265.09315008385,71,11.028846,514.388776073006,0.341725455998693,0.227093872962338
"776","1.134.A.1",23.4169888888889,1672.89529072148,21,6.55274444444444,130.860730986669,0.27982865241712,0.0782241014799154
"777","1.134.A.1",23.4169888888889,1672.89529072148,44,15.2435444444444,1287.38665078778,0.650960912044389,0.769556025369979
"783","1.1345.A.1",32.5494377777778,513.964362891427,21,21.8747711111111,241.632571378629,0.672047586826385,0.470134874759152
"785","1.1345.A.1",32.5494377777778,513.964362891427,55,9.35033333333333,226.353696841807,0.287265586495537,0.440407376823562
"790","1.1349.A.1",12.9691416666667,824.068927564703,37,2.1896,381.971863420549,0.168831527658281,0.463519313304721
"791","1.1349.A.1",12.9691416666667,824.068927564703,44,10.7795416666667,442.097064144154,0.831168472341719,0.536480686695279
"795","1.1350.A.3C",29.1280403333333,1218.2073021905,44,12.5146694444444,417.339628552081,0.429643371171901,0.34258506561375
"796","1.1350.A.3C",29.1280403333333,1218.2073021905,71,11.4170208888889,132.416912652457,0.39195980087351,0.108698176750668
"803","1.1351.A.3C",30.6268833333333,1676.43206723463,44,13.5524916666667,1156.52591980111,0.442503127698814,0.689873417721519
"805","1.1351.A.3C",30.6268833333333,1676.43206723463,71,15.2956916666667,265.258238486492,0.499420443804,0.158227848101266
"807","1.1351.A.3E",16.8033583333333,813.458598025243,44,11.6514583333333,417.339628552081,0.69340057518264,0.513043478260869
"810","1.1351.A.3E",16.8033583333333,813.458598025243,278,2.5609,127.323954473516,0.152404058117351,0.156521739130435
"817","1.1355.A.1",25.6181055555556,1167.13624934057,43,14.3073416666667,809.92182151209,0.558485545921407,0.693939393939394
"818","1.1355.A.1",25.6181055555556,1167.13624934057,71,11.3107638888889,357.214427828476,0.441514454078593,0.306060606060606
"833","1.1363.A.3C",12.3536023333333,670.006942651748,44,2.9915,286.478897565412,0.242156086887153,0.427576013513513
"834","1.1363.A.3C",12.3536023333333,670.006942651748,71,9.36210233333333,383.528045086336,0.757843913112847,0.572423986486487
"864","1.1382.A.1",21.36076,920.26924872247,44,4.34445,541.126806512444,0.203384617401254,0.588009223674097
"866","1.1382.A.1",21.36076,920.26924872247,71,14.0656544444444,174.009404447139,0.658480992457405,0.189085318985396
"869","1.1386.A.4",27.9376388888889,844.865173462043,44,15.3521333333333,431.486734604694,0.549514344944842,0.510716677829873
