"","Pvalor","PlotID"
"3","5.49013121909763e-10","1.6.A.1"
"4","3.0573985888645e-12","1.8.A.4"
"5","4.31569202964685e-20","1.10.A.4C"
"7","1.52049968065923e-13","1.14.A.3C"
"9","6.50592962522768e-06","1.15.A.4"
"10","4.82433039642402e-27","1.18.A.1"
"11","6.87979355302097e-23","1.21.A.4C"
"14","4.80770876353194e-15","1.24.A.4"
"15","1.38854458077532e-11","1.25.A.3C"
"17","4.14933883327751e-17","1.28.A.1"
"22","6.17777931348242e-20","1.41.A.1"
"23","1.44879682575816e-22","1.42.A.4"
"24","8.81710159800695e-21","1.43.A.4C"
"25","1.52071332205078e-19","1.48.A.4"
"27","1.53324222346714e-18","1.50.A.4C"
"31","1.66562991096695e-10","1.57.A.1"
"32","1.82819248150837e-17","1.58.A.3C"
"33","4.07545139136733e-13","1.59.A.1"
"38","9.76660578910411e-31","1.69.A.4"
"39","7.75456704019496e-24","1.70.A.4"
"42","1.030370410656e-11","1.74.A.4C"
"43","1.8754986496516e-08","1.75.A.4"
"44","1.13048483942981e-22","1.76.A.4C"
"45","3.62508072390054e-16","1.77.A.3C"
"46","5.63274640791986e-24","1.79.A.4"
"47","1.86999788041539e-13","1.83.A.1"
"54","4.20727389329564e-09","1.101.A.4"
"55","1.42254059940182e-12","1.105.A.4"
"57","2.72021164061995e-17","1.107.A.4"
"59","0.000194469443103253","1.118.A.3E"
"60","2.18664511626939e-20","1.119.A.4C"
"62","3.16861822094757e-22","1.130.A.4"
"63","6.19130095053416e-22","1.132.A.4"
"64","3.56371453495952e-25","1.135.A.1"
"65","6.18052228129088e-28","1.139.A.4"
"68","0.00026912856823088","1.142.A.1"
"69","1.80347694026531e-25","1.143.A.1"
"70","7.92336025472561e-14","1.150.A.3C"
"71","5.78760983984671e-15","1.150.A.3E"
"74","3.08422999107517e-18","1.154.A.1"
"75","0.000196430776091357","1.155.A.1"
"76","7.3703296863866e-14","1.158.A.1"
"77","3.26728765941442e-11","1.159.A.3C"
"80","1.61398185519884e-12","1.164.A.1"
"81","5.20369248061015e-15","1.165.A.3C"
"82","7.09101285785174e-14","1.167.A.1"
"83","1.38486439481207e-08","1.168.A.1"
"84","5.61290976984475e-07","1.170.A.1"
"86","1.24985461713052e-11","1.172.A.3C"
"88","2.40327927029489e-13","1.173.A.3C"
"89","3.15338792296708e-19","1.175.A.1"
"90","8.91131066557987e-23","1.176.A.4C"
"91","2.30137874816733e-31","1.179.A.1"
"92","9.46440652656089e-19","1.184.A.3C"
"93","4.63945860674344e-08","1.187.A.3C"
"95","1.14186445126934e-14","1.194.A.1"
"96","1.57827041987334e-08","1.202.A.1"
"97","1.96391531364039e-21","1.205.A.4"
"98","3.35468718564541e-14","1.206.A.3C"
"99","2.81792470536374e-30","1.206.A.3E"
