"","Pvalor","PlotID"
"1","0","1 . 4"
"2","0","1 . 5"
"3","0","1 . 7"
"4","0.03","1 . 12"
"5","0","1 . 18"
"6","0","1 . 20"
"7","0","1 . 23"
"8","0","1 . 24"
"9","0","1 . 28"
"10","0","1 . 37"
"11","0","1 . 41"
"12","0","1 . 42"
"13","0","1 . 49"
"14","0","1 . 53"
"15","0","1 . 55"
"16","0","1 . 62"
"17","0","1 . 70"
"18","0.01","1 . 77"
"19","0","1 . 81"
"20","0","1 . 83"
"21","0","1 . 97"
"22","0","1 . 104"
"23","0.27","1 . 107"
"24","0","1 . 108"
"25","0.03","1 . 110"
"26","0.01","1 . 117"
"27","0","1 . 130"
"28","0.08","1 . 131"
"29","0","1 . 136"
"30","0","1 . 142"
"31","0.07","1 . 143"
"32","0.01","1 . 147"
"33","0.01","1 . 149"
"34","0","1 . 150"
"35","0","1 . 151"
"36","0","1 . 154"
"37","0.2","1 . 155"
"38","0","1 . 157"
"39","0","1 . 159"
"40","0","1 . 160"
"41","0","1 . 163"
"42","0","1 . 164"
"43","0.01","1 . 170"
"44","0","1 . 179"
"45","0","1 . 184"
"46","0","1 . 194"
"47","0","1 . 203"
"48","0","1 . 207"
"49","0.31","1 . 215"
"50","0","1 . 221"
"51","0","1 . 222"
"52","0","1 . 223"
"53","0","1 . 224"
"54","0","1 . 225"
"55","0.1","1 . 227"
"56","0.07","1 . 229"
"57","0","1 . 235"
"58","0","1 . 237"
"59","0","1 . 239"
"60","0","1 . 241"
"61","0.03","1 . 244"
"62","0","1 . 248"
"63","0","1 . 250"
"64","0","1 . 252"
"65","0.02","1 . 255"
"66","0","1 . 261"
"67","0.01","1 . 264"
"68","0","1 . 265"
"69","0.01","1 . 269"
"70","0","1 . 270"
"71","0","1 . 272"
"72","0.01","1 . 276"
"73","0","1 . 280"
"74","0","1 . 281"
"75","0","1 . 299"
"76","0","1 . 302"
"77","0","1 . 303"
"78","0","1 . 308"
"79","0","1 . 311"
"80","0","1 . 314"
"81","0","1 . 319"
"82","0","1 . 325"
"83","0","1 . 326"
"84","0","1 . 328"
"85","0","1 . 331"
"86","0","1 . 334"
"87","0","1 . 335"
"88","0","1 . 337"
"89","0","1 . 338"
"90","0","1 . 343"
"91","0","1 . 347"
"92","0","1 . 353"
"93","0.02","1 . 355"
"94","0","1 . 363"
"95","0.16","1 . 370"
"96","0.04","1 . 371"
"97","0","1 . 372"
"98","0","1 . 373"
"99","0","1 . 382"
"100","0","1 . 395"
"101","0","1 . 396"
"102","0.06","1 . 398"
"103","0.02","1 . 406"
"104","0","1 . 407"
"105","0","1 . 408"
"106","0","1 . 411"
"107","0.02","1 . 413"
"108","0","1 . 417"
"109","0","1 . 425"
"110","0","1 . 427"
"111","0.04","1 . 429"
"112","0","1 . 444"
"113","0","1 . 452"
"114","0","1 . 462"
"115","0","1 . 465"
"116","0.03","1 . 485"
"117","0.09","1 . 489"
"118","0","1 . 490"
"119","0","1 . 508"
"120","0","1 . 509"
"121","0","1 . 512"
"122","0","1 . 513"
"123","0","1 . 515"
"124","0.03","1 . 516"
"125","0.19","1 . 519"
"126","0","1 . 532"
"127","0","1 . 533"
"128","0.04","1 . 537"
"129","0","1 . 538"
"130","0","1 . 541"
"131","0","1 . 547"
"132","0.01","1 . 553"
"133","0.02","1 . 555"
"134","0","1 . 556"
"135","0","1 . 562"
"136","0","1 . 572"
"137","0.02","1 . 573"
"138","0","1 . 578"
"139","0","1 . 580"
"140","0","1 . 581"
"141","0","1 . 582"
"142","0","1 . 588"
"143","0.01","1 . 596"
"144","0.07","1 . 602"
"145","0.01","1 . 608"
"146","0","1 . 609"
"147","0","1 . 619"
"148","0","1 . 622"
"149","0","1 . 623"
"150","0.02","1 . 625"
"151","0.01","1 . 638"
"152","0","1 . 642"
"153","0","1 . 647"
"154","0","1 . 650"
"155","0","1 . 660"
"156","0","1 . 668"
"157","0","1 . 671"
"158","0","1 . 673"
"159","0","1 . 676"
"160","0.01","1 . 677"
"161","0","1 . 689"
"162","0","1 . 690"
"163","0","1 . 710"
"164","0","1 . 714"
"165","0","1 . 725"
"166","0","1 . 732"
"167","0","1 . 736"
"168","0.01","1 . 749"
"169","0","1 . 753"
"170","0","1 . 755"
"171","0","1 . 756"
"172","0","1 . 757"
"173","0","1 . 758"
"174","0","1 . 759"
"175","0","1 . 763"
"176","0","1 . 766"
"177","0","1 . 768"
"178","0","1 . 769"
"179","0","1 . 770"
"180","0.01","1 . 771"
"181","0","1 . 772"
"182","0.08","1 . 776"
"183","0","1 . 779"
"184","0","1 . 780"
"185","0","1 . 781"
"186","0","1 . 784"
"187","0","1 . 787"
"188","0","1 . 789"
"189","0","1 . 791"
"190","0","1 . 792"
"191","0.22","1 . 795"
"192","0","1 . 796"
"193","0","1 . 799"
"194","0","1 . 810"
"195","0.52","1 . 824"
"196","0","1 . 826"
"197","0","1 . 829"
"198","0.02","1 . 836"
"199","0.05","1 . 839"
"200","0.03","1 . 860"
"201","0","1 . 864"
"202","0","1 . 866"
"203","0","1 . 867"
"204","0","1 . 872"
"205","0","1 . 877"
"206","0.01","1 . 883"
"207","0","1 . 889"
"208","0","1 . 894"
"209","0","1 . 896"
"210","0","1 . 897"
"211","0.06","1 . 906"
"212","0","1 . 908"
"213","0","1 . 910"
"214","0","1 . 914"
"215","0","1 . 918"
"216","0","1 . 920"
"217","0","1 . 923"
"218","0","1 . 924"
"219","0","1 . 930"
"220","0","1 . 938"
"221","0.01","1 . 940"
"222","0","1 . 978"
"223","0","1 . 987"
"224","0","1 . 989"
"225","0","1 . 992"
"226","0","1 . 1006"
"227","0","1 . 1011"
"228","0.01","1 . 1025"
"229","0.01","1 . 1027"
"230","0","1 . 1033"
"231","0","1 . 1037"
"232","0","1 . 1039"
"233","0","1 . 1047"
"234","0","1 . 1050"
"235","0.01","1 . 1053"
"236","0.01","1 . 1054"
"237","0.09","1 . 1055"
"238","0.01","1 . 1058"
"239","0.02","1 . 1066"
"240","0","1 . 1071"
"241","0","1 . 1079"
"242","0","1 . 1085"
"243","0","1 . 1091"
"244","0","1 . 1092"
"245","0","1 . 1095"
"246","0.05","1 . 1098"
"247","0","1 . 1104"
"248","0.11","1 . 1105"
"249","0","1 . 1109"
"250","0","1 . 1111"
"251","0","1 . 1115"
"252","0","1 . 1117"
"253","0","1 . 1118"
"254","0","1 . 1122"
"255","0.08","1 . 1125"
"256","0","1 . 1131"
"257","0","1 . 1133"
"258","0","1 . 1145"
"259","0","1 . 1146"
"260","0","1 . 1148"
"261","0.06","1 . 1150"
"262","0","1 . 1155"
"263","0","1 . 1158"
"264","0.04","1 . 1159"
"265","0.03","1 . 1160"
"266","0","1 . 1161"
"267","0","1 . 1163"
"268","0.01","1 . 1167"
"269","0.01","1 . 1177"
"270","0.01","1 . 1178"
"271","0.09","1 . 1180"
"272","0","1 . 1182"
"273","0.05","1 . 1185"
"274","0","1 . 1187"
"275","0","1 . 1195"
"276","0","1 . 1198"
"277","0","1 . 1202"
"278","0.02","1 . 1208"
"279","0","1 . 1213"
"280","0","1 . 1219"
"281","0","1 . 1221"
"282","0","1 . 1224"
"283","0","1 . 1227"
"284","0.01","1 . 1229"
"285","0.01","1 . 1231"
"286","0","1 . 1236"
"287","0.02","1 . 1237"
"288","0","1 . 1242"
