"","Pvalor","PlotID"
"1","0","1.10.A.4C"
"2","0","1.14.A.3C"
"3","0","1.15.A.4"
"4","0","1.18.A.1"
"5","0.03","1.25.A.3C"
"6","0.03","1.26.A.1"
"7","0","1.28.A.1"
"8","0.02","1.41.A.1"
"9","0","1.42.A.4"
"10","0","1.43.A.4C"
"11","0","1.48.A.4"
"12","0","1.58.A.3C"
"13","0","1.69.A.4"
"14","0","1.70.A.4"
"15","0.08","1.72.A.4"
"16","0","1.75.A.4"
"17","0","1.77.A.3C"
"18","0","1.79.A.4"
"19","0","1.83.A.1"
"20","0.02","1.85.A.4"
"21","0","1.101.A.4"
"22","0.01","1.105.A.4"
"23","0","1.107.A.4"
"24","0.06","1.118.A.3E"
"25","0","1.130.A.4"
"26","0","1.132.A.4"
"27","0.11","1.135.A.1"
"28","0","1.139.A.4"
"29","0","1.143.A.1"
"30","0.01","1.150.A.3C"
"31","0.01","1.150.A.3E"
"32","0","1.158.A.1"
"33","0","1.164.A.1"
"34","0.07","1.165.A.3C"
"35","0","1.170.A.1"
"36","0.04","1.173.A.3C"
"37","0","1.175.A.1"
"38","0","1.176.A.4C"
"39","0","1.179.A.1"
"40","0","1.184.A.3C"
"41","0","1.187.A.3C"
"42","0.01","1.206.A.3C"
"43","0","1.206.A.3E"
"44","0.01","1.207.A.1"
"45","0","1.215.A.1"
"46","0","1.216.A.1"
"47","0","1.221.A.1"
"48","0","1.223.A.1"
"49","0.05","1.225.A.1"
"50","0","1.227.A.3C"
"51","0.05","1.227.A.3E"
"52","0.02","1.235.A.1"
"53","0","1.243.A.4C"
"54","0","1.244.A.1"
"55","0","1.247.A.4"
"56","0.25","1.248.A.1"
"57","0","1.251.A.1"
"58","0","1.253.A.1"
"59","0","1.255.A.3E"
"60","0","1.261.A.1"
"61","0","1.264.A.1"
"62","0","1.265.A.1"
"63","0","1.267.A.1"
"64","0","1.269.A.4"
"65","0","1.272.A.1"
"66","0.01","1.281.A.1"
"67","0","1.302.A.1"
"68","0","1.303.A.1"
"69","0","1.314.A.1"
"70","0.01","1.325.A.1"
"71","0","1.326.A.1"
"72","0","1.327.A.3C"
"73","0.03","1.327.A.3E"
"74","0","1.328.A.1"
"75","0","1.331.A.1"
"76","0","1.334.A.1"
"77","0","1.335.A.1"
"78","0","1.337.A.1"
"79","0","1.338.A.1"
"80","0.01","1.340.A.1"
"81","0.03","1.347.A.1"
"82","0","1.353.A.1"
"83","0","1.358.A.1"
"84","0.03","1.361.A.1"
"85","0.02","1.363.A.1"
"86","0.08","1.370.A.1"
"87","0","1.377.A.1"
"88","0","1.381.A.3E"
"89","0","1.382.A.4"
"90","0","1.395.A.3C"
"91","0","1.395.A.3E"
"92","0.05","1.396.A.3C"
"93","0.01","1.400.A.4"
"94","0.01","1.406.A.1"
"95","0","1.407.A.1"
"96","0","1.408.A.1"
"97","0","1.412.A.3C"
"98","0.01","1.412.A.3E"
"99","0","1.413.A.1"
"100","0.18","1.416.A.3E"
"101","0","1.417.A.1"
"102","0","1.422.A.3C"
"103","0","1.425.A.1"
"104","0","1.427.A.1"
"105","0","1.429.A.1"
"106","0","1.440.A.1"
"107","0","1.451.A.3E"
"108","0.03","1.452.A.1"
"109","0","1.456.A.3E"
"110","0","1.462.A.1"
"111","0","1.466.A.1"
"112","0","1.479.A.1"
"113","0","1.484.A.1"
"114","0","1.486.A.1"
"115","0.01","1.489.A.1"
"116","0","1.490.A.1"
"117","0.03","1.500.A.3C"
"118","0","1.508.A.1"
"119","0","1.509.A.1"
"120","0","1.512.A.1"
"121","0","1.513.A.1"
"122","0","1.515.A.1"
"123","0.07","1.516.A.1"
"124","0.01","1.519.A.1"
"125","0","1.535.A.1"
"126","0","1.537.A.1"
"127","0.02","1.538.A.1"
"128","0.01","1.541.A.1"
"129","0.12","1.547.A.4"
"130","0","1.555.A.1"
"131","0","1.556.A.1"
"132","0","1.557.A.3E"
"133","0","1.570.A.1"
"134","0.08","1.572.A.1"
"135","0","1.573.A.1"
"136","0","1.574.A.3E"
"137","0","1.578.A.1"
"138","0","1.579.A.1"
"139","0","1.588.A.1"
"140","0.01","1.596.A.1"
"141","0","1.597.A.1"
"142","0.03","1.602.A.1"
"143","0","1.609.A.1"
"144","0","1.618.A.1"
"145","0","1.619.A.1"
"146","0.05","1.623.A.1"
"147","0.01","1.625.A.1"
"148","0","1.628.A.4C"
"149","0","1.631.A.1"
"150","0","1.638.A.1"
"151","0","1.647.A.1"
"152","0","1.660.A.1"
"153","0","1.664.A.1"
"154","0","1.668.A.1"
"155","0.06","1.671.A.1"
"156","0","1.683.A.3E"
"157","0","1.684.A.1"
"158","0","1.685.A.3E"
"159","0","1.689.A.1"
"160","0","1.690.A.1"
"161","0","1.693.A.3E"
"162","0","1.694.A.1"
"163","0.01","1.702.A.1"
"164","0","1.710.A.3C"
"165","0","1.712.A.1"
"166","0","1.725.A.4"
"167","0","1.732.A.3C"
"168","0","1.735.A.1"
"169","0.01","1.736.A.1"
"170","0","1.742.A.4"
"171","0","1.746.A.3C"
"172","0","1.749.A.1"
"173","0","1.750.A.1"
"174","0.01","1.753.A.1"
"175","0","1.757.A.1"
"176","0","1.758.A.1"
"177","0","1.761.A.1"
"178","0","1.763.A.1"
"179","0","1.767.A.6C"
"180","0","1.768.A.1"
"181","0.09","1.769.A.1"
"182","0","1.770.A.1"
"183","0","1.772.A.1"
"184","0","1.775.A.1"
"185","0","1.776.A.1"
"186","0","1.779.A.1"
"187","0","1.780.A.1"
"188","0.01","1.782.A.1"
"189","0","1.783.A.1"
"190","0","1.784.A.1"
"191","0","1.787.A.1"
"192","0","1.789.A.1"
"193","0","1.791.A.1"
"194","0","1.792.A.1"
"195","0.49","1.795.A.1"
"196","0","1.796.A.1"
"197","0.01","1.799.A.3C"
"198","0","1.799.A.3E"
"199","0","1.803.A.3E"
"200","0","1.810.A.1"
"201","0.14","1.811.A.3C"
"202","0","1.826.A.3C"
"203","0","1.829.A.1"
"204","0.02","1.836.A.1"
"205","0.55","1.839.A.1"
"206","0.08","1.844.A.1"
"207","0.65","1.846.A.1"
"208","0","1.858.A.1"
"209","0","1.860.A.1"
"210","0","1.866.A.1"
"211","0","1.867.A.1"
"212","0","1.872.A.3E"
"213","0.07","1.875.A.1"
"214","0","1.877.A.1"
"215","0","1.881.A.1"
"216","0","1.883.A.1"
"217","0.03","1.889.A.1"
"218","0.01","1.894.A.1"
"219","0","1.896.A.1"
"220","0.03","1.897.A.3C"
"221","0.01","1.902.A.1"
"222","0.06","1.906.A.4"
"223","0","1.908.A.1"
"224","0","1.910.A.1"
"225","0","1.918.A.1"
"226","0.05","1.920.A.1"
"227","0.14","1.923.A.1"
"228","0","1.924.A.1"
"229","0","1.926.A.1"
"230","0","1.927.A.3E"
"231","0","1.930.A.1"
"232","0","1.938.A.1"
"233","0","1.959.A.3E"
"234","0","1.982.A.4"
