"","Pvalor","PlotID"
"5","3.0480391431109e-25","1.10.A.4C"
"7","1.46438547762835e-14","1.14.A.3C"
"9","1.62841014448839e-11","1.15.A.4"
"10","7.91745537910876e-23","1.18.A.1"
"15","3.10252341785976e-13","1.25.A.3C"
"16","1.61434742535999e-14","1.26.A.1"
"17","2.28829243492968e-24","1.28.A.1"
"22","1.36807159546584e-12","1.41.A.1"
"23","2.15718085319375e-15","1.42.A.4"
"24","7.46332951791252e-21","1.43.A.4C"
"25","2.97542490205423e-19","1.48.A.4"
"32","6.75030581693935e-18","1.58.A.3C"
"38","4.73635014833616e-34","1.69.A.4"
"39","1.48863841603929e-27","1.70.A.4"
"41","1.3372742861907e-09","1.72.A.4"
"43","1.53036484391884e-13","1.75.A.4"
"45","9.34648446647096e-19","1.77.A.3C"
"46","1.30174910186689e-19","1.79.A.4"
"47","1.84903446960132e-17","1.83.A.1"
"49","6.05586918353443e-07","1.85.A.4"
"54","3.42362939591835e-14","1.101.A.4"
"55","1.74152483959582e-13","1.105.A.4"
"57","5.95808316040286e-20","1.107.A.4"
"59","4.29839295971143e-07","1.118.A.3E"
"62","4.11380449291392e-24","1.130.A.4"
"63","3.23935590741268e-20","1.132.A.4"
"64","8.51516495614912e-19","1.135.A.1"
"65","2.29680631231471e-25","1.139.A.4"
"69","2.80188589023811e-25","1.143.A.1"
"70","9.21028672705635e-09","1.150.A.3C"
"71","5.65289156856562e-19","1.150.A.3E"
"76","3.70715788131784e-15","1.158.A.1"
"80","4.38620955691376e-16","1.164.A.1"
"81","8.80451115203284e-10","1.165.A.3C"
"84","1.04662452241519e-11","1.170.A.1"
"88","1.32887282018066e-08","1.173.A.3C"
"89","5.01290076446667e-30","1.175.A.1"
"90","6.81733072745096e-21","1.176.A.4C"
"91","1.5364132061298e-24","1.179.A.1"
"92","1.15833777287495e-26","1.184.A.3C"
"93","6.76944244292039e-11","1.187.A.3C"
"98","1.92148487880305e-12","1.206.A.3C"
"99","2.57939110251999e-17","1.206.A.3E"
"100","1.68852949095439e-15","1.207.A.1"
"101","1.17035594648663e-32","1.215.A.1"
"102","7.09213298192816e-23","1.216.A.1"
"103","4.34062522137535e-37","1.221.A.1"
"104","6.69624202932112e-22","1.223.A.1"
"105","1.36723873593862e-11","1.225.A.1"
"106","7.08738452707898e-12","1.227.A.3C"
"107","1.75685607788644e-09","1.227.A.3E"
"109","2.34330197587874e-12","1.235.A.1"
"112","8.90378797499897e-35","1.243.A.4C"
"113","6.50190063372138e-25","1.244.A.1"
"114","6.40174159302321e-26","1.247.A.4"
"115","9.21303656869812e-27","1.248.A.1"
"117","3.14080259710881e-32","1.251.A.1"
"119","1.34397092167473e-20","1.253.A.1"
"121","1.18387673013557e-24","1.255.A.3E"
"125","1.98461862488776e-23","1.261.A.1"
"127","1.28830009852071e-14","1.264.A.1"
"128","1.20983946103785e-12","1.265.A.1"
"129","8.30694895866752e-35","1.267.A.1"
"130","5.67322654825595e-27","1.269.A.4"
"132","2.17688982991982e-11","1.272.A.1"
"134","2.02911637415936e-10","1.281.A.1"
"139","2.52010522625098e-16","1.302.A.1"
"140","1.19279437227487e-17","1.303.A.1"
