"","Pvalor","PlotID"
"1","0.05","1.6.A.1"
"2","0","1.8.A.4"
"3","0.04","1.10.A.4C"
"4","0","1.14.A.3C"
"5","0","1.15.A.4"
"6","0","1.18.A.1"
"7","0","1.21.A.4C"
"8","0","1.24.A.4"
"9","0.01","1.25.A.3C"
"10","0","1.28.A.1"
"11","0","1.41.A.1"
"12","0","1.42.A.4"
"13","0","1.43.A.4C"
"14","0","1.48.A.4"
"15","0.01","1.50.A.4C"
"16","0.46","1.57.A.1"
"17","0","1.58.A.3C"
"18","0.06","1.59.A.1"
"19","0.01","1.69.A.4"
"20","0","1.70.A.4"
"21","0","1.74.A.4C"
"22","0","1.75.A.4"
"23","0","1.76.A.4C"
"24","0.09","1.77.A.3C"
"25","0","1.79.A.4"
"26","0","1.83.A.1"
"27","0.05","1.101.A.4"
"28","0","1.105.A.4"
"29","0.02","1.107.A.4"
"30","0.03","1.118.A.3E"
"31","0","1.119.A.4C"
"32","0","1.130.A.4"
"33","0","1.132.A.4"
"34","0","1.135.A.1"
"35","0","1.139.A.4"
"36","0.14","1.142.A.1"
"37","0.01","1.143.A.1"
"38","0.06","1.150.A.3C"
"39","0","1.150.A.3E"
"40","0","1.154.A.1"
"41","0.1","1.155.A.1"
"42","0.04","1.158.A.1"
"43","0.08","1.159.A.3C"
"44","0","1.164.A.1"
"45","0.19","1.165.A.3C"
"46","0.01","1.167.A.1"
"47","0.01","1.168.A.1"
"48","0.06","1.170.A.1"
"49","0.01","1.172.A.3C"
"50","0.02","1.173.A.3C"
"51","0.01","1.175.A.1"
"52","0","1.176.A.4C"
"53","0","1.179.A.1"
"54","0","1.184.A.3C"
"55","0","1.187.A.3C"
"56","0","1.194.A.1"
"57","0","1.202.A.1"
"58","0.28","1.205.A.4"
"59","0.38","1.206.A.3C"
"60","0.03","1.206.A.3E"
"61","0.37","1.207.A.1"
"62","0.01","1.215.A.1"
"63","0","1.216.A.1"
"64","0","1.221.A.1"
"65","0","1.223.A.1"
"66","0","1.225.A.1"
"67","0.23","1.227.A.3C"
"68","0.09","1.227.A.3E"
"69","0.11","1.229.A.1"
"70","0.05","1.235.A.1"
"71","0.03","1.241.A.1"
"72","0","1.243.A.4C"
"73","0.03","1.244.A.1"
"74","0.09","1.247.A.4"
"75","0","1.248.A.1"
"76","0","1.249.A.1"
"77","0","1.251.A.1"
"78","0","1.252.A.1"
"79","0.19","1.253.A.1"
"80","0","1.255.A.3E"
"81","0","1.261.A.1"
"82","0","1.264.A.1"
"83","0.05","1.265.A.1"
"84","0.18","1.267.A.1"
"85","0.02","1.269.A.4"
"86","0.13","1.270.A.1"
"87","0.21","1.272.A.1"
"88","0","1.281.A.1"
"89","0.09","1.282.A.1"
"90","0","1.284.A.1"
"91","0.12","1.289.A.3E"
"92","0","1.291.A.1"
"93","0.01","1.302.A.1"
"94","0.09","1.303.A.1"
"95","0.17","1.307.A.1"
"96","0","1.311.A.1"
"97","0","1.314.A.1"
"98","0.08","1.325.A.1"
"99","0","1.326.A.1"
"100","0","1.327.A.3C"
"101","0","1.327.A.3E"
"102","0.01","1.328.A.1"
"103","0.05","1.331.A.1"
"104","0","1.334.A.1"
"105","0.02","1.335.A.1"
"106","0","1.337.A.1"
"107","0","1.338.A.1"
"108","0.07","1.339.A.1"
"109","0.02","1.340.A.1"
"110","0","1.343.A.1"
"111","0.03","1.347.A.1"
"112","0","1.353.A.1"
"113","0.07","1.355.A.1"
"114","0.02","1.358.A.1"
"115","0.01","1.361.A.1"
"116","0.01","1.363.A.1"
"117","0.08","1.370.A.1"
"118","0.03","1.372.A.4"
"119","0","1.377.A.1"
"120","0","1.381.A.3E"
"121","0.34","1.382.A.4"
"122","0","1.395.A.3C"
"123","0.02","1.396.A.3C"
"124","0.03","1.398.A.1"
"125","0","1.400.A.4"
"126","0.17","1.406.A.1"
"127","0","1.407.A.1"
"128","0.1","1.408.A.1"
"129","0","1.412.A.3C"
"130","0.07","1.412.A.3E"
"131","0","1.413.A.1"
"132","0.27","1.416.A.3C"
"133","0","1.416.A.3E"
"134","0.07","1.417.A.1"
"135","0","1.422.A.3C"
"136","0.04","1.425.A.1"
"137","0","1.427.A.1"
"138","0.02","1.428.A.1"
"139","0","1.429.A.1"
"140","0.04","1.430.A.1"
"141","0","1.436.A.1"
"142","0","1.440.A.1"
"143","0.05","1.444.A.1"
"144","0","1.450.A.3E"
"145","0.02","1.451.A.3E"
"146","0.04","1.452.A.1"
"147","0.12","1.456.A.3E"
"148","0.04","1.462.A.1"
"149","0.03","1.465.A.3C"
"150","0","1.466.A.1"
"151","0","1.479.A.1"
"152","0.03","1.482.A.4"
"153","0.04","1.484.A.1"
"154","0","1.486.A.1"
"155","0.06","1.489.A.1"
"156","0.02","1.490.A.1"
"157","0.04","1.494.A.1"
"158","0","1.495.A.1"
"159","0","1.496.A.1"
"160","0.02","1.500.A.3C"
"161","0","1.508.A.1"
"162","0","1.509.A.1"
"163","0","1.512.A.1"
"164","0","1.513.A.1"
"165","0","1.515.A.1"
"166","0.03","1.516.A.1"
"167","0.12","1.519.A.1"
"168","0.21","1.532.A.1"
"169","0.01","1.533.A.3C"
"170","0","1.535.A.1"
"171","0","1.536.A.1"
"172","0.01","1.537.A.1"
"173","0.02","1.538.A.1"
"174","0","1.541.A.1"
"175","0","1.547.A.4"
"176","0","1.553.A.1"
"177","0.22","1.555.A.1"
"178","0","1.556.A.1"
"179","0.04","1.557.A.3E"
"180","0.08","1.558.A.1"
"181","0.08","1.569.A.3C"
"182","0.01","1.570.A.1"
"183","0","1.572.A.1"
"184","0.1","1.573.A.1"
"185","0","1.574.A.3E"
"186","0.02","1.578.A.1"
"187","0","1.579.A.1"
"188","0.08","1.580.A.1"
"189","0.03","1.581.A.1"
"190","0","1.586.A.1"
"191","0","1.588.A.1"
"192","0.01","1.591.A.1"
"193","0","1.595.A.1"
"194","0.03","1.596.A.1"
"195","0.02","1.597.A.1"
"196","0.01","1.602.A.1"
"197","0.38","1.608.A.1"
"198","0","1.609.A.1"
"199","0","1.614.A.1"
"200","0","1.618.A.1"
"201","0.01","1.619.A.1"
"202","0.01","1.623.A.1"
"203","0.01","1.625.A.1"
"204","0","1.628.A.4C"
"205","0","1.631.A.1"
"206","0","1.638.A.1"
"207","0.02","1.639.A.1"
"208","0","1.647.A.1"
"209","0.01","1.648.A.3C"
"210","0","1.660.A.1"
"211","0","1.664.A.1"
"212","0","1.668.A.1"
"213","0","1.671.A.1"
"214","0.47","1.679.A.1"
"215","0","1.683.A.3E"
"216","0.34","1.684.A.1"
"217","0.04","1.685.A.3E"
"218","0.01","1.689.A.1"
"219","0.01","1.690.A.1"
"220","0","1.693.A.3E"
"221","0.02","1.702.A.1"
"222","0.16","1.710.A.3C"
"223","0","1.712.A.1"
"224","0.03","1.714.A.1"
"225","0","1.725.A.4"
"226","0","1.728.A.1"
"227","0","1.732.A.3C"
"228","0.03","1.735.A.1"
"229","0","1.736.A.1"
"230","0","1.737.A.1"
"231","0","1.742.A.4"
"232","0","1.746.A.3C"
"233","0.01","1.749.A.1"
"234","0","1.750.A.1"
"235","0","1.753.A.1"
"236","0","1.755.A.1"
"237","0","1.757.A.1"
"238","0","1.758.A.1"
"239","0","1.760.A.1"
