"","PlotID","G","N"
"1","1.10.A.4C",23.012325,962.003211577678
"2","1.1001.A.1",9.66960477777778,298.22099558908
"3","1.1002.A.4",26.1100502222222,284.781244839098
"4","1.1003.A.1",46.8230722222222,923.098669932993
"5","1.1005.A.3E",1.1907,254.647908947033
"6","1.1006.A.4",24.9157694444444,1754.241150524
"7","1.1008.A.4",23.2556777777778,1145.91559026165
"8","1.1009.A.1",1.239304,36.9239467973197
"9","1.101.A.4",20.4199583333333,442.097064144154
"10","1.1010.A.4C",21.03595,1655.21140815571
"11","1.1011.A.4",24.5413944444444,1083.80979469068
"12","1.1012.A.1",9.6606,1527.8874536822
"13","1.1015.A.1",2.9537,413.802852038928
"14","1.1018.A.1",35.8118666666667,1046.88584789336
"15","1.1021.A.1",33.7066275555556,1041.22700547231
"16","1.1024.A.1",9.80853333333333,852.363139669928
"17","1.1025.A.1",47.975164,678.636677343842
"18","1.1026.A.1",10.3606611111111,841.752810130469
"19","1.1027.A.1",38.6397518888889,612.145278896561
"20","1.1033.A.1",29.0394981111111,357.497369949528
"21","1.1034.A.1",29.0083418888889,790.54028622001
"22","1.1035.A.3C",34.3092027777778,1916.93287012905
"23","1.1036.A.1",23.8454611111111,1520.81390065589
"24","1.1037.A.1",21.9849164444444,277.283278631213
"25","1.1038.A.3E",30.6557853333333,268.087659697015
"26","1.1039.A.1",33.6803411111111,605.496139051833
"27","1.1040.A.1",45.938721,746.401315335858
"28","1.1041.A.3C",12.954844,56.0225399683472
"29","1.1041.A.3E",18.7584275555556,293.410979531192
"30","1.1042.A.1",29.3903883333333,298.503937710133
"31","1.1044.A.1",46.7607838888889,1654.78699497413
"32","1.1045.A.1",45.4007137777778,357.638841010055
"33","1.1046.A.1",12.8281662222222,196.361832010267
"34","1.1047.A.4",29.5060881111111,985.911820806594
"35","1.1048.A.1",17.1857835555556,171.604396418195
"36","1.1049.A.3C",5.46241866666667,39.6118969473162
"37","1.105.A.4",25.9161115555556,183.629436562916
"38","1.1050.A.1",42.1565546666667,434.033213694164
"39","1.1051.A.1",29.7754936666667,136.519573407715
"40","1.1052.A.3C",33.2852031111111,314.631638610111
"41","1.1053.A.1",30.40592,344.906445562703
"42","1.1054.A.1",16.5264258888889,159.437885212948
"43","1.1055.A.1",35.907642,694.339965062242
"44","1.1057.A.1",12.95724,92.2391314630362
"45","1.1058.A.1",14.5384911111111,138.641639315607
"46","1.1059.A.1",3.155675,413.802852038928
"47","1.106.A.4",28.8433804444444,182.780610199759
"48","1.1060.A.1",9.01644088888889,80.4970334393675
"49","1.1061.A.1",9.22293055555556,226.353696841807
"50","1.1062.A.3C",2.621884,15.278874536822
"51","1.1062.A.3E",14.3344795555556,63.9449193578104
"52","1.1063.A.1",1.932475,190.985931710274
"53","1.1066.A.1",30.8085892222222,1323.46177122194
"54","1.1068.A.1",3.3051,190.985931710274
"55","1.1069.A.3C",54.6656361111111,983.223870656598
"56","1.1069.A.3E",36.7272,1078.71683651173
"57","1.107.A.4",35.2315182222222,373.766541910033
"58","1.1071.A.1",31.8487623333333,861.983171785705
"59","1.1072.A.1",1.7839,381.971863420549
"60","1.1076.A.3C",41.0386062222222,262.570288336496
"61","1.1079.A.1",39.6761331111111,756.728702754265
"62","1.108.A.3C",4.672398,47.109863155201
"63","1.1081.A.1",27.7512805555556,2893.08318775934
"64","1.1085.A.1",27.8367166666667,2461.59645315465
"65","1.1086.A.1",34.1429444444444,473.928052762533
"66","1.109.A.1",8.77310533333333,63.9449193578104
"67","1.1090.A.1",22.0399782222222,135.812218105084
"68","1.1091.A.1",29.0019383333333,255.213793189137
"69","1.1092.A.4",21.8224903333333,243.896108347047
"70","1.1093.A.4",12.933957,580.73870345976
"71","1.1094.A.1",26.069084,202.586558673417
"72","1.1095.A.4",29.06946,140.33929204192
"73","1.1096.A.4",26.6992196666667,315.904878154846
"74","1.1097.A.1",9.12910488888889,411.822257191562
"75","1.1098.A.1",16.10046,50.9295817894065
"76","1.110.A.4",16.099392,71.3014145051691
"77","1.1101.A.4",24.1566173333333,241.632571378629
"78","1.1102.A.1",32.4372884444444,275.161212723321
"79","1.1103.A.1",31.9855044444444,190.278576407644
"80","1.1104.A.1",44.1029506666667,976.433259751344
"81","1.1105.A.1",8.30503733333333,216.875135786556
"82","1.1107.A.4",22.6180707777778,467.986268220435
"83","1.1108.A.1",14.398092,523.301452886152
"84","1.1109.A.1",27.9098238888889,224.938986236545
"85","1.111.A.4",8.3735,328.92021572325
"86","1.1110.A.4",16.2992324444444,98.4638581261859
"87","1.1111.A.1",36.9797111111111,1354.58540453769
"88","1.1112.A.1",3.84350711111111,24.3330224104942
"89","1.1113.A.1",21.2631878888889,789.832930917379
"90","1.1114.A.1",33.745892,217.299548968134
"91","1.1115.A.1",24.2996003333333,402.626638257364
"92","1.1116.A.4",34.7408146666667,192.96652655764
"93","1.1117.A.1",41.7615255555556,358.91208055479
"94","1.1118.A.3C",53.4549817777778,757.577529117422
"95","1.1119.A.1",28.7666344444444,954.080832188215
"96","1.112.A.3C",11.6118777777778,424.413181578388
"97","1.1122.A.1",29.8132,2084.29313473146
"98","1.1124.A.3C",0.7221,127.323954473516
"99","1.1124.A.3E",2.95375,413.802852038928
"100","1.1125.A.1",13.576067,210.084524881302
"101","1.1126.A.1",4.933408,105.678882213018
"102","1.1129.A.1",16.3772888888889,101.293279336709
"103","1.1130.A.3C",9.31573088888889,85.5899916183082
"104","1.1130.A.3E",29.1344271111111,448.604732928356
"105","1.1131.A.4",24.8891785555556,403.47546462052
"106","1.1133.A.1",8.11152711111111,190.137105347118
"107","1.1134.A.1",31.9792115555556,182.780610199759
"108","1.1135.A.4",20.96406,222.95839138918
"109","1.1136.A.1",34.9212148888889,1312.4270285009
"110","1.1137.A.1",14.6640111111111,473.928052762533
"111","1.1138.A.1",24.8343487777778,1173.78538918529
"112","1.1141.A.1",3.95441155555556,24.3330224104942
