"","Pvalor","PlotID"
"246","0.08","1 . 837"
"247","0.01","1 . 839"
"248","0","1 . 860"
"249","0","1 . 863"
"250","0.07","1 . 864"
"251","0","1 . 866"
"252","0","1 . 867"
"253","0.01","1 . 872"
"254","0.03","1 . 875"
"255","0","1 . 877"
"256","0","1 . 881"
"257","0.03","1 . 883"
"258","0.08","1 . 884"
"259","0","1 . 889"
"260","0.19","1 . 892"
"261","0","1 . 894"
"262","0.01","1 . 895"
"263","0.06","1 . 896"
"264","0","1 . 897"
"265","0","1 . 903"
"266","0.14","1 . 906"
"267","0.18","1 . 908"
"268","0.02","1 . 910"
"269","0","1 . 914"
"270","0.15","1 . 918"
"271","0.02","1 . 920"
"272","0","1 . 923"
"273","0.03","1 . 924"
"274","0.03","1 . 926"
"275","0","1 . 927"
"276","0","1 . 930"
"277","0.18","1 . 938"
"278","0.04","1 . 940"
"279","0","1 . 951"
"280","0.24","1 . 966"
"281","0","1 . 970"
"282","0","1 . 978"
"283","0","1 . 984"
"284","0","1 . 987"
"285","0","1 . 989"
"286","0","1 . 992"
"287","0","1 . 993"
"288","0.06","1 . 1002"
"289","0.01","1 . 1003"
"290","0.03","1 . 1006"
"291","0","1 . 1011"
"292","0.1","1 . 1025"
"293","0.05","1 . 1027"
"294","0.4","1 . 1033"
"295","0","1 . 1035"
"296","0.02","1 . 1037"
"297","0.03","1 . 1039"
"298","0.24","1 . 1040"
"299","0.31","1 . 1041"
"300","0","1 . 1042"
"301","0.12","1 . 1045"
"302","0.1","1 . 1046"
"303","0.01","1 . 1047"
"304","0.11","1 . 1048"
"305","0.07","1 . 1050"
"306","0.18","1 . 1051"
"307","0.03","1 . 1052"
"308","0.1","1 . 1053"
"309","0.17","1 . 1054"
"310","0.04","1 . 1055"
"311","0.16","1 . 1057"
"312","0.01","1 . 1058"
"313","0","1 . 1066"
"314","0","1 . 1071"
"315","0","1 . 1076"
"316","0.12","1 . 1079"
"317","0","1 . 1081"
"318","0","1 . 1085"
"319","0.37","1 . 1090"
"320","0.01","1 . 1091"
"321","0.06","1 . 1092"
"322","0.04","1 . 1094"
"323","0","1 . 1095"
"324","0.02","1 . 1102"
"325","0.1","1 . 1103"
"326","0","1 . 1104"
"327","0.03","1 . 1105"
"328","0.03","1 . 1109"
"329","0","1 . 1111"
"330","0","1 . 1115"
"331","0.01","1 . 1116"
"332","0","1 . 1117"
"333","0","1 . 1118"
"334","0.01","1 . 1122"
"335","0.05","1 . 1125"
"336","0.14","1 . 1129"
"337","0.1","1 . 1131"
"338","0.02","1 . 1133"
"339","0.21","1 . 1134"
"340","0.03","1 . 1135"
"341","0","1 . 1145"
"342","0.24","1 . 1146"
"343","0.1","1 . 1147"
"344","0.02","1 . 1148"
"345","0.3","1 . 1150"
"346","0.04","1 . 1155"
"347","0.04","1 . 1158"
"348","0.1","1 . 1159"
"349","0.08","1 . 1160"
"350","0.4","1 . 1161"
"351","0","1 . 1163"
"352","0","1 . 1164"
"353","0","1 . 1167"
"354","0.13","1 . 1171"
"355","0.15","1 . 1172"
"356","0.31","1 . 1177"
"357","0.03","1 . 1178"
"358","0.09","1 . 1180"
"359","0","1 . 1182"
"360","0.17","1 . 1185"
"361","0","1 . 1187"
"362","0","1 . 1195"
"363","0.04","1 . 1198"
"364","0","1 . 1202"
"365","0.02","1 . 1204"
"366","0","1 . 1208"
"367","0.01","1 . 1212"
"368","0.01","1 . 1213"
"369","0","1 . 1219"
"370","0","1 . 1221"
"371","0.04","1 . 1224"
"372","0.13","1 . 1227"
"373","0","1 . 1228"
"374","0","1 . 1229"
"375","0","1 . 1231"
"376","0","1 . 1236"
"377","0.02","1 . 1237"
"378","0","1 . 1242"
"379","0","1 . 1249"
"380","0","1 . 1251"
"381","0","1 . 1253"
"382","0","1 . 1254"
"383","0","1 . 1255"
"384","0","1 . 1256"
"385","0.09","1 . 1258"
"386","0","1 . 1262"
"387","0.01","1 . 1265"
"388","0","1 . 1266"
"389","0.02","1 . 1267"
"390","0","1 . 1268"
"391","0.04","1 . 1273"
"392","0.02","1 . 1278"
"393","0.03","1 . 1279"
"394","0","1 . 1280"
"395","0.04","1 . 1281"
"396","0.01","1 . 1283"
"397","0","1 . 1286"
"398","0","1 . 1289"
"399","0.02","1 . 1291"
"400","0.03","1 . 1292"
"401","0.01","1 . 1293"
"402","0","1 . 1295"
"403","0","1 . 1299"
"404","0","1 . 1300"
"405","0.27","1 . 1301"
"406","0","1 . 1302"
"407","0.04","1 . 1324"
"408","0.02","1 . 1333"
"409","0","1 . 1335"
"410","0.04","1 . 1337"
"411","0.09","1 . 1339"
"412","0","1 . 1348"
"413","0.05","1 . 1352"
"414","0.05","1 . 1353"
"415","0.01","1 . 1354"
"416","0.01","1 . 1356"
"417","0","1 . 1365"
"418","0","1 . 1367"
"419","0.07","1 . 1368"
"420","0.02","1 . 1370"
"421","0.47","1 . 1371"
"422","0.01","1 . 1381"
"423","0.1","1 . 1384"
"424","0.02","1 . 1385"
"425","0","1 . 1389"
"426","0","1 . 1390"
"427","0.01","1 . 1392"
"428","0","1 . 1397"
"429","0.15","1 . 1398"
"430","0","1 . 1400"
"431","0.07","1 . 1404"
"432","0.51","1 . 1408"
"433","0.4","1 . 1410"
"434","0","1 . 1411"
"435","0","1 . 1412"
"436","0.02","1 . 1416"
"437","0.01","1 . 1417"
"438","0","1 . 1420"
"439","0.01","1 . 1421"
"440","0.01","1 . 1426"
"441","0","1 . 1429"
"442","0","1 . 1442"
"443","0.07","1 . 1445"
"444","0.14","1 . 1460"
"445","0.03","1 . 1461"
"446","0","1 . 1463"
"447","0","1 . 1466"
"448","0","1 . 1469"
"449","0.11","1 . 1470"
"450","0.07","1 . 1473"
"451","0","1 . 1474"
"452","0.08","1 . 1478"
"453","0","1 . 1479"
"454","0.1","1 . 1480"
"455","0.02","1 . 1486"
"456","0","2 . 1"
"457","0","2 . 2"
"458","0","2 . 3"
"459","0","2 . 39"
"460","0","2 . 40"
"461","0","2 . 42"
"462","0","2 . 67"
"463","0","2 . 71"
"464","0.01","2 . 72"
"465","0","2 . 75"
"466","0.01","2 . 95"
"467","0","2 . 114"
"468","0","2 . 134"
"469","0","2 . 155"
"470","0.01","2 . 157"
"471","0","2 . 163"
"472","0.09","2 . 175"
"473","0","2 . 195"
"474","0.05","2 . 221"
"475","0","2 . 223"
"476","0.01","2 . 228"
"477","0","2 . 284"
"478","0","2 . 308"
"479","0","2 . 339"
"480","0","2 . 386"
"481","0.03","2 . 455"
"482","0","2 . 457"
"483","0","2 . 461"
"484","0.13","2 . 466"
"485","0","2 . 472"
"486","0","2 . 473"
"487","0","2 . 477"
"488","0.09","2 . 478"
"489","0","2 . 481"
"490","0","2 . 484"
"491","0.18","2 . 509"
"492","0.07","2 . 513"
"493","0","2 . 563"
"494","0.07","2 . 566"
"495","0.13","2 . 568"
"496","0","2 . 593"
"497","0","2 . 598"
"498","0","2 . 613"
"499","0","2 . 630"
"500","0","2 . 631"
"501","0","2 . 635"
"502","0","2 . 636"
"503","0.02","2 . 672"
"504","0","2 . 676"
"505","0.01","2 . 684"
"506","0","2 . 741"
"507","0","2 . 746"
"508","0","2 . 750"
"509","0.02","2 . 753"
"510","0","2 . 755"
"511","0","2 . 763"
"512","0","2 . 766"
"513","0","2 . 774"
"514","0","2 . 775"
"515","0","2 . 783"
"516","0.01","2 . 784"
"517","0.04","2 . 785"
"518","0.04","2 . 791"
"519","0","2 . 799"
"520","0.02","2 . 804"
"521","0","2 . 807"
"522","0","2 . 811"
"523","0.07","2 . 812"
"524","0","2 . 821"
"525","0","2 . 826"
"526","0","2 . 835"
"527","0","2 . 853"
"528","0","2 . 854"
"529","0","2 . 859"
"530","0.02","2 . 860"
"531","0.03","2 . 862"
"532","0.09","2 . 864"
"533","0","2 . 871"
"534","0.12","2 . 873"
"535","0","2 . 874"
"536","0","2 . 877"
"537","0","2 . 881"
"538","0","2 . 882"
"539","0.01","2 . 884"
"540","0","2 . 886"
"541","0","2 . 888"
"542","0","2 . 890"
"543","0","2 . 891"
"544","0","2 . 894"
"545","0","2 . 898"
"546","0","2 . 900"
"547","0.02","2 . 901"
"548","0","2 . 914"
"549","0.01","2 . 915"
"550","0","2 . 917"
"551","0","2 . 920"
"552","0","2 . 922"
"553","0.04","2 . 927"
"554","0.1","2 . 930"
"555","0.01","2 . 933"
"556","0.01","2 . 934"
"557","0.35","2 . 935"
"558","0","2 . 936"
"559","0.03","2 . 943"
"560","0","2 . 945"
"561","0","2 . 947"
"562","0.02","2 . 949"
"563","0","2 . 950"
"564","0","2 . 951"
"565","0.03","2 . 952"
"566","0","2 . 962"
"567","0","2 . 964"
"568","0","2 . 965"
"569","0.02","2 . 979"
"570","0.04","2 . 983"
"571","0.01","2 . 984"
"572","0","2 . 998"
"573","0.13","2 . 1009"
"574","0","2 . 1010"
"575","0","2 . 1022"
"576","0","2 . 1023"
"577","0","2 . 1024"
"578","0.15","2 . 1031"
"579","0","2 . 1050"
"580","0.02","2 . 1054"
"581","0.33","2 . 1058"
"582","0.13","2 . 1070"
"583","0.01","2 . 1072"
"584","0.02","2 . 1074"
"585","0.01","2 . 1076"
"586","0.05","2 . 1080"
"587","0","2 . 1084"
"588","0","2 . 1093"
"589","0.04","2 . 1095"
"590","0","2 . 1103"
"591","0","2 . 1105"
"592","0","2 . 1164"
"593","0.01","2 . 1170"
"594","0.22","2 . 1171"
"595","0","2 . 1174"
"596","0","2 . 1180"
"597","0","2 . 1181"
"598","0.01","2 . 1183"
"599","0","2 . 1187"
"600","0","2 . 1193"
"601","0.1","2 . 1194"
"602","0","2 . 1195"
"603","0","2 . 1196"
"604","0.02","2 . 1198"
"605","0","2 . 1206"
"606","0","2 . 1207"
"607","0","2 . 1215"
"608","0","2 . 1220"
"609","0","2 . 1226"
"610","0","2 . 1232"
"611","0.22","2 . 1236"
"612","0.08","2 . 1239"
"613","0","2 . 1242"
"614","0.02","2 . 1243"
"615","0","2 . 1245"
"616","0.07","2 . 1246"
"617","0.43","2 . 1253"
"618","0","2 . 1256"
"619","0","2 . 1261"
"620","0","2 . 1264"
"621","0.01","2 . 1272"
"622","0.08","2 . 1274"
"623","0.26","2 . 1276"
"624","0.03","2 . 1280"
"625","0","2 . 1282"
"626","0","2 . 1285"
"627","0.01","2 . 1287"
"628","0","2 . 1290"
"629","0","2 . 1299"
"630","0","2 . 1301"
"631","0","2 . 1304"
"632","0","2 . 1305"
"633","0","2 . 1310"
"634","0","2 . 1312"
"635","0","2 . 1318"
"636","0","2 . 1327"
"637","0","2 . 1329"
"638","0.07","2 . 1332"
"639","0","2 . 1336"
"640","0.01","2 . 1351"
"641","0","2 . 1354"
"642","0","2 . 1357"
"643","0.05","2 . 1363"
"644","0","2 . 1364"
"645","0","2 . 1365"
"646","0","2 . 1370"
"647","0","2 . 1378"
"648","0","2 . 1425"
"649","0.11","2 . 1427"
"650","0","2 . 1432"
"651","0","2 . 1449"
"652","0.02","2 . 1451"
"653","0","2 . 1466"
"654","0","2 . 1475"
"655","0.01","2 . 1572"
"656","0","2 . 1573"
"657","0.06","2 . 1574"
"658","0","2 . 1576"
"659","0","2 . 1581"
"660","0.11","2 . 1582"
"661","0.03","2 . 1585"
"662","0.03","2 . 1592"
"663","0","2 . 1594"
"664","0.42","2 . 1595"
"665","0.01","2 . 1597"
"666","0","2 . 1600"
"667","0.03","2 . 1601"
"668","0.03","2 . 1607"
"669","0","2 . 1615"
"670","0.01","2 . 1632"
"671","0.19","2 . 1639"
"672","0","2 . 1643"
"673","0","2 . 1647"
"674","0","2 . 1648"
"675","0.21","2 . 1649"
"676","0","2 . 1653"
"677","0.05","2 . 1658"
"678","0","2 . 1668"
"679","0.08","2 . 1669"
"680","0","2 . 1686"
"681","0.19","2 . 1697"
"682","0.01","2 . 1703"
"683","0","2 . 1716"
"684","0.21","2 . 1717"
"685","0","2 . 1718"
"686","0.01","2 . 1719"
"687","0","2 . 1739"
"688","0","2 . 1742"
"689","0.09","2 . 1751"
"690","0.02","2 . 1755"
"691","0","2 . 1757"
"692","0.01","2 . 1775"
"693","0.01","2 . 1777"
"694","0","2 . 1778"
"695","0","2 . 1785"
"696","0","2 . 1789"
"697","0.02","2 . 1800"
"698","0","2 . 1802"
"699","0","2 . 1803"
"700","0.05","2 . 1804"
"701","0","2 . 1808"
"702","0.03","2 . 1809"
"703","0","2 . 1810"
"704","0","2 . 1811"
"705","0.08","2 . 1812"
"706","0","2 . 1815"
"707","0.05","2 . 1820"
"708","0","2 . 1829"
"709","0.01","2 . 1831"
"710","0.01","2 . 1847"
"711","0","3 . 42"
"712","0","3 . 45"
"713","0","3 . 56"
"714","0","3 . 57"
"715","0.03","3 . 72"
"716","0","3 . 74"
"717","0","3 . 92"
"718","0","3 . 93"
"719","0","3 . 94"
"720","0","3 . 109"
"721","0.01","3 . 117"
"722","0.22","3 . 119"
"723","0","3 . 125"
"724","0.06","3 . 134"
"725","0","3 . 138"
"726","0.02","3 . 143"
"727","0","3 . 146"
"728","0","3 . 148"
"729","0","3 . 149"
"730","0","3 . 152"
"731","0","3 . 153"
"732","0","3 . 156"
"733","0.01","3 . 158"
"734","0","3 . 159"
"735","0.02","3 . 169"
"736","0.47","3 . 211"
"737","0","3 . 225"
"738","0","3 . 234"
"739","0","3 . 254"
"740","0","3 . 255"
"741","0.02","3 . 264"
"742","0","3 . 269"
"743","0.07","3 . 278"
"744","0.01","3 . 279"
"745","0","3 . 303"
"746","0","3 . 310"
"747","0","3 . 320"
"748","0","3 . 332"
"749","0","3 . 351"
"750","0","3 . 366"
"751","0","3 . 372"
"752","0.09","3 . 374"
"753","0","3 . 389"
"754","0","3 . 390"
"755","0.08","3 . 394"
"756","0","3 . 395"
"757","0.04","3 . 411"
"758","0.01","3 . 414"
"759","0.02","3 . 415"
"760","0","3 . 416"
"761","0","3 . 417"
"762","0","3 . 431"
"763","0","3 . 436"
"764","0","3 . 451"
"765","0","3 . 464"
"766","0.07","3 . 465"
"767","0","3 . 482"
"768","0","3 . 506"
"769","0","3 . 512"
"770","0","3 . 513"
"771","0","3 . 514"
"772","0","3 . 527"
"773","0","3 . 533"
"774","0","3 . 537"
"775","0","3 . 552"
"776","0","3 . 573"
"777","0","3 . 576"
"778","0","3 . 586"
"779","0.03","3 . 620"
"780","0.01","3 . 639"
"781","0","3 . 652"
"782","0","3 . 680"
"783","0","3 . 681"
"784","0","3 . 689"
"785","0.08","3 . 760"
"786","0","3 . 763"
"787","0.04","3 . 772"
"788","0","3 . 822"
"789","0","3 . 952"
"790","0.01","3 . 955"
"791","0","3 . 956"
"792","0.18","3 . 971"
"793","0","3 . 1011"
"794","0","3 . 1013"
"795","0","3 . 1014"
"796","0","3 . 1015"
"797","0","3 . 1017"
"798","0","3 . 1021"
"799","0","3 . 1040"
"800","0.06","3 . 1041"
"801","0.04","3 . 1050"
"802","0","3 . 1075"
"803","0","3 . 1093"
"804","0","4 . 16"
"805","0","4 . 27"
"806","0","4 . 37"
"807","0","4 . 49"
"808","0","4 . 50"
"809","0","4 . 53"
"810","0.01","4 . 56"
"811","0","4 . 64"
"812","0.02","4 . 65"
"813","0","4 . 83"
"814","0","4 . 90"
"815","0.01","4 . 95"
"816","0","4 . 99"
"817","0.09","4 . 118"
"818","0","4 . 129"
"819","0","4 . 134"
"820","0.02","4 . 138"
"821","0","4 . 139"
"822","0","4 . 144"
"823","0","4 . 152"
"824","0.02","4 . 154"
"825","0","4 . 156"
"826","0","4 . 159"
"827","0","4 . 161"
"828","0.02","4 . 163"
"829","0","4 . 169"
"830","0.01","4 . 170"
"831","0","4 . 172"
"832","0.16","4 . 176"
"833","0","4 . 178"
"834","0","4 . 179"
"835","0","4 . 180"
"836","0.34","4 . 186"
"837","0.07","4 . 196"
"838","0","4 . 275"
"839","0","4 . 300"
"840","0","4 . 310"
"841","0","4 . 311"
"842","0","4 . 313"
"843","0","4 . 314"
"844","0.07","4 . 320"
"845","0","4 . 329"
"846","0","4 . 330"
"847","0","4 . 336"
"848","0","4 . 345"
"849","0","4 . 348"
"850","0","4 . 358"
"851","0.04","4 . 359"
"852","0.3","4 . 361"
"853","0.02","4 . 364"
"854","0","4 . 372"
"855","0.01","4 . 385"
"856","0","4 . 389"
"857","0","4 . 390"
"858","0","4 . 408"
"859","0","4 . 413"
"860","0","4 . 448"
"861","0","4 . 463"
"862","0.17","4 . 496"
"863","0","4 . 516"
"864","0","4 . 530"
"865","0","4 . 532"
"866","0","4 . 542"
"867","0","4 . 581"
"868","0.02","4 . 611"
"869","0","4 . 612"
"870","0.13","4 . 613"
"871","0.11","4 . 621"
"872","0","4 . 622"
"873","0","4 . 643"
"874","0","4 . 646"
"875","0","4 . 651"
"876","0","4 . 698"
"877","0","4 . 699"
"878","0","4 . 700"
"879","0","4 . 711"
"880","0","4 . 717"
"881","0","4 . 719"
"882","0","4 . 724"
"883","0","4 . 732"
"884","0.01","4 . 733"
"885","0","4 . 740"
"886","0","4 . 741"
"887","0","4 . 753"
"888","0","4 . 771"
"889","0","4 . 803"
"890","0.01","4 . 810"
"891","0","4 . 832"
"892","0","4 . 839"
"893","0.13","4 . 842"
"894","0","4 . 856"
"895","0","4 . 859"
"896","0.01","4 . 863"
"897","0","4 . 866"
"898","0","4 . 869"
"899","0.01","4 . 872"
"900","0","4 . 877"
"901","0","4 . 878"
"902","0.02","4 . 883"
"903","0","4 . 885"
"904","0","4 . 887"
"905","0.71","4 . 893"
"906","0.03","4 . 897"
"907","0","4 . 907"
"908","0.02","4 . 908"
"909","0","4 . 932"
"910","0.12","4 . 958"
"911","0","4 . 966"
"912","0.04","4 . 969"
"913","0","4 . 971"
"914","0","4 . 978"
"915","0","4 . 981"
"916","0.01","4 . 982"
"917","0","4 . 1028"
"918","0.01","4 . 1056"
"919","0","4 . 1085"
"920","0.01","4 . 1187"
"921","0.01","5 . 1"
"922","0.03","5 . 6"
"923","0","5 . 11"
"924","0","5 . 40"
"925","0","5 . 43"
"926","0.02","5 . 61"
"927","0.01","5 . 64"
"928","0","5 . 66"
"929","0","5 . 69"
"930","0.03","5 . 71"
"931","0.02","5 . 72"
"932","0","5 . 99"
"933","0","5 . 100"
"934","0.02","5 . 109"
"935","0.02","5 . 112"
"936","0","5 . 115"
"937","0","5 . 117"
"938","0.01","5 . 130"
"939","0","5 . 134"
"940","0.06","5 . 135"
"941","0","5 . 136"
"942","0.05","5 . 138"
"943","0.11","5 . 157"
"944","0","5 . 164"
"945","0","5 . 200"
"946","0.06","5 . 217"
"947","0","5 . 218"
"948","0.02","5 . 230"
"949","0.24","5 . 233"
"950","0.13","5 . 243"
"951","0","5 . 256"
"952","0.12","5 . 261"
"953","0.13","5 . 267"
"954","0","5 . 272"
"955","0","5 . 290"
"956","0.03","5 . 295"
"957","0.05","5 . 300"
"958","0","5 . 303"
"959","0","5 . 304"
"960","0.02","5 . 308"
"961","0.01","5 . 313"
"962","0.03","5 . 319"
"963","0","5 . 329"
"964","0.26","5 . 341"
"965","0.01","5 . 342"
"966","0.01","5 . 343"
"967","0","5 . 344"
"968","0","5 . 347"
"969","0.42","5 . 348"
"970","0.11","5 . 349"
"971","0.01","5 . 353"
"972","0","5 . 354"
"973","0.07","5 . 355"
"974","0","5 . 356"
"975","0","5 . 357"
"976","0","5 . 360"
"977","0","5 . 361"
"978","0.03","5 . 362"
"979","0","5 . 364"
"980","0.03","5 . 410"
"981","0.01","5 . 413"
"982","0","5 . 421"
"983","0","5 . 426"
"984","0.13","5 . 435"
"985","0.01","5 . 439"
"986","0.02","5 . 445"
"987","0.02","5 . 447"
"988","0.05","5 . 463"
"989","0.03","5 . 481"
"990","0.11","5 . 482"
"991","0.18","5 . 483"
"992","0","5 . 485"
"993","0","5 . 486"
"994","0","5 . 487"
"995","0","5 . 489"
"996","0","5 . 506"
"997","0.01","5 . 508"
"998","0","5 . 510"
"999","0","5 . 512"
"1000","0","5 . 513"
"1001","0","5 . 515"
"1002","0","5 . 516"
"1003","0.15","5 . 517"
"1004","0.04","5 . 519"
"1005","0.25","5 . 527"
"1006","0.01","5 . 528"
"1007","0","5 . 535"
"1008","0.1","5 . 536"
"1009","0.05","5 . 538"
"1010","0","5 . 543"
"1011","0","5 . 546"
"1012","0","5 . 547"
"1013","0","5 . 557"
"1014","0","5 . 570"
"1015","0.02","5 . 573"
"1016","0.1","5 . 577"
"1017","0.23","5 . 582"
"1018","0.01","5 . 584"
"1019","0.01","5 . 585"
"1020","0","5 . 586"
"1021","0.06","5 . 587"
"1022","0.02","5 . 588"
"1023","0.03","5 . 589"
"1024","0.09","5 . 598"
"1025","0.02","5 . 615"
"1026","0","5 . 619"
"1027","0.01","5 . 620"
"1028","0","5 . 621"
"1029","0","5 . 624"
"1030","0","5 . 628"
"1031","0.01","5 . 655"
"1032","0","5 . 683"
"1033","0","5 . 685"
"1034","0","5 . 688"
"1035","0.14","5 . 696"
"1036","0","5 . 699"
"1037","0.01","5 . 700"
"1038","0.01","5 . 703"
"1039","0","5 . 704"
"1040","0","5 . 707"
"1041","0","5 . 708"
"1042","0.01","5 . 709"
"1043","0.23","5 . 718"
"1044","0.01","5 . 719"
"1045","0","5 . 724"
"1046","0.03","5 . 725"
"1047","0.01","5 . 726"
"1048","0.02","5 . 727"
"1049","0","5 . 732"
"1050","0","5 . 733"
"1051","0","5 . 745"
"1052","0.03","5 . 760"
"1053","0.02","5 . 778"
