"","Pvalor","PlotID"
"1","0.01","5.11.A.1"
"2","0.19","5.13.A.1"
"3","0.06","5.69.A.1"
"4","0.17","5.72.A.1"
"5","0","5.109.A.1"
"6","0.01","5.114.A.1"
"7","0","5.129.A.4"
"8","0.02","5.136.A.1"
"9","0.06","5.145.A.1"
"10","0.06","5.169.A.1"
"11","0.02","5.203.A.1"
"12","0.02","5.218.A.1"
"13","0.15","5.233.A.1"
"14","0","5.243.A.1"
"15","0","5.256.A.1"
"16","0.16","5.261.A.1"
"17","0","5.276.A.1"
"18","0.02","5.279.A.1"
"19","0.51","5.283.A.1"
"20","0","5.289.A.1"
"21","0","5.290.A.1"
"22","0.01","5.293.A.1"
"23","0.01","5.296.A.1"
"24","0.05","5.300.A.4"
"25","0.01","5.308.A.1"
"26","0.01","5.313.A.1"
"27","0.02","5.319.A.1"
"28","0.04","5.329.A.1"
"29","0","5.341.A.1"
"30","0.01","5.347.A.1"
"31","0.02","5.349.A.1"
"32","0","5.350.A.1"
"33","0","5.351.A.1"
"34","0.09","5.353.A.1"
"35","0.01","5.354.A.1"
"36","0.26","5.355.A.1"
"37","0.41","5.356.A.1"
"38","0","5.357.A.1"
"39","0.04","5.358.A.1"
"40","0","5.360.A.1"
"41","0.34","5.361.A.1"
"42","0.11","5.362.A.1"
"43","0","5.364.A.1"
"44","0","5.390.A.1"
"45","0","5.394.A.1"
"46","0","5.401.A.1"
"47","0.01","5.409.A.1"
"48","0","5.411.A.1"
"49","0","5.421.A.4"
"50","0.01","5.425.A.1"
"51","0.08","5.427.A.1"
"52","0.41","5.434.A.1"
"53","0.13","5.435.A.1"
"54","0","5.459.A.1"
"55","0","5.463.A.1"
"56","0.01","5.468.A.1"
"57","0.09","5.481.A.1"
"58","0","5.485.A.1"
"59","0","5.486.A.1"
"60","0.01","5.487.A.1"
"61","0.29","5.489.A.1"
"62","0.05","5.494.A.1"
"63","0.07","5.499.A.1"
"64","0.14","5.505.A.1"
"65","0","5.506.A.1"
"66","0.31","5.512.A.1"
"67","0.13","5.515.A.1"
"68","0","5.528.A.1"
"69","0.14","5.535.A.1"
"70","0.05","5.538.A.1"
"71","0.01","5.544.A.1"
"72","0.02","5.555.A.1"
"73","0.27","5.562.A.1"
"74","0.1","5.570.A.1"
"75","0.04","5.577.A.1"
"76","0.64","5.578.A.1"
"77","0.02","5.583.A.1"
"78","0.27","5.584.A.1"
"79","0","5.586.A.1"
"80","0.01","5.587.A.1"
"81","0.02","5.589.A.1"
"82","0.24","5.590.A.1"
"83","0","5.620.A.1"
"84","0","5.625.A.1"
"85","0","5.628.A.1"
"86","0","5.630.A.1"
"87","0","5.637.A.1"
"88","0.18","5.638.A.1"
"89","0.05","5.650.A.1"
"90","0","5.655.A.1"
"91","0","5.658.A.1"
"92","0","5.661.A.1"
"93","0.02","5.669.A.1"
"94","0","5.670.A.1"
"95","0.07","5.673.A.4"
"96","0.06","5.675.A.1"
"97","0.04","5.677.A.1"
"98","0","5.682.A.1"
"99","0.01","5.683.A.1"
"100","0.03","5.684.A.1"
"101","0","5.690.A.1"
"102","0","5.695.A.4"
"103","0","5.699.A.1"
"104","0","5.704.A.1"
"105","0","5.707.A.1"
"106","0","5.708.A.1"
"107","0.02","5.714.A.1"
"108","0.02","5.715.A.1"
"109","0.51","5.717.A.1"
"110","0.08","5.718.A.1"
"111","0.13","5.719.A.1"
"112","0.08","5.720.A.4"
"113","0.04","5.721.A.4"
"114","0","5.723.A.1"
"115","0.01","5.726.A.1"
"116","0.02","5.727.A.1"
"117","0","5.730.A.1"
"118","0","5.733.A.1"
"119","0.06","5.735.A.1"
"120","0.09","5.741.A.1"
"121","0","5.765.A.1"
"122","0.28","5.789.A.1"
"123","0.03","5.790.A.1"
"124","0.04","5.792.A.1"
"125","0.01","5.793.A.1"
"126","0","5.807.A.1"
"127","0","5.809.A.1"
"128","0.13","5.810.A.1"
"129","0.01","5.812.A.1"
"130","0.04","5.818.A.1"
"131","0","5.822.A.1"
"132","0.37","5.825.A.1"
"133","0.04","5.826.A.1"
"134","0.01","5.829.A.1"
"135","0.09","5.841.A.1"
"136","0","5.845.A.1"
"137","0","5.849.A.1"
"138","0","5.852.A.4"
"139","0","5.853.A.1"
"140","0.01","5.857.A.1"
"141","0.08","5.860.A.1"
"142","0.03","5.864.A.4"
"143","0","5.871.A.1"
"144","0.02","5.874.A.1"
"145","0.05","5.875.A.1"
"146","0.02","5.878.A.1"
"147","0.01","5.882.A.1"
"148","0.14","5.886.A.1"
"149","0","5.888.A.1"
"150","0.1","5.901.A.1"
"151","0.08","5.931.A.1"
"152","0.26","5.932.A.1"
"153","0","5.935.A.1"
"154","0","5.938.A.1"
"155","0","5.941.A.1"
"156","0.07","5.943.A.1"
"157","0","5.945.A.1"
"158","0","5.947.A.1"
"159","0","5.948.A.1"
"160","0.13","5.950.A.1"
"161","0","5.952.A.1"
"162","0.01","5.959.A.1"
"163","0","5.960.A.1"
"164","0.17","5.963.A.1"
"165","0.06","5.967.A.1"
"166","0","5.968.A.1"
"167","0","5.969.A.1"
"168","0.02","5.972.A.1"
"169","0","5.978.A.1"
"170","0.05","5.979.A.1"
"171","0.01","5.984.A.1"
"172","0","5.985.A.1"
"173","0","5.989.A.4C"
"174","0","5.991.A.1"
"175","0","5.995.A.1"
"176","0.03","5.999.A.1"
"177","0.05","5.1001.A.1"
"178","0","5.1003.A.1"
"179","0","5.1004.A.1"
"180","0","5.1015.A.4"
"181","0","5.1016.A.1"
"182","0","5.1017.A.4"
"183","0.03","5.1019.A.1"
"184","0","5.1022.A.1"
"185","0.19","5.1024.A.1"
"186","0.02","5.1027.A.1"
"187","0.09","5.1028.A.1"
"188","0.01","5.1030.A.1"
"189","0.12","5.1035.A.1"
"190","0.03","5.1038.A.1"
"191","0.01","5.1047.A.1"
"192","0.02","5.1048.A.1"
"193","0.07","5.1053.A.1"
"194","0.06","5.1056.A.1"
"195","0.01","5.1057.A.1"
"196","0.01","5.1067.A.1"
"197","0.07","5.1070.A.1"
"198","0.03","5.1071.A.1"
"199","0.22","5.1078.A.1"
"200","0.22","5.1080.A.1"
"201","0.01","5.1081.A.1"
"202","0.03","5.1089.A.4"
"203","0","5.1097.A.1"
"204","0.12","5.1106.A.1"
"205","0.17","5.1108.A.1"
"206","0","5.1112.A.1"
"207","0.01","5.1115.A.1"
"208","0","5.1127.A.1"
"209","0","5.1133.A.4"
"210","0.11","5.1134.A.1"
"211","0","5.1136.A.1"
"212","0","5.1146.A.1"
"213","0.1","5.1147.A.1"
"214","0.23","5.1152.A.1"
"215","0","5.1156.A.1"
"216","0","5.1158.A.1"
"217","0.38","5.1160.A.1"
"218","0.04","5.1161.A.1"
"219","0.1","5.1162.A.1"
"220","0.01","5.1163.A.1"
"221","0","5.1165.A.1"
"222","0.12","5.1167.A.1"
"223","0","5.1176.A.1"
"224","0.01","5.1178.A.1"
"225","0.04","5.1183.A.4"
"226","0.01","5.1185.A.1"
"227","0","5.1192.A.6C"
"228","0","5.1194.A.4"
"229","0.01","5.1200.A.4"
"230","0.02","5.1203.A.4"
"231","0","5.1204.A.1"
"232","0.12","5.1205.A.1"
"233","0","5.1208.A.1"
"234","0","5.1213.A.1"
"235","0.04","5.1214.A.1"
"236","0.16","5.1217.A.1"
"237","0.54","5.1230.A.1"
"238","0.02","5.1237.A.1"
"239","0","5.1240.A.4"
"240","0","5.1246.A.1"
"241","0","5.1247.A.1"
"242","0.01","5.1249.A.1"
"243","0","5.1250.A.1"
"244","0.03","5.1252.A.1"
"245","0","5.1259.A.1"
"246","0.03","5.1261.A.1"
"247","0.02","5.1262.A.1"
"248","0.63","5.1263.A.1"
"249","0.2","5.1270.A.4"
"250","0","5.1273.A.1"
"251","0.01","5.1291.A.1"
"252","0","5.1299.A.4"
"253","0","5.1300.A.4"
"254","0.01","5.1302.A.1"
"255","0.35","5.1305.A.1"
"256","0.06","5.1311.A.1"
"257","0","5.1315.A.1"
"258","0","5.1316.A.1"
"259","0","5.1318.A.1"
"260","0","5.1324.A.1"
"261","0.01","5.1327.A.1"
"262","0","5.1331.A.1"
"263","0.08","5.1333.A.1"
"264","0","5.1348.A.4"
"265","0.38","5.1352.A.1"
"266","0.03","5.1368.A.1"
"267","0","5.1380.A.1"
"268","0.01","5.2000.A.1"
"269","0.21","5.2004.1.1"
"270","0.1","5.2004.A.1"
"271","0","5.2005.A.4"
"272","0.02","5.2006.1.1"
"273","0.1","5.2006.A.1"
"274","0.02","5.2044.A.1"
"275","0.04","5.2047.A.1"
"276","0.11","5.2072.A.1"
"277","0.26","5.2077.A.1"
