"","PlotID","G","N","Especie","G.e","N.e","porcentajeG","porcentejeN","PlotID0"
"380","1.1207",26.5054777777778,1191.89368493264,43,4.141175,159.154943091895,0.1562384588846,0.13353115727003,"9.995"
"381","1.1207",26.5054777777778,1191.89368493264,71,22.3643027777778,1032.73874184074,0.8437615411154,0.86646884272997,"9.995"
"383","1.1209",24.5223741111111,361.034146462682,44,11.294375,240.50080289442,0.460574288151101,0.666144200626959,"9.995"
"384","1.1209",24.5223741111111,361.034146462682,71,13.2279991111111,120.533343568262,0.539425711848899,0.333855799373041,"9.995"
"393","1.1215",10.9689166666667,551.737136051904,44,4.85594166666667,169.765272631355,0.442700205884811,0.307692307692308,"9.995"
"394","1.1215",10.9689166666667,551.737136051904,71,5.475475,254.647908947033,0.499181019091828,0.461538461538462,"9.995"
"400","1.122",36.457625,2790.5166688779,21,6.65327777777778,198.059484736581,0.18249345034894,0.0709759188846641,"9.995"
"401","1.122",36.457625,2790.5166688779,44,29.8043472222222,2592.45718414132,0.81750654965106,0.929024081115336,"9.995"
"414","1.123",34.9974177777778,807.092400301567,21,19.2494564444444,208.245401094462,0.550025049467142,0.258019281332165,"9.995"
"415","1.123",34.9974177777778,807.092400301567,44,14.6518613333333,567.016010588726,0.418655496996032,0.702541630148992,"9.995"
"422","1.1232",17.3959204444444,1451.63455205861,44,10.8924454444444,815.01477969103,0.626149416998688,0.561446252801871,"9.995"
"423","1.1232",17.3959204444444,1451.63455205861,45,6.503475,636.619772367581,0.373850583001312,0.438553747198129,"9.995"
"428","1.1235",12.2576177777778,212.913946091824,44,3.47291466666667,19.2400642315536,0.283327048503896,0.0903654485049834,"9.995"
"429","1.1235",12.2576177777778,212.913946091824,71,8.78470311111111,193.673881860271,0.716672951496104,0.909634551495017,"9.995"
"434","1.1238",25.2747373333333,377.444789483713,43,7.17416222222222,139.066052497185,0.283847152498817,0.368440779610195,"9.995"
"435","1.1238",25.2747373333333,377.444789483713,71,17.1905751111111,174.71675974977,0.680148516852814,0.462893553223388,"9.995"
"447","1.1243",47.3726951111111,4576.1643948387,44,25.423764,2137.76919561034,0.536675482371636,0.467153059016292,"9.995"
"448","1.1243",47.3726951111111,4576.1643948387,45,20.0091561111111,2151.91630166295,0.422377406735679,0.470244535814759,"9.995"
"450","1.1244",21.3975608888889,1736.13285477666,71,14.7099664444444,1276.35190806674,0.687459964284195,0.735169491525424,"9.995"
"451","1.1244",21.3975608888889,1736.13285477666,76,6.68759444444444,459.78094670992,0.312540035715805,0.264830508474576,"9.995"
"452","1.1245",37.6817023333333,2157.00925984189,43,21.1314583333333,1255.5556621694,0.560788314349598,0.582081720994294,"9.995"
"453","1.1245",37.6817023333333,2157.00925984189,44,16.550244,901.453597672495,0.439211685650401,0.417918279005706,"9.995"
"454","1.1246",31.7497052222222,2066.6092521657,44,25.163719,1888.21424484225,0.792565437186719,0.913677437020811,"9.995"
"455","1.1246",31.7497052222222,2066.6092521657,45,6.58598622222222,178.395007323449,0.207434562813281,0.0863225629791895,"9.995"
"456","1.1247",25.7364142222222,90.5414787367227,44,18.627192,50.9295817894065,0.723767959248817,0.5625,"9.995"
"457","1.1247",25.7364142222222,90.5414787367227,45,7.10922222222222,39.6118969473162,0.276232040751183,0.4375,"9.995"
"478","1.126",33.6061251111111,1229.94940021417,21,21.6634944444444,615.399113288662,0.644629345776074,0.500345065562457,"9.995"
"479","1.126",33.6061251111111,1229.94940021417,28,7.33509511111111,213.338359273403,0.218266613209921,0.173452956061652,"9.995"
"482","1.1261",18.2129657777778,88.2779417683046,44,5.3988,19.2400642315536,0.296426187029201,0.217948717948718,"9.995"
"483","1.1261",18.2129657777778,88.2779417683046,45,12.8141657777778,69.037877536751,0.703573812970799,0.782051282051282,"9.995"
"487","1.1264",20.5902496666667,1912.54726725274,43,15.9887166666667,1615.88245332945,0.776518834181532,0.84488497669946,"9.995"
"489","1.1264",20.5902496666667,1912.54726725274,71,3.312733,42.0169049762604,0.160888432808221,0.0219690805532954,"9.995"
"521","1.1284",10.4110194444444,272.331791512799,44,6.611675,166.228496118202,0.6350650899541,0.61038961038961,"9.995"
"522","1.1284",10.4110194444444,272.331791512799,45,3.37034444444444,74.2723067762178,0.323728570715804,0.272727272727273,"9.995"
"524","1.1285",27.7406675555556,1493.22704385329,44,13.3879255555556,268.370601818067,0.482610071612152,0.1797252486973,"9.995"
"525","1.1285",27.7406675555556,1493.22704385329,71,7.275242,524.574692430887,0.262259081740915,0.351302700142113,"9.995"
"527","1.1285",27.7406675555556,1493.22704385329,78,5.315075,509.295817894065,0.191598669691551,0.341070582662245,"9.995"
"531","1.1287",12.0987962222222,1074.755646817,44,2.91136,196.078889889215,0.240632203942126,0.182440437014611,"9.995"
"532","1.1287",12.0987962222222,1074.755646817,45,9.18743622222222,878.676756927788,0.759367796057874,0.817559562985389,"9.995"
"533","1.1288",20.0929346666667,559.942457562419,44,3.388907,42.0169049762604,0.16866162440781,0.0750378979282466,"9.995"
"534","1.1288",20.0929346666667,559.942457562419,45,14.7296276666667,362.307386007417,0.733074979390766,0.647043961596766,"9.995"
"540","1.1290",16.2959838888889,910.083332364589,43,9.66200888888889,236.539613199688,0.592907366303715,0.259909839888077,"9.995"
"542","1.1290",16.2959838888889,910.083332364589,73,4.661475,418.895810217869,0.286050540537067,0.460282916213275,"9.995"
"552","1.1297",49.9361225555556,2828.99679734101,44,40.6515225555556,1683.08120707936,0.814070465930338,0.594939240886133,"9.995"
"553","1.1297",49.9361225555556,2828.99679734101,45,9.2846,1145.91559026165,0.185929534069662,0.405060759113867,"9.995"
"574","1.1325",19.6898694444444,1071.64328348543,44,12.2951388888889,629.546219341275,0.624439838140115,0.587458745874587,"9.995"
"575","1.1325",19.6898694444444,1071.64328348543,71,3.54055555555556,91.956189341984,0.179816101145076,0.0858085808580858,"9.995"
"582","1.1330",10.6927944444444,1092.86394256435,44,7.38235,1050.42262440651,0.690404181840003,0.961165048543689,"9.995"
"583","1.1330",10.6927944444444,1092.86394256435,45,3.31044444444444,42.4413181578388,0.309595818159997,0.0388349514563107,"9.995"
"584","1.1331",12.3377222222222,845.289586643622,44,8.96029444444444,657.840431446501,0.726251919362029,0.778242677824268,"9.995"
"585","1.1331",12.3377222222222,845.289586643622,71,3.37742777777778,187.449155197121,0.273748080637971,0.221757322175732,"9.995"
"595","1.134",21.5377277777778,1775.46180960292,21,5.59782777777778,152.081390065589,0.259908001230915,0.0856573705179283,"9.995"
"596","1.134",21.5377277777778,1775.46180960292,44,15.3237,1496.05646506382,0.711481738375889,0.842629482071713,"9.995"
"600","1.1345",26.5345626666667,560.366870743998,21,17.9589348888889,263.277643639126,0.67681292186697,0.469830850795254,"9.995"
"602","1.1345",26.5345626666667,560.366870743998,55,8.03580277777778,265.258238486492,0.30284285739793,0.473365311789952,"9.995"
"610","1.1350",22.2943738888889,666.470166138595,44,12.5089027777778,516.369370920372,0.561078900000506,0.774782424113776,"9.995"
"611","1.1350",22.2943738888889,666.470166138595,71,9.19097111111111,118.269806599844,0.412255179576571,0.177457015495648,"9.995"
"613","1.1351",25.4971527777778,1520.81390065589,44,10.684325,1000.90775322236,0.419039925481876,0.658139534883721,"9.995"
"615","1.1351",25.4971527777778,1520.81390065589,71,13.5573277777778,265.258238486492,0.531719282381747,0.174418604651163,"9.995"
"620","1.1355",17.783625,788.70116243317,43,7.715625,413.802852038928,0.433861206587521,0.524663677130045,"9.995"
"622","1.1355",17.783625,788.70116243317,71,9.01795,311.236333157484,0.507092901475374,0.394618834080717,"9.995"
"632","1.1364",19.929781,616.530881772871,52,13.881925,601.252007236049,0.696541773339105,0.975217989903626,"9.995"
"633","1.1364",19.929781,616.530881772871,71,6.047856,15.278874536822,0.303458226660895,0.0247820100963745,"9.995"
"660","1.1388",14.99055,1011.51808276182,44,2.2677,141.471060526129,0.151275303441168,0.13986013986014,"9.995"
"661","1.1388",14.99055,1011.51808276182,71,7.49695,201.596261249734,0.500111737061015,0.199300699300699,"9.995"
"663","1.1388",14.99055,1011.51808276182,78,3.9623,541.126806512444,0.264319854841884,0.534965034965035,"9.995"
"667","1.1391",33.003375,972.613541117138,44,12.2488611111111,247.574355920726,0.371139651963204,0.254545454545455,"9.995"
"668","1.1391",33.003375,972.613541117138,71,20.7545138888889,725.039185196412,0.628860348036796,0.745454545454545,"9.995"
"670","1.1393",18.3725027777778,767.480503354251,43,12.5987694444444,551.737136051904,0.6857405110687,0.71889400921659,"9.995"
"671","1.1393",18.3725027777778,767.480503354251,44,5.77373333333333,215.743367302347,0.3142594889313,0.28110599078341,"9.995"
"679","1.1403",18.6039055555556,668.45076098596,44,10.9271944444444,343.067321775863,0.587360240666312,0.513227513227513,"9.995"
"680","1.1403",18.6039055555556,668.45076098596,71,6.43351111111111,198.059484736581,0.345815081241902,0.296296296296296,"9.995"
"709","1.144",10.9313444444444,806.385044998936,21,5.38456944444444,137.934284012976,0.492580713361475,0.171052631578947,"9.995"
"710","1.144",10.9313444444444,806.385044998936,44,5.546775,668.45076098596,0.507419286638525,0.828947368421053,"9.995"
"716","1.1444",12.4388472222222,381.971863420549,43,9.51406666666667,272.331791512799,0.764867233811636,0.712962962962963,"9.995"
"717","1.1444",12.4388472222222,381.971863420549,44,2.92478055555556,109.64007190775,0.235132766188364,0.287037037037037,"9.995"
"721","1.1446",23.4286277777778,905.414787367227,44,15.8000888888889,657.840431446501,0.6743924159261,0.7265625,"9.995"
"722","1.1446",23.4286277777778,905.414787367227,71,7.62853888888889,247.574355920726,0.3256075840739,0.2734375,"9.995"
"729","1.1451",13.761458,1180.8589422116,45,7.291708,225.929283660228,0.529864495462617,0.191326224991015,"9.995"
"730","1.1451",13.761458,1180.8589422116,68,6.46975,954.929658551372,0.470135504537383,0.808673775008985,"9.995"
"731","1.1452",27.9752318888889,699.857336422761,14,7.34401666666667,166.228496118202,0.262518526953964,0.237517687487366,"9.995"
"732","1.1452",27.9752318888889,699.857336422761,45,13.0330575555556,326.939620875885,0.465878445880979,0.467151809177279,"9.995"
"734","1.1452",27.9752318888889,699.857336422761,77,6.26115766666667,65.2181589025456,0.223810751293663,0.0931877905801496,"9.995"
"737","1.1455",13.2813277777778,477.464829275686,44,6.76691111111111,311.236333157484,0.50950561753573,0.651851851851852,"9.995"
"738","1.1455",13.2813277777778,477.464829275686,45,6.51441666666667,166.228496118202,0.49049438246427,0.348148148148148,"9.995"
"748","1.1462",18.9489018888889,662.933389625441,43,9.93935188888889,256.20409061282,0.52453445308707,0.386470337174563,"9.995"
"749","1.1462",18.9489018888889,662.933389625441,44,9.00955,406.729299012621,0.47546554691293,0.613529662825438,"9.995"
"751","1.1464",23.0389111111111,1488.98291203751,43,8.86645,732.112738222719,0.384846747193878,0.491686460807601,"9.995"
"752","1.1464",23.0389111111111,1488.98291203751,44,13.5649611111111,629.546219341275,0.588784819112786,0.422802850356295,"9.995"
"765","1.1471",18.943925,884.194128288307,44,14.1168555555556,601.252007236049,0.745191693672539,0.68,"9.995"
"766","1.1471",18.943925,884.194128288307,45,4.82706944444444,282.942121052258,0.254808306327461,0.32,"9.995"
"774","1.1477",18.3989111111111,1421.7841582876,44,5.89626666666667,682.597867038573,0.320468240270258,0.480099502487562,"9.995"
"775","1.1477",18.3989111111111,1421.7841582876,45,12.5026444444444,739.186291249025,0.679531759729742,0.519900497512438,"9.995"
"779","1.1481",17.4672583333333,880.657351775154,44,13.3576583333333,792.237938946323,0.764725526950184,0.899598393574297,"9.995"
"781","1.1481",17.4672583333333,880.657351775154,71,3.04253333333333,74.2723067762178,0.174184939346043,0.0843373493975904,"9.995"
"790","1.152",22.6623396666667,1038.96346850389,21,8.86735644444444,100.161510852499,0.391281596466722,0.09640522875817,"9.995"
"791","1.152",22.6623396666667,1038.96346850389,43,11.9881832222222,860.992874362022,0.528991419180574,0.828703703703704,"9.995"
"808","1.162",14.7566283333333,464.873904888861,21,2.68044222222222,19.2400642315536,0.181643269836067,0.0413877054169203,"9.995"
"810","1.162",14.7566283333333,464.873904888861,44,10.5271638888889,431.486734604694,0.713385446261418,0.928180158247109,"9.995"
"818","1.169",11.474,40.7436654315252,42,4.88116,10.1859163578813,0.425410493289175,0.25,"9.995"
"819","1.169",11.474,40.7436654315252,43,5.533384,25.4647908947033,0.482254139794318,0.625,"9.995"
"831","1.174",25.335751,1635.54693074258,41,5.94938888888889,346.604098289017,0.234821888204099,0.21191938413632,"9.995"
"832","1.174",25.335751,1635.54693074258,44,6.11511111111111,201.596261249734,0.241362930631546,0.123259233630309,"9.995"
"833","1.174",25.335751,1635.54693074258,55,7.64795,700.281749604339,0.301863955009662,0.428163653663178,"9.995"
"842","1.178",25.9612048888889,194.664179283954,42,8.6054,40.7436654315252,0.331471518245404,0.209302325581395,"9.995"
"843","1.178",25.9612048888889,194.664179283954,43,10.6391168888889,123.362764778785,0.40980828641903,0.633720930232558,"9.995"
"844","1.178",25.9612048888889,194.664179283954,71,4.282608,15.278874536822,0.164961835104692,0.0784883720930232,"9.995"
"858","1.182",14.9398694444444,976.150317630291,41,2.3668,42.4413181578388,0.158421732452295,0.0434782608695652,"9.995"
"860","1.182",14.9398694444444,976.150317630291,57,8.97535277777778,618.935889801815,0.600765141298833,0.634057971014493,"9.995"
"869","1.189",43.2525678888889,424.130239457335,21,26.7085617777778,243.896108347047,0.617502337581185,0.57505003335557,"9.995"
"870","1.189",43.2525678888889,424.130239457335,25,10.49552,45.8366236104659,0.242656575372862,0.108072048032021,"9.995"
"873","1.19",10.3361916666667,240.50080289442,28,1.84357777777778,28.2942121052258,0.178361415619174,0.117647058823529,"9.995"
"874","1.19",10.3361916666667,240.50080289442,41,3.96799166666667,106.103295394597,0.383893003790081,0.441176470588235,"9.995"
"875","1.19",10.3361916666667,240.50080289442,43,4.52462222222222,106.103295394597,0.437745580590745,0.441176470588235,"9.995"
"876","1.190",18.4585564444444,79.2237938946324,43,5.06694,29.4259805894349,0.274503589446455,0.371428571428571,"9.995"
"877","1.190",18.4585564444444,79.2237938946324,71,13.3916164444444,49.7978133051975,0.725496410553545,0.628571428571429,"9.995"
"885","1.196",28.930932,632.234169491271,44,9.72425555555555,297.089227104871,0.336119678258397,0.469903781606623,"9.995"
"886","1.196",28.930932,632.234169491271,71,17.2844764444444,48.6660448209884,0.597439323573967,0.0769747147012755,"9.995"
"892","1.198",15.8995303333333,146.846960826122,43,7.85832133333333,57.7201926946607,0.494248645625612,0.393063583815029,"9.995"
"893","1.198",15.8995303333333,146.846960826122,71,6.405884,25.4647908947033,0.402897687271307,0.173410404624277,"9.995"
"894","1.199",28.7609862222222,467.420383978331,41,18.0592373333333,117.703922357739,0.627907443569506,0.25181598062954,"9.995"
"895","1.199",28.7609862222222,467.420383978331,43,9.72524888888889,222.392507147075,0.338140313191856,0.475786924939467,"9.995"
"899","1.200",35.0249183333333,1184.39571872475,41,24.3898266666667,714.004442475374,0.696356417866499,0.602842809364548,"9.995"
"900","1.200",35.0249183333333,1184.39571872475,71,9.80089166666667,343.067321775863,0.279826253223241,0.289655996177735,"9.995"
"901","1.201",13.0229277777778,495.148711841452,15,2.02474444444444,109.64007190775,0.155475364602686,0.221428571428571,"9.995"
"903","1.201",13.0229277777778,495.148711841452,71,10.2850583333333,353.677651315323,0.789765443595846,0.714285714285714,"9.995"
"911","1.205",30.8888166666667,2698.56047953591,41,14.2005333333333,1524.35067716904,0.459730571312487,0.564875491480996,"9.995"
"913","1.205",30.8888166666667,2698.56047953591,71,13.9868583333333,855.899916183082,0.452813019167131,0.317169069462647,"9.995"
"920","1.211",26.6643055555556,1326.29119243246,21,5.37626666666667,233.427249868113,0.201627852466104,0.176,"9.995"
"921","1.211",26.6643055555556,1326.29119243246,25,19.6328888888889,933.708999472453,0.736298526432028,0.704,"9.995"
"923","1.212",24.9978472222222,488.075158815146,21,4.520375,88.4194128288307,0.180830571521437,0.181159420289855,"9.995"
"924","1.212",24.9978472222222,488.075158815146,25,17.9750222222222,321.846662696944,0.71906280818626,0.659420289855072,"9.995"
"926","1.213",29.0974666666667,1213.11434401156,41,14.7013361111111,813.458598025243,0.505244538279774,0.670553935860058,"9.995"
"927","1.213",29.0974666666667,1213.11434401156,71,14.3961305555556,399.655745986315,0.494755461720226,0.329446064139942,"9.995"
"928","1.214",17.5076728888889,372.917715546877,43,7.40473611111111,169.765272631355,0.422942338373849,0.455235204855842,"9.995"
"929","1.214",17.5076728888889,372.917715546877,71,10.1029367777778,203.152442915522,0.577057661626151,0.544764795144158,"9.995"
"933","1.218",29.7836333333333,969.076764603985,15,5.2797,636.619772367581,0.177268499813656,0.656934306569343,"9.995"
"934","1.218",29.7836333333333,969.076764603985,21,5.80548888888889,70.7355302630646,0.194922117926811,0.072992700729927,"9.995"
"935","1.218",29.7836333333333,969.076764603985,25,17.0917777777778,183.912378683968,0.573864766144866,0.18978102189781,"9.995"
"940","1.220",16.7779617777778,162.974661726101,18,14.216884,120.533343568262,0.847354654176773,0.739583333333333,"9.995"
"941","1.220",16.7779617777778,162.974661726101,35,2.56107777777778,42.4413181578388,0.152645345823227,0.260416666666667,"9.995"
"952","1.231",20.467836,204.284211399731,35,3.98089022222222,38.4801284631071,0.194494924730793,0.188365650969529,"9.995"
"953","1.231",20.467836,204.284211399731,41,10.6512013333333,80.9214466209459,0.520387271684869,0.39612188365651,"9.995"
"954","1.231",20.467836,204.284211399731,54,5.83574444444444,84.8826363156775,0.285117803584338,0.415512465373961,"9.995"
