"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","YEAR","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","CoorX","CoorY","Origen","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"253","24_1272",24.1272,21,43,NA,13.22943125,5.853,NA,795.774715459477,891.267681314614,NA,47960,24,1272,NA,921119,3,26,4,1,3,"S",921126,3,163,2,"0163J07",340,4724,92,51,1,1,"0","0",10,10,2,3,9,1,60,70,21,21,5,6,3,3,26,43,4,3,3,3,25,25,1,1,3,3,21,1,2,30,43,3,6,NA,25,1,2,30,21,43,25,NA,NA,NA,NA,1,1,"W",20,NA,NA,NA,1,1,2,NA,9,NA,0,0,NA,NA,"01",60,NA,"3.00",NA,340000,4724000,24,"IFN2","24_1272",19.3875,19415.3115077803,10345.0713009732,19.08243125,1687.04239677409,0,11.5084905660377,6.13207547169811,12.0007645196714,7.75,53.2830559881958,39.9742101869761,519.47253392817,31.4148723268913,58.4696656709542,-4.95185909724356,42.6510761528736,"1986_1996",5.3030303030303,15.2272727272727,10.2651515151515,583.163636120883,28.7766728852174
"255","24_1277",24.1277,21,43,NA,11.86375625,4.263825,NA,809.92182151209,763.943726841098,NA,47963,24,1277,NA,921119,3,20,5,3,3,"S",921127,3,163,2,"0163J07",340,4723,92,51,1,1,"0","0",9,10,4,3,9,1,70,90,21,21,5,5,3,4,26,43,4,4,3,3,25,25,1,1,3,3,21,3,1,NA,43,3,6,NA,25,3,1,NA,21,43,25,NA,NA,NA,NA,1,6,"G",17,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",330,NA,"3.50",NA,340000,4723000,24,"IFN2","24_1277",21.1983870967742,16797.7432103956,10838.4516245581,16.12758125,1573.86554835319,0,10.6729213483146,6.88651685393258,11.422360536453,9,64.5232605880681,42.4560602602146,447.684519234587,28.0074568882247,52.127750942549,-4.95157764290489,42.6420760126876,"1986_1996",5.3030303030303,15.2272727272727,10.2651515151515,583.163636120883,28.7766728852174
"268","24_465",24.465,21,43,NA,15.0539611111111,2.8224,NA,548.200359538751,5.09295817894065,NA,48765,24,465,NA,930128,2,21,6,0,2,"S",930217,2,105,1,"0105M01",322,4747,92,137,2,2,"0","0",11,11,4,4,9,1,80,80,21,21,7,9,1,3,25,43,3,1,1,4,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,43,15,NA,NA,NA,NA,2,1,"W",20,NA,NA,NA,1,1,1,NA,1,NA,0,0,NA,NA,"01",190,NA,"5.50",NA,322000,4747000,24,"IFN2","24_465",26.6248357424442,10461.2897771954,5680.4167577754,17.8763611111111,553.293317717691,0,18.9073127077474,10.2665558680644,20.2822861803751,12.1090670170828,54.2993921280926,45.4803444957185,395.534477686882,35.1084458273572,65.3441805649229,-5.17853714616351,42.8540958002314,"1986_1996",4.65151515151515,14.2348484848485,9.44318181818182,760.054544492201,39.0910578114049
"275","24_799",24.799,21,43,26,8.3293125,2.88745,1.10190625,604.788783749202,381.971863420549,63.6619772367581,49051,24,799,NA,930204,2,18,6,2,1,"S",930225,3,130,2,"0130K09",313,4739,92,68,6,6,"0","0",11,11,2,2,9,1,40,80,25,21,7,7,1,3,21,43,2,2,0,3,NA,26,NA,1,NA,3,21,1,2,20,43,3,6,NA,26,1,2,20,21,43,26,NA,NA,NA,NA,2,9,"G",20,NA,NA,NA,1,1,3,NA,1,NA,0,0,NA,NA,"P702",35,NA,"2.25",NA,313000,4739000,24,"IFN2","24_799",17.2,12339.2827379146,5793.23992854499,12.31866875,1050.42262440651,0,11.7469696969697,5.51515151515152,12.2195416022737,7.125,46.9495679091964,41.4244186046512,332.961094698587,43.304506898987,80.5987690824353,-5.28594993431097,42.7799642230495,"1986_1996",5.29545454545455,14.8409090909091,10.0681818181818,651.072727853602,32.4430351365328
"345","25_2172",25.2172,21,43,25,14.8137861111111,4.802036,0.632025,1000.90775322236,132.416912652457,31.8309886183791,51552,25,2172,0,910618,NA,NA,NA,NA,NA,"5",910719,NA,329,4,"0329261",368,4662,90,124,6,NA,"0",NA,9,9,5,5,9,1,80,70,25,21,5,7,3,3,21,43,5,2,3,3,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,25,43,45,37,91,15,2,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,"M204","P906",359,NA,"10.50",NA,368000,4662000,25,"IFN2","25_2172",24.5659062885327,15278.7613599735,8761.79792709502,20.2478471111111,1165.1556544932,0,13.1130645944633,7.51985186983973,14.8748471653761,9.64364981504316,57.3462581204305,39.2562346439659,506.379965983868,30.3785188069977,56.5407944282332,1.40377274573199,42.0982458180472,"1986_1996",5.74242424242424,15.5681818181818,10.655303030303,764.94545639645,37.033853014609
"407","25_321",25.321,21,43,NA,6.70622847222222,3.791275,NA,116.713624934057,445.633840657307,NA,49773,25,321,0,901108,NA,NA,NA,NA,NA,"5",910111,NA,181,5,"0181374",347,4716,89,82,1,NA,"0",NA,11,11,5,5,9,1,0,80,41,21,0,5,0,4,NA,43,NA,3,NA,2,NA,45,NA,2,NA,2,21,3,1,NA,43,3,6,NA,45,3,6,NA,21,43,45,99,76,74,37,3,4,"W",20,NA,NA,NA,1,1,3,NA,0,NA,0,0,NA,NA,"01",82,NA,"17.00",NA,347000,4716000,25,"IFN2","25_321",26.4863636363636,7589.03820309854,3881.61222318567,10.4975034722222,562.347465591364,0,13.4952830188679,6.90251572327044,15.4168519451726,9.53030303030303,51.1476173831993,35.9819232309364,258.847592183611,44.2477222162837,82.354290597347,1.13563946182683,42.5804939502052,"1986_1996",3.92424242424242,13.7575757575758,8.84090909090909,954.618184934963,50.667310177489
"414","26_1002",26.1002,43,21,NA,6.56415,4.14777233333333,NA,1018.59163578813,47.5342763367794,NA,53650,26,1002,NA,902303,NA,NA,NA,NA,NA,"5",902803,NA,279,2,"0279J07",527,4664,88,177,0,0,"0","3",13,NA,4,3,0,1,0,80,21,43,0,6,0,3,NA,21,NA,4,NA,4,NA,NA,NA,NA,NA,NA,43,3,6,NA,21,3,1,NA,NA,NA,NA,NA,43,21,37,NA,NA,NA,NA,1,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",300,NA,"4.00",NA,527000,4664000,26,"IFN2","26_1002",16.2788025889968,10766.0325886747,7361.02222129555,10.7119223333333,1066.12591212491,0,10.0982749469214,6.90445859872611,11.3105706645581,7.14563106796117,68.3726540920834,43.8953112730237,298.509004077358,42.8602954922714,79.7719984953192,-2.6733477228218,42.1268966582831,"1986_1996",3.09090909090909,13.3787878787879,8.23484848484848,642.39090832797,35.2287494388417
"415","26_1016",26.1016,43,21,NA,12.4221569444444,3.70185,NA,919.56189341984,332.456992236404,NA,53664,26,1016,NA,902303,NA,NA,NA,NA,NA,"5",902903,NA,279,2,"0279K07",529,4663,88,91,0,0,"0","3",12,NA,2,3,1,1,0,70,43,43,0,8,0,3,NA,21,NA,2,NA,3,NA,NA,NA,NA,NA,NA,43,3,6,NA,21,3,1,NA,NA,NA,NA,NA,43,21,65,NA,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",265,NA,"3.75",NA,529000,4663000,26,"IFN2","26_1016",21.5833333333333,15353.5005212495,10534.2888444269,16.1240069444444,1252.01888565624,0,12.2629943502825,8.4138418079096,12.8051923834592,12.8833333333333,68.6116422104996,59.6911196911197,427.83062468714,21.936448482217,40.8283310979881,-2.64920136309571,42.1178191891321,"1986_1996",3.35606060606061,13.9015151515152,8.62878787878788,599.572728525509,32.1852786357735
"416","26_1028",26.1028,21,43,NA,26.7616083333333,5.4311375,NA,555.273912565057,381.971863420549,NA,53676,26,1028,NA,902303,NA,NA,NA,NA,NA,"5",902903,NA,279,2,"0279K07",529,4662,88,91,0,0,"0","3",12,NA,4,4,0,1,0,70,21,21,0,7,0,4,NA,43,NA,3,NA,3,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,43,37,78,65,NA,NA,2,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"P402",95,NA,"5.50",NA,529000,4662000,26,"IFN2","26_1028",33.6375,18185.04379768,10889.7348839988,32.1927458333333,937.245775985606,0,19.402641509434,11.6188679245283,20.912565961506,14.125,59.8829181010172,41.9918246005202,703.74209994585,23.1251627346858,43.0407776168508,-2.64925102166391,42.1088131392786,"1986_1996",3.35606060606061,13.9015151515152,8.62878787878788,599.572728525509,32.1852786357735
"417","26_1035",26.1035,21,43,NA,25.9155785,5.60490625,NA,2915.86002850405,509.295817894065,NA,53683,26,1035,NA,902303,NA,NA,NA,NA,NA,"5",903003,NA,279,2,"0279K06",528,4661,88,177,0,0,"0","3",13,NA,4,5,0,1,0,90,21,21,0,7,0,3,NA,43,NA,2,NA,3,NA,71,NA,1,NA,4,21,2,1,20,43,3,6,NA,71,3,6,NA,21,43,71,37,78,44,NA,2,3,"W",19,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",158,NA,"8.50",NA,528000,4661000,26,"IFN2","26_1035",19.9379778051788,35558.8854607501,21143.8402930537,31.52048475,3425.15584639811,0,10.3816839453141,6.17310313493866,10.824586986533,9.08692971639951,59.4614820433342,45.5759847121468,893.751565066271,18.8036718076891,34.9975767063932,-2.66139353031453,42.099843395482,"1986_1996",3.35606060606061,13.9015151515152,8.62878787878788,599.572728525509,32.1852786357735
"418","26_1037",26.1037,43,21,NA,15.99075,15.2226787777778,NA,1273.23954473516,179.951188989236,NA,53685,26,1037,NA,902303,NA,NA,NA,NA,NA,"5",903003,NA,279,2,"0279K07",530,4661,88,91,0,0,"0","3",13,NA,4,4,0,1,0,80,21,21,0,7,0,4,NA,43,NA,3,NA,3,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,43,71,78,65,37,NA,1,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"P410",15,NA,"6.75",NA,530000,4661000,26,"IFN2","26_1037",36.3215025906736,21182.4901867894,14856.8663632725,31.2134287777778,1453.1907337244,0,14.5765381619938,10.2236176012461,16.5372955668425,15.8575129533679,70.1374872938125,43.6587470845429,748.625144722621,16.5425941561062,30.7892370076528,-2.63720780744906,42.0997694804498,"1986_1996",3.35606060606061,13.9015151515152,8.62878787878788,599.572728525509,32.1852786357735
"419","26_1046",26.1046,43,21,NA,10.25356875,4.36720555555556,NA,859.436692696235,70.7355302630646,NA,53694,26,1046,NA,902203,NA,NA,NA,NA,NA,"5",902903,NA,279,2,"0279K07",531,4660,88,91,0,0,"0","3",13,NA,3,3,0,1,0,70,43,21,0,6,0,4,NA,43,NA,4,NA,3,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,43,21,65,37,NA,NA,NA,3,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",65,NA,"3.75",NA,531000,4660000,26,"IFN2","26_1046",25.0586206896552,12136.9791213623,6498.82684291906,14.6207743055556,930.172222959299,0,13.0480988593156,6.98669201520913,14.1468113673406,9.67241379310345,53.545670450075,38.5991468281271,372.972357435074,33.8987316594102,63.0926487992907,-2.62516801535872,42.090724557,"1986_1996",3.35606060606061,13.9015151515152,8.62878787878788,599.572728525509,32.1852786357735
"432","26_618",26.618,21,43,58,17.1619354166667,15.33434375,0.853776,707.355302630646,1464.22547644544,5.09295817894065,53319,26,618,NA,902003,NA,NA,NA,NA,NA,"6",902203,NA,241,1,"0241L10",534,4674,88,12,0,0,"0","0",10,NA,3,5,0,1,20,50,71,21,0,5,0,3,NA,43,NA,4,NA,3,NA,37,NA,1,NA,3,21,1,2,33,43,3,6,NA,37,3,6,NA,21,43,37,58,76,44,95,3,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,"P108","P204",0,200,"12.50",8.5,534000,4674000,26,"IFN2","26_618",27.7078843626807,28740.6523309281,18064.2982475209,33.7660801666667,2208.5047258734,0,13.0136250080072,8.17942476458907,13.9523131928334,12.4198423127464,62.8527774509896,44.8242173605809,866.087551536528,17.1330527353069,31.8882042534582,-2.58807806101202,42.2166832569452,"1986_1996",4.33333333333333,15.3257575757576,9.82954545454546,522.400001384995,26.3445272904754
"433","26_627",26.627,21,43,71,12.0862916666667,2.88041875,0.686136111111111,141.046647344551,159.154943091895,14.1471060526129,53328,26,627,NA,902003,NA,NA,NA,NA,NA,"6",902203,NA,241,1,"0241M06",522,4673,88,107,0,0,"0","0",15,NA,5,5,0,1,0,60,43,21,0,7,0,4,NA,43,NA,2,NA,3,NA,71,NA,1,NA,3,21,3,1,NA,43,3,6,NA,71,3,6,NA,21,71,43,37,NA,NA,NA,2,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"P802",35,NA,"8.50",NA,522000,4673000,26,"IFN2","26_627",35.0989637305699,7296.39116729419,2937.85877841586,15.6528465277778,314.348696489059,0,23.2111386138614,9.34585958595859,25.1794297938511,11.4041450777202,40.2645460071372,32.4914010717291,317.977656963611,49.4574174242232,92.0506259472459,-2.73349819713117,42.2081072408312,"1986_1996",3.12878787878788,13.5681818181818,8.34848484848485,648.727271253412,35.3559041310695
"434","26_662",26.662,21,43,NA,14.2753145833333,8.210075,NA,142.17841582876,381.971863420549,NA,53363,26,662,NA,902003,NA,NA,NA,NA,NA,"6",902303,NA,241,1,"0241M06",522,4671,88,122,0,0,"0","0",13,NA,5,5,0,1,0,80,21,21,0,7,0,4,NA,43,NA,3,NA,3,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,43,71,37,NA,NA,NA,2,4,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"M402",180,NA,"8.25",NA,522000,4671000,26,"IFN2","26_662",38.2346153846154,11175.7540006175,5537.53098664401,22.4853895833333,524.150279249309,0,21.3216599190283,10.5647773279352,23.3710033063743,16,49.5495067835069,41.8468966904738,470.423777899415,27.2993374292124,50.8097921237857,-2.7335738702085,42.1900952694949,"1986_1996",3.12878787878788,13.5681818181818,8.34848484848485,648.727271253412,35.3559041310695
"435","26_665",26.665,43,21,NA,23.6178465277778,8.57707816666667,NA,1007.98130624867,136.661044468241,NA,53366,26,665,NA,902003,NA,NA,NA,NA,NA,"6",902303,NA,241,1,"0241M07",525,4671,88,122,0,0,"0","0",11,NA,2,4,0,1,0,80,21,43,0,5,0,3,NA,21,NA,4,NA,4,NA,37,NA,1,NA,3,43,3,6,NA,21,3,1,NA,37,3,6,NA,21,43,37,44,65,45,NA,2,4,"W",20,NA,NA,NA,1,1,3,NA,0,NA,0,0,NA,NA,"01",80,NA,"7.00",NA,525000,4671000,26,"IFN2","26_665",31.7994413407821,20539.7800852662,14448.8638247152,32.1949246944444,1144.64235071691,0,17.9442775923866,12.6230379433939,18.9240401559107,15.0391061452514,70.3457571830565,47.2936174698266,732.121807484276,19.6536433271816,36.5795519586695,-2.69724349618953,42.1900051413097,"1986_1996",4.22727272727273,14.7575757575758,9.49242424242424,529.518183924935,27.1653324050103
"438","26_689",26.689,21,43,NA,11.68149025,4.66435902777778,NA,713.155616112217,201.596261249734,NA,53390,26,689,NA,902103,NA,NA,NA,NA,NA,"4",902403,NA,241,1,"0241M07",525,4669,88,112,0,0,"0","3",11,NA,3,3,0,1,0,70,43,21,0,6,0,4,NA,43,NA,4,NA,3,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,43,37,95,NA,NA,NA,2,1,"W",19,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"P802",230,NA,"4.00",NA,525000,4669000,26,"IFN2","26_689",30.5860285374554,11483.7860142541,6865.16615415147,16.3458492777778,914.751877361951,0,12.5539901020724,7.5049489638107,15.0836744194906,13.1563614744352,59.7813834708361,43.0142849645354,406.549630485305,25.1311607399885,46.7743605990184,-2.69732940921722,42.1719931694093,"1986_1996",4.22727272727273,14.7575757575758,9.49242424242424,529.518183924935,27.1653324050103
"439","26_764",26.764,43,21,NA,12.83545625,8.21628125,NA,1464.22547644544,891.267681314614,NA,53465,26,764,NA,902103,NA,NA,NA,NA,NA,"4",902603,NA,242,1,"0242K10",563,4679,88,17,0,0,"0","0",12,NA,5,4,0,1,0,70,43,43,0,6,0,3,25,21,0,4,0,3,NA,NA,NA,NA,NA,NA,43,3,6,NA,21,1,2,21,NA,NA,NA,NA,21,43,37,NA,NA,NA,NA,2,5,"G",14,NA,NA,NA,1,1,2,NA,1,NA,0,0,NA,NA,"01",15,NA,"6.00",NA,563000,4679000,26,"IFN2","26_764",17.4,24261.5795249285,15851.8323319528,21.0517375,2355.49315776005,0,10.3,6.72972972972973,10.6673884187122,8.75,65.3371818420362,50.2873563218391,600.373338512348,23.5478371371607,43.8274633223732,-2.2362133431355,42.2599096914172,"1986_1996",3.87878787878788,14.530303030303,9.20454545454546,614.499999891628,31.9976331304516
"440","26_766",26.766,43,21,NA,13.7803,6.24315625,NA,1305.07053335354,509.295817894065,NA,53467,26,766,NA,902103,NA,NA,NA,NA,NA,"4",902603,NA,242,1,"0242K10",565,4679,88,17,6,6,"0","0",13,NA,4,4,9,1,0,80,45,43,0,6,0,3,NA,21,NA,4,NA,3,NA,NA,NA,NA,NA,NA,43,3,6,NA,21,1,2,20,NA,NA,NA,NA,43,21,NA,NA,NA,NA,NA,2,5,"G",15,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",259,NA,"6.75",NA,565000,4679000,26,"IFN2","26_766",17.625,21000.4947409756,14483.0998213625,20.02345625,1814.36635124761,0,11.5745614035088,7.98245614035088,11.8539226611338,8.875,68.9655172413793,50.354609929078,547.746892774014,26.4526476273679,49.2339248362883,-2.21196833692975,42.2597456609052,"1986_1996",3.87878787878788,14.530303030303,9.20454545454546,614.499999891628,31.9976331304516
"442","26_947",26.947,43,21,71,11.3432180555556,8.22921169444444,3.4356375,452.707393683613,238.520208047054,77.809083289371,52681,26,947,NA,902203,NA,NA,NA,NA,NA,"3",902903,NA,297,2,"0297J06",526,4668,88,112,0,0,"0","3",12,NA,4,3,0,1,0,80,2,43,0,4,0,3,NA,21,NA,4,NA,4,NA,71,NA,2,NA,4,43,3,6,NA,21,3,1,NA,71,3,6,NA,43,21,71,37,NA,NA,NA,1,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",220,NA,"3.50",NA,526000,4668000,26,"IFN2","26_947",32.7163043478261,13779.3449572222,6869.76396361857,23.00806725,769.036685020038,0,17.9176692420898,8.93294701986755,19.5173836804136,12.3260869565217,49.8555191480121,37.6756702880494,516.868435205989,29.2550769084148,54.4498334487528,-2.68526740318897,42.1629545932453,"1986_1996",3.09090909090909,13.3787878787879,8.23484848484848,642.39090832797,35.2287494388417
"444","26_963",26.963,43,21,NA,22.0231343055556,10.658742,NA,630.677987825484,86.0144047998865,NA,53611,26,963,NA,902203,NA,NA,NA,NA,NA,"5",902803,NA,279,2,"0279J06",526,4667,88,169,0,0,"0","3",13,NA,4,3,0,1,0,80,43,21,0,5,0,4,21,43,0,4,0,4,NA,37,NA,1,NA,3,21,3,1,NA,43,3,6,NA,37,3,6,NA,43,21,71,37,65,NA,NA,3,3,"W",19,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"P802",94,NA,"3.75",NA,526000,4667000,26,"IFN2","26_963",42.2399441340782,14651.4574569416,8201.99694059313,32.6818763055556,716.69239262537,0,20.4431602842479,11.4442360836952,24.095844561424,17.8268156424581,55.9807579873712,42.2036913350836,675.548036819775,20.9536569514631,38.99914994998,-2.68531202683232,42.1539485818038,"1986_1996",3.09090909090909,13.3787878787879,8.23484848484848,642.39090832797,35.2287494388417
"446","27_2138",27.2138,43,21,26,15.76208125,8.20347708333333,1.98454722222222,1623.38041953733,424.413181578388,28.2942121052258,55425,27,2138,NA,900202,NA,NA,NA,NA,NA,"S",901502,NA,99,1,"0099K03",653,4758,87,6,5,5,"0","0",7,7,4,5,9,1,70,85,26,43,0,7,4,3,NA,21,NA,3,NA,3,NA,NA,NA,NA,NA,NA,43,3,6,NA,21,3,1,NA,NA,NA,NA,NA,43,21,73,26,NA,NA,NA,2,12,"G",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",345,NA,"12.00",NA,653000,4758000,27,"IFN2","27_2138",25.3948275862069,24709.689109145,18741.378743199,25.9501055555556,2076.08781322095,0,11.9020442930153,9.02725724020443,12.6154214595893,11.7241379310345,75.8462749588492,46.1674248082015,692.626871462276,18.7195852066056,34.841073907286,-7.12426403457176,42.9585096786093,"1986_1996",6.22727272727273,15.8939393939394,11.0606060606061,1297.2818145752,61.5975537855848
"453","28_15",28.15,21,NA,NA,16.17490625,NA,NA,954.929658551372,NA,NA,56750,28,15,0,911024,NA,NA,NA,NA,NA,"6",911111,NA,458,1,"0458J13",455,4553,90,71,1,1,"0","0",17,17,4,4,1,1,40,70,21,21,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,26,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,1,NA,0,3,4,0,NA,NA,"01",170,NA,"6.25",NA,455000,4553000,28,"IFN2","28_15",17.95,13940.3814654191,6509.43717245852,16.17490625,954.929658551372,0,14.5983333333333,6.81666666666667,14.685551289164,7.125,46.6948281767325,39.6935933147632,406.571120262381,45.4181500013029,84.532702165281,-3.46383353964083,41.018558516427,"1986_1996",4.35606060606061,13.9393939393939,9.14772727272727,640.436362591657,33.4471216071607
"454","28_18",28.18,21,NA,NA,1.155625,NA,NA,127.323954473516,NA,NA,56753,28,18,0,911024,NA,NA,NA,NA,NA,"6",911111,NA,458,1,"0458K08",447,4552,90,1,4,4,"0","0",17,17,4,4,1,1,40,60,21,21,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,21,37,57,NA,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,1,NA,1,NA,0,0,NA,NA,"01",249,NA,"5.75",NA,447000,4552000,28,"IFN2","28_18",10.75,1368.7325105903,445.633840657307,1.155625,127.323954473516,0,10.75,3.5,10.75,3.5,32.5581395348837,32.5581395348837,32.8569305536338,253.207692986502,471.272618910543,-3.17665465287524,40.3617391011066,"1986_1996",7.21969696969697,19.5151515151515,13.3674242424242,422.809089400552,18.0939535746062
"455","28_191",28.191,21,43,73,22.1476949722222,4.55222722222222,0.6241,515.096131375636,38.4801284631071,31.8309886183791,56925,28,191,0,911028,NA,NA,NA,NA,NA,"6",911114,NA,483,1,"0483M12",422,4525,90,120,2,2,"0","0",16,16,5,5,1,1,60,90,21,21,0,6,4,4,NA,43,NA,3,NA,4,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,43,73,57,52,58,NA,1,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"M713",318,NA,"10.50",NA,422000,4525000,28,"IFN2","28_191",41.6644670050761,11961.7813600067,5726.74853009771,27.3240221944444,585.407248457123,0,20.4332648622523,9.78250362493958,24.3780142328329,15.3299492385787,47.8753820835135,36.7938205874828,562.207578125094,26.9606423614995,50.1794095722507,-4.51716516750724,40.2708452227461,"1986_1996",8.23484848484848,18.0378787878788,13.1363636363636,362.790908228267,15.6805500609467
"456","28_206",28.206,21,43,NA,25.5236931944444,8.7880625,NA,1212.2655176484,456.244170196767,NA,56940,28,206,0,911029,NA,NA,NA,NA,NA,"6",911115,NA,483,1,"0483M12",423,4523,90,120,6,6,"0","0",13,13,5,5,1,1,90,80,21,21,0,7,4,4,NA,43,NA,3,NA,3,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,43,37,65,NA,NA,NA,2,1,"W",20,NA,NA,NA,1,1,2,NA,0,NA,3,0,NA,NA,"01",359,NA,"7.25",NA,423000,4523000,28,"IFN2","28_206",36.2502688172043,24161.6938826441,15409.5937967481,34.3117556944444,1668.50968784517,0,14.4810030523995,9.23554349669323,16.1812535662331,15.8924731182796,63.776959809168,43.8409800446419,830.040992697148,15.4043773320907,28.6707767933716,-3.39966964106206,40.2350568402741,"1986_1996",8.31818181818182,20.6818181818182,14.5,408.045453234152,16.6549164585368
"457","28_233",28.233,43,21,NA,21.4763909722222,21.3413400555556,NA,1428.8577113139,671.563124317535,NA,56966,28,233,0,911029,NA,NA,NA,NA,NA,"6",911115,NA,484,3,"0484192",433,4538,90,76,1,1,"0","0",17,17,5,5,1,1,70,90,21,21,0,6,4,4,NA,43,NA,4,NA,3,NA,NA,NA,NA,NA,NA,21,3,1,NA,43,3,6,NA,NA,NA,NA,NA,21,43,NA,NA,NA,NA,NA,2,6,"G",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,"P906","P813",200,NA,"8.75",NA,433000,4538000,28,"IFN2","28_233",32.899481865285,31431.2833575216,13512.820552744,42.8177310277778,2100.42083563144,0,14.9642789789183,6.43338721627265,16.1106745757771,11.9870466321244,42.9916284328568,36.4353660073075,1037.60040576264,18.2026511627456,33.8789512411831,-3.79649249503145,40.9897161976361,"1986_1996",3.52272727272727,12.2575757575758,7.89015151515151,862.98182145032,48.2378151308246
