"","X","Provincia","Estadillo","nArbol","Tipo","OrdenIFActual","bearing","distance","species","dbh_1","dbh_2","Calidad","Forma","height","ParEsp","PlotID0","INVENTORY_ID","PLOT_ID_short","PLOT_ID","TREE_ID_IFN2","TREE_ID","dbh","expan","g","slenderness","dead"
"22804",144633,9,2373,28,NA,28,364,"2.3",43,218,210,3,5,12,NA,9.2373,"IFN2","9_2373","9_2373","9_2373_28","IFN2_9_2373_28",21.4,31.8309886183791,359.680942909495,56.0747663551402,0
"22805",144634,9,2373,29,NA,29,365,"7.7",21,206,203,2,2,7,NA,9.2373,"IFN2","9_2373","9_2373","9_2373_29","IFN2_9_2373_29",20.45,31.8309886183791,328.455475428221,34.2298288508557,0
"22806",144635,9,2373,30,NA,30,380,"24.0",21,518,533,2,2,14.5,NA,9.2373,"IFN2","9_2373","9_2373","9_2373_30","IFN2_9_2373_30",52.55,5.09295817894065,2168.87899171746,27.592768791627,0
"22807",144815,9,2384,1,1,1,11,"21.0",21,434,462,2,2,19,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_1","IFN2_9_2384_1",44.8,5.09295817894065,1576.32552986521,42.4107142857143,0
"22808",144816,9,2384,2,NA,2,22,"19.5",21,434,429,2,2,17.5,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_2","IFN2_9_2384_2",43.15,5.09295817894065,1462.35051188839,40.5561993047509,0
"22809",144817,9,2384,3,5,3,99,"7.6",21,169,165,3,2,6,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_3","IFN2_9_2384_3",16.7,31.8309886183791,219.039693789914,35.9281437125749,0
"22810",144818,9,2384,4,2,4,131,"7.1",21,271,282,2,2,13,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_4","IFN2_9_2384_4",27.65,14.1471060526129,600.454567376026,47.0162748643761,0
"22811",144819,9,2384,5,NA,5,166,"3.5",21,243,238,2,2,12.5,16,9.2384,"IFN2","9_2384","9_2384","9_2384_5","IFN2_9_2384_5",24.05,14.1471060526129,454.276261204493,51.975051975052,0
"22812",144820,9,2384,6,NA,6,182,"10.3",21,397,452,2,2,15.5,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_6","IFN2_9_2384_6",42.45,14.1471060526129,1415.28945393761,36.5135453474676,0
"22813",144821,9,2384,7,3,7,204,"4.8",21,468,455,2,2,16.5,11,9.2384,"IFN2","9_2384","9_2384","9_2384_7","IFN2_9_2384_7",46.15,5.09295817894065,1672.75867986256,35.7529794149512,0
"22814",144822,9,2384,8,NA,8,219,"16.5",21,498,473,2,2,13,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_8","IFN2_9_2384_8",48.55,5.09295817894065,1851.26397443953,26.7765190525232,0
"22815",144823,9,2384,9,NA,9,231,"13.6",21,289,283,2,2,13,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_9","IFN2_9_2384_9",28.6,14.1471060526129,642.424281732577,45.4545454545455,0
"22816",144824,9,2384,10,NA,10,259,"19.0",43,608,587,3,5,14,2,9.2384,"IFN2","9_2384","9_2384","9_2384_10","IFN2_9_2384_10",59.75,5.09295817894065,2803.9205307141,23.4309623430962,0
"22817",144825,9,2384,11,NA,11,261,"18.9",43,486,512,3,5,14,2,9.2384,"IFN2","9_2384","9_2384","9_2384_11","IFN2_9_2384_11",49.9,5.09295817894065,1955.64928084128,28.0561122244489,0
"22819",144827,9,2384,13,NA,13,282,"18.3",21,584,574,2,2,17.5,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_13","IFN2_9_2384_13",57.9,5.09295817894065,2632.97665695524,30.2245250431779,0
"22820",144828,9,2384,14,4,14,306,"13.2",43,454,459,3,5,12.5,9,9.2384,"IFN2","9_2384","9_2384","9_2384_14","IFN2_9_2384_14",45.65,5.09295817894065,1636.70890416262,27.3822562979189,0
"22821",144829,9,2384,15,NA,15,311,"12.6",43,523,473,3,5,12.5,9,9.2384,"IFN2","9_2384","9_2384","9_2384_15","IFN2_9_2384_15",49.8,5.09295817894065,1947.81886115221,25.1004016064257,0
"22822",144830,9,2384,16,NA,16,323,"4.7",21,296,289,2,2,11.5,27,9.2384,"IFN2","9_2384","9_2384","9_2384_16","IFN2_9_2384_16",29.25,14.1471060526129,671.957216171729,39.3162393162393,0
"22823",144831,9,2384,17,NA,17,331,"21.0",21,434,492,2,2,15,NA,9.2384,"IFN2","9_2384","9_2384","9_2384_17","IFN2_9_2384_17",46.3,5.09295817894065,1683.65018889348,32.3974082073434,0
"22824",144832,9,2384,18,NA,18,386,"12.2",21,281,312,3,2,9,22,9.2384,"IFN2","9_2384","9_2384","9_2384_18","IFN2_9_2384_18",29.65,14.1471060526129,690.461196901373,30.35413153457,0
"22825",147364,9,1016,1,1,1,5,"3.2",43,142,148,3,5,5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_1","IFN2_9_1016_1",14.5,31.8309886183791,165.129963854314,34.4827586206897,0
"22826",147365,9,1016,2,NA,2,9,"7.2",43,177,183,3,2,7.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_2","IFN2_9_1016_2",18,31.8309886183791,254.469004940773,41.6666666666667,0
"22827",147366,9,1016,3,NA,3,38,"1.3",21,76,77,3,3,5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_3","IFN2_9_1016_3",7.65,127.323954473516,45.9634640174272,65.359477124183,0
"22828",147367,9,1016,4,NA,4,44,"3.3",21,83,79,3,3,5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_4","IFN2_9_1016_4",8.1,127.323954473516,51.5299735005066,61.7283950617284,0
"22829",147368,9,1016,5,NA,5,47,"7.8",21,158,154,2,2,7,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_5","IFN2_9_1016_5",15.6,31.8309886183791,191.134497044403,44.8717948717949,0
"22830",147369,9,1016,6,NA,6,53,"4.2",21,117,115,2,3,6.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_6","IFN2_9_1016_6",11.6,127.323954473516,105.683176866761,56.0344827586207,0
"22831",147370,9,1016,7,6,7,66,"7.4",21,140,136,2,3,6.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_7","IFN2_9_1016_7",13.8,31.8309886183791,149.57122623741,47.1014492753623,0
"22832",147371,9,1016,8,NA,8,87,"2.6",21,88,85,3,3,4.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_8","IFN2_9_1016_8",8.65,127.323954473516,58.7654540808056,52.0231213872832,0
"22833",147372,9,1016,9,2,9,129,"7.0",43,198,198,3,2,8,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_9","IFN2_9_1016_9",19.8,31.8309886183791,307.907495978336,40.4040404040404,0
"22834",147373,9,1016,10,NA,10,140,"6.4",43,264,273,2,2,9,1,9.1016,"IFN2","9_1016","9_1016","9_1016_10","IFN2_9_1016_10",26.85,14.1471060526129,566.211207451897,33.5195530726257,0
"22835",147374,9,1016,11,NA,11,145,"8.8",43,158,163,3,2,7.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_11","IFN2_9_1016_11",16.05,31.8309886183791,202.320530386591,46.7289719626168,0
"22836",147375,9,1016,12,NA,12,160,"1.9",21,108,110,3,3,6.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_12","IFN2_9_1016_12",10.9,127.323954473516,93.3131557932508,59.6330275229358,0
"22837",147376,9,1016,13,NA,13,173,"7.4",43,191,203,2,2,12.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_13","IFN2_9_1016_13",19.7,31.8309886183791,304.805173232916,63.4517766497462,0
"22838",147377,9,1016,14,NA,14,178,"8.0",43,218,222,2,2,9.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_14","IFN2_9_1016_14",22,31.8309886183791,380.132711084365,43.1818181818182,0
"22839",147378,9,1016,15,NA,15,189,"3.0",21,119,115,2,3,6.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_15","IFN2_9_1016_15",11.7,127.323954473516,107.513154587477,55.5555555555556,0
"22840",147379,9,1016,16,NA,16,198,"2.0",21,86,92,2,3,6,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_16","IFN2_9_1016_16",8.9,127.323954473516,62.2113885227119,67.4157303370786,0
"22841",147380,9,1016,17,3,17,200,"8.8",43,245,239,2,2,13.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_17","IFN2_9_1016_17",24.2,14.1471060526129,459.960580412082,55.7851239669422,0
"22842",147381,9,1016,18,NA,18,206,"4.6",43,89,93,2,3,7.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_18","IFN2_9_1016_18",9.1,127.323954473516,65.0388219109427,82.4175824175824,0
"22843",147382,9,1016,19,5,19,220,"5.4",21,126,127,2,2,7.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_19","IFN2_9_1016_19",12.65,31.8309886183791,125.681377602268,59.2885375494071,0
"22844",147383,9,1016,20,NA,20,230,"4.3",21,93,95,2,3,6.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_20","IFN2_9_1016_20",9.4,127.323954473516,69.3977817177985,69.1489361702128,0
"22845",147384,9,1016,21,NA,21,256,"2.0",43,86,80,2,3,6,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_21","IFN2_9_1016_21",8.3,127.323954473516,54.1060794764502,72.289156626506,0
"22846",147385,9,1016,22,NA,22,287,"9.3",21,130,132,2,3,7,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_22","IFN2_9_1016_22",13.1,31.8309886183791,134.782178820636,53.4351145038168,0
"22847",147386,9,1016,23,NA,23,297,"9.7",21,141,136,2,2,7,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_23","IFN2_9_1016_23",13.85,31.8309886183791,150.657039198307,50.5415162454874,0
"22848",147387,9,1016,24,NA,24,302,"2.3",43,96,99,2,3,7,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_24","IFN2_9_1016_24",9.75,127.323954473516,74.6619129079699,71.7948717948718,0
"22849",147388,9,1016,25,4,25,307,"5.2",43,136,133,2,2,8.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_25","IFN2_9_1016_25",13.45,31.8309886183791,142.080491254007,63.1970260223048,0
"22850",147389,9,1016,26,NA,26,326,"3.9",43,93,85,3,3,6.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_26","IFN2_9_1016_26",8.9,127.323954473516,62.2113885227119,73.0337078651685,0
"22851",147390,9,1016,27,NA,27,328,"1.9",43,89,94,3,3,6,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_27","IFN2_9_1016_27",9.15,127.323954473516,65.7554977350429,65.5737704918033,0
"22852",147391,9,1016,28,NA,28,363,"2.9",43,87,89,3,3,8,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_28","IFN2_9_1016_28",8.8,127.323954473516,60.8212337734984,90.9090909090909,0
"22853",147392,9,1016,29,NA,29,374,"2.2",43,160,137,2,2,8.5,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_29","IFN2_9_1016_29",14.85,31.8309886183791,173.197966487814,57.2390572390572,0
"22854",147393,9,1016,30,NA,30,393,"3.5",43,136,152,2,2,8,NA,9.1016,"IFN2","9_1016","9_1016","9_1016_30","IFN2_9_1016_30",14.4,31.8309886183791,162.860163162095,55.5555555555556,0
"22855",148639,9,1213,1,1,1,5,"4.3",43,153,150,3,4,6,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_1","IFN2_9_1213_1",15.15,31.8309886183791,180.266549958391,39.6039603960396,0
"22856",148640,9,1213,2,NA,2,37,"3.2",43,129,113,3,5,6,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_2","IFN2_9_1213_2",12.1,127.323954473516,114.99014510302,49.5867768595041,0
"22857",148641,9,1213,3,NA,3,44,"4.6",21,94,92,2,3,4,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_3","IFN2_9_1213_3",9.3,127.323954473516,67.9290871522453,43.010752688172,0
"22858",148642,9,1213,4,NA,4,64,"4.0",21,100,103,2,3,4,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_4","IFN2_9_1213_4",10.15,127.323954473516,80.9136822886136,39.4088669950739,0
"22859",148643,9,1213,5,NA,5,66,"2.2",43,74,85,3,5,4,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_5","IFN2_9_1213_5",7.95,127.323954473516,49.6391274221272,50.314465408805,0
"22860",148644,9,1213,6,NA,6,91,"4.2",21,148,153,2,3,5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_6","IFN2_9_1213_6",15.05,31.8309886183791,177.894647504931,33.2225913621262,0
"22861",148645,9,1213,7,NA,7,107,"4.6",21,112,101,2,3,6,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_7","IFN2_9_1213_7",10.65,127.323954473516,89.0818231879471,56.3380281690141,0
"22862",148646,9,1213,8,2,8,141,"7.7",21,147,149,2,2,6,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_8","IFN2_9_1213_8",14.8,31.8309886183791,172.033613710577,40.5405405405405,0
"22863",148647,9,1213,9,NA,9,189,"7.0",21,184,179,2,2,7,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_9","IFN2_9_1213_9",18.15,31.8309886183791,258.727826481796,38.5674931129477,0
"22864",148648,9,1213,10,NA,10,196,"5.7",21,135,135,2,3,6,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_10","IFN2_9_1213_10",13.5,31.8309886183791,143.138815279185,44.4444444444444,0
"22865",148649,9,1213,11,NA,11,197,"9.9",21,154,145,2,2,7,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_11","IFN2_9_1213_11",14.95,31.8309886183791,175.538453014738,46.8227424749164,0
"22866",148650,9,1213,12,NA,12,223,"1.7",21,112,119,2,3,5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_12","IFN2_9_1213_12",11.55,127.323954473516,104.774078492628,43.2900432900433,0
"22867",148651,9,1213,13,3,13,236,"7.0",43,131,142,3,2,8,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_13","IFN2_9_1213_13",13.65,31.8309886183791,146.337349299621,58.6080586080586,0
"22868",148652,9,1213,14,NA,14,240,"5.9",43,157,144,3,4,8,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_14","IFN2_9_1213_14",15.05,31.8309886183791,177.894647504931,53.156146179402,0
"22869",148653,9,1213,15,NA,15,241,"3.8",21,92,94,2,3,5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_15","IFN2_9_1213_15",9.3,127.323954473516,67.9290871522453,53.763440860215,0
"22870",148654,9,1213,16,NA,16,250,"6.3",43,143,154,3,2,8.5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_16","IFN2_9_1213_16",14.85,31.8309886183791,173.197966487814,57.2390572390572,0
"22871",148655,9,1213,17,NA,17,260,"6.7",43,132,131,3,2,8,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_17","IFN2_9_1213_17",13.15,31.8309886183791,135.813013910095,60.8365019011407,0
"22872",148656,9,1213,18,NA,18,269,"3.4",21,103,102,2,3,4,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_18","IFN2_9_1213_18",10.25,127.323954473516,82.5158945419444,39.0243902439024,0
"22873",148657,9,1213,19,NA,19,291,"1.7",21,102,100,2,3,4.5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_19","IFN2_9_1213_19",10.1,127.323954473516,80.1184666481737,44.5544554455446,0
"22874",148658,9,1213,20,NA,20,296,"3.6",21,103,97,2,3,5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_20","IFN2_9_1213_20",10,127.323954473516,78.5398163397448,50,0
"22875",148659,9,1213,21,4,21,313,"4.6",21,148,147,2,3,6.5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_21","IFN2_9_1213_21",14.75,31.8309886183791,170.873187924157,44.0677966101695,0
"22876",148660,9,1213,22,NA,22,324,"2.6",21,97,96,2,3,4,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_22","IFN2_9_1213_22",9.65,127.323954473516,73.1382404709789,41.4507772020725,0
"22877",148661,9,1213,23,NA,23,347,"5.7",21,127,126,2,3,5.5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_23","IFN2_9_1213_23",12.65,31.8309886183791,125.681377602268,43.4782608695652,0
"22878",148662,9,1213,24,NA,24,382,"3.6",43,122,113,3,5,5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_24","IFN2_9_1213_24",11.75,127.323954473516,108.43403393406,42.5531914893617,0
"22879",148663,9,1213,25,NA,25,387,"4.7",43,104,110,3,5,5,NA,9.1213,"IFN2","9_1213","9_1213","9_1213_25","IFN2_9_1213_25",10.7,127.323954473516,89.9202357273738,46.7289719626168,0
"22880",148669,9,1219,1,NA,1,22,"4.1",21,78,78,2,3,4.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_1","IFN2_9_1219_1",7.8,127.323954473516,47.7836242611007,57.6923076923077,0
"22881",148670,9,1219,2,NA,2,33,"2.5",21,81,83,2,3,3.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_2","IFN2_9_1219_2",8.2,127.323954473516,52.8101725068444,42.6829268292683,0
"22882",148671,9,1219,3,NA,3,59,"4.8",21,97,92,2,3,4.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_3","IFN2_9_1219_3",9.45,127.323954473516,70.1380194868006,47.6190476190476,0
"22883",148672,9,1219,4,NA,4,81,"4.0",21,98,92,2,3,5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_4","IFN2_9_1219_4",9.5,127.323954473516,70.8821842466197,52.6315789473684,0
"22884",148673,9,1219,5,NA,5,98,"1.5",21,76,78,2,3,3.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_5","IFN2_9_1219_5",7.7,127.323954473516,46.5662571078347,45.4545454545455,0
"22885",148674,9,1219,6,2,6,112,"4.2",21,87,83,2,3,4.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_6","IFN2_9_1219_6",8.5,127.323954473516,56.7450173054656,52.9411764705882,0
"22886",148675,9,1219,7,NA,7,136,"4.7",21,80,74,2,3,4,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_7","IFN2_9_1219_7",7.7,127.323954473516,46.5662571078347,51.9480519480519,0
"22887",148676,9,1219,8,NA,8,153,"2.4",21,75,75,2,3,4,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_8","IFN2_9_1219_8",7.5,127.323954473516,44.1786466911065,53.3333333333333,0
"22888",148677,9,1219,9,1,9,213,"5.8",43,129,144,2,2,7.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_9","IFN2_9_1219_9",13.65,31.8309886183791,146.337349299621,54.9450549450549,0
"22889",148678,9,1219,10,3,10,221,"4.2",43,120,123,2,3,6.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_10","IFN2_9_1219_10",12.15,127.323954473516,115.94244037614,53.4979423868313,0
"22890",148679,9,1219,11,NA,11,233,"4.8",43,104,102,2,3,4.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_11","IFN2_9_1219_11",10.3,127.323954473516,83.3228911548353,43.6893203883495,0
"22891",148680,9,1219,12,4,12,333,"3.1",43,86,87,2,3,6.5,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_12","IFN2_9_1219_12",8.65,127.323954473516,58.7654540808056,75.1445086705202,0
"22892",148681,9,1219,13,NA,13,360,"5.0",43,89,91,2,3,7,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_13","IFN2_9_1219_13",9,127.323954473516,63.6172512351933,77.7777777777778,0
"22893",148682,9,1219,14,NA,14,387,"4.0",43,104,111,2,3,7,NA,9.1219,"IFN2","9_1219","9_1219","9_1219_14","IFN2_9_1219_14",10.75,127.323954473516,90.7625752576176,65.1162790697674,0
"22894",148777,9,1226,1,NA,1,11,"3.9",21,103,102,2,3,6,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_1","IFN2_9_1226_1",10.25,127.323954473516,82.5158945419444,58.5365853658537,0
"22895",148778,9,1226,2,NA,2,32,"3.9",21,90,87,2,3,5.5,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_2","IFN2_9_1226_2",8.85,127.323954473516,61.5143476526966,62.1468926553672,0
"22896",148779,9,1226,3,NA,3,58,"4.4",21,105,106,2,3,7,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_3","IFN2_9_1226_3",10.55,127.323954473516,87.4167790815445,66.3507109004739,0
"22897",148780,9,1226,4,1,4,73,"2.3",21,136,129,2,3,5.5,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_4","IFN2_9_1226_4",13.25,31.8309886183791,137.886465061465,41.5094339622642,0
"22898",148781,9,1226,5,NA,5,88,"3.5",21,134,134,2,3,5.5,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_5","IFN2_9_1226_5",13.4,31.8309886183791,141.026094219646,41.044776119403,0
"22899",148782,9,1226,6,2,6,108,"7.1",21,142,144,2,3,6.5,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_6","IFN2_9_1226_6",14.3,31.8309886183791,160.606070433144,45.4545454545455,0
"22900",148783,9,1226,7,NA,7,138,"4.5",43,82,86,3,5,5,92,9.1226,"IFN2","9_1226","9_1226","9_1226_7","IFN2_9_1226_7",8.4,127.323954473516,55.4176944093239,59.5238095238095,0
"22901",148784,9,1226,8,5,8,150,"8.1",43,144,146,3,2,8,92,9.1226,"IFN2","9_1226","9_1226","9_1226_8","IFN2_9_1226_8",14.5,31.8309886183791,165.129963854314,55.1724137931034,0
"22902",148785,9,1226,9,NA,9,152,"4.7",43,105,107,3,3,8,9,9.1226,"IFN2","9_1226","9_1226","9_1226_9","IFN2_9_1226_9",10.6,127.323954473516,88.2473376393373,75.4716981132076,0
"22903",148786,9,1226,10,NA,10,179,"3.3",43,98,94,3,3,7,9,9.1226,"IFN2","9_1226","9_1226","9_1226_10","IFN2_9_1226_10",9.6,127.323954473516,72.3822947387088,72.9166666666667,0
"22904",148787,9,1226,11,NA,11,180,"8.0",21,127,135,2,2,8,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_11","IFN2_9_1226_11",13.1,31.8309886183791,134.782178820636,61.0687022900763,0
"22905",148788,9,1226,12,NA,12,195,"4.1",43,89,86,3,3,7.5,9,9.1226,"IFN2","9_1226","9_1226","9_1226_12","IFN2_9_1226_12",8.75,127.323954473516,60.1320468851171,85.7142857142857,0
"22906",148789,9,1226,13,NA,13,207,"2.7",43,84,82,3,3,6.5,9,9.1226,"IFN2","9_1226","9_1226","9_1226_13","IFN2_9_1226_13",8.3,127.323954473516,54.1060794764502,78.3132530120482,0
"22907",148790,9,1226,14,NA,14,283,"4.9",43,94,90,2,3,7,9,9.1226,"IFN2","9_1226","9_1226","9_1226_14","IFN2_9_1226_14",9.2,127.323954473516,66.47610054996,76.0869565217391,0
"22908",148791,9,1226,15,NA,15,305,"3.0",43,88,83,2,3,6,9,9.1226,"IFN2","9_1226","9_1226","9_1226_15","IFN2_9_1226_15",8.55,127.323954473516,57.414569239762,70.1754385964912,0
"22909",148792,9,1226,16,3,16,343,"6.7",21,130,127,2,3,7,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_16","IFN2_9_1226_16",12.85,31.8309886183791,129.686908235595,54.4747081712062,0
"22910",148793,9,1226,17,NA,17,351,"4.0",21,90,91,2,3,5,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_17","IFN2_9_1226_17",9.05,127.323954473516,64.3260730776595,55.2486187845304,0
"22911",148794,9,1226,18,NA,18,360,"3.1",21,86,88,2,3,5,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_18","IFN2_9_1226_18",8.7,127.323954473516,59.4467869875528,57.4712643678161,0
"22912",148795,9,1226,19,4,19,366,"6.6",21,135,142,2,2,7.5,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_19","IFN2_9_1226_19",13.85,31.8309886183791,150.657039198307,54.1516245487365,0
"22913",148796,9,1226,20,NA,20,380,"4.7",21,134,130,2,3,6.5,1,9.1226,"IFN2","9_1226","9_1226","9_1226_20","IFN2_9_1226_20",13.2,31.8309886183791,136.847775990371,49.2424242424242,0
"22914",148797,9,1226,21,NA,21,384,"2.0",21,158,153,2,2,7,NA,9.1226,"IFN2","9_1226","9_1226","9_1226_21","IFN2_9_1226_21",15.55,31.8309886183791,189.911239404911,45.016077170418,0
"22915",148816,9,1231,1,1,1,7,"4.1",21,160,153,2,2,8,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_1","IFN2_9_1231_1",15.65,31.8309886183791,192.361681674712,51.1182108626198,0
"22916",148817,9,1231,2,NA,2,12,"1.3",21,138,137,2,2,7,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_2","IFN2_9_1231_2",13.75,31.8309886183791,148.48934026733,50.9090909090909,0
"22917",148818,9,1231,3,NA,3,23,"3.3",21,140,134,2,3,7.5,1,9.1231,"IFN2","9_1231","9_1231","9_1231_3","IFN2_9_1231_3",13.7,31.8309886183791,147.411381288067,54.7445255474453,0
"22918",148819,9,1231,4,NA,4,54,"2.9",21,164,165,2,2,8,1,9.1231,"IFN2","9_1231","9_1231","9_1231_4","IFN2_9_1231_4",16.45,31.8309886183791,212.530706510758,48.6322188449848,0
"22919",148820,9,1231,5,NA,5,80,"3.6",43,76,78,2,3,7,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_5","IFN2_9_1231_5",7.7,127.323954473516,46.5662571078347,90.9090909090909,0
"22920",148821,9,1231,6,NA,6,86,"1.0",21,127,124,2,3,7,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_6","IFN2_9_1231_6",12.55,31.8309886183791,123.702174230507,55.7768924302789,0
"22921",148822,9,1231,7,NA,7,88,"3.2",21,101,101,2,3,5,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_7","IFN2_9_1231_7",10.1,127.323954473516,80.1184666481737,49.5049504950495,0
"22922",148823,9,1231,8,NA,8,92,"4.7",43,85,88,2,3,6.5,9,9.1231,"IFN2","9_1231","9_1231","9_1231_8","IFN2_9_1231_8",8.65,127.323954473516,58.7654540808056,75.1445086705202,0
"22923",148824,9,1231,9,NA,9,108,"4.3",21,122,115,2,3,6,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_9","IFN2_9_1231_9",11.85,127.323954473516,110.287573599678,50.6329113924051,0
"22924",148825,9,1231,10,NA,10,127,"2.1",21,123,122,2,3,6,1,9.1231,"IFN2","9_1231","9_1231","9_1231_10","IFN2_9_1231_10",12.25,127.323954473516,117.85881189483,48.9795918367347,0
"22925",148826,9,1231,11,2,11,131,"8.7",21,143,136,2,3,5.5,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_11","IFN2_9_1231_11",13.95,31.8309886183791,152.840446092552,39.426523297491,0
"22926",148827,9,1231,12,NA,12,142,"3.2",21,123,123,2,3,6,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_12","IFN2_9_1231_12",12.3,127.323954473516,118.8228881404,48.780487804878,0
"22927",148828,9,1231,13,NA,13,199,"3.6",43,110,109,2,3,7,1,9.1231,"IFN2","9_1231","9_1231","9_1231_13","IFN2_9_1231_13",10.95,127.323954473516,94.1712032867625,63.9269406392694,0
"22928",148829,9,1231,14,NA,14,205,"4.5",43,105,100,2,3,7,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_14","IFN2_9_1231_14",10.25,127.323954473516,82.5158945419444,68.2926829268293,0
"22929",148830,9,1231,15,NA,15,212,"3.3",43,94,97,2,3,7,NA,9.1231,"IFN2","9_1231","9_1231","9_1231_15","IFN2_9_1231_15",9.55,127.323954473516,71.6302759972558,73.2984293193717,0
