"","X","Provincia","Estadillo","nArbol","Tipo","OrdenIFActual","bearing","distance","species","dbh_1","dbh_2","Calidad","Forma","height","ParEsp","PlotID0","INVENTORY_ID","PLOT_ID_short","PLOT_ID","TREE_ID_IFN2","TREE_ID","dbh","expan","g","slenderness","dead"
"24413",544006,26,963,4,NA,4,64,"8.2",43,169,174,2,2,13,NA,26.963,"IFN2","26_963","26_963","26_963_4","IFN2_26_963_4",17.15,31.8309886183791,231.003271313866,75.801749271137,0
"24414",544007,26,963,5,4,5,71,"5.4",43,159,155,3,5,6,NA,26.963,"IFN2","26_963","26_963","26_963_5","IFN2_26_963_5",15.7,31.8309886183791,193.592793295837,38.2165605095541,0
"24415",544008,26,963,6,2,6,107,"5.5",43,217,195,2,2,11.5,NA,26.963,"IFN2","26_963","26_963","26_963_6","IFN2_26_963_6",20.6,31.8309886183791,333.291564619341,55.8252427184466,0
"24416",544009,26,963,7,NA,7,142,"10.9",21,643,643,2,2,20.5,NA,26.963,"IFN2","26_963","26_963","26_963_7","IFN2_26_963_7",64.3,5.09295817894065,3247.22085258512,31.8818040435459,0
"24417",544010,26,963,8,5,8,176,"14.0",21,365,404,2,2,17,NA,26.963,"IFN2","26_963","26_963","26_963_8","IFN2_26_963_8",38.45,14.1471060526129,1161.1346082622,44.2132639791938,0
"24418",544011,26,963,9,NA,9,197,"9.3",43,416,465,2,2,18.5,NA,26.963,"IFN2","26_963","26_963","26_963_9","IFN2_26_963_9",44.05,5.09295817894065,1523.98855975182,41.9977298524404,0
"24419",544012,26,963,10,NA,10,198,"4.3",43,74,85,3,5,5,NA,26.963,"IFN2","26_963","26_963","26_963_10","IFN2_26_963_10",7.95,127.323954473516,49.6391274221272,62.8930817610063,0
"24420",544013,26,963,11,NA,11,200,"3.8",43,268,315,2,2,14,NA,26.963,"IFN2","26_963","26_963","26_963_11","IFN2_26_963_11",29.15,14.1471060526129,667.370490897488,48.0274442538594,0
"24421",544014,26,963,12,NA,12,200,"11.2",43,416,439,2,2,17.5,NA,26.963,"IFN2","26_963","26_963","26_963_12","IFN2_26_963_12",42.75,5.09295817894065,1435.36423099405,40.9356725146199,0
"24422",544015,26,963,13,NA,13,215,"6.0",43,274,296,2,2,11,NA,26.963,"IFN2","26_963","26_963","26_963_13","IFN2_26_963_13",28.5,14.1471060526129,637.939658219577,38.5964912280702,0
"24423",544016,26,963,14,NA,14,230,"1.6",43,265,287,3,2,11,2,26.963,"IFN2","26_963","26_963","26_963_14","IFN2_26_963_14",27.6,14.1471060526129,598.28490494964,39.8550724637681,0
"24424",544017,26,963,15,NA,15,234,"7.5",43,215,214,2,2,17,NA,26.963,"IFN2","26_963","26_963","26_963_15","IFN2_26_963_15",21.45,31.8309886183791,361.363658474574,79.2540792540793,0
"24425",544018,26,963,16,NA,16,237,"2.8",43,233,230,3,2,15.5,2,26.963,"IFN2","26_963","26_963","26_963_16","IFN2_26_963_16",23.15,14.1471060526129,420.912547223369,66.9546436285097,0
"24426",544019,26,963,17,NA,17,249,"2.8",43,254,258,3,2,17,2,26.963,"IFN2","26_963","26_963","26_963_17","IFN2_26_963_17",25.6,14.1471060526129,514.718540364152,66.40625,0
"24427",544020,26,963,18,NA,18,260,"12.1",21,333,335,2,2,19,NA,26.963,"IFN2","26_963","26_963","26_963_18","IFN2_26_963_18",33.4,14.1471060526129,876.158775159657,56.8862275449102,0
"24428",544021,26,963,19,NA,19,263,"11.9",21,302,328,2,2,19,NA,26.963,"IFN2","26_963","26_963","26_963_19","IFN2_26_963_19",31.5,14.1471060526129,779.311327631118,60.3174603174603,0
"24429",544022,26,963,20,NA,20,270,"10.6",21,342,402,2,2,18,NA,26.963,"IFN2","26_963","26_963","26_963_20","IFN2_26_963_20",37.2,14.1471060526129,1086.86539443592,48.3870967741935,0
"24430",544023,26,963,21,NA,21,278,"7.0",43,144,151,2,2,12,NA,26.963,"IFN2","26_963","26_963","26_963_21","IFN2_26_963_21",14.75,31.8309886183791,170.873187924157,81.3559322033898,0
"24431",544024,26,963,22,NA,22,291,"3.5",43,213,219,2,2,15,NA,26.963,"IFN2","26_963","26_963","26_963_22","IFN2_26_963_22",21.6,31.8309886183791,366.435367114714,69.4444444444444,0
"24433",544026,26,963,24,6,24,313,"7.5",43,236,220,2,2,15,NA,26.963,"IFN2","26_963","26_963","26_963_24","IFN2_26_963_24",22.8,14.1471060526129,408.28138126053,65.7894736842105,0
"24434",544027,26,963,25,NA,25,314,"14.9",21,287,284,2,2,17,NA,26.963,"IFN2","26_963","26_963","26_963_25","IFN2_26_963_25",28.55,14.1471060526129,640.180006480669,59.5446584938704,0
"24435",544028,26,963,26,NA,26,319,"9.7",43,276,272,2,2,16.5,NA,26.963,"IFN2","26_963","26_963","26_963_26","IFN2_26_963_26",27.4,14.1471060526129,589.645525152268,60.2189781021898,0
"24436",544029,26,963,27,NA,27,328,"16.3",21,447,443,2,2,20,NA,26.963,"IFN2","26_963","26_963","26_963_27","IFN2_26_963_27",44.5,5.09295817894065,1555.2847130678,44.9438202247191,0
"24437",544030,26,963,28,NA,28,344,"7.9",43,328,324,2,2,16.5,NA,26.963,"IFN2","26_963","26_963","26_963_28","IFN2_26_963_28",32.6,14.1471060526129,834.689752132272,50.6134969325153,0
"24438",544031,26,963,29,3,29,370,"14.6",43,859,859,3,4,18,NA,26.963,"IFN2","26_963","26_963","26_963_29","IFN2_26_963_29",85.9,5.09295817894065,5795.30382205873,20.9545983701979,0
"24439",544032,26,963,30,NA,30,381,"13.2",43,336,372,3,2,17,NA,26.963,"IFN2","26_963","26_963","26_963_30","IFN2_26_963_30",35.4,14.1471060526129,984.229562443146,48.0225988700565,0
"24440",544033,26,963,31,NA,31,385,"2.3",43,291,315,3,2,15.5,1,26.963,"IFN2","26_963","26_963","26_963_31","IFN2_26_963_31",30.3,14.1471060526129,721.066199833563,51.1551155115512,0
"24441",544034,26,963,32,NA,32,387,"1.3",43,86,90,3,5,7,NA,26.963,"IFN2","26_963","26_963","26_963_32","IFN2_26_963_32",8.8,127.323954473516,60.8212337734984,79.5454545454545,0
"24442",544667,26,1002,1,NA,1,43,"3.5",43,88,88,2,3,7,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_1","IFN2_26_1002_1",8.8,127.323954473516,60.8212337734984,79.5454545454545,0
"24443",544668,26,1002,2,NA,2,62,"4.9",43,94,93,2,3,7,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_2","IFN2_26_1002_2",9.35,127.323954473516,68.6614709396134,74.8663101604278,0
"24444",544669,26,1002,3,NA,3,136,"0.5",43,85,79,2,3,6,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_3","IFN2_26_1002_3",8.2,127.323954473516,52.8101725068444,73.1707317073171,0
"24445",544670,26,1002,4,1,4,142,"10.1",21,280,306,2,2,8,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_4","IFN2_26_1002_4",29.3,14.1471060526129,674.256469295075,27.3037542662116,0
"24446",544671,26,1002,5,NA,5,225,"3.4",43,101,91,2,3,7.5,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_5","IFN2_26_1002_5",9.6,127.323954473516,72.3822947387088,78.125,0
"24447",544672,26,1002,6,2,6,253,"13.6",21,436,431,2,2,12,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_6","IFN2_26_1002_6",43.35,5.09295817894065,1475.93790011516,27.681660899654,0
"24448",544673,26,1002,7,3,7,261,"11.1",21,379,384,4,2,6.5,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_7","IFN2_26_1002_7",38.15,14.1471060526129,1143.08615846732,17.0380078636959,0
"24449",544674,26,1002,8,NA,8,334,"1.7",43,91,93,2,3,7,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_8","IFN2_26_1002_8",9.2,127.323954473516,66.47610054996,76.0869565217391,0
"24450",544675,26,1002,9,4,9,343,"13.0",21,272,273,2,2,6.5,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_9","IFN2_26_1002_9",27.25,14.1471060526129,583.207223707818,23.8532110091743,0
"24451",544676,26,1002,10,NA,10,370,"2.3",43,85,80,2,3,7,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_10","IFN2_26_1002_10",8.25,127.323954473516,53.4561624962388,84.8484848484848,0
"24452",544677,26,1002,11,NA,11,379,"1.8",43,93,83,2,3,6.5,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_11","IFN2_26_1002_11",8.8,127.323954473516,60.8212337734984,73.8636363636364,0
"24453",544678,26,1002,12,NA,12,384,"3.2",43,101,101,2,3,7,NA,26.1002,"IFN2","26_1002","26_1002","26_1002_12","IFN2_26_1002_12",10.1,127.323954473516,80.1184666481737,69.3069306930693,0
"24454",544907,26,1016,1,1,1,14,"8.0",43,121,134,2,2,9.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_1","IFN2_26_1016_1",12.75,31.8309886183791,127.676288937298,74.5098039215686,0
"24455",544908,26,1016,2,NA,2,15,"5.1",21,150,150,2,2,7,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_2","IFN2_26_1016_2",15,31.8309886183791,176.714586764426,46.6666666666667,0
"24456",544909,26,1016,3,NA,3,36,"3.1",43,210,221,2,2,14,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_3","IFN2_26_1016_3",21.55,31.8309886183791,364.740870577184,64.9651972157773,0
"24457",544910,26,1016,4,NA,4,41,"4.1",43,116,106,3,2,8.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_4","IFN2_26_1016_4",11.1,127.323954473516,96.7689077121996,76.5765765765766,0
"24458",544911,26,1016,5,NA,5,55,"4.5",43,92,108,3,5,8,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_5","IFN2_26_1016_5",10,127.323954473516,78.5398163397448,80,0
"24459",544912,26,1016,6,NA,6,63,"1.6",43,107,94,3,3,8,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_6","IFN2_26_1016_6",10.05,127.323954473516,79.3271779985508,79.6019900497512,0
"24460",544913,26,1016,7,NA,7,68,"4.3",43,130,124,2,2,9.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_7","IFN2_26_1016_7",12.7,31.8309886183791,126.676869774374,74.8031496062992,0
"24461",544914,26,1016,8,NA,8,72,"4.1",21,118,118,2,3,7,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_8","IFN2_26_1016_8",11.8,127.323954473516,109.358840271461,59.3220338983051,0
"24462",544915,26,1016,9,NA,9,79,"3.8",43,96,96,3,3,8.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_9","IFN2_26_1016_9",9.6,127.323954473516,72.3822947387088,88.5416666666667,0
"24463",544916,26,1016,10,5,10,90,"9.6",43,266,261,3,2,12.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_10","IFN2_26_1016_10",26.35,14.1471060526129,545.319616305525,47.438330170778,0
"24464",544917,26,1016,11,2,11,140,"9.6",43,131,124,3,4,8.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_11","IFN2_26_1016_11",12.75,31.8309886183791,127.676288937298,66.6666666666667,0
"24465",544918,26,1016,12,NA,12,150,"6.0",43,150,154,2,2,11,1,26.1016,"IFN2","26_1016","26_1016","26_1016_12","IFN2_26_1016_12",15.2,31.8309886183791,181.458391671346,72.3684210526316,0
"24466",544919,26,1016,13,NA,13,151,"7.6",43,166,157,3,2,12.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_13","IFN2_26_1016_13",16.15,31.8309886183791,204.849512472731,77.3993808049536,0
"24467",544920,26,1016,14,NA,14,193,"13.0",43,282,258,2,4,14.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_14","IFN2_26_1016_14",27,14.1471060526129,572.55526111674,53.7037037037037,0
"24468",544921,26,1016,15,NA,15,200,"5.1",43,156,156,2,2,10.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_15","IFN2_26_1016_15",15.6,31.8309886183791,191.134497044403,67.3076923076923,0
"24469",544922,26,1016,16,NA,16,263,"2.2",21,85,80,2,3,5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_16","IFN2_26_1016_16",8.25,127.323954473516,53.4561624962388,60.6060606060606,0
"24470",544923,26,1016,17,3,17,263,"7.9",21,234,240,2,2,10,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_17","IFN2_26_1016_17",23.7,14.1471060526129,441.150294398713,42.1940928270042,0
"24471",544924,26,1016,18,NA,18,290,"9.0",43,129,142,3,2,10,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_18","IFN2_26_1016_18",13.55,31.8309886183791,144.20106629518,73.8007380073801,0
"24472",544925,26,1016,19,6,19,296,"4.2",21,132,134,2,2,6,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_19","IFN2_26_1016_19",13.3,31.8309886183791,138.929081123375,45.1127819548872,0
"24473",544926,26,1016,20,NA,20,316,"9.0",43,123,127,3,2,9.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_20","IFN2_26_1016_20",12.5,31.8309886183791,122.718463030851,76,0
"24474",544927,26,1016,21,NA,21,324,"7.7",43,145,161,2,2,10,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_21","IFN2_26_1016_21",15.3,31.8309886183791,183.853856069709,65.359477124183,0
"24475",544928,26,1016,22,4,22,326,"5.6",43,161,150,4,5,8.5,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_22","IFN2_26_1016_22",15.55,31.8309886183791,189.911239404911,54.6623794212219,0
"24476",544929,26,1016,23,NA,23,376,"10.0",43,135,125,2,4,8,NA,26.1016,"IFN2","26_1016","26_1016","26_1016_23","IFN2_26_1016_23",13,31.8309886183791,132.732289614169,61.5384615384615,0
"24477",545072,26,1028,1,1,1,25,"10.4",21,387,385,2,2,15.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_1","IFN2_26_1028_1",38.6,14.1471060526129,1170.21184753566,40.1554404145078,0
"24478",545073,26,1028,2,NA,2,42,"6.3",21,314,326,2,2,14,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_2","IFN2_26_1028_2",32,14.1471060526129,804.247719318987,43.75,0
"24479",545074,26,1028,3,NA,3,66,"14.4",21,295,285,2,2,13.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_3","IFN2_26_1028_3",29,14.1471060526129,660.519855417254,46.551724137931,0
"24480",545075,26,1028,4,NA,4,84,"3.6",43,151,140,2,2,12,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_4","IFN2_26_1028_4",14.55,31.8309886183791,166.270754686648,82.4742268041237,0
"24481",545076,26,1028,5,NA,5,99,"9.9",43,138,133,2,2,11.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_5","IFN2_26_1028_5",13.55,31.8309886183791,144.20106629518,84.8708487084871,0
"24482",545077,26,1028,6,NA,6,119,"6.7",21,359,322,2,2,14,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_6","IFN2_26_1028_6",34.05,14.1471060526129,910.59259413841,41.1160058737151,0
"24483",545078,26,1028,7,NA,7,137,"5.3",21,270,263,2,2,15,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_7","IFN2_26_1028_7",26.65,14.1471060526129,557.807447103544,56.2851782363978,0
"24484",545079,26,1028,8,NA,8,156,"10.9",21,263,252,2,2,15.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_8","IFN2_26_1028_8",25.75,14.1471060526129,520.768069717721,60.1941747572816,0
"24485",545080,26,1028,9,NA,9,165,"6.6",21,250,256,2,2,15,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_9","IFN2_26_1028_9",25.3,14.1471060526129,502.725510409073,59.2885375494071,0
"24486",545081,26,1028,10,NA,10,165,"3.5",43,78,78,4,5,4,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_10","IFN2_26_1028_10",7.8,127.323954473516,47.7836242611007,51.2820512820513,0
"24487",545082,26,1028,11,5,11,177,"5.2",21,205,196,2,2,14,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_11","IFN2_26_1028_11",20.05,31.8309886183791,315.732025181183,69.8254364089776,0
"24488",545083,26,1028,12,NA,12,190,"12.8",21,234,222,2,2,14.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_12","IFN2_26_1028_12",22.8,14.1471060526129,408.28138126053,63.5964912280702,0
"24489",545084,26,1028,13,NA,13,202,"4.4",21,213,211,2,2,15,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_13","IFN2_26_1028_13",21.2,31.8309886183791,352.989350557349,70.7547169811321,0
"24490",545085,26,1028,14,NA,14,205,"12.5",21,370,376,2,2,14,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_14","IFN2_26_1028_14",37.3,14.1471060526129,1092.71661075324,37.5335120643432,0
"24491",545086,26,1028,15,NA,15,207,"7.8",21,215,233,2,2,15,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_15","IFN2_26_1028_15",22.4,31.8309886183791,394.081382466304,66.9642857142857,0
"24492",545087,26,1028,16,NA,16,213,"5.5",21,197,204,2,2,14.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_16","IFN2_26_1028_16",20.05,31.8309886183791,315.732025181183,72.3192019950125,0
"24493",545088,26,1028,17,NA,17,214,"8.5",21,272,277,2,2,15.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_17","IFN2_26_1028_17",27.45,14.1471060526129,591.799479615386,56.4663023679417,0
"24494",545089,26,1028,18,NA,18,247,"10.2",21,284,282,2,2,16,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_18","IFN2_26_1028_18",28.3,14.1471060526129,629.017535083382,56.5371024734982,0
"24495",545090,26,1028,19,NA,19,249,"9.7",21,316,327,2,2,16,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_19","IFN2_26_1028_19",32.15,14.1471060526129,811.805213146279,49.7667185069984,0
"24496",545091,26,1028,20,NA,20,270,"13.7",21,377,353,2,2,12.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_20","IFN2_26_1028_20",36.5,14.1471060526129,1046.34670318625,34.2465753424658,0
"24497",545092,26,1028,21,2,21,277,"9.1",43,141,132,3,5,7.5,9,26.1028,"IFN2","26_1028","26_1028","26_1028_21","IFN2_26_1028_21",13.65,31.8309886183791,146.337349299621,54.9450549450549,0
"24498",545093,26,1028,22,3,22,280,"9.2",43,140,134,3,4,9.5,9,26.1028,"IFN2","26_1028","26_1028","26_1028_22","IFN2_26_1028_22",13.7,31.8309886183791,147.411381288067,69.3430656934307,0
"24499",545094,26,1028,23,NA,23,310,"7.0",21,257,252,2,2,14.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_23","IFN2_26_1028_23",25.45,14.1471060526129,508.704353927936,56.9744597249509,0
"24500",545095,26,1028,24,NA,24,312,"7.2",21,246,233,2,2,15,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_24","IFN2_26_1028_24",23.95,14.1471060526129,450.506350020185,62.6304801670146,0
"24501",545096,26,1028,25,NA,25,313,"9.6",21,214,218,2,2,15,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_25","IFN2_26_1028_25",21.6,31.8309886183791,366.435367114714,69.4444444444444,0
"24502",545097,26,1028,26,4,26,330,"2.4",43,184,187,3,2,12,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_26","IFN2_26_1028_26",18.55,31.8309886183791,270.25747152047,64.6900269541779,0
"24503",545098,26,1028,27,NA,27,331,"12.4",21,292,273,2,2,12.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_27","IFN2_26_1028_27",28.25,14.1471060526129,626.796821776376,44.2477876106195,0
"24504",545099,26,1028,28,NA,28,340,"4.5",21,240,231,2,2,12,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_28","IFN2_26_1028_28",23.55,14.1471060526129,435.583784915633,50.9554140127388,0
"24505",545100,26,1028,29,NA,29,354,"11.9",21,309,281,2,2,13.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_29","IFN2_26_1028_29",29.5,14.1471060526129,683.492751696629,45.7627118644068,0
"24506",545101,26,1028,30,NA,30,370,"5.1",43,123,127,3,2,9.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_30","IFN2_26_1028_30",12.5,31.8309886183791,122.718463030851,76,0
"24507",545102,26,1028,31,NA,31,370,"9.0",21,164,159,2,2,9.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_31","IFN2_26_1028_31",16.15,31.8309886183791,204.849512472731,58.8235294117647,0
"24508",545103,26,1028,32,NA,32,375,"6.5",43,199,192,2,2,14,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_32","IFN2_26_1028_32",19.55,31.8309886183791,300.181141545913,71.6112531969309,0
"24509",545104,26,1028,33,NA,33,376,"7.0",21,147,141,2,2,11.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_33","IFN2_26_1028_33",14.4,31.8309886183791,162.860163162095,79.8611111111111,0
"24510",545105,26,1028,34,NA,34,388,"13.1",21,278,279,2,2,14,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_34","IFN2_26_1028_34",27.85,14.1471060526129,609.172486989737,50.2692998204668,0
"24511",545106,26,1028,35,NA,35,389,"8.1",21,213,214,2,2,13.5,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_35","IFN2_26_1028_35",21.35,31.8309886183791,358.002154335233,63.231850117096,0
"24512",545107,26,1028,36,NA,36,396,"8.1",21,136,140,2,2,11,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_36","IFN2_26_1028_36",13.8,31.8309886183791,149.57122623741,79.7101449275362,0
"24513",545108,26,1028,37,NA,37,398,"6.6",43,164,169,3,2,10,NA,26.1028,"IFN2","26_1028","26_1028","26_1028_37","IFN2_26_1028_37",16.65,31.8309886183791,217.730042352449,60.0600600600601,0
"24514",545181,26,1035,1,NA,1,28,"1.5",21,79,78,2,3,6,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_1","IFN2_26_1035_1",7.85,127.323954473516,48.3981983239592,76.4331210191083,0
"24515",545182,26,1035,2,NA,2,34,"3.2",21,114,111,2,3,6.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_2","IFN2_26_1035_2",11.25,127.323954473516,99.4019550549895,57.7777777777778,0
"24516",545183,26,1035,3,NA,3,40,"4.7",21,94,93,2,3,6.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_3","IFN2_26_1035_3",9.35,127.323954473516,68.6614709396134,69.5187165775401,0
"24517",545184,26,1035,4,1,4,61,"9.1",21,122,128,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_4","IFN2_26_1035_4",12.5,31.8309886183791,122.718463030851,44,0
"24518",545185,26,1035,5,NA,5,70,"4.5",21,108,109,2,3,6.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_5","IFN2_26_1035_5",10.85,127.323954473516,92.4590352905561,59.9078341013825,0
"24519",545186,26,1035,6,NA,6,72,"3.8",21,83,81,2,3,6.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_6","IFN2_26_1035_6",8.2,127.323954473516,52.8101725068444,79.2682926829268,0
"24520",545187,26,1035,7,NA,7,76,"4.9",21,139,133,2,2,7.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_7","IFN2_26_1035_7",13.6,31.8309886183791,145.267244301992,55.1470588235294,0
"24521",545188,26,1035,8,NA,8,86,"2.4",21,116,112,2,3,6,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_8","IFN2_26_1035_8",11.4,127.323954473516,102.070345315132,52.6315789473684,0
"24522",545189,26,1035,9,NA,9,92,"9.1",21,137,123,2,3,6,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_9","IFN2_26_1035_9",13,31.8309886183791,132.732289614169,46.1538461538462,0
"24523",545190,26,1035,10,NA,10,104,"5.1",21,115,119,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_10","IFN2_26_1035_10",11.7,127.323954473516,107.513154587477,47.008547008547,0
"24524",545191,26,1035,11,NA,11,112,"3.4",21,86,86,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_11","IFN2_26_1035_11",8.6,127.323954473516,58.0880481648753,63.953488372093,0
"24525",545192,26,1035,12,NA,12,117,"2.4",21,92,94,2,3,6,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_12","IFN2_26_1035_12",9.3,127.323954473516,67.9290871522453,64.5161290322581,0
"24526",545193,26,1035,13,NA,13,123,"1.5",21,77,77,2,3,6,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_13","IFN2_26_1035_13",7.7,127.323954473516,46.5662571078347,77.9220779220779,0
"24527",545194,26,1035,14,NA,14,139,"1.7",21,73,77,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_14","IFN2_26_1035_14",7.5,127.323954473516,44.1786466911065,73.3333333333333,0
"24528",545195,26,1035,15,NA,15,173,"3.5",21,107,106,2,3,6.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_15","IFN2_26_1035_15",10.65,127.323954473516,89.0818231879471,61.0328638497653,0
"24529",545196,26,1035,16,2,16,175,"10.6",21,416,418,3,2,12,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_16","IFN2_26_1035_16",41.7,14.1471060526129,1365.72101235019,28.7769784172662,0
"24530",545197,26,1035,17,NA,17,177,"4.4",21,89,89,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_17","IFN2_26_1035_17",8.9,127.323954473516,62.2113885227119,61.7977528089888,0
"24531",545198,26,1035,18,NA,18,206,"4.4",21,126,125,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_18","IFN2_26_1035_18",12.55,31.8309886183791,123.702174230507,43.8247011952191,0
"24532",545199,26,1035,19,NA,19,222,"4.2",21,83,85,2,3,5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_19","IFN2_26_1035_19",8.4,127.323954473516,55.4176944093239,59.5238095238095,0
"24533",545200,26,1035,20,NA,20,235,"3.9",21,81,80,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_20","IFN2_26_1035_20",8.05,127.323954473516,50.8957644835631,68.3229813664596,0
"24534",545201,26,1035,21,NA,21,243,"3.8",21,96,93,2,3,5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_21","IFN2_26_1035_21",9.45,127.323954473516,70.1380194868006,52.9100529100529,0
"24535",545202,26,1035,22,NA,22,266,"6.9",21,153,147,2,2,7.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_22","IFN2_26_1035_22",15,31.8309886183791,176.714586764426,50,0
"24536",545203,26,1035,23,NA,23,284,"4.7",21,112,111,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_23","IFN2_26_1035_23",11.15,127.323954473516,97.6426631689793,49.3273542600897,0
"24537",545204,26,1035,24,3,24,285,"7.6",43,144,140,2,2,9,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_24","IFN2_26_1035_24",14.2,31.8309886183791,158.367685667461,63.3802816901408,0
"24538",545205,26,1035,25,NA,25,292,"4.6",21,82,81,2,3,5.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_25","IFN2_26_1035_25",8.15,127.323954473516,52.168109508267,67.4846625766871,0
"24539",545206,26,1035,26,NA,26,303,"4.7",43,120,109,2,2,7.5,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_26","IFN2_26_1035_26",11.45,127.323954473516,102.967662716814,65.5021834061135,0
"24540",545207,26,1035,27,4,27,312,"6.1",21,150,153,2,2,8,NA,26.1035,"IFN2","26_1035","26_1035","26_1035_27","IFN2_26_1035_27",15.15,31.8309886183791,180.266549958391,52.8052805280528,0
