"","X","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","bearing","distance","species","dbh_1","dbh_2","height","Hcopa","Calidad","Forma","ParEsp","NPae","CPae","VPae","Agente","Import","Elemento","INVENTORY_ID","PLOT_ID_short","PLOT_ID","TREE_ID_IFN4","TREE_ID","dbh","expan","g","slenderness","dead"
"8070",126244,5.672,"5.672.A.1",5,5,672,"A","1",1,1,1,40,14.8000002,21,387,390,13.8999996,NA,2,2,NA,NA,41,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_1","IFN4_5_672_A_1_1",38.85,14.1471060526129,1185.41911947445,35.7786347490347,0
"8071",126245,5.672,"5.672.A.1",5,5,672,"A","1",2,2,2,48,14.8000002,21,611,533,13.1999998,NA,2,2,NA,NA,41,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_2","IFN4_5_672_A_1_2",57.2,5.09295817894065,2569.69712693031,23.0769227272727,0
"8072",126246,5.672,"5.672.A.1",5,5,672,"A","1",3,3,0,67,3.20000005,43,105,107,5.5999999,NA,2,5,NA,NA,42,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_3","IFN4_5_672_A_1_3",10.6,127.323954473516,88.2473376393373,52.8301877358491,0
"8073",126247,5.672,"5.672.A.1",5,5,672,"A","1",4,4,3,74,2.9000001,43,133,142,8.19999981,NA,2,5,NA,NA,42,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_4","IFN4_5_672_A_1_4",13.75,31.8309886183791,148.48934026733,59.6363622545455,0
"8074",126248,5.672,"5.672.A.1",5,5,672,"A","1",5,5,4,111,13.1999998,21,557,522,9.80000019,NA,2,5,NA,NA,NA,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_5","IFN4_5_672_A_1_5",53.95,5.09295817894065,2285.98185788002,18.1649679147359,0
"8075",126249,5.672,"5.672.A.1",5,5,672,"A","1",6,6,5,152,5.5999999,21,372,360,9.5,NA,2,5,NA,NA,42,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_6","IFN4_5_672_A_1_6",36.6,14.1471060526129,1052.08796376069,25.9562841530055,0
"8076",126250,5.672,"5.672.A.1",5,5,672,"A","1",7,7,6,154,4.4000001,21,426,433,10.5,NA,2,5,NA,NA,42,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_7","IFN4_5_672_A_1_7",42.95,5.09295817894065,1448.82595551468,24.4470314318976,0
"8077",126251,5.672,"5.672.A.1",5,5,672,"A","1",8,8,7,160,4.80000019,21,362,315,10.1000004,NA,2,5,NA,NA,42,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_8","IFN4_5_672_A_1_8",33.85,14.1471060526129,899.926887079473,29.8375196454948,0
"8078",126252,5.672,"5.672.A.1",5,5,672,"A","1",9,9,0,171,21.2999992,21,462,470,9.5,NA,2,5,NA,NA,NA,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_9","IFN4_5_672_A_1_9",46.6,5.09295817894065,1705.53923570736,20.3862660944206,0
"8079",126253,5.672,"5.672.A.1",5,5,672,"A","1",10,10,8,180,13.8000002,21,396,397,12.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_10","IFN4_5_672_A_1_10",39.65,14.1471060526129,1234.7421241358,31.0214380832282,0
"8080",126254,5.672,"5.672.A.1",5,5,672,"A","1",11,11,9,191,14.8999996,21,344,355,15.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_11","IFN4_5_672_A_1_11",34.95,14.1471060526129,959.365820085392,43.7768246065808,0
"8081",126255,5.672,"5.672.A.1",5,5,672,"A","1",12,12,10,209,8.39999962,43,250,232,11.1999998,NA,2,2,NA,NA,41,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_12","IFN4_5_672_A_1_12",24.1,14.1471060526129,456.167107282872,46.4730282157676,0
"8082",126256,5.672,"5.672.A.1",5,5,672,"A","1",13,13,0,266,5.4000001,45,133,146,3.4000001,NA,2,5,NA,NA,42,NA,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_13","IFN4_5_672_A_1_13",13.95,31.8309886183791,152.840446092552,24.3727605734767,0
"8083",126257,5.672,"5.672.A.1",5,5,672,"A","1",14,14,0,335,7.80000019,43,155,148,8.5,NA,2,2,NA,39,49,1,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_14","IFN4_5_672_A_1_14",15.15,31.8309886183791,180.266549958391,56.1056105610561,0
"8084",126258,5.672,"5.672.A.1",5,5,672,"A","1",15,15,0,339,8.19999981,43,146,147,6.9000001,NA,2,5,NA,39,49,1,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_15","IFN4_5_672_A_1_15",14.65,31.8309886183791,168.564117323769,47.0989767918089,0
"8085",126259,5.672,"5.672.A.1",5,5,672,"A","1",16,16,0,343,4.69999981,43,117,124,6.4000001,NA,2,5,NA,39,49,2,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_16","IFN4_5_672_A_1_16",12.05,127.323954473516,114.041776820718,53.1120340248963,0
"8086",126260,5.672,"5.672.A.1",5,5,672,"A","1",17,17,0,355,4.5,43,97,98,4.69999981,NA,2,3,NA,39,49,2,100,NA,NA,"IFN4","5_672","5_672_A_1","5_672_A_1_17","IFN4_5_672_A_1_17",9.75,127.323954473516,74.6619129079699,48.2051262564103,0
"8090",161050,9.68,"9.68.A.1",9,9,68,"A","1",4,1,0,34,12.5,21,231,226,15.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_4","IFN4_9_68_A_1_4",22.85,14.1471060526129,410.074052568484,69.146609190372,0
"8093",161053,9.68,"9.68.A.1",9,9,68,"A","1",7,2,6,56,9.19999981,21,293,293,17.7999992,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_7","IFN4_9_68_A_1_7",29.3,14.1471060526129,674.256469295075,60.7508505119454,0
"8094",161054,9.68,"9.68.A.1",9,9,68,"A","1",8,3,0,60,16.5,21,438,441,19.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_8","IFN4_9_68_A_1_8",43.95,5.09295817894065,1517.07705591392,43.91353629124,0
"8095",161055,9.68,"9.68.A.1",9,9,68,"A","1",9,4,0,67,12.8000002,21,222,228,11.6000004,NA,4,2,NA,NA,NA,NA,410,2,7,"IFN4","9_68","9_68_A_1","9_68_A_1_9","IFN4_9_68_A_1_9",22.5,14.1471060526129,397.607820219958,51.5555573333333,0
"8096",161056,9.68,"9.68.A.1",9,9,68,"A","1",10,5,7,68,14.1999998,21,239,234,7,NA,4,5,NA,NA,NA,NA,410,3,7,"IFN4","9_68","9_68_A_1","9_68_A_1_10","IFN4_9_68_A_1_10",23.65,14.1471060526129,439.290864246869,29.5983086680761,0
"8098",161058,9.68,"9.68.A.1",9,9,68,"A","1",12,6,9,84,8.10000038,21,260,263,14.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_12","IFN4_9_68_A_1_12",26.15,14.1471060526129,537.072935589851,56.596559082218,0
"8100",161060,9.68,"9.68.A.1",9,9,68,"A","1",14,7,0,99,10.3999996,43,223,242,10.8999996,NA,4,2,NA,NA,NA,NA,316,2,9,"IFN4","9_68","9_68_A_1","9_68_A_1_14","IFN4_9_68_A_1_14",23.25,14.1471060526129,424.556794701533,46.8817187096774,0
"8101",161061,9.68,"9.68.A.1",9,9,68,"A","1",15,8,11,108,11.8000002,21,330,341,13.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_15","IFN4_9_68_A_1_15",33.55,14.1471060526129,884.046136215576,39.9403862891207,0
"8103",161063,9.68,"9.68.A.1",9,9,68,"A","1",17,9,13,124,8.80000019,21,214,220,8.10000038,NA,4,2,NA,NA,NA,NA,410,3,7,"IFN4","9_68","9_68_A_1","9_68_A_1_17","IFN4_9_68_A_1_17",21.7,31.8309886183791,369.836141162224,37.3271906912442,0
"8104",161064,9.68,"9.68.A.1",9,9,68,"A","1",18,10,0,132,10.8999996,21,255,239,7.5999999,NA,4,2,NA,NA,NA,NA,410,2,7,"IFN4","9_68","9_68_A_1","9_68_A_1_18","IFN4_9_68_A_1_18",24.7,14.1471060526129,479.163565507149,30.7692303643725,0
"8112",161072,9.68,"9.68.A.1",9,9,68,"A","1",26,11,21,181,3.5999999,43,147,149,7.5,3.5,5,5,NA,NA,NA,NA,410,3,9,"IFN4","9_68","9_68_A_1","9_68_A_1_26","IFN4_9_68_A_1_26",14.8,31.8309886183791,172.033613710577,50.6756756756757,0
"8113",161073,9.68,"9.68.A.1",9,9,68,"A","1",27,12,22,193,6.69999981,21,205,214,6.4000001,NA,4,2,NA,NA,NA,NA,410,2,7,"IFN4","9_68","9_68_A_1","9_68_A_1_27","IFN4_9_68_A_1_27",20.95,31.8309886183791,344.713217410549,30.5489264916468,0
"8115",161075,9.68,"9.68.A.1",9,9,68,"A","1",29,13,24,203,11.1999998,21,298,326,16.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_29","IFN4_9_68_A_1_29",31.2,14.1471060526129,764.537988177612,51.9230794871795,0
"8118",161078,9.68,"9.68.A.1",9,9,68,"A","1",32,14,27,204,1.5,21,269,266,10.5,5.4000001,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_32","IFN4_9_68_A_1_32",26.75,14.1471060526129,562.001473296087,39.2523364485981,0
"8119",161079,9.68,"9.68.A.1",9,9,68,"A","1",33,15,28,222,4.80000019,43,168,192,7.5,5.5999999,3,5,NA,NA,NA,NA,316,1,9,"IFN4","9_68","9_68_A_1","9_68_A_1_33","IFN4_9_68_A_1_33",18,31.8309886183791,254.469004940773,41.6666666666667,0
"8120",161080,9.68,"9.68.A.1",9,9,68,"A","1",34,16,0,231,7.30000019,43,142,157,13,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_34","IFN4_9_68_A_1_34",14.95,31.8309886183791,175.538453014738,86.9565217391304,0
"8121",161081,9.68,"9.68.A.1",9,9,68,"A","1",35,17,0,237,8.39999962,43,163,165,12.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_35","IFN4_9_68_A_1_35",16.4,31.8309886183791,211.240690027378,74.3902426829268,0
"8123",161083,9.68,"9.68.A.1",9,9,68,"A","1",37,18,30,245,9.60000038,43,182,197,12.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_37","IFN4_9_68_A_1_37",18.95,31.8309886183791,282.038443971432,66.4907672823219,0
"8124",161084,9.68,"9.68.A.1",9,9,68,"A","1",38,19,31,245,7,43,189,195,12,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_38","IFN4_9_68_A_1_38",19.2,31.8309886183791,289.529178954835,62.5,0
"8125",161085,9.68,"9.68.A.1",9,9,68,"A","1",39,20,0,254,6.0999999,43,162,174,12.5,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_39","IFN4_9_68_A_1_39",16.8,31.8309886183791,221.670777637296,74.4047619047619,0
"8126",161086,9.68,"9.68.A.1",9,9,68,"A","1",40,21,32,270,2.9000001,21,136,144,9.60000038,5.9000001,3,2,NA,NA,NA,NA,316,1,9,"IFN4","9_68","9_68_A_1","9_68_A_1_40","IFN4_9_68_A_1_40",14,31.8309886183791,153.9380400259,68.5714312857143,0
"8127",161087,9.68,"9.68.A.1",9,9,68,"A","1",41,22,33,274,7.9000001,21,195,211,12,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_41","IFN4_9_68_A_1_41",20.3,31.8309886183791,323.654729154455,59.1133004926108,0
"8130",161090,9.68,"9.68.A.1",9,9,68,"A","1",44,23,36,304,2.0999999,21,302,302,15.1000004,6.30000019,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_44","IFN4_9_68_A_1_44",30.2,14.1471060526129,716.314540945009,50.0000013245033,0
"8131",161091,9.68,"9.68.A.1",9,9,68,"A","1",45,24,0,315,6,43,144,160,8.5,NA,5,5,NA,NA,NA,NA,410,3,9,"IFN4","9_68","9_68_A_1","9_68_A_1_45","IFN4_9_68_A_1_45",15.2,31.8309886183791,181.458391671346,55.921052631579,0
"8134",161094,9.68,"9.68.A.1",9,9,68,"A","1",48,25,39,328,4.19999981,43,142,129,8.60000038,5.19999981,4,5,NA,NA,NA,NA,316,2,9,"IFN4","9_68","9_68_A_1","9_68_A_1_48","IFN4_9_68_A_1_48",13.55,31.8309886183791,144.20106629518,63.4686374907749,0
"8136",161096,9.68,"9.68.A.1",9,9,68,"A","1",50,26,0,330,14.6000004,21,238,241,15.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_50","IFN4_9_68_A_1_50",23.95,14.1471060526129,450.506350020185,66.3883073068893,0
"8137",161097,9.68,"9.68.A.1",9,9,68,"A","1",51,27,41,343,4.4000001,21,288,304,16.1000004,9.39999962,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_68","9_68_A_1","9_68_A_1_51","IFN4_9_68_A_1_51",29.6,14.1471060526129,688.134454842308,54.3918932432432,0
"8152",161192,9.76,"9.76.A.1",9,9,76,"A","1",6,1,6,30,9.89999962,21,188,185,13.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_6","IFN4_9_76_A_1_6",18.65,31.8309886183791,273.179152688309,73.9946391420912,0
"8155",161195,9.76,"9.76.A.1",9,9,76,"A","1",9,2,0,43,12.3000002,21,221,231,14.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_9","IFN4_9_76_A_1_9",22.6,14.1471060526129,401.149965936881,65.0442469026549,0
"8157",161197,9.76,"9.76.A.1",9,9,76,"A","1",11,3,0,54,12.1999998,21,236,232,15.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_11","IFN4_9_76_A_1_11",23.4,14.1471060526129,430.052618349907,66.6666683760684,0
"8158",161198,9.76,"9.76.A.1",9,9,76,"A","1",12,4,0,75,9.30000019,43,148,130,9.30000019,NA,2,5,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_12","IFN4_9_76_A_1_12",13.9,31.8309886183791,151.746779150021,66.9064761870504,0
"8159",161199,9.76,"9.76.A.1",9,9,76,"A","1",13,5,0,86,9.5,43,151,139,14.1000004,NA,2,5,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_13","IFN4_9_76_A_1_13",14.5,31.8309886183791,165.129963854314,97.2413820689655,0
"8163",161203,9.76,"9.76.A.1",9,9,76,"A","1",17,6,13,119,6,21,212,210,14.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_17","IFN4_9_76_A_1_17",21.1,31.8309886183791,349.667116326178,67.7725127962085,0
"8164",161204,9.76,"9.76.A.1",9,9,76,"A","1",18,7,14,123,8,21,193,194,13.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_18","IFN4_9_76_A_1_18",19.35,31.8309886183791,294.070743834681,68.7338511627907,0
"8170",161210,9.76,"9.76.A.1",9,9,76,"A","1",24,8,20,171,3.4000001,21,206,190,13.5,8.89999962,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_24","IFN4_9_76_A_1_24",19.8,31.8309886183791,307.907495978336,68.1818181818182,0
"8172",161212,9.76,"9.76.A.1",9,9,76,"A","1",26,9,22,199,0.899999976,43,142,162,12.8000002,6.5,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_26","IFN4_9_76_A_1_26",15.2,31.8309886183791,181.458391671346,84.2105276315789,0
"8174",161214,9.76,"9.76.A.1",9,9,76,"A","1",28,10,0,205,12.6000004,21,290,282,14.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_28","IFN4_9_76_A_1_28",28.6,14.1471060526129,642.424281732577,52.0979006993007,0
"8175",161215,9.76,"9.76.A.1",9,9,76,"A","1",29,11,24,212,3,43,171,181,14.1999998,7,2,2,NA,NA,41,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_29","IFN4_9_76_A_1_29",17.6,31.8309886183791,243.284935093994,80.6818170454545,0
"8177",161217,9.76,"9.76.A.1",9,9,76,"A","1",31,12,26,223,2.70000005,43,101,97,8.60000038,4.30000019,4,5,NA,NA,NA,NA,316,2,9,"IFN4","9_76","9_76_A_1","9_76_A_1_31","IFN4_9_76_A_1_31",9.9,127.323954473516,76.9768739945839,86.8686907070707,0
"8179",161219,9.76,"9.76.A.1",9,9,76,"A","1",33,13,28,227,3.5,43,91,80,8,3.9000001,3,5,NA,NA,NA,NA,316,1,9,"IFN4","9_76","9_76_A_1","9_76_A_1_33","IFN4_9_76_A_1_33",8.55,127.323954473516,57.414569239762,93.5672514619883,0
"8180",161220,9.76,"9.76.A.1",9,9,76,"A","1",34,14,29,232,8,21,255,245,12.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_34","IFN4_9_76_A_1_34",25,14.1471060526129,490.873852123405,51.5999984,0
"8182",161222,9.76,"9.76.A.1",9,9,76,"A","1",36,15,31,238,6.0999999,21,171,183,10.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_36","IFN4_9_76_A_1_36",17.7,31.8309886183791,246.057390610787,61.5819186440678,0
"8183",161223,9.76,"9.76.A.1",9,9,76,"A","1",37,16,32,241,1.39999998,43,110,109,11.6000004,7.0999999,2,3,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_37","IFN4_9_76_A_1_37",10.95,127.323954473516,94.1712032867625,105.936076712329,0
"8185",161225,9.76,"9.76.A.1",9,9,76,"A","1",39,17,34,253,9.10000038,21,205,201,11.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_39","IFN4_9_76_A_1_39",20.3,31.8309886183791,323.654729154455,58.1280798029557,0
"8186",161226,9.76,"9.76.A.1",9,9,76,"A","1",40,18,35,269,4.0999999,43,152,151,11.1000004,6.30000019,2,5,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_40","IFN4_9_76_A_1_40",15.15,31.8309886183791,180.266549958391,73.2673293729373,0
"8187",161227,9.76,"9.76.A.1",9,9,76,"A","1",41,19,36,283,1.60000002,43,163,158,12.3000002,6.5,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_41","IFN4_9_76_A_1_41",16.05,31.8309886183791,202.320530386591,76.6355152647975,0
"8188",161228,9.76,"9.76.A.1",9,9,76,"A","1",42,20,0,288,6.0999999,43,163,124,3.29999995,NA,5,5,NA,NA,NA,NA,411,3,7,"IFN4","9_76","9_76_A_1","9_76_A_1_42","IFN4_9_76_A_1_42",14.35,31.8309886183791,161.731153302211,22.9965153310105,0
"8189",161229,9.76,"9.76.A.1",9,9,76,"A","1",43,21,37,291,6.9000001,43,182,194,8.89999962,NA,3,5,NA,NA,NA,NA,316,1,9,"IFN4","9_76","9_76_A_1","9_76_A_1_43","IFN4_9_76_A_1_43",18.8,31.8309886183791,277.591126871194,47.3404235106383,0
"8190",161230,9.76,"9.76.A.1",9,9,76,"A","1",44,22,38,296,4.9000001,43,113,125,9.39999962,4.4000001,2,5,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_44","IFN4_9_76_A_1_44",11.9,127.323954473516,111.220233918713,78.9915934453781,0
"8191",161231,9.76,"9.76.A.1",9,9,76,"A","1",45,23,0,303,6.30000019,43,146,147,10,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_45","IFN4_9_76_A_1_45",14.65,31.8309886183791,168.564117323769,68.259385665529,0
"8193",161233,9.76,"9.76.A.1",9,9,76,"A","1",47,24,0,325,10.8000002,21,259,254,14.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_47","IFN4_9_76_A_1_47",25.65,14.1471060526129,516.731123157858,54.9707617933723,0
"8194",161234,9.76,"9.76.A.1",9,9,76,"A","1",48,25,40,332,8.10000038,21,213,219,12,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_48","IFN4_9_76_A_1_48",21.6,31.8309886183791,366.435367114714,55.5555555555556,0
"8197",161237,9.76,"9.76.A.1",9,9,76,"A","1",51,26,43,350,8.80000019,21,163,162,12.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_51","IFN4_9_76_A_1_51",16.25,31.8309886183791,207.394202522139,78.769232,0
"8198",161238,9.76,"9.76.A.1",9,9,76,"A","1",52,27,44,358,6,21,288,281,15,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_52","IFN4_9_76_A_1_52",28.45,14.1471060526129,635.703236949303,52.7240773286468,0
"8201",161241,9.76,"9.76.A.1",9,9,76,"A","1",55,28,47,383,7.0999999,21,170,165,12.8000002,NA,2,2,NA,30,NA,25,100,NA,NA,"IFN4","9_76","9_76_A_1","9_76_A_1_55","IFN4_9_76_A_1_55",16.75,31.8309886183791,220.353272218197,76.417911641791,0
"8204",162828,9.159,"9.159.A.1",9,9,159,"A","1",1,1,0,5,20,21,405,448,19.7999992,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_1","IFN4_9_159_A_1_1",42.65,5.09295817894065,1428.65693067863,46.4243826494724,0
"8205",162829,9.159,"9.159.A.1",9,9,159,"A","1",2,2,1,6,12,21,296,296,14.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_2","IFN4_9_159_A_1_2",29.6,14.1471060526129,688.134454842308,50.3378364864865,0
"8206",162830,9.159,"9.159.A.1",9,9,159,"A","1",3,3,3,29,14.1999998,21,321,334,16.7000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_3","IFN4_9_159_A_1_3",32.75,14.1471060526129,842.388617628976,50.9923688549618,0
"8207",162831,9.159,"9.159.A.1",9,9,159,"A","1",4,4,2,29,4.30000019,21,409,416,18.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_4","IFN4_9_159_A_1_4",41.25,14.1471060526129,1336.40406240597,43.8787888484848,0
"8209",162833,9.159,"9.159.A.1",9,9,159,"A","1",6,5,0,39,9.5,43,158,160,13.8000002,NA,3,2,NA,NA,NA,NA,316,1,9,"IFN4","9_159","9_159_A_1","9_159_A_1_6","IFN4_9_159_A_1_6",15.9,31.8309886183791,198.556509688509,86.7924540880503,0
"8210",162834,9.159,"9.159.A.1",9,9,159,"A","1",7,6,5,43,5.30000019,43,225,226,15.8999996,NA,3,2,NA,NA,NA,NA,316,1,9,"IFN4","9_159","9_159_A_1","9_159_A_1_7","IFN4_9_159_A_1_7",22.55,14.1471060526129,399.376929583011,70.5099760532151,0
"8211",162835,9.159,"9.159.A.1",9,9,159,"A","1",8,7,6,45,12.3000002,21,359,355,17.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_8","IFN4_9_159_A_1_8",35.7,14.1471060526129,1000.98210526841,48.1792739495798,0
"8212",162836,9.159,"9.159.A.1",9,9,159,"A","1",9,8,7,58,8.89999962,21,406,410,17,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_9","IFN4_9_159_A_1_9",40.8,14.1471060526129,1307.40519871793,41.6666666666667,0
"8213",162837,9.159,"9.159.A.1",9,9,159,"A","1",10,9,0,82,24,21,420,440,23.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_10","IFN4_9_159_A_1_10",43,5.09295817894065,1452.20120412188,53.9534902325581,0
"8214",162838,9.159,"9.159.A.1",9,9,159,"A","1",11,10,8,87,5.19999981,43,208,180,7.9000001,NA,3,5,NA,39,49,1,316,2,9,"IFN4","9_159","9_159_A_1","9_159_A_1_11","IFN4_9_159_A_1_11",19.4,31.8309886183791,295.592452776264,40.72165,0
"8215",162839,9.159,"9.159.A.1",9,9,159,"A","1",12,11,0,91,9.5,357,130,135,7.0999999,NA,3,5,NA,39,49,2,200,1,9,"IFN4","9_159","9_159_A_1","9_159_A_1_12","IFN4_9_159_A_1_12",13.25,31.8309886183791,137.886465061465,53.5849049056604,0
"8216",162840,9.159,"9.159.A.1",9,9,159,"A","1",13,12,0,97,5.0999999,43,136,129,3.70000005,NA,4,5,NA,39,49,1,316,2,9,"IFN4","9_159","9_159_A_1","9_159_A_1_13","IFN4_9_159_A_1_13",13.25,31.8309886183791,137.886465061465,27.9245286792453,0
"8218",162842,9.159,"9.159.A.1",9,9,159,"A","1",15,13,0,105,23.1000004,21,479,480,18.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_15","IFN4_9_159_A_1_15",47.95,5.09295817894065,1805.78942077882,39.4160575599583,0
"8220",162844,9.159,"9.159.A.1",9,9,159,"A","1",17,14,11,125,13.3000002,21,448,384,19.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_17","IFN4_9_159_A_1_17",41.6,14.1471060526129,1359.17864564909,46.6346144230769,0
"8223",162847,9.159,"9.159.A.1",9,9,159,"A","1",20,15,14,144,13.3000002,21,314,310,17,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_20","IFN4_9_159_A_1_20",31.2,14.1471060526129,764.537988177612,54.4871794871795,0
"8224",162848,9.159,"9.159.A.1",9,9,159,"A","1",21,16,0,147,9.10000038,43,143,124,14.1000004,NA,2,2,NA,NA,49,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_21","IFN4_9_159_A_1_21",13.35,31.8309886183791,139.975624176102,105.617980524345,0
"8225",162849,9.159,"9.159.A.1",9,9,159,"A","1",22,17,0,153,9.80000019,43,160,170,17.5,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_159","9_159_A_1","9_159_A_1_22","IFN4_9_159_A_1_22",16.5,31.8309886183791,213.824649984955,106.060606060606,0
