"","X","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","bearing","distance","species","dbh_1","dbh_2","height","Hcopa","Calidad","Forma","ParEsp","NPae","CPae","VPae","Agente","Import","Elemento","INVENTORY_ID","PLOT_ID_short","PLOT_ID","TREE_ID_IFN4","TREE_ID","dbh","expan","g","slenderness","dead"
"8587",177704,9.1231,"9.1231.A.1",9,9,1231,"A","1",56,37,44,317,0.899999976,43,89,89,10.1999998,9.69999981,3,3,NA,NA,NA,NA,316,1,9,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_56","IFN4_9_1231_A_1_56",8.9,127.323954473516,62.2113885227119,114.606739325843,0
"8589",177706,9.1231,"9.1231.A.1",9,9,1231,"A","1",58,38,46,329,3.0999999,43,94,90,9.19999981,8.69999981,3,3,NA,NA,NA,NA,316,1,9,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_58","IFN4_9_1231_A_1_58",9.2,127.323954473516,66.47610054996,99.9999979347826,0
"8591",177708,9.1231,"9.1231.A.1",9,9,1231,"A","1",60,39,48,334,9.30000019,43,162,165,11.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_60","IFN4_9_1231_A_1_60",16.35,31.8309886183791,209.954600534814,68.5015278287462,0
"8593",177710,9.1231,"9.1231.A.1",9,9,1231,"A","1",62,40,50,352,7,43,167,178,14.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_62","IFN4_9_1231_A_1_62",17.25,31.8309886183791,233.705040995953,81.7391327536232,0
"8594",177711,9.1231,"9.1231.A.1",9,9,1231,"A","1",63,41,0,353,8.10000038,43,139,136,11.1000004,NA,2,2,NA,39,49,7,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_63","IFN4_9_1231_A_1_63",13.75,31.8309886183791,148.48934026733,80.7272756363636,0
"8595",177712,9.1231,"9.1231.A.1",9,9,1231,"A","1",64,42,0,354,7.69999981,43,125,137,11,NA,3,2,NA,39,49,7,316,1,9,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_64","IFN4_9_1231_A_1_64",13.1,31.8309886183791,134.782178820636,83.969465648855,0
"8596",177713,9.1231,"9.1231.A.1",9,9,1231,"A","1",65,43,0,361,12.1999998,43,305,313,18,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_65","IFN4_9_1231_A_1_65",30.9,14.1471060526129,749.906020393518,58.252427184466,0
"8597",177714,9.1231,"9.1231.A.1",9,9,1231,"A","1",66,44,51,364,9.69999981,21,297,297,15.5,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_66","IFN4_9_1231_A_1_66",29.7,14.1471060526129,692.791865951255,52.1885521885522,0
"8598",177715,9.1231,"9.1231.A.1",9,9,1231,"A","1",67,45,0,373,11.1999998,21,275,292,18.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_67","IFN4_9_1231_A_1_67",28.35,14.1471060526129,631.242175381206,63.8447985890652,0
"8602",177719,9.1231,"9.1231.A.1",9,9,1231,"A","1",71,46,55,380,2.70000005,21,222,237,11.8000002,9.80000019,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_71","IFN4_9_1231_A_1_71",22.95,14.1471060526129,413.671176156844,51.416122875817,0
"8603",177720,9.1231,"9.1231.A.1",9,9,1231,"A","1",72,47,56,383,6.4000001,21,365,365,13.8999996,NA,2,2,NA,NA,41,NA,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_72","IFN4_9_1231_A_1_72",36.5,14.1471060526129,1046.34670318625,38.0821906849315,0
"8605",177722,9.1231,"9.1231.A.1",9,9,1231,"A","1",74,48,0,396,9.5,43,151,142,15.8999996,NA,2,2,NA,39,49,8,100,NA,NA,"IFN4","9_1231","9_1231_A_1","9_1231_A_1_74","IFN4_9_1231_A_1_74",14.65,31.8309886183791,168.564117323769,108.532420477816,0
"8607",177760,9.1236,"9.1236.A.1",9,9,1236,"A","1",2,1,2,6,9.30000019,43,183,218,13.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_2","IFN4_9_1236_A_1_2",20.05,31.8309886183791,315.732025181183,66.8329157107232,0
"8608",177761,9.1236,"9.1236.A.1",9,9,1236,"A","1",3,2,3,12,5.4000001,21,295,294,15.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_3","IFN4_9_1236_A_1_3",29.45,14.1471060526129,681.177790610015,52.9711388794567,0
"8610",177763,9.1236,"9.1236.A.1",9,9,1236,"A","1",5,3,5,21,8.69999981,21,364,375,17,NA,2,2,NA,NA,41,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_5","IFN4_9_1236_A_1_5",36.95,14.1471060526129,1072.30607598194,46.0081190798376,0
"8611",177764,9.1236,"9.1236.A.1",9,9,1236,"A","1",6,4,0,24,11.8999996,21,236,232,16.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_6","IFN4_9_1236_A_1_6",23.4,14.1471060526129,430.052618349907,69.6581162393162,0
"8615",177768,9.1236,"9.1236.A.1",9,9,1236,"A","1",10,5,9,34,8.69999981,21,233,233,15,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_10","IFN4_9_1236_A_1_10",23.3,14.1471060526129,426.384808926841,64.3776824034335,0
"8617",177770,9.1236,"9.1236.A.1",9,9,1236,"A","1",12,6,11,50,9.39999962,43,208,178,14.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_12","IFN4_9_1236_A_1_12",19.3,31.8309886183791,292.552961883916,76.1658020725389,0
"8621",177774,9.1236,"9.1236.A.1",9,9,1236,"A","1",16,7,15,78,6.9000001,43,353,298,16.7000008,NA,3,2,NA,NA,41,NA,200,1,4,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_16","IFN4_9_1236_A_1_16",32.55,14.1471060526129,832.131317615005,51.3056860215054,0
"8622",177775,9.1236,"9.1236.A.1",9,9,1236,"A","1",17,8,16,82,2.70000005,43,222,198,17.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_17","IFN4_9_1236_A_1_17",21,31.8309886183791,346.360590058275,81.4285733333333,0
"8623",177776,9.1236,"9.1236.A.1",9,9,1236,"A","1",18,9,17,107,10.6999998,21,331,347,17.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_18","IFN4_9_1236_A_1_18",33.9,14.1471060526129,902.587423357981,50.4424790560472,0
"8624",177777,9.1236,"9.1236.A.1",9,9,1236,"A","1",19,10,18,107,8.89999962,21,327,316,16.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_19","IFN4_9_1236_A_1_19",32.15,14.1471060526129,811.805213146279,50.3888049766719,0
"8626",177779,9.1236,"9.1236.A.1",9,9,1236,"A","1",21,11,20,121,4.4000001,43,163,182,4.9000001,NA,4,2,NA,NA,NA,NA,400,2,7,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_21","IFN4_9_1236_A_1_21",17.25,31.8309886183791,233.705040995953,28.4057976811594,0
"8627",177780,9.1236,"9.1236.A.1",9,9,1236,"A","1",22,12,21,128,9.80000019,21,261,250,14.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_22","IFN4_9_1236_A_1_22",25.55,14.1471060526129,512.709884561263,57.1428587084149,0
"8629",177782,9.1236,"9.1236.A.1",9,9,1236,"A","1",24,13,0,140,12,43,228,232,11.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_24","IFN4_9_1236_A_1_24",23,14.1471060526129,415.47562843725,51.7391286956522,0
"8632",177785,9.1236,"9.1236.A.1",9,9,1236,"A","1",27,14,25,142,7.9000001,21,315,308,15.3999996,NA,4,2,NA,NA,NA,NA,400,2,9,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_27","IFN4_9_1236_A_1_27",31.15,14.1471060526129,762.08950940322,49.4382009630819,0
"8633",177786,9.1236,"9.1236.A.1",9,9,1236,"A","1",28,15,26,149,9.80000019,21,316,327,16.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_28","IFN4_9_1236_A_1_28",32.15,14.1471060526129,811.805213146279,50.0777617418351,0
"8634",177787,9.1236,"9.1236.A.1",9,9,1236,"A","1",29,16,0,155,14.6999998,43,219,237,12.6999998,NA,2,2,NA,NA,41,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_29","IFN4_9_1236_A_1_29",22.8,14.1471060526129,408.28138126053,55.7017535087719,0
"8636",177789,9.1236,"9.1236.A.1",9,9,1236,"A","1",31,17,0,165,5.69999981,43,145,146,12.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_31","IFN4_9_1236_A_1_31",14.55,31.8309886183791,166.270754686648,86.5979408934708,0
"8637",177790,9.1236,"9.1236.A.1",9,9,1236,"A","1",32,18,28,166,10.8000002,21,360,342,17.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_32","IFN4_9_1236_A_1_32",35.1,14.1471060526129,967.61839128729,49.287747008547,0
"8639",177792,9.1236,"9.1236.A.1",9,9,1236,"A","1",34,19,30,173,2.9000001,43,186,186,13.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_34","IFN4_9_1236_A_1_34",18.6,31.8309886183791,271.716348608981,70.4301096774194,0
"8640",177793,9.1236,"9.1236.A.1",9,9,1236,"A","1",35,20,0,178,10.1999998,21,299,282,15.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_35","IFN4_9_1236_A_1_35",29.05,14.1471060526129,662.799473586515,53.7005177280551,0
"8642",177795,9.1236,"9.1236.A.1",9,9,1236,"A","1",37,21,32,187,8,43,190,198,13.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_37","IFN4_9_1236_A_1_37",19.4,31.8309886183791,295.592452776264,68.5567020618557,0
"8644",177797,9.1236,"9.1236.A.1",9,9,1236,"A","1",39,22,34,200,6.30000019,43,189,206,12.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_39","IFN4_9_1236_A_1_39",19.75,31.8309886183791,306.354371110217,61.2658248101266,0
"8646",177799,9.1236,"9.1236.A.1",9,9,1236,"A","1",41,23,36,224,14.5,21,319,307,16.7000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_41","IFN4_9_1236_A_1_41",31.3,14.1471060526129,769.446726698846,53.35463514377,0
"8649",177802,9.1236,"9.1236.A.1",9,9,1236,"A","1",44,24,39,229,4.5,21,286,258,16.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_44","IFN4_9_1236_A_1_44",27.2,14.1471060526129,581.068977207968,59.9264676470588,0
"8652",177805,9.1236,"9.1236.A.1",9,9,1236,"A","1",47,25,0,235,12.3000002,21,264,242,15.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_47","IFN4_9_1236_A_1_47",25.3,14.1471060526129,502.725510409073,60.0790505928854,0
"8655",177808,9.1236,"9.1236.A.1",9,9,1236,"A","1",50,26,0,251,13.5,43,287,255,14.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_50","IFN4_9_1236_A_1_50",27.1,14.1471060526129,576.80426518072,52.7675284132841,0
"8656",177809,9.1236,"9.1236.A.1",9,9,1236,"A","1",51,27,44,251,5.5,21,254,248,17.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_51","IFN4_9_1236_A_1_51",25.1,14.1471060526129,494.808696922026,69.3227075697211,0
"8657",177810,9.1236,"9.1236.A.1",9,9,1236,"A","1",52,28,0,259,13.1999998,43,254,235,14.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_52","IFN4_9_1236_A_1_52",24.45,14.1471060526129,469.512985574403,59.7137030674847,0
"8661",177814,9.1236,"9.1236.A.1",9,9,1236,"A","1",56,29,48,281,2.5,21,291,278,17,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_56","IFN4_9_1236_A_1_56",28.45,14.1471060526129,635.703236949303,59.7539543057997,0
"8664",177817,9.1236,"9.1236.A.1",9,9,1236,"A","1",59,30,51,298,9.5,21,296,296,17.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_59","IFN4_9_1236_A_1_59",29.6,14.1471060526129,688.134454842308,59.4594608108108,0
"8665",177818,9.1236,"9.1236.A.1",9,9,1236,"A","1",60,31,0,300,11.3999996,21,252,263,15.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_60","IFN4_9_1236_A_1_60",25.75,14.1471060526129,520.768069717721,61.3592240776699,0
"8666",177819,9.1236,"9.1236.A.1",9,9,1236,"A","1",61,32,52,309,8.60000038,21,340,354,17.7999992,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_61","IFN4_9_1236_A_1_61",34.7,14.1471060526129,945.690074565234,51.296827665706,0
"8667",177820,9.1236,"9.1236.A.1",9,9,1236,"A","1",62,33,53,311,10.3999996,21,351,349,17.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_62","IFN4_9_1236_A_1_62",35,14.1471060526129,962.112750161874,49.7142845714286,0
"8671",177824,9.1236,"9.1236.A.1",9,9,1236,"A","1",66,34,57,338,10.5,21,310,310,16.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_66","IFN4_9_1236_A_1_66",31,14.1471060526129,754.767635024948,52.5806425806452,0
"8672",177825,9.1236,"9.1236.A.1",9,9,1236,"A","1",67,35,0,339,5.69999981,43,125,133,12.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_67","IFN4_9_1236_A_1_67",12.9,31.8309886183791,130.698108370969,95.3488387596899,0
"8675",177828,9.1236,"9.1236.A.1",9,9,1236,"A","1",70,36,60,346,9,21,226,227,15.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_70","IFN4_9_1236_A_1_70",22.65,14.1471060526129,402.926929281567,70.1986737306843,0
"8678",177831,9.1236,"9.1236.A.1",9,9,1236,"A","1",73,37,63,357,9.10000038,21,232,223,15.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_73","IFN4_9_1236_A_1_73",22.75,14.1471060526129,406.492636943392,67.2527481318681,0
"8680",177833,9.1236,"9.1236.A.1",9,9,1236,"A","1",75,38,0,359,11.3000002,21,228,229,16.7000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_75","IFN4_9_1236_A_1_75",22.85,14.1471060526129,410.074052568484,73.0853426695843,0
"8681",177834,9.1236,"9.1236.A.1",9,9,1236,"A","1",76,39,0,363,4.9000001,43,147,156,14.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_76","IFN4_9_1236_A_1_76",15.15,31.8309886183791,180.266549958391,93.0693095709571,0
"8683",177836,9.1236,"9.1236.A.1",9,9,1236,"A","1",78,40,66,374,13,21,343,319,17.8999996,NA,3,2,NA,NA,NA,NA,400,1,4,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_78","IFN4_9_1236_A_1_78",33.1,14.1471060526129,860.490081799878,54.0785486404834,0
"8684",177837,9.1236,"9.1236.A.1",9,9,1236,"A","1",79,41,0,375,11,21,258,252,16.7000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_79","IFN4_9_1236_A_1_79",25.5,14.1471060526129,510.705155749191,65.4901992156863,0
"8686",177839,9.1236,"9.1236.A.1",9,9,1236,"A","1",81,999,68,386,15,21,336,347,18.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_81","IFN4_9_1236_A_1_81",34.15,14.1471060526129,915.949009612781,53.2942922401171,0
"8687",177840,9.1236,"9.1236.A.1",9,9,1236,"A","1",82,42,69,389,7.19999981,43,257,263,13.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1236","9_1236_A_1","9_1236_A_1_82","IFN4_9_1236_A_1_82",26,14.1471060526129,530.929158456675,51.1538469230769,0
"8690",177976,9.1241,"9.1241.A.1",9,9,1241,"A","1",1,1,1,15,8.19999981,43,142,144,12.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_1","IFN4_9_1241_A_1_1",14.3,31.8309886183791,160.606070433144,86.0139874125874,0
"8691",177977,9.1241,"9.1241.A.1",9,9,1241,"A","1",2,2,0,16,13.6000004,21,260,246,14.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_2","IFN4_9_1241_A_1_2",25.3,14.1471060526129,502.725510409073,57.7075114624506,0
"8692",177978,9.1241,"9.1241.A.1",9,9,1241,"A","1",3,3,0,23,14.8000002,21,314,306,15.5,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_3","IFN4_9_1241_A_1_3",31,14.1471060526129,754.767635024948,50,0
"8693",177979,9.1241,"9.1241.A.1",9,9,1241,"A","1",4,4,2,37,3.5999999,21,254,258,15.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_4","IFN4_9_1241_A_1_4",25.6,14.1471060526129,514.718540364152,59.37499921875,0
"8694",177980,9.1241,"9.1241.A.1",9,9,1241,"A","1",5,5,3,45,7.9000001,43,161,152,11.8000002,NA,3,2,NA,NA,41,NA,316,1,9,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_5","IFN4_9_1241_A_1_5",15.65,31.8309886183791,192.361681674712,75.3993623003195,0
"8695",177981,9.1241,"9.1241.A.1",9,9,1241,"A","1",6,6,0,48,13.3000002,21,360,314,14.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_6","IFN4_9_1241_A_1_6",33.7,14.1471060526129,891.968840188848,43.3234433234421,0
"8696",177982,9.1241,"9.1241.A.1",9,9,1241,"A","1",7,7,4,48,2,21,278,284,13.5,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_7","IFN4_9_1241_A_1_7",28.1,14.1471060526129,620.158243800259,48.0427046263345,0
"8697",177983,9.1241,"9.1241.A.1",9,9,1241,"A","1",8,8,5,60,8.60000038,43,209,195,11.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_8","IFN4_9_1241_A_1_8",20.2,31.8309886183791,320.473866592695,58.9108891089109,0
"8698",177984,9.1241,"9.1241.A.1",9,9,1241,"A","1",9,9,0,61,11.6999998,21,278,272,14.5,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_9","IFN4_9_1241_A_1_9",27.5,14.1471060526129,593.95736106932,52.7272727272727,0
"8699",177985,9.1241,"9.1241.A.1",9,9,1241,"A","1",10,10,6,69,3.5999999,21,181,171,13.6000004,NA,3,2,NA,NA,NA,NA,316,1,9,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_10","IFN4_9_1241_A_1_10",17.6,31.8309886183791,243.284935093994,77.2727295454546,0
"8700",177986,9.1241,"9.1241.A.1",9,9,1241,"A","1",11,11,7,84,13.1000004,21,366,374,15.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_11","IFN4_9_1241_A_1_11",37,14.1471060526129,1075.21008569111,40.8108118918919,0
"8701",177987,9.1241,"9.1241.A.1",9,9,1241,"A","1",12,12,8,90,7.4000001,43,234,232,12.8999996,NA,2,4,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_12","IFN4_9_1241_A_1_12",23.3,14.1471060526129,426.384808926841,55.3648051502146,0
"8703",177989,9.1241,"9.1241.A.1",9,9,1241,"A","1",14,13,10,121,3.79999995,21,161,165,9,NA,3,3,NA,NA,NA,NA,316,1,9,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_14","IFN4_9_1241_A_1_14",16.3,31.8309886183791,208.672438033068,55.2147239263804,0
"8704",177990,9.1241,"9.1241.A.1",9,9,1241,"A","1",15,14,11,123,8.19999981,21,292,296,12.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_15","IFN4_9_1241_A_1_15",29.4,14.1471060526129,678.866756514218,41.4965979591837,0
"8705",177991,9.1241,"9.1241.A.1",9,9,1241,"A","1",16,15,12,149,4.30000019,43,180,176,9.19999981,NA,2,2,NA,NA,41,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_16","IFN4_9_1241_A_1_16",17.8,31.8309886183791,248.845554090848,51.6853921910112,0
"8706",177992,9.1241,"9.1241.A.1",9,9,1241,"A","1",17,16,13,156,7.69999981,43,181,189,11.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_17","IFN4_9_1241_A_1_17",18.5,31.8309886183791,268.802521422777,62.7027048648649,0
"8707",177993,9.1241,"9.1241.A.1",9,9,1241,"A","1",18,17,0,168,13.6999998,21,334,339,16.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_18","IFN4_9_1241_A_1_18",33.65,14.1471060526129,889.324011873607,48.1426472511144,0
"8708",177994,9.1241,"9.1241.A.1",9,9,1241,"A","1",19,18,0,174,9.30000019,21,201,207,10.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_19","IFN4_9_1241_A_1_19",20.4,31.8309886183791,326.851299679482,53.4313705882353,0
"8709",177995,9.1241,"9.1241.A.1",9,9,1241,"A","1",20,19,14,185,1.60000002,43,140,138,10.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_20","IFN4_9_1241_A_1_20",13.9,31.8309886183791,151.746779150021,78.4172633093525,0
"8710",177996,9.1241,"9.1241.A.1",9,9,1241,"A","1",21,20,15,188,6.30000019,21,232,229,9,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_21","IFN4_9_1241_A_1_21",23.05,14.1471060526129,417.284007708473,39.0455531453362,0
"8711",177997,9.1241,"9.1241.A.1",9,9,1241,"A","1",22,21,16,200,4.69999981,21,220,217,14.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_22","IFN4_9_1241_A_1_22",21.85,31.8309886183791,374.966754664618,66.819223798627,0
"8712",177998,9.1241,"9.1241.A.1",9,9,1241,"A","1",23,22,17,202,6.30000019,21,180,172,13.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_23","IFN4_9_1241_A_1_23",17.6,31.8309886183791,243.284935093994,75.5681829545454,0
"8713",177999,9.1241,"9.1241.A.1",9,9,1241,"A","1",24,23,0,211,7.80000019,43,134,143,9.30000019,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_24","IFN4_9_1241_A_1_24",13.85,31.8309886183791,150.657039198307,67.1480158122744,0
"8714",178000,9.1241,"9.1241.A.1",9,9,1241,"A","1",25,24,18,220,5.4000001,21,199,203,13.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_25","IFN4_9_1241_A_1_25",20.1,31.8309886183791,317.308711994203,67.6616935323383,0
"8715",178001,9.1241,"9.1241.A.1",9,9,1241,"A","1",26,25,19,235,7.30000019,43,248,228,12.5,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_26","IFN4_9_1241_A_1_26",23.8,14.1471060526129,444.880935674851,52.5210084033613,0
"8716",178002,9.1241,"9.1241.A.1",9,9,1241,"A","1",27,26,20,243,8.69999981,43,184,184,11.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_27","IFN4_9_1241_A_1_27",18.4,31.8309886183791,265.90440219984,64.6739108695652,0
"8717",178003,9.1241,"9.1241.A.1",9,9,1241,"A","1",28,27,21,245,14.1000004,21,333,321,14.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_28","IFN4_9_1241_A_1_28",32.7,14.1471060526129,839.818402139258,44.9541278287462,0
"8718",178004,9.1241,"9.1241.A.1",9,9,1241,"A","1",29,28,22,252,3.5,21,350,364,14.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_29","IFN4_9_1241_A_1_29",35.7,14.1471060526129,1000.98210526841,40.0560229691877,0
"8719",178005,9.1241,"9.1241.A.1",9,9,1241,"A","1",30,29,0,258,12.3999996,21,310,302,16,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_30","IFN4_9_1241_A_1_30",30.6,14.1471060526129,735.415424278835,52.2875816993464,0
"8720",178006,9.1241,"9.1241.A.1",9,9,1241,"A","1",31,30,23,259,7.5999999,43,177,174,11.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA,"IFN4","9_1241","9_1241_A_1","9_1241_A_1_31","IFN4_9_1241_A_1_31",17.55,31.8309886183791,241.904597821823,66.6666655270655,0
