"","x"
"1",10.291
"2",10.294
"3",10.661
"4",10.671
"5",10.681
"6",10.688
"7",10.689
"8",10.697
"9",10.707
"10",13.1044
"11",13.1445
"12",13.1446
"13",13.1459
"14",13.1507
"15",13.1629
"16",13.1643
"17",13.19
"18",13.195
"19",13.207
"20",13.217
"21",13.492
"22",13.504
"23",13.555
"24",13.556
"25",13.557
"26",13.558
"27",13.684
"28",14.1082
"29",14.1184
"30",14.1204
"31",14.1254
"32",14.1257
"33",14.584
"34",14.586
"35",14.625
"36",14.891
"37",14.899
"38",16.2473
"39",16.2474
"40",16.2803
"41",17.1221
"42",17.182
"43",17.231
"44",17.2315
"45",17.2373
"46",17.2688
"47",17.2726
"48",17.2731
"49",2.1175
"50",2.1224
"51",21.539
"52",23.1219
"53",23.176
"54",23.201
"55",23.205
"56",23.318
"57",28.131
"58",28.1419
"59",28.257
"60",28.58
"61",28.869
"62",32.817
"63",37.254
"64",39.74
"65",40.115
"66",40.1151
"67",40.1152
"68",40.1155
"69",40.1187
"70",40.1212
"71",40.1292
"72",40.1441
"73",40.1543
"74",40.422
"75",40.432
"76",40.444
"77",40.446
"78",40.462
"79",40.463
"80",40.47
"81",40.481
"82",40.515
"83",40.557
"84",45.1347
"85",45.1349
"86",45.843
"87",47.243
"88",47.254
"89",47.281
"90",47.286
"91",47.295
"92",47.311
"93",47.316
"94",47.338
"95",47.345
"96",47.351
"97",47.354
"98",47.364
"99",47.368
"100",47.41
"101",47.43
"102",47.476
"103",47.486
"104",47.491
"105",47.602
"106",47.64
"107",47.641
"108",47.654
"109",47.673
"110",47.675
"111",47.679
"112",47.685
"113",47.699
"114",47.703
"115",47.727
"116",47.731
"117",47.747
"118",47.764
"119",47.766
"120",47.77
"121",47.779
"122",47.8
"123",47.819
"124",47.825
"125",47.829
"126",47.84
"127",47.844
"128",47.846
"129",47.847
"130",47.863
"131",47.873
"132",47.878
"133",47.888
"134",47.893
"135",47.905
"136",47.908
"137",47.924
"138",47.937
"139",47.941
"140",47.951
"141",47.955
"142",47.956
"143",47.961
"144",47.964
"145",49.779
"146",49.784
"147",49.787
"148",49.794
"149",49.943
"150",49.945
"151",5.119
"152",5.121
"153",5.123
"154",5.1282
"155",5.1283
"156",5.1297
"157",5.1332
"158",5.172
"159",5.553
"160",5.554
"161",5.561
"162",5.568
"163",5.572
"164",5.893
"165",5.9
"166",5.926
"167",5.96
"168",6.1117
"169",6.2552
"170",6.276
"171",6.304
"172",6.354
"173",6.431
"174",6.48
"175",6.493
"176",6.494
"177",6.501
"178",6.513
"179",6.519
"180",6.916
"181",8.1465
"182",8.2379
"183",8.3033
"184",9.2522
"185",9.2533
"186",9.2536
