"","PlotID0","FECHGR","anno.gr.x","mes.gr.x","PlotID","FechaIni","Cla","Subclase","anno.gr.y","mes.gr.y","diff.year"
"1",1.315,960620,1996,6,"1.315.A.3C","07/13/05 00:00:00","A","3C",2005,7,9
"2",1.329,960704,1996,7,"1.329.A.1","08/31/05 00:00:00","A","1",2005,8,9
"3",1.342,960612,1996,6,"1.342.A.3C","05/27/05 00:00:00","A","3C",2005,5,9
"4",1.472,960617,1996,6,"1.472.A.1","06/22/05 00:00:00","A","1",2005,6,9
"5",1.917,960612,1996,6,"1.917.A.1","06/20/05 00:00:00","A","1",2005,6,9
"6",8.158,910608,1991,6,"8.158.A.1","04/03/01 00:00:00","A","1",2001,4,10
"7",8.165,910608,1991,6,"8.165.A.1","03/07/01 00:00:00","A","1",2001,3,10
"8",8.167,910608,1991,6,"8.167.A.1","03/09/01 00:00:00","A","1",2001,3,10
"9",8.168,910608,1991,6,"8.168.A.1","03/20/01 00:00:00","A","1",2001,3,10
"10",8.169,910608,1991,6,"8.169.A.1","04/03/01 00:00:00","A","1",2001,4,10
"11",8.191,910611,1991,6,"8.191.A.1","04/19/01 00:00:00","A","1",2001,4,10
"12",8.193,910611,1991,6,"8.193.A.1","03/21/01 00:00:00","A","1",2001,3,10
"13",8.196,910611,1991,6,"8.196.A.1","07/31/01 00:00:00","A","1",2001,7,10
"14",8.205,910611,1991,6,"8.205.A.1","08/01/01 00:00:00","A","1",2001,8,10
"15",8.216,910611,1991,6,"8.216.A.1","02/09/01 00:00:00","A","1",2001,2,10
"16",8.23,910605,1991,6,"8.230.A.4","08/03/01 00:00:00","A","4",2001,8,10
"17",8.234,910612,1991,6,"8.234.A.1","06/22/01 00:00:00","A","1",2001,6,10
"18",8.268,910613,1991,6,"8.268.A.1","05/16/01 00:00:00","A","1",2001,5,10
"19",8.95,910607,1991,6,"8.95.A.1","06/27/01 00:00:00","A","1",2001,6,10
"20",9.141,920128,1992,1,"9.1410.A.3C","04/25/03 00:00:00","A","3C",2003,4,11
"21",9.1424,920224,1992,2,"9.1424.A.1","04/01/03 00:00:00","A","1",2003,4,11
"22",9.1506,920225,1992,2,"9.1506.A.1","03/26/03 00:00:00","A","1",2003,3,11
"23",9.1869,920309,1992,3,"9.1869.A.1","04/02/03 00:00:00","A","1",2003,4,11
"24",9.1896,920310,1992,3,"9.1896.A.1","04/07/03 00:00:00","A","1",2003,4,11
"25",9.1912,920310,1992,3,"9.1912.A.1","04/30/03 00:00:00","A","1",2003,4,11
"26",9.1913,920310,1992,3,"9.1913.A.1","04/28/03 00:00:00","A","1",2003,4,11
"27",9.1939,920310,1992,3,"9.1939.A.1","05/19/03 00:00:00","A","1",2003,5,11
"28",9.1952,920310,1992,3,"9.1952.A.1","03/12/03 00:00:00","A","1",2003,3,11
"29",9.2008,920311,1992,3,"9.2008.A.1","05/05/03 00:00:00","A","1",2003,5,11
"30",9.2303,920309,1992,3,"9.2303.A.1","04/28/03 00:00:00","A","1",2003,4,11
"31",9.477,920217,1992,2,"9.477.A.1","05/13/03 00:00:00","A","1",2003,5,11
"32",9.493,920217,1992,2,"9.493.A.4","02/25/03 00:00:00","A","4",2003,2,11
"33",17.1273,910104,1991,1,"17.1273.A.1","03/12/01 00:00:00","A","1",2001,3,10
"34",17.1292,910108,1991,1,"17.1292.A.1","04/09/01 00:00:00","A","1",2001,4,10
"35",17.379,901016,1990,10,"17.379.A.1","06/25/01 00:00:00","A","1",2001,6,11
"36",17.406,901018,1990,10,"17.406.A.1","06/19/01 00:00:00","A","1",2001,6,11
"37",17.407,901018,1990,10,"17.407.A.1","06/18/01 00:00:00","A","1",2001,6,11
"38",17.409,901018,1990,10,"17.409.A.1","06/06/01 00:00:00","A","1",2001,6,11
"39",17.431,901018,1990,10,"17.431.A.1","06/20/01 00:00:00","A","1",2001,6,11
"40",17.443,901019,1990,10,"17.443.A.1","05/29/01 00:00:00","A","1",2001,5,11
"41",17.447,901019,1990,10,"17.447.A.1","05/16/01 00:00:00","A","1",2001,5,11
"42",17.448,901019,1990,10,"17.448.A.1","05/08/01 00:00:00","A","1",2001,5,11
"43",17.537,901114,1990,11,"17.537.A.1","05/16/01 00:00:00","A","1",2001,5,11
"44",17.577,901120,1990,11,"17.577.A.1","05/07/01 00:00:00","A","1",2001,5,11
"45",17.617,901127,1990,11,"17.617.A.1","05/29/01 00:00:00","A","1",2001,5,11
"46",17.627,901128,1990,11,"17.627.A.1","05/03/01 00:00:00","A","1",2001,5,11
"47",17.656,910131,1991,1,"17.656.A.1","05/18/01 00:00:00","A","1",2001,5,10
"48",17.693,901128,1990,11,"17.693.A.1","05/11/01 00:00:00","A","1",2001,5,11
"49",17.743,901129,1990,11,"17.743.A.1","05/03/01 00:00:00","A","1",2001,5,11
"50",17.744,901129,1990,11,"17.744.A.1","05/04/01 00:00:00","A","1",2001,5,11
"51",17.766,901130,1990,11,"17.766.A.1","04/24/01 00:00:00","A","1",2001,4,10
"52",17.83,901115,1990,11,"17.830.A.1","06/20/01 00:00:00","A","1",2001,6,11
"53",17.869,901130,1990,11,"17.869.A.1","03/27/01 00:00:00","A","1",2001,3,10
"54",22.1,931001,1993,10,"22.1.A.1","10/28/04 12:18:54","A","1",2004,10,11
"55",22.117,940120,1994,1,"22.117.A.1","10/14/04 12:50:19","A","1",2004,10,11
"56",22.1208,940128,1994,1,"22.1208.A.1","11/14/04 22:48:57","A","1",2004,11,11
"57",22.1418,931027,1993,10,"22.1418.A.1","09/28/04 11:15:36","A","1",2004,9,11
"58",22.1432,940125,1994,1,"22.1432.A.1","09/24/04 11:46:47","A","1",2004,9,11
"59",22.1464,940216,1994,2,"22.1464.A.1","10/04/04 00:41:00","A","1",2004,10,11
"60",22.1603,940119,1994,1,"22.1603.A.1","09/23/04 12:11:02","A","1",2004,9,11
"61",22.1739,940126,1994,1,"22.1739.A.1","10/14/04 02:43:39","A","1",2004,10,11
"62",22.22,940119,1994,1,"22.22.A.1","09/03/04 11:33:08","A","1",2004,9,11
"63",22.398,940119,1994,1,"22.398.A.1","09/27/04 12:00:20","A","1",2004,9,11
"64",22.487,940124,1994,1,"22.487.A.1","11/22/04 12:46:01","A","1",2004,11,11
"65",22.498,940125,1994,1,"22.498.A.1","10/07/04 11:52:19","A","1",2004,10,11
"66",22.52,931210,1993,12,"22.52.A.1","09/06/04 12:06:53","A","1",2004,9,11
"67",22.523,931018,1993,10,"22.523.A.1","11/17/04 10:35:59","A","1",2004,11,11
"68",22.55,940114,1994,1,"22.55.A.1","09/08/04 15:25:43","A","1",2004,9,11
"69",22.56,931210,1993,12,"22.56.A.1","09/29/04 12:30:06","A","1",2004,9,11
"70",22.57,931210,1993,12,"22.57.A.1","11/12/04 13:36:14","A","1",2004,11,11
"71",22.605,931020,1993,10,"22.605.A.1","09/03/04 15:30:12","A","1",2004,9,11
