"","Provincia","Estadillo","nArbol","Tipo","OrdenIFActual","Rumbo","Distancia","Especie","Diametro1","Diametro2","Calidad","Forma","Altura","ParEsp","PlotID0"
"448864",23,922,21,NA,"21","290","14.5","24","290","287","2","2","13.0",NA,"23.922"
"448865",23,922,22,"4","22","303","8.6","24","187","166","2","2","10.5",NA,"23.922"
"448866",23,922,23,NA,"23","304","7.9","24","288","256","3","2","13.0",NA,"23.922"
"448867",23,922,24,NA,"24","314","10.0","24","201","198","2","2","10.5",NA,"23.922"
"448868",23,922,25,NA,"25","323","15.2","24","257","264","2","2","11.0",NA,"23.922"
"448869",23,922,26,NA,"26","326","8.0","24","296","294","2","2","13.5",NA,"23.922"
"448870",23,922,27,NA,"27","338","8.4","24","149","144","2","3","11.0",NA,"23.922"
"448871",23,922,28,NA,"28","349","5.1","24","265","237","2","2","11.5",NA,"23.922"
"448872",23,922,29,NA,"29","387","11.6","26","296","330","2","2","12.5",NA,"23.922"
"448884",23,929,1,NA,"1","1","3.0","24","84","91","2","3","5.0",NA,"23.929"
"448885",23,929,2,"1","2","3","10.1","24","161","174","2","5","4.5",NA,"23.929"
"448886",23,929,3,NA,"3","76","6.5","24","159","167","2","2","7.5","1","23.929"
"448887",23,929,4,"2","4","101","15.8","24","317","286","2","2","9.0",NA,"23.929"
"448888",23,929,5,NA,"5","109","15.7","24","248","278","2","5","8.5",NA,"23.929"
"448889",23,929,6,NA,"6","152","7.1","24","257","253","2","2","10.0",NA,"23.929"
"448890",23,929,7,NA,"7","192","10.7","24","226","236","2","5","7.0","2","23.929"
"448891",23,929,8,"3","8","271","1.2","26","321","326","2","2","10.5",NA,"23.929"
"448892",23,929,9,NA,"9","282","14.5","26","307","322","2","2","12.0",NA,"23.929"
"448893",23,929,10,NA,"10","295","14.3","26","324","324","3","2","11.5","2","23.929"
"448894",23,929,11,"4","11","325","12.5","24","263","273","2","2","10.5",NA,"23.929"
"448895",23,929,12,NA,"12","350","7.2","24","203","214","2","2","9.5",NA,"23.929"
"448896",23,929,13,NA,"13","370","6.7","26","174","178","2","3","5.0",NA,"23.929"
"448918",23,933,1,"1","1","23","6.6","24","174","179","2","5","5.0",NA,"23.933"
"448919",23,933,2,NA,"2","57","7.2","24","131","126","2","3","5.0",NA,"23.933"
"448920",23,933,3,NA,"3","70","4.6","26","89","87","2","3","4.5",NA,"23.933"
"448921",23,933,4,NA,"4","86","9.3","24","204","185","3","2","10.0",NA,"23.933"
"448922",23,933,5,"2","5","166","10.0","26","253","252","3","2","9.5",NA,"23.933"
"448923",23,933,6,NA,"6","167","7.4","26","377","366","3","2","10.5",NA,"23.933"
"448924",23,933,7,NA,"7","194","9.6","24","269","286","2","2","16.0",NA,"23.933"
"448925",23,933,8,"3","8","212","11.2","26","312","328","2","2","15.0",NA,"23.933"
"448926",23,933,9,NA,"9","220","12.3","26","353","358","2","2","14.5",NA,"23.933"
"448927",23,933,10,"4","10","325","6.0","26","209","209","2","2","6.0",NA,"23.933"
"448928",23,933,11,NA,"11","362","10.9","24","276","253","2","2","9.5",NA,"23.933"
"448929",23,933,12,NA,"12","375","12.7","26","353","367","2","2","9.0",NA,"23.933"
"449166",23,984,1,"1","1","11","10.0","24","246","242","2","2","10.0",NA,"23.984"
"449167",23,984,2,NA,"2","76","13.9","24","246","254","2","2","11.0",NA,"23.984"
"449168",23,984,3,"2","3","116","23.7","24","422","449","2","2","19.0",NA,"23.984"
"449169",23,984,4,NA,"4","124","5.9","24","92","96","2","3","5.5",NA,"23.984"
"449170",23,984,5,"3","5","207","19.2","24","402","460","2","2","17.5",NA,"23.984"
"449171",23,984,6,NA,"6","208","15.0","24","450","474","1","2","16.5",NA,"23.984"
"449172",23,984,7,NA,"7","255","20.3","26","446","450","1","2","16.5",NA,"23.984"
"449173",23,984,8,NA,"8","276","11.9","26","301","319","2","2","12.5",NA,"23.984"
"449174",23,984,9,NA,"9","286","19.5","26","452","448","2","2","18.5",NA,"23.984"
"449175",23,984,10,NA,"10","292","20.0","26","462","469","2","2","18.5",NA,"23.984"
"449176",23,984,11,NA,"11","292","2.0","24","89","83","2","3","5.0",NA,"23.984"
"449177",23,984,12,"4","12","350","4.5","24","500","516","2","2","23.5",NA,"23.984"
"449178",23,984,13,NA,"13","381","23.0","26","634","575","1","2","20.0",NA,"23.984"
"449794",23,1073,1,"1","1","10","7.7","26","128","126","3","3","5.0",NA,"23.1073"
"449795",23,1073,2,NA,"2","11","13.9","26","235","232","2","2","8.5",NA,"23.1073"
"449796",23,1073,3,NA,"3","16","9.3","26","284","278","2","2","10.0",NA,"23.1073"
"449797",23,1073,4,NA,"4","30","4.4","24","97","99","2","3","4.5",NA,"23.1073"
"449798",23,1073,5,NA,"5","38","6.8","24","256","273","2","2","9.0",NA,"23.1073"
"449799",23,1073,6,NA,"6","44","10.9","26","284","283","2","2","10.5",NA,"23.1073"
"449800",23,1073,7,NA,"7","47","7.9","26","253","242","2","2","9.0",NA,"23.1073"
"449801",23,1073,8,NA,"8","80","9.9","26","316","309","2","2","9.5",NA,"23.1073"
"449802",23,1073,9,"2","9","128","10.5","24","218","238","2","2","8.0",NA,"23.1073"
"449803",23,1073,10,NA,"10","139","5.8","26","274","266","2","2","8.0",NA,"23.1073"
"449804",23,1073,11,"3","11","229","10.1","26","151","166","2","2","7.5",NA,"23.1073"
"449805",23,1073,12,NA,"12","247","9.3","26","256","279","2","2","8.0",NA,"23.1073"
"449806",23,1073,13,"4","13","318","3.7","26","268","248","3","2","7.0",NA,"23.1073"
"449807",23,1073,14,NA,"14","343","6.7","26","141","146","2","3","6.0",NA,"23.1073"
"449808",23,1073,15,NA,"15","348","4.7","24","251","268","2","2","9.5",NA,"23.1073"
"449809",23,1073,16,NA,"16","372","8.4","26","173","172","2","2","6.0",NA,"23.1073"
"449810",23,1073,17,NA,"17","373","6.3","26","161","133","3","2","7.0",NA,"23.1073"
"449811",23,1073,18,NA,"18","386","5.8","26","202","194","2","2","7.5",NA,"23.1073"
"450400",23,1306,1,"1","1","70","11.3","24","372","329","2","2","12.0",NA,"23.1306"
"450401",23,1306,2,"2","2","117","15.1","26","549","529","2","2","16.0",NA,"23.1306"
"450402",23,1306,3,NA,"3","119","18.4","26","505","498","2","2","14.5",NA,"23.1306"
"450403",23,1306,4,NA,"4","151","6.5","26","528","529","2","2","14.0",NA,"23.1306"
"450404",23,1306,5,NA,"5","157","20.9","26","486","484","2","2","14.5",NA,"23.1306"
"450405",23,1306,6,NA,"6","165","23.0","26","483","488","2","2","14.0",NA,"23.1306"
"450406",23,1306,7,NA,"7","186","3.7","45","83","84","2","5","3.5",NA,"23.1306"
"450407",23,1306,8,"3","8","242","13.5","26","463","469","2","2","11.5",NA,"23.1306"
"450408",23,1306,9,NA,"9","287","3.7","45","93","84","2","5","4.0",NA,"23.1306"
"450409",23,1306,10,"4","10","300","24.0","26","637","637","2","2","13.5",NA,"23.1306"
"450410",23,1306,11,NA,"11","303","12.5","24","347","332","2","2","13.0",NA,"23.1306"
"450411",23,1306,12,NA,"12","328","6.7","26","354","388","2","2","11.0","020","23.1306"
"450412",23,1306,13,NA,"13","332","14.8","26","494","473","2","2","14.5",NA,"23.1306"
"450413",23,1306,14,NA,"14","356","7.7","26","538","503","2","2","13.0",NA,"23.1306"
"450414",23,1306,15,NA,"15","386","4.7","45","72","85","2","5","3.0",NA,"23.1306"
"450613",23,1445,1,"1","1","25","15.7","24","376","425","2","2","16.5",NA,"23.1445"
"450614",23,1445,2,NA,"2","38","19.2","24","637","570","2","2","20.0",NA,"23.1445"
"450615",23,1445,3,NA,"3","48","23.3","26","500","482","2","2","18.0",NA,"23.1445"
"450616",23,1445,4,NA,"4","95","8.2","24","544","476","2","2","15.0",NA,"23.1445"
"450617",23,1445,5,"2","5","135","14.1","24","492","523","2","2","19.0",NA,"23.1445"
"450618",23,1445,6,NA,"6","148","11.2","26","526","494","2","2","20.0",NA,"23.1445"
"450619",23,1445,7,NA,"7","175","18.3","26","498","496","2","2","22.0",NA,"23.1445"
"450620",23,1445,8,"3","8","245","5.1","26","560","583","2","2","18.0",NA,"23.1445"
"450621",23,1445,9,NA,"9","258","11.0","24","294","299","2","2","16.0",NA,"23.1445"
"450622",23,1445,10,NA,"10","269","19.3","24","458","426","2","2","17.5",NA,"23.1445"
"450623",23,1445,11,NA,"11","277","15.3","24","266","251","2","2","13.5",NA,"23.1445"
"450624",23,1445,12,"4","12","321","18.0","24","583","256","2","2","22.0",NA,"23.1445"
"450625",23,1445,13,NA,"13","378","21.6","24","525","520","2","2","18.0","025","23.1445"
"450626",23,1445,14,NA,"14","378","2.7","26","513","534","2","2","16.0",NA,"23.1445"
"450841",23,1512,1,"1","1","11","9.4","24","408","364","2","2","13.0",NA,"23.1512"
"450842",23,1512,2,NA,"2","31","6.8","26","428","415","2","2","16.0",NA,"23.1512"
"450843",23,1512,3,NA,"3","95","7.8","24","367","392","2","2","14.5",NA,"23.1512"
"450844",23,1512,4,"2","4","124","11.2","24","300","313","2","2","13.0",NA,"23.1512"
"450845",23,1512,5,NA,"5","142","13.7","24","245","252","2","2","12.0",NA,"23.1512"
"450846",23,1512,6,NA,"6","164","17.3","24","341","311","2","2","14.5",NA,"23.1512"
"450847",23,1512,7,"3","7","228","7.0","24","374","392","2","2","14.0",NA,"23.1512"
"450848",23,1512,8,NA,"8","284","23.2","24","509","451","2","2","14.5",NA,"23.1512"
"450849",23,1512,9,"4","9","300","3.9","24","174","185","2","2","7.5","1","23.1512"
"450850",23,1512,10,NA,"10","363","5.4","24","94","93","2","3","5.5",NA,"23.1512"
"450898",23,1549,1,"1","1","104","7.3","44","162","151","2","2","8.5","1","23.1549"
"450899",23,1549,2,"2","2","112","4.1","44","128","146","2","3","9.0",NA,"23.1549"
"450900",23,1549,3,"4","3","115","20.4","24","690","690","2","2","20.0","2","23.1549"
"450901",23,1549,4,NA,"4","143","11.3","26","256","276","5","2","9.5",NA,"23.1549"
"450902",23,1549,5,NA,"5","204","22.6","26","707","707","6","2","22.0",NA,"23.1549"
"450903",23,1549,6,"3","6","246","6.7","26","482","469","2","2","14.0",NA,"23.1549"
"450904",23,1549,7,NA,"7","247","19.4","24","546","563","2","2","15.0",NA,"23.1549"
"450905",23,1549,8,NA,"8","275","4.5","24","161","153","2","2","9.5",NA,"23.1549"
"450906",23,1549,9,NA,"9","291","8.9","26","441","396","2","2","17.5",NA,"23.1549"
"450907",23,1549,10,NA,"10","292","11.7","26","258","253","2","2","14.5",NA,"23.1549"
"450908",23,1549,11,NA,"11","293","6.2","26","132","129","6","3","7.5",NA,"23.1549"
"450909",23,1549,12,NA,"12","305","13.8","26","418","419","6","2","18.0",NA,"23.1549"
"450910",23,1549,13,NA,"13","311","14.5","26","298","282","6","2","15.0",NA,"23.1549"
"450911",23,1549,14,NA,"14","388","23.0","26","456","464","6","2","16.5",NA,"23.1549"
"451813",23,828,1,"1","1","23","9.1","24","295","294","2","2","11.5",NA,"23.828"
"451814",23,828,2,NA,"2","40","7.8","24","136","152","2","2","9.5",NA,"23.828"
"451815",23,828,3,NA,"3","47","9.4","24","276","289","2","2","14.0",NA,"23.828"
"451816",23,828,4,NA,"4","67","3.5","24","359","359","2","2","13.0","1","23.828"
"451817",23,828,5,NA,"5","68","6.4","24","294","318","2","2","15.0",NA,"23.828"
"451818",23,828,6,NA,"6","88","20.2","24","439","431","2","2","14.0",NA,"23.828"
"451819",23,828,7,"2","7","157","14.1","24","348","345","2","2","13.0",NA,"23.828"
"451820",23,828,8,"3","8","274","12.3","26","359","416","3","2","10.0",NA,"23.828"
"451821",23,828,9,NA,"9","275","17.6","26","317","318","2","2","15.0",NA,"23.828"
"451822",23,828,10,"4","10","346","7.0","24","299","267","2","2","11.0","1","23.828"
"451823",23,828,11,NA,"11","376","7.7","24","239","246","2","2","12.0",NA,"23.828"
"452060",23,951,1,"1","1","11","9.7","26","161","158","3","2","8.0",NA,"23.951"
"452061",23,951,2,NA,"2","12","11.0","26","409","400","2","2","14.0",NA,"23.951"
"452062",23,951,3,NA,"3","54","11.5","26","275","289","2","2","12.5",NA,"23.951"
"452063",23,951,4,NA,"4","55","23.3","26","496","471","2","2","20.0",NA,"23.951"
"452064",23,951,5,NA,"5","83","9.8","26","271","269","2","2","12.0",NA,"23.951"
"452065",23,951,6,"2","6","130","7.0","26","274","269","2","2","14.0",NA,"23.951"
"452066",23,951,7,NA,"7","151","15.7","24","337","345","2","2","14.0",NA,"23.951"
"452067",23,951,8,NA,"8","154","4.9","26","325","326","2","2","14.5",NA,"23.951"
"452068",23,951,9,NA,"9","163","10.3","26","220","230","2","2","14.0",NA,"23.951"
"452069",23,951,10,NA,"10","172","14.9","26","292","296","2","2","12.5",NA,"23.951"
"452070",23,951,11,NA,"11","181","9.6","26","190","197","2","2","9.5",NA,"23.951"
"452071",23,951,12,NA,"12","186","11.7","24","338","333","2","2","16.0",NA,"23.951"
"452072",23,951,13,NA,"13","189","10.2","26","159","153","2","2","9.5","030","23.951"
"452073",23,951,14,NA,"14","189","5.4","24","273","267","2","2","13.5",NA,"23.951"
"452074",23,951,15,"3","15","201","15.0","24","320","315","2","2","15.0",NA,"23.951"
"452075",23,951,16,NA,"16","205","8.7","26","244","242","2","2","11.5",NA,"23.951"
"452076",23,951,17,NA,"17","231","23.0","24","434","444","2","2","14.5",NA,"23.951"
"452077",23,951,18,NA,"18","254","3.8","26","74","90","3","5","6.5",NA,"23.951"
"452078",23,951,19,NA,"19","260","10.9","24","313","328","2","2","16.0",NA,"23.951"
"452079",23,951,20,NA,"20","260","8.7","26","335","337","2","2","16.0",NA,"23.951"
"452080",23,951,21,NA,"21","265","5.8","24","360","346","2","2","14.0",NA,"23.951"
"452081",23,951,22,NA,"22","266","3.8","26","109","106","2","3","6.0",NA,"23.951"
"452082",23,951,23,"4","23","301","13.3","24","402","419","2","2","18.0",NA,"23.951"
"452083",23,951,24,NA,"24","302","5.7","26","163","165","3","5","7.0",NA,"23.951"
"452084",23,951,25,NA,"25","315","11.1","26","274","263","2","2","10.0",NA,"23.951"
"452085",23,951,26,NA,"26","383","3.2","26","80","77","2","3","5.0",NA,"23.951"
"452086",23,951,27,NA,"27","384","12.8","26","320","333","2","2","14.0",NA,"23.951"
"452087",23,951,28,NA,"28","393","15.9","26","289","283","2","2","14.0",NA,"23.951"
"452088",23,951,29,NA,"29","399","4.5","26","369","375","2","2","17.5",NA,"23.951"
"452439",23,1117,1,"1","1","24","2.0","24","165","169","6","2","6.0",NA,"23.1117"
"452440",23,1117,2,NA,"2","75","9.3","26","234","235","6","2","7.5",NA,"23.1117"
"452441",23,1117,3,"2","3","106","10.1","24","139","137","6","3","7.5",NA,"23.1117"
"452442",23,1117,4,NA,"4","157","4.2","24","186","178","6","5","5.5",NA,"23.1117"
"452443",23,1117,5,NA,"5","165","2.4","24","102","99","6","5","4.5",NA,"23.1117"
"452444",23,1117,6,"3","6","207","6.2","24","320","320","6","2","10.5",NA,"23.1117"
"452445",23,1117,7,NA,"7","240","9.5","26","214","209","6","2","6.5",NA,"23.1117"
"452446",23,1117,8,NA,"8","264","12.3","26","223","230","6","2","10.0",NA,"23.1117"
"452447",23,1117,9,NA,"9","266","9.3","26","175","182","6","2","6.0",NA,"23.1117"
"452448",23,1117,10,NA,"10","267","11.0","26","204","217","6","2","10.0",NA,"23.1117"
"452449",23,1117,11,"4","11","312","9.0","26","134","119","6","5","5.0",NA,"23.1117"
"452450",23,1117,12,NA,"12","326","5.5","26","184","181","6","5","5.0",NA,"23.1117"
"452451",23,1117,13,NA,"13","330","8.6","26","203","201","6","2","10.0",NA,"23.1117"
"452452",23,1117,14,NA,"14","340","6.4","26","133","129","6","5","9.0",NA,"23.1117"
"452453",23,1117,15,NA,"15","368","14.5","26","261","255","6","2","11.0",NA,"23.1117"
"452988",23,1318,1,"1","1","6","12.7","24","286","269","2","2","17.0",NA,"23.1318"
"452989",23,1318,2,NA,"2","17","4.0","26","81","85","2","3","4.5",NA,"23.1318"
"452990",23,1318,3,NA,"3","26","8.5","26","187","188","3","5","4.5",NA,"23.1318"
"452991",23,1318,4,NA,"4","49","14.5","24","274","272","2","2","18.5","1","23.1318"
"452992",23,1318,5,NA,"5","54","9.1","26","187","189","2","2","11.0","030","23.1318"
"452993",23,1318,6,NA,"6","59","8.1","26","237","236","2","2","13.0",NA,"23.1318"
"452994",23,1318,7,NA,"7","74","10.9","26","436","429","2","2","20.0",NA,"23.1318"
"452995",23,1318,8,NA,"8","96","8.2","26","388","378","2","2","19.0",NA,"23.1318"
"452996",23,1318,9,NA,"9","98","9.3","26","343","332","2","2","18.5",NA,"23.1318"
"452997",23,1318,10,"2","10","109","8.9","24","167","164","2","2","18.0",NA,"23.1318"
"452998",23,1318,11,NA,"11","125","5.2","24","292","287","2","2","18.5",NA,"23.1318"
"452999",23,1318,12,NA,"12","145","12.5","26","627","619","2","2","18.0",NA,"23.1318"
"453000",23,1318,13,"3","13","222","2.9","26","161","168","3","5","6.0",NA,"23.1318"
"453001",23,1318,14,NA,"14","280","7.0","26","397","425","2","2","18.0",NA,"23.1318"
"453002",23,1318,15,NA,"15","286","18.2","26","589","577","2","2","19.5",NA,"23.1318"
"453003",23,1318,16,"4","16","301","11.6","24","393","399","2","2","20.0",NA,"23.1318"
"453004",23,1318,17,NA,"17","303","8.2","26","181","184","2","3","10.5",NA,"23.1318"
"453005",23,1318,18,NA,"18","321","14.1","26","372","375","2","2","16.0",NA,"23.1318"
"453006",23,1318,19,NA,"19","326","23.1","26","431","429","2","2","17.5",NA,"23.1318"
"453007",23,1318,20,NA,"20","392","8.4","26","181","165","3","5","5.5",NA,"23.1318"
"453189",23,1395,1,"1","1","11","6.1","26","285","289","2","2","12.0",NA,"23.1395"
"453190",23,1395,2,NA,"2","18","13.9","26","357","348","2","2","11.0",NA,"23.1395"
"453191",23,1395,3,NA,"3","39","12.4","26","247","258","2","2","10.0",NA,"23.1395"
"453192",23,1395,4,NA,"4","72","10.2","26","370","349","2","2","12.5",NA,"23.1395"
"453193",23,1395,5,NA,"5","76","6.1","24","376","374","3","5","13.0",NA,"23.1395"
"453194",23,1395,6,NA,"6","88","12.0","26","275","290","2","2","11.5",NA,"23.1395"
"453195",23,1395,7,NA,"7","88","4.8","26","325","304","2","2","12.5",NA,"23.1395"
"453196",23,1395,8,"2","8","103","5.4","26","241","230","2","2","13.0",NA,"23.1395"
"453197",23,1395,9,NA,"9","143","5.1","26","366","365","2","2","13.0",NA,"23.1395"
"453198",23,1395,10,NA,"10","149","2.3","26","73","79","2","5","6.5",NA,"23.1395"
"453199",23,1395,11,NA,"11","184","6.3","26","258","262","2","2","12.5",NA,"23.1395"
"453200",23,1395,12,NA,"12","190","5.1","26","196","194","2","2","10.5",NA,"23.1395"
"453201",23,1395,13,"3","13","205","1.5","24","222","240","2","2","10.5","2","23.1395"
"453202",23,1395,14,NA,"14","212","10.1","24","294","312","2","2","13.0",NA,"23.1395"
"453203",23,1395,15,NA,"15","216","12.6","26","422","429","2","2","13.0",NA,"23.1395"
"453204",23,1395,16,NA,"16","230","5.9","26","222","244","2","2","12.0",NA,"23.1395"
"453205",23,1395,17,NA,"17","233","8.0","26","129","125","6","3","9.0",NA,"23.1395"
"453206",23,1395,18,NA,"18","250","9.5","26","140","148","2","3","6.5",NA,"23.1395"
"453207",23,1395,19,NA,"19","256","2.6","26","272","272","2","2","10.5",NA,"23.1395"
"453208",23,1395,20,NA,"20","264","9.5","26","214","219","2","2","10.5",NA,"23.1395"
"453209",23,1395,21,NA,"21","264","1.1","26","101","96","2","5","7.0",NA,"23.1395"
"453210",23,1395,22,NA,"22","279","13.0","26","258","254","2","2","8.5",NA,"23.1395"
"453211",23,1395,23,NA,"23","292","4.6","26","211","201","2","2","10.0",NA,"23.1395"
"453212",23,1395,24,"4","24","314","9.4","26","181","160","2","2","7.5",NA,"23.1395"
"453213",23,1395,25,NA,"25","315","7.3","24","378","374","2","5","10.5",NA,"23.1395"
"453214",23,1395,26,NA,"26","325","7.0","26","137","135","2","3","10.5",NA,"23.1395"
"453215",23,1395,27,NA,"27","341","13.6","26","230","232","2","2","9.0",NA,"23.1395"
"453216",23,1395,28,NA,"28","344","12.2","26","284","286","2","2","10.0",NA,"23.1395"
"453217",23,1395,29,NA,"29","350","14.6","26","224","242","2","2","7.5",NA,"23.1395"
"453218",23,1395,30,NA,"30","360","10.3","26","120","133","2","2","9.5",NA,"23.1395"
"453219",23,1395,31,NA,"31","365","9.6","26","242","262","2","2","10.5",NA,"23.1395"
"453220",23,1395,32,NA,"32","372","10.0","26","162","166","2","2","8.0",NA,"23.1395"
"453221",23,1395,33,NA,"33","373","8.9","26","254","264","2","2","10.0",NA,"23.1395"
"453222",23,1395,34,NA,"34","392","8.1","26","294","319","3","2","12.0",NA,"23.1395"
"453534",23,1489,1,"1","1","2","1.2","24","347","333","2","2","10.5",NA,"23.1489"
"453535",23,1489,2,NA,"2","39","12.5","26","226","249","4","5","8.0",NA,"23.1489"
"453536",23,1489,3,NA,"3","71","25.5","24","440","454","2","2","16.5",NA,"23.1489"
"453537",23,1489,4,NA,"4","73","4.8","24","359","334","2","2","12.0",NA,"23.1489"
"453538",23,1489,5,"2","5","112","18.1","24","312","315","2","2","15.5",NA,"23.1489"
"453539",23,1489,6,NA,"6","149","21.2","24","273","264","6","2","14.0",NA,"23.1489"
"453540",23,1489,7,NA,"7","154","5.7","24","215","223","6","2","5.0",NA,"23.1489"
"453541",23,1489,8,NA,"8","155","9.8","24","294","302","3","2","8.0","1","23.1489"
"453542",23,1489,9,NA,"9","182","18.5","24","430","458","2","2","16.0",NA,"23.1489"
"453543",23,1489,10,"3","10","204","19.8","26","459","451","2","2","13.5",NA,"23.1489"
"453544",23,1489,11,NA,"11","239","14.1","26","350","358","2","2","15.0",NA,"23.1489"
"453545",23,1489,12,NA,"12","240","6.4","26","333","341","2","2","11.5",NA,"23.1489"
"453546",23,1489,13,"4","13","310","10.9","26","430","417","2","2","17.0",NA,"23.1489"
"453547",23,1489,14,NA,"14","325","2.2","24","152","147","3","5","7.0",NA,"23.1489"
"453548",23,1489,15,NA,"15","352","18.6","24","438","471","2","2","13.0",NA,"23.1489"
"453614",23,1499,1,"1","1","92","19.4","24","527","564","2","2","19.0",NA,"23.1499"
"453615",23,1499,2,NA,"2","98","8.6","24","404","355","3","2","10.5","1","23.1499"
"453616",23,1499,3,NA,"3","99","11.9","24","553","501","2","2","14.0","022","23.1499"
"453617",23,1499,4,"2","4","149","15.9","26","328","332","2","2","14.0",NA,"23.1499"
"453618",23,1499,5,NA,"5","153","9.6","26","311","320","2","2","11.0",NA,"23.1499"
"453619",23,1499,6,NA,"6","158","28.7","24","521","547","2","2","20.0",NA,"23.1499"
"453620",23,1499,7,NA,"7","162","17.0","26","322","313","2","2","14.0",NA,"23.1499"
"453621",23,1499,8,NA,"8","167","22.3","26","412","452","2","2","19.0",NA,"23.1499"
"453622",23,1499,9,NA,"9","183","13.6","26","279","279","2","2","14.0",NA,"23.1499"
"453623",23,1499,10,"3","10","204","13.5","26","314","317","3","2","12.0",NA,"23.1499"
"453624",23,1499,11,NA,"11","205","19.9","26","533","563","2","2","19.0",NA,"23.1499"
"453625",23,1499,12,NA,"12","228","14.4","24","249","259","2","2","11.0",NA,"23.1499"
"453626",23,1499,13,"4","13","357","12.4","24","354","365","2","2","16.0",NA,"23.1499"
"453627",23,1499,14,NA,"14","376","15.7","24","247","245","2","2","11.0",NA,"23.1499"
"453782",23,1522,1,NA,"1","4","1.0","24","105","99","2","3","5.5",NA,"23.1522"
"453783",23,1522,2,"1","2","11","5.9","24","271","282","2","2","9.0",NA,"23.1522"
"453784",23,1522,3,NA,"3","15","9.7","24","154","163","2","2","9.0",NA,"23.1522"
"453785",23,1522,4,NA,"4","29","6.2","26","289","285","2","2","7.0",NA,"23.1522"
"453786",23,1522,5,NA,"5","33","10.0","24","192","195","2","2","8.0",NA,"23.1522"
"453787",23,1522,6,NA,"6","36","14.3","24","239","219","2","2","9.5",NA,"23.1522"
"453788",23,1522,7,NA,"7","63","8.8","24","252","225","2","2","9.0","2","23.1522"
"453789",23,1522,8,NA,"8","71","14.0","24","265","244","2","2","10.5",NA,"23.1522"
"453790",23,1522,9,NA,"9","82","11.2","24","260","247","2","2","10.5",NA,"23.1522"
"453791",23,1522,10,"2","10","175","7.8","26","396","425","2","2","11.0","2","23.1522"
"453792",23,1522,11,NA,"11","177","1.7","24","94","93","2","3","5.0",NA,"23.1522"
"453793",23,1522,12,NA,"12","182","8.2","26","366","401","2","2","9.5","2","23.1522"
"453794",23,1522,13,"3","13","245","11.9","26","255","237","2","2","7.0","2","23.1522"
"453795",23,1522,14,NA,"14","248","10.9","26","344","333","2","2","9.0","2","23.1522"
"453796",23,1522,15,NA,"15","250","7.4","26","287","276","2","2","9.0","2","23.1522"
"453797",23,1522,16,NA,"16","254","1.2","24","76","77","2","3","5.0","2","23.1522"
"453798",23,1522,17,NA,"17","255","7.1","26","228","219","2","2","8.5","2","23.1522"
"453799",23,1522,18,NA,"18","259","7.7","26","236","233","2","2","9.5","033","23.1522"
"453800",23,1522,19,NA,"19","264","9.1","26","192","180","2","2","7.5","033","23.1522"
"453801",23,1522,20,NA,"20","282","11.9","26","232","230","2","2","8.0","1","23.1522"
"453802",23,1522,21,"4","21","369","14.0","26","237","249","2","2","10.0",NA,"23.1522"
"453803",23,1522,22,NA,"22","375","2.0","45","73","81","3","5","4.5",NA,"23.1522"
"453804",23,1522,23,NA,"23","377","11.9","24","253","253","2","2","8.5",NA,"23.1522"
"453805",23,1522,24,NA,"24","396","9.7","24","133","133","2","3","6.5",NA,"23.1522"
"455484",23,425,1,"1","1","63","14.5","26","401","373","2","2","11.0",NA,"23.425"
"455485",23,425,2,NA,"2","63","8.4","24","317","295","2","2","10.5",NA,"23.425"
"455486",23,425,3,NA,"3","63","1.6","26","414","419","2","2","12.5",NA,"23.425"
"455487",23,425,4,NA,"4","136","9.8","26","233","238","2","2","6.0",NA,"23.425"
"455488",23,425,5,"2","5","167","10.1","26","356","374","2","2","12.0",NA,"23.425"
"455489",23,425,6,"3","6","207","14.8","24","248","260","2","2","8.5",NA,"23.425"
"455490",23,425,7,NA,"7","249","6.2","24","142","138","3","5","4.0",NA,"23.425"
"455491",23,425,8,NA,"8","282","14.6","24","303","281","2","2","10.5",NA,"23.425"
"455492",23,425,9,NA,"9","283","12.7","24","230","224","2","2","11.0",NA,"23.425"
"455493",23,425,10,"4","10","302","9.6","24","321","309","2","2","10.5",NA,"23.425"
"456472",23,423,1,"1","1","53","9.3","24","175","159","2","2","8.5",NA,"23.423"
"456473",23,423,2,NA,"2","78","8.7","24","138","134","2","2","9.0",NA,"23.423"
"456474",23,423,3,NA,"3","87","10.2","24","178","178","2","2","10.0",NA,"23.423"
"456475",23,423,4,NA,"4","92","5.4","24","125","128","2","2","10.0",NA,"23.423"
"456476",23,423,5,NA,"5","93","3.5","24","147","151","3","2","10.0",NA,"23.423"
"456477",23,423,6,"2","6","105","7.9","26","251","251","2","2","10.0",NA,"23.423"
"456478",23,423,7,NA,"7","108","9.2","26","181","178","2","2","8.0",NA,"23.423"
"456479",23,423,8,NA,"8","108","2.6","24","385","393","2","2","12.0","1","23.423"
"456480",23,423,9,NA,"9","122","6.5","26","205","210","2","2","8.5",NA,"23.423"
"456481",23,423,10,NA,"10","159","8.9","24","197","205","2","2","10.5",NA,"23.423"
"456482",23,423,11,NA,"11","174","9.3","26","174","175","2","2","8.0",NA,"23.423"
"456483",23,423,12,NA,"12","191","9.4","24","262","268","3","2","8.0",NA,"23.423"
"456484",23,423,13,NA,"13","194","2.9","26","124","123","3","2","8.0",NA,"23.423"
