"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"16296",9,1985,NA,920310,2,22,4,2,2,"S",920317,2,"0278","2","0278M03","490","4652","91","330","3","3","3","3","12","12","2","4","9","1","60","80","43","43","7","7","3","3","21","21","3","3","2","3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","2","1","20",NA,NA,NA,NA,"43","21",NA,NA,NA,NA,NA,"1","00","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,"M203","M202","275",NA,"4.50",NA,"9.1985",490000,4652000,9
"16297",9,1986,NA,920310,2,14,4,3,2,"S",920317,2,"0278","2","0278M03","491","4652","91","080","3","3","3","3","13","13","2","3","9","1","90","60","21","21","0","7","4","3",NA,"43",NA,"2",NA,"4",NA,"78",NA,"1",NA,"3","21","3","1",NA,"43","3","6",NA,"78","3","6",NA,"21","43","78","15",NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"M203","M202","80",NA,"3.00",NA,"9.1986",491000,4652000,9
"16303",9,1992,NA,920311,4,30,6,2,1,"S",920317,2,"0278","2","0278M07","498","4652","91","289","2","2","3","3","13","13","4","3","9","1","90","80","21","21","0","7","4","4",NA,"43",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","1",NA,NA,NA,NA,NA,"21","43",NA,NA,NA,NA,NA,"2","03","W","19",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,"G305","P204","196",NA,"4.00",NA,"9.1992",498000,4652000,9
"16309",9,1998,NA,920311,4,28,4,3,1,"S",920317,2,"0278","2","0278M03","491","4651","91","330","3","3","3","3","12","12","3","3","9","1","80","90","43","43","7","6","4","3","21","21","3","4","4","3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","37",NA,NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,"M203","M202","300",NA,"2.50",NA,"9.1998",491000,4651000,9
"29803",16,82,NA,930113,2,24,4,4,1,"S",930324,2,"0538","1","0538K13","568","4496","92","057","7","7","0","0","12","12","5","4","9","1","80","75","21","25","0","8","4","4",NA,"37",NA,"1",NA,"2",NA,"15",NA,"1",NA,"2","25","3","1",NA,"37","3","6",NA,"15","3","6",NA,"25","37","15","45",NA,NA,NA,"3","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P204","66",NA,"6.25",NA,"16.82",568000,4496000,16
"37471",18,1692,NA,960102,12,34,4,1,1,"S",951231,13,"1042","2","1042J06","464","4092","95","176","5","5","0","2","19","19","4","5","9","1","10","80","21","21","0","5","4","4",NA,"43",NA,"4",NA,"4",NA,"45",NA,"1",NA,"4","21","1","2","46","43","3","6",NA,"45","3","6",NA,"21","43","45",NA,NA,NA,NA,"2","05","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"1","4",NA,NA,"P313","116",NA,"7.25",NA,"18.1692",464000,4092000,18
"38826",19,5,NA,930422,3,0,0,1,2,"S",930504,3,"0432","2","0432M05","466","4558","92","067","1","1","3","3","15","15","4","5","9","1","00","30","21","21","0","0","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","1","2","15",NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,"1","01","W","19",NA,NA,NA,"1","1","1",NA,"1",NA,"0","0",NA,NA,"M204","90",NA,"8.00",NA,"19.5",466000,4558000,19
"43393",22,6,NA,931130,1,5,4,2,1,"S",931201,3,"0118","4","0118410","680","4748","93","028","2","2","3","3","12","12","5","5","9","1","00","40","21","21","0","7","0","3","71","71","0","3","0","3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","37","15",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","36",NA,"12.50",NA,"22.6",680000,4748000,22
"43401",22,14,NA,940120,3,0,0,0,0,"S",940127,1,"0118","4","0118416","692","4746","93","028","2","2","3","3","14","14","5","5","5","3","00",NA,"71",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.14",692000,4746000,22
"43421",22,34,NA,940114,1,25,4,6,2,"S",940117,1,"0143","2","0143M83","675","4727","93","076","2","2","0","0","07","07","5","5","9","1","80","75","21","43","0","5","4","3",NA,"21",NA,"4",NA,"4",NA,"91",NA,"1",NA,"2","43","3","6",NA,"21","3","1",NA,"91","3","6",NA,"43","21","91","76","78","15","37","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0","P305","P902","P406","291",NA,"12.50",NA,"22.34",675000,4727000,22
"43428",22,42,NA,931015,12,25,4,6,0,"S",931026,13,"0144","4","0144569","687","4743","93","901","2","2","3","3","11","11","5","5","9","1","00","75","21","71","0","8","0","4","71","91","0","1","0","2","31",NA,"0",NA,"0",NA,"71","3","6",NA,"91","3","6",NA,NA,NA,NA,NA,"71","91","21","31","77","76","78","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","9",NA,NA,"01","77",NA,"18.00",NA,"22.42",687000,4743000,22
"43444",22,59,NA,940114,1,16,4,5,3,"S",940117,3,"0144","4","0144629","678","4740","93","028","2","2","0","0","09","09","5","5","9","1","00","45","21","21","0","6","0","4",NA,"43",NA,"3",NA,"3",NA,"91",NA,"1",NA,"2","21","3","1",NA,"43","3","6",NA,"91","3","6",NA,"21","43","91","74","15","65","37","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,"P204","P305","300",NA,"11.25",NA,"22.59",678000,4740000,22
"43460",22,75,NA,940114,1,52,4,5,3,"S",940117,3,"0144","4","0144625","684","4738","93","901","2","2","0","0","11","11","5","5","9","1","00","80","21","21","0","7","0","4","71","43","0","3","0","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","71","15","78","99","37","2","03","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","113",NA,"11.75",NA,"22.75",684000,4738000,22
"43492",22,107,NA,940114,3,16,4,4,2,"S",940118,1,"0144","4","0144703","692","4734","93","032","2","2","0","0","11","11","4","5","9","1","00","50","21","21","0","5","0","4",NA,"43",NA,"4",NA,"3",NA,"91",NA,"1",NA,"2","21","3","1",NA,"43","3","6",NA,"91","3","6",NA,"21","43","91","37","74","78","15","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,"P204","P305","95",NA,"12.50",NA,"22.107",692000,4734000,22
"43498",22,113,NA,940114,3,13,4,6,3,"S",940118,1,"0144","4","0144839","681","4733","93","028","2","2","0","0","11","11","5","4","9","1","00","50","21","21","0","6","0","4",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","91","37","45","99","78","2","02","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P305","35",NA,"7.00",NA,"22.113",681000,4733000,22
"43539",22,154,NA,940117,1,24,4,5,3,"S",940118,3,"0144","4","0144984","693","4730","93","131","2","2","0","0","10","10","5","5","9","1","00","60","21","21","0","6","0","3",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","37","91","76","31","74","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","9",NA,"P305","P204","332",NA,"12.50",NA,"22.154",693000,4730000,22
"43555",22,171,NA,940117,1,33,4,5,1,"S",940118,3,"0144","4","0144990","681","4728","93","901","2","2","0","0","09","09","5","5","9","1","00","70","21","21","0","4","0","4",NA,"43",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","91","76","37","71","45","3","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,"P406","P305","44",NA,"18.00",NA,"22.171",681000,4728000,22
"43556",22,172,NA,940117,1,30,4,6,3,"S",940118,3,"0144","4","0144989","683","4728","93","901","2","2","0","0","08","08","5","5","9","1","00","75","21","21","0","9","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","91","43","71","37","76","15","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,"P204","P305","19",NA,"10.00",NA,"22.172",683000,4728000,22
"43808",22,507,NA,931018,12,14,4,3,1,"S",931029,13,"0177","4","0177585","730","4712","93","252","1","1","0","0","11","11","5","5","7","1","00","40","21","43","0","8","0","4",NA,"21",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","91",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"9",NA,"0","0","P302","P402","P204","350",NA,"12.00",NA,"22.507",730000,4712000,22
"43972",22,746,NA,940121,3,20,4,4,2,"S",940128,3,"0179","1","0179302","271","4719","93","227","2","2","0","0","09","09","5","5","9","1","00","60","44","43","7","7","0","4","21","91","2","2","0","2",NA,"21",NA,"1",NA,"4","43","3","6",NA,"91","3","1",NA,"21","3","1",NA,"43","91","21","37","78","99","76","2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P204","150",NA,"14.50",NA,"22.746",271000,4719000,22
"47953",24,1261,NA,921119,3,21,5,2,3,"S",921126,3,"0163","2","0163J07","340","4725","92","051","1","1","0","0","10","10","4","4","9","1","80","90","21","43","5","6","3","3","26","21","4","4","3","3","25",NA,"1",NA,"3",NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","25",NA,NA,NA,NA,"1","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","320",NA,"5.25",NA,"24.1261",340000,4725000,24
"47960",24,1272,NA,921119,3,26,4,1,3,"S",921126,3,"0163","2","0163J07","340","4724","92","051","1","1","0","0","10","10","2","3","9","1","60","70","21","21","5","6","3","3","26","43","4","3","3","3","25","25","1","1","3","3","21","1","2","30","43","3","6",NA,"25","1","2","30","21","43","25",NA,NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"9",NA,"0","0",NA,NA,"01","60",NA,"3.00",NA,"24.1272",340000,4724000,24
"47963",24,1277,NA,921119,3,20,5,3,3,"S",921127,3,"0163","2","0163J07","340","4723","92","051","1","1","0","0","09","10","4","3","9","1","70","90","21","21","5","5","3","4","26","43","4","4","3","3","25","25","1","1","3","3","21","3","1",NA,"43","3","6",NA,"25","3","1",NA,"21","43","25",NA,NA,NA,NA,"1","06","G","17",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","330",NA,"3.50",NA,"24.1277",340000,4723000,24
"48765",24,465,NA,930128,2,21,6,0,2,"S",930217,2,"0105","1","0105M01","322","4747","92","137","2","2","0","0","11","11","4","4","9","1","80","80","21","21","7","9","1","3","25","43","3","1","1","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","1",NA,"1",NA,"0","0",NA,NA,"01","190",NA,"5.50",NA,"24.465",322000,4747000,24
"49051",24,799,NA,930204,2,18,6,2,1,"S",930225,3,"0130","2","0130K09","313","4739","92","068","6","6","0","0","11","11","2","2","9","1","40","80","25","21","7","7","1","3","21","43","2","2","0","3",NA,"26",NA,"1",NA,"3","21","1","2","20","43","3","6",NA,"26","1","2","20","21","43","26",NA,NA,NA,NA,"2","09","G","20",NA,NA,NA,"1","1","3",NA,"1",NA,"0","0",NA,NA,"P702","035",NA,"2.25",NA,"24.799",313000,4739000,24
"49244",24,1067,NA,930125,3,18,5,2,1,"S",930205,3,"0159","2","0159J09","723","4727","92","071","2","2","0","0","11","11","2","3","9","1","00","80","21","43","0","6","0","3",NA,"21",NA,"3",NA,"3",NA,"57",NA,"1",NA,"2","43","3","6",NA,"21","1","2","27","57","3","6",NA,"43","21","57","73",NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"4","4",NA,NA,"01","165",NA,"2.75",NA,"24.1067",723000,4727000,24
"49773",25,321,0,901108,NA,NA,NA,NA,NA,"5",910111,NA,"0181","5","0181374","347","4716","89","082","1",NA,"0",NA,"11","11","5","5","9","1","00","80","41","21","0","5","0","4",NA,"43",NA,"3",NA,"2",NA,"45",NA,"2",NA,"2","21","3","1",NA,"43","3","6",NA,"45","3","6",NA,"21","43","45","99","76","74","37","3","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","82",NA,"17.00",NA,"25.321",347000,4716000,25
"51552",25,2172,0,910618,NA,NA,NA,NA,NA,"5",910719,NA,"0329","4","0329261","368","4662","90","124","6",NA,"0",NA,"09","09","5","5","9","1","80","70","25","21","5","7","3","3","21","43","5","2","3","3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","25","43","45","37","91","15","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"M204","P906","359",NA,"10.50",NA,"25.2172",368000,4662000,25
"52681",26,947,NA,902203,NA,NA,NA,NA,NA,"3",902903,NA,"0297","2","0297J06","526","4668","88","112","0","0","0","3","12",NA,"4","3","0","1","0","80","2","43","0","4","0","3",NA,"21",NA,"4",NA,"4",NA,"71",NA,"2",NA,"4","43","3","6",NA,"21","3","1",NA,"71","3","6",NA,"43","21","71","37",NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","220",NA,"3.50",NA,"26.947",526000,4668000,26
"53319",26,618,NA,902003,NA,NA,NA,NA,NA,"6",902203,NA,"0241","1","0241L10","534","4674","88","012","0","0","0","0","10",NA,"3","5","0","1","20","50","71","21","0","5","0","3",NA,"43",NA,"4",NA,"3",NA,"37",NA,"1",NA,"3","21","1","2","33","43","3","6",NA,"37","3","6",NA,"21","43","37","58","76","44","95","3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"P108","P204","0","200","12.50","8.50","26.618",534000,4674000,26
"53328",26,627,NA,902003,NA,NA,NA,NA,NA,"6",902203,NA,"0241","1","0241M06","522","4673","88","107","0","0","0","0","15",NA,"5","5","0","1","0","60","43","21","0","7","0","4",NA,"43",NA,"2",NA,"3",NA,"71",NA,"1",NA,"3","21","3","1",NA,"43","3","6",NA,"71","3","6",NA,"21","71","43","37",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P802","035",NA,"8.50",NA,"26.627",522000,4673000,26
"53363",26,662,NA,902003,NA,NA,NA,NA,NA,"6",902303,NA,"0241","1","0241M06","522","4671","88","122","0","0","0","0","13",NA,"5","5","0","1","0","80","21","21","0","7","0","4",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","71","37",NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M402","180",NA,"8.25",NA,"26.662",522000,4671000,26
"53366",26,665,NA,902003,NA,NA,NA,NA,NA,"6",902303,NA,"0241","1","0241M07","525","4671","88","122","0","0","0","0","11",NA,"2","4","0","1","0","80","21","43","0","5","0","3",NA,"21",NA,"4",NA,"4",NA,"37",NA,"1",NA,"3","43","3","6",NA,"21","3","1",NA,"37","3","6",NA,"21","43","37","44","65","45",NA,"2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","080",NA,"7.00",NA,"26.665",525000,4671000,26
"53390",26,689,NA,902103,NA,NA,NA,NA,NA,"4",902403,NA,"0241","1","0241M07","525","4669","88","112","0","0","0","3","11",NA,"3","3","0","1","0","70","43","21","0","6","0","4",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","37","95",NA,NA,NA,"2","01","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P802","230",NA,"4.00",NA,"26.689",525000,4669000,26
"53465",26,764,NA,902103,NA,NA,NA,NA,NA,"4",902603,NA,"0242","1","0242K10","563","4679","88","017","0","0","0","0","12",NA,"5","4","0","1","0","70","43","43","0","6","0","3","25","21","0","4","0","3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","1","2","21",NA,NA,NA,NA,"21","43","37",NA,NA,NA,NA,"2","05","G","14",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","15",NA,"6.00",NA,"26.764",563000,4679000,26
"53467",26,766,NA,902103,NA,NA,NA,NA,NA,"4",902603,NA,"0242","1","0242K10","565","4679","88","017","6","6","0","0","13",NA,"4","4","9","1","0","80","45","43","0","6","0","3",NA,"21",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","1","2","20",NA,NA,NA,NA,"43","21",NA,NA,NA,NA,NA,"2","05","G","15",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","259",NA,"6.75",NA,"26.766",565000,4679000,26
"53611",26,963,NA,902203,NA,NA,NA,NA,NA,"5",902803,NA,"0279","2","0279J06","526","4667","88","169","0","0","0","3","13",NA,"4","3","0","1","0","80","43","21","0","5","0","4","21","43","0","4","0","4",NA,"37",NA,"1",NA,"3","21","3","1",NA,"43","3","6",NA,"37","3","6",NA,"43","21","71","37","65",NA,NA,"3","03","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P802","94",NA,"3.75",NA,"26.963",526000,4667000,26
"53650",26,1002,NA,902303,NA,NA,NA,NA,NA,"5",902803,NA,"0279","2","0279J07","527","4664","88","177","0","0","0","3","13",NA,"4","3","0","1","0","80","21","43","0","6","0","3",NA,"21",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","37",NA,NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","300",NA,"4.00",NA,"26.1002",527000,4664000,26
"53664",26,1016,NA,902303,NA,NA,NA,NA,NA,"5",902903,NA,"0279","2","0279K07","529","4663","88","091","0","0","0","3","12",NA,"2","3","1","1","0","70","43","43","0","8","0","3",NA,"21",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","65",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","265",NA,"3.75",NA,"26.1016",529000,4663000,26
"53676",26,1028,NA,902303,NA,NA,NA,NA,NA,"5",902903,NA,"0279","2","0279K07","529","4662","88","091","0","0","0","3","12",NA,"4","4","0","1","0","70","21","21","0","7","0","4",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","37","78","65",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P402","95",NA,"5.50",NA,"26.1028",529000,4662000,26
"53683",26,1035,NA,902303,NA,NA,NA,NA,NA,"5",903003,NA,"0279","2","0279K06","528","4661","88","177","0","0","0","3","13",NA,"4","5","0","1","0","90","21","21","0","7","0","3",NA,"43",NA,"2",NA,"3",NA,"71",NA,"1",NA,"4","21","2","1","20","43","3","6",NA,"71","3","6",NA,"21","43","71","37","78","44",NA,"2","03","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","158",NA,"8.50",NA,"26.1035",528000,4661000,26
"53685",26,1037,NA,902303,NA,NA,NA,NA,NA,"5",903003,NA,"0279","2","0279K07","530","4661","88","091","0","0","0","3","13",NA,"4","4","0","1","0","80","21","21","0","7","0","4",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","71","78","65","37",NA,"1","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P410","15",NA,"6.75",NA,"26.1037",530000,4661000,26
"53694",26,1046,NA,902203,NA,NA,NA,NA,NA,"5",902903,NA,"0279","2","0279K07","531","4660","88","091","0","0","0","3","13",NA,"3","3","0","1","0","70","43","21","0","6","0","4",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"43","21","65","37",NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","65",NA,"3.75",NA,"26.1046",531000,4660000,26
"55425",27,2138,NA,900202,NA,NA,NA,NA,NA,"S",901502,NA,"0099","1","0099K03","653","4758","87","006","5","5","0","0","7","07","4","5","9","1","70","85","26","43","0","7","4","3",NA,"21",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","73","26",NA,NA,NA,"2","12","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","345",NA,"12.00",NA,"27.2138",653000,4758000,27
"56750",28,15,0,911024,NA,NA,NA,NA,NA,"6",911111,NA,"0458","1","0458J13","455","4553","90","071","1","1","0","0","17","17","4","4","1","1","40","70","21","21","0","0","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","1","1","26",NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","1",NA,"0","3","4","0",NA,NA,"01","170",NA,"6.25",NA,"28.15",455000,4553000,28
"56753",28,18,0,911024,NA,NA,NA,NA,NA,"6",911111,NA,"0458","1","0458K08","447","4552","90","001","4","4","0","0","17","17","4","4","1","1","40","60","21","21","0","0","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","1","1","10",NA,NA,NA,NA,NA,NA,NA,NA,"21","37","57",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","1",NA,"1",NA,"0","0",NA,NA,"01","249",NA,"5.75",NA,"28.18",447000,4552000,28
"56925",28,191,0,911028,NA,NA,NA,NA,NA,"6",911114,NA,"0483","1","0483M12","422","4525","90","120","2","2","0","0","16","16","5","5","1","1","60","90","21","21","0","6","4","4",NA,"43",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","73","57","52","58",NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M713","318",NA,"10.50",NA,"28.191",422000,4525000,28
"56940",28,206,0,911029,NA,NA,NA,NA,NA,"6",911115,NA,"0483","1","0483M12","423","4523","90","120","6","6","0","0","13","13","5","5","1","1","90","80","21","21","0","7","4","4",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","37","65",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","0",NA,NA,"01","359",NA,"7.25",NA,"28.206",423000,4523000,28
"56966",28,233,0,911029,NA,NA,NA,NA,NA,"6",911115,NA,"0484","3","0484192","433","4538","90","076","1","1","0","0","17","17","5","5","1","1","70","90","21","21","0","6","4","4",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43",NA,NA,NA,NA,NA,"2","06","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"P906","P813","200",NA,"8.75",NA,"28.233",433000,4538000,28
"56970",28,237,0,911029,NA,NA,NA,NA,NA,"6",911118,NA,"0484","3","0484190","437","4538","90","076","1","1","0","0","15","15","3","3","1","1","40","80","21","43","0","6","3","3",NA,"21",NA,"4",NA,"2",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","1","2","15",NA,NA,NA,NA,"43","21",NA,NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","170",NA,"3.75",NA,"28.237",437000,4538000,28
"57095",28,382,0,911031,NA,NA,NA,NA,NA,"6",911120,NA,"0484","3","0484367","435","4526","90","034","1","1","0","0","13","13","4","4","1","1","70","80","21","21","0","8","4","4",NA,"43",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","37",NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","357",NA,"6.25",NA,"28.382",435000,4526000,28
"63237",31,619,NA,900507,NA,NA,NA,NA,NA,"6",901007,NA,"0014","1","0140454","006","0036","88","098",NA,NA,NA,NA,NA,"08",NA,"5",NA,"1",NA,"75",NA,"43",NA,"8",NA,"3",NA,"21",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","76","37","95",NA,NA,"3","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","323",NA,"11.50",NA,"31.619",6000,36000,31
"63642",31,1028,NA,901807,NA,NA,NA,NA,NA,"6",900608,NA,"0018","1","0180752","007","0007","89","028",NA,NA,NA,NA,NA,"06",NA,"4",NA,"1",NA,"90",NA,"21",NA,"5",NA,"4",NA,"43",NA,"3",NA,"3",NA,"91",NA,"2",NA,"4","21","3","1",NA,"43","3","6",NA,"91","3","6",NA,"21","43","91","45","76","44",NA,"3","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"4","4",NA,NA,"01","245",NA,"6.00",NA,"31.1028",7000,7000,31
