"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"14117",9,134,NA,920128,3,0,0,3,2,"S",920205,3,"0085","1","0085J09","475","4778","91","410","6","6","0","0","03","04","3","5","9","1","00","20","21","28","0","5","1","1",NA,"71",NA,"5",NA,"1",NA,NA,NA,NA,NA,NA,"28","1","2","05","71","1","2","10",NA,NA,NA,NA,"28","71","68","43","57","95",NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"9",NA,"0","0",NA,NA,"01","248",NA,"8.50",NA,"9.134",475000,4778000,9
"14211",9,237,NA,920130,2,0,0,1,1,"S",920203,3,"0085","1","0085L08","473","4767","91","186","3","3","0","0","11","11","5","5","9","1","50","50","71","71","0","5","0","3",NA,"21",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","15","37","78","95","44","2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","27",NA,"11.75",NA,"9.237",473000,4767000,9
"14213",9,239,NA,920130,2,1,1,6,3,"S",920203,3,"0085","1","0085L10","479","4767","91","186","3","3","0","0","08","08","2","2","9","1","50","50","44","55","0","3","0","2","45","76","2","3","0","2",NA,"15",NA,"2",NA,"3","55","3","6",NA,"76","3","6",NA,"15","3","6",NA,"55","76","15","95","44","78","41","2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P402","259",NA,"2.00",NA,"9.239",479000,4767000,9
"14322",9,364,NA,920211,3,51,5,3,3,"S",920220,1,"0109","1","0109L04","437","4750","91","409","6","6","0","0","09","09","3","5","9","1","50","95","71","21","8","9","3","3","44","43","2","1","0","3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"M112","363",NA,"10.00",NA,"9.364",437000,4750000,9
"14990",9,2293,NA,920309,1,39,6,2,1,"S",920323,3,"0316","2","0316J05","492","4650","91","246","6","6","3","3","11","11","2","3","9","1","80","80","21","21","0","7","4","4",NA,"43",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","37",NA,NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","198",NA,"2.75",NA,"9.2293",492000,4650000,9
"14992",9,2295,NA,920309,1,19,5,2,2,"S",920323,3,"0316","2","0316J06","494","4650","91","246","6","6","3","3","12","12","3","5","9","1","80","70","21","21","0","8","4","4",NA,"43",NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","57","15",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","310",NA,"8.25",NA,"9.2295",494000,4650000,9
"15004",9,2307,NA,920309,3,39,6,4,1,"S",920323,3,"0316","2","0316J05","493","4649","91","246","6","6","3","3","11","11","3","3","9","1","80","80","21","21","0","5","4","3",NA,"43",NA,"4",NA,"4",NA,"15",NA,"1",NA,"2","21","3","1",NA,"43","3","6",NA,"15","3","6",NA,"21","43","15","37",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","240",NA,"3.25",NA,"9.2307",493000,4649000,9
"15031",9,2335,NA,920310,1,31,6,2,1,"S",920324,3,"0316","2","0316J06","495","4647","91","289","2","2","3","3","10","10","4","5","9","1","80","80","21","21","0","6","4","4",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","15","58",NA,NA,NA,"2","01","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"P404","P305","168",NA,"7.50",NA,"9.2335",495000,4647000,9
"15035",9,2339,NA,920310,1,29,6,1,0,"S",920324,3,"0316","2","0316J08","500","4647","91","289","2","2","3","3","11","11","3","3","9","1","90","90","21","21","0","6","4","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43",NA,NA,NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M303","312",NA,"3.00",NA,"9.2339",5e+05,4647000,9
"15066",9,2373,NA,920310,1,30,6,2,1,"S",920325,3,"0316","2","0316K09","501","4643","91","309","2","2","3","3","12","12","3","3","9","1","90","90","21","21","0","7","4","4",NA,"43",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","112",NA,"3.25",NA,"9.2373",501000,4643000,9
"15077",9,2384,NA,920310,3,18,5,2,1,"S",920326,3,"0316","2","0316K06","495","4642","91","067","2","2","3","3","13","13","3","4","9","1","90","80","21","21","0","7","4","4",NA,"43",NA,"3",NA,"2",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43",NA,NA,NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P305","70",NA,"4.50",NA,"9.2384",495000,4642000,9
"15085",9,2392,NA,920310,3,16,6,1,2,"S",920326,3,"0316","2","0316K04","490","4641","91","246","2","2","0","0","11","11","3","3","9","1","50","70","43","21","0","5","4","4",NA,"43",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43",NA,NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","125",NA,"3.50",NA,"9.2392",490000,4641000,9
"15258",9,129,NA,920323,2,0,0,0,0,"S",920324,4,"0085","1","0085J11","478","4779","91","410","6","6","0","0","02","02","4","4","9","3","80",NA,"21",NA,"5",NA,"3",NA,"44",NA,"5",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.129",478000,4779000,9
"15337",9,1016,NA,920205,2,30,6,4,2,"S",920226,0,"0138","1","0138M13","538","4726","91","109","4","4","0","0","07","07","2","4","9","1","70","85","44","21","0","6","0","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","19","43","3","6",NA,NA,NA,NA,NA,"21","43","95","15",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","147",NA,"5.00",NA,"9.1016",538000,4726000,9
"15532",9,1213,NA,920212,3,25,4,3,3,"S",920302,7,"0201","2","0201L06","471","4693","91","431","3","3","0","0","10","10","2","4","9","1","30","80","21","21","0","6","1","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","15","43","3","6",NA,NA,NA,NA,NA,"21","43","37",NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","80",NA,"4.75",NA,"9.1213",471000,4693000,9
"15538",9,1219,NA,920212,3,14,4,3,3,"S",920302,7,"0201","2","0201L06","471","4692","91","431","3","3","0","6","10","10","4","5","9","1","20","80","21","21","0","6","1","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","10","43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","290",NA,"7.25",NA,"9.1219",471000,4692000,9
"15545",9,1226,NA,920212,3,21,5,2,3,"S",920302,7,"0201","2","0201M05","467","4691","91","044","4","4","0","0","10","10","2","2","9","1","30","80","21","21","0","5","1","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","15","43","3","6",NA,NA,NA,NA,NA,"21","43","57",NA,NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","20",NA,"2.00",NA,"9.1226",467000,4691000,9
"15550",9,1231,NA,920212,3,32,4,3,1,"S",920302,7,"0201","2","0201M04","466","4690","91","142","3","3","0","0","10","10","1","2","9","1","30","90","21","21","0","5","1","3",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","20","43","3","6",NA,NA,NA,NA,NA,"21","43","15","37","95",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"1",NA,"0","0",NA,NA,"01","375",NA,"1.50",NA,"9.1231",466000,4690000,9
"15553",9,1234,NA,920213,3,30,6,1,3,"S",920302,7,"0201","2","0201M06","469","4690","91","044","4","4","0","0","11","11","2","2","9","1","40","80","21","21","0","6","1","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","20","43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","10",NA,"2.25",NA,"9.1234",469000,4690000,9
"15555",9,1236,NA,920213,3,27,6,2,1,"S",920302,7,"0201","2","0201M06","471","4690","91","044","4","4","0","0","11","11","3","3","9","1","40","60","21","21","0","6","1","3",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","20","43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"3","04","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","310",NA,"2.50",NA,"9.1236",471000,4690000,9
"15560",9,1241,NA,920213,3,31,4,3,4,"S",920302,7,"0201","2","0201M05","468","4689","91","005","3","3","0","0","11","11","2","3","9","1","35","90","21","21","0","6","1","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","15","43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","70",NA,"2.75",NA,"9.1241",468000,4689000,9
"15570",9,1251,NA,920213,3,25,4,2,2,"S",920302,2,"0201","2","0201M05","468","4688","91","005","3","3","0","0","11","11","2","3","9","1","35","80","21","21","0","6","1","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","15","43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","75",NA,"3.75",NA,"9.1251",468000,4688000,9
"15572",9,1253,NA,920213,3,42,6,2,2,"S",920302,2,"0201","2","0201M06","470","4688","91","005","3","3","0","0","11","11","2","4","9","1","70","80","21","21","0","8","3","3",NA,"43",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","20","43","3","6",NA,NA,NA,NA,NA,"21","25","43","15",NA,NA,NA,"3","03","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","180",NA,"4.25",NA,"9.1253",470000,4688000,9
"15575",9,1256,NA,920214,2,26,6,2,2,"S",920302,2,"0201","2","0201M07","473","4688","91","303","3","3","0","0","11","11","2","2","9","1","70","80","21","21","0","6","3","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","20","43","3","6",NA,NA,NA,NA,NA,"21","43","37",NA,NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","150",NA,"2.25",NA,"9.1256",473000,4688000,9
"15586",9,1267,NA,920217,3,33,6,3,2,"S",920302,2,"0202","1","0202L05","492","4695","91","424","3","3","0","0","09","09","3","4","9","1","80","80","43","21","0","6","2","3",NA,"43",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","15","43","3","6",NA,NA,NA,NA,NA,"21","43","95","15",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"4","0",NA,NA,"P902","375",NA,"6.50",NA,"9.1267",492000,4695000,9
"15597",9,1278,NA,920217,3,12,4,3,2,"S",920302,2,"0202","1","0202L03","487","4693","91","048","6","6","0","0","10","10","4","4","9","1","30","70","21","21","0","7","1","3",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","10","43","3","6",NA,NA,NA,NA,NA,"21","43","37","15",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","360",NA,"6.50",NA,"9.1278",487000,4693000,9
"15606",9,1287,NA,920218,3,28,6,2,2,"S",920303,4,"0202","1","0202L04","489","4692","91","126","6","6","0","0","10","10","4","5","9","1","30","60","21","21","0","8","1","3",NA,"43",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","15","43","3","6",NA,NA,NA,NA,NA,"21","43","15","16","71","57","12","2","04","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","20",NA,"9.00",NA,"9.1287",489000,4692000,9
"15615",9,1296,NA,920218,3,26,6,3,2,"S",920303,4,"0202","1","0202M04","489","4691","91","048","6","6","0","0","10","10","4","5","9","1","40","70","21","21","0","5","1","3",NA,"43",NA,"5",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","15","43","3","6",NA,NA,NA,NA,NA,"21","43","71","76",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","390",NA,"7.50",NA,"9.1296",489000,4691000,9
"15658",9,1339,NA,920219,2,50,6,3,1,"S",920303,2,"0239","1","0239J05","469","4687","91","463","3","3","0","0","11","11","3","4","9","1","65","85","21","21","0","6","3","3",NA,"43",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","20","43","3","6",NA,NA,NA,NA,NA,"21","43","72","15",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0","1","4","0",NA,NA,"01","351",NA,"5.00",NA,"9.1339",469000,4687000,9
"15666",9,1347,NA,920219,2,28,5,2,2,"S",920303,2,"0239","1","0239J05","469","4686","91","463","3","3","0","0","11","11","1","4","9","1","65","80","21","43","0","6","3","3",NA,"21",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21",NA,NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","251",NA,"5.00",NA,"9.1347",469000,4686000,9
"15676",9,1357,NA,920220,0,25,6,3,1,"S",920303,4,"0239","1","0239J07","475","4685","91","303","6","6","0","0","11","11","2","3","9","1","50","80","21","21","0","6","2","3",NA,"43",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","1","2","20","43","3","6",NA,NA,NA,NA,NA,"21","43","37",NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","175",NA,"2.75",NA,"9.1357",475000,4685000,9
"15708",9,1389,NA,920220,3,26,4,2,2,"S",920304,4,"0239","1","0239K08","475","4682","91","303","3","3","3","3","12","12","2","2","9","1","70","80","21","21","0","5","1","3",NA,"43",NA,"5",NA,"3",NA,NA,NA,NA,NA,NA,"21","1","2","18","43","3","6",NA,NA,NA,NA,NA,"21","43","15",NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","110",NA,"1.25",NA,"9.1389",475000,4682000,9
"15767",9,1448,NA,920224,2,28,6,2,2,"S",920304,2,"0239","1","0239K07","472","4678","91","463","6","6","3","3","11","11","2","3","9","1","50","60","21","21","0","8","2","3",NA,"43",NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,"21","1","2","25","43","3","6",NA,NA,NA,NA,NA,"21","43",NA,NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3","1","3",NA,"0","0",NA,"P704","P203","92",NA,"3.75",NA,"9.1448",472000,4678000,9
"15770",9,1451,NA,920224,2,19,4,3,2,"S",920304,2,"0239","1","0239K08","477","4678","91","475","3","3","3","3","15","15","4","4","9","1","35","80","43","21","0","7","2","3",NA,"43",NA,"2",NA,"3",NA,"22",NA,"1",NA,"2","21","1","2","18","43","3","6",NA,"22","1","2","20","21","43","22",NA,NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"01","265",NA,"5.75",NA,"9.1451",477000,4678000,9
"15855",9,1536,NA,920225,2,22,6,2,2,"S",920305,2,"0239","1","0239M10","480","4672","91","318","3","3","3","3","13","13","4","5","6","1","20","80","43","21","0","6","4","4",NA,"43",NA,"3",NA,"4",NA,"71",NA,"1",NA,"2","21","1","2","29","43","3","6",NA,"71","3","6",NA,"21","43","71",NA,NA,NA,NA,"2","02","W","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,"G202","G302","200",NA,"11.00",NA,"9.1536",480000,4672000,9
"16062",9,1745,NA,920309,4,18,4,2,2,"S",920313,2,"0277","2","0277J08","477","4668","91","183","3","3","0","0","14","14","4","5","9","1","80","80","43","21","7","6","3","2","21","43","3","4","2","3",NA,NA,NA,NA,NA,NA,"21","1","2","20","43","3","6",NA,NA,NA,NA,NA,"21","43",NA,NA,NA,NA,NA,"1","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P102","52",NA,"9.00",NA,"9.1745",477000,4668000,9
"16186",9,1871,NA,920309,2,16,6,6,1,"S",920316,2,"0278","2","0278J04","494","4665","91","173","2","2","3","3","13","13","2","2","9","1","60","80","21","21","0","5","4","4",NA,"43",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","71","65","95","15","76","2","01","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P303","190",NA,"1.75",NA,"9.1871",494000,4665000,9
"16189",9,1874,NA,920309,2,14,6,4,2,"S",920316,2,"0278","2","0278K04","491","4664","91","173","2","2","3","3","12","12","3","3","9","1","70","70","21","43","7","5","4","4","43","21","3","4","4","4",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","15","95","65",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P303","143",NA,"2.75",NA,"9.1874",491000,4664000,9
"16208",9,1893,NA,920310,4,13,6,3,2,"S",920316,2,"0278","2","0278K04","492","4660","91","414","6","6","3","3","12","12","2","2","7","1","20","60","43","43","0","6","4","4",NA,"21",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"43","21","95","15",NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","323",NA,"1.50",NA,"9.1893",492000,4660000,9
"16268",9,1957,NA,920310,2,27,6,4,2,"S",920317,2,"0278","2","0278L11","506","4656","91","232","2","2","3","3","15","15","5","5","9","1","90","80","21","21","0","9","4","4",NA,"43",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"43","3","6",NA,NA,NA,NA,NA,"21","43","71","15","65","37","14","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,"P702","P203","13",NA,"11.75",NA,"9.1957",506000,4656000,9
"16295",9,1984,NA,920310,2,19,4,2,2,"S",920317,2,"0278","2","0278M03","489","4652","91","246","3","3","3","3","11","11","2","3","9","1","60","80","43","43","7","6","4","4","21","21","3","4","2","3",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"21","2","1","30",NA,NA,NA,NA,"43","21",NA,NA,NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,"M702","M302","230",NA,"3.50",NA,"9.1984",489000,4652000,9
