"","PlotID0","FECHGR","anno.gr.x","mes.gr.x","PlotID","FechaIni","Cla","Subclase","anno.gr.y","mes.gr.y","diff.year"
"1",5.716,920609,1992,6,"5.716.A.1","03/22/02 00:00:00","A","1",2002,3,10
"2",5.835,920521,1992,5,"5.835.A.3C","07/11/02 00:00:00","A","3C",2002,7,10
"3",5.997,920525,1992,5,"5.997.A.1","04/02/02 00:00:00","A","1",2002,4,10
"4",5.998,920525,1992,5,"5.998.A.1","03/14/02 00:00:00","A","1",2002,3,10
"5",9.2146,920312,1992,3,"9.2146.A.1","03/13/03 00:00:00","A","1",2003,3,11
"6",9.2185,920312,1992,3,"9.2185.A.1","04/24/03 00:00:00","A","1",2003,4,11
"7",9.221,920130,1992,1,"9.2210.A.1","03/27/03 00:00:00","A","1",2003,3,11
"8",9.2215,920306,1992,3,"9.2215.A.1","04/29/03 00:00:00","A","1",2003,4,11
"9",9.2226,920306,1992,3,"9.2226.A.1","04/21/03 00:00:00","A","1",2003,4,11
"10",9.2235,920306,1992,3,"9.2235.A.1","03/20/03 00:00:00","A","1",2003,3,11
"11",9.2241,920306,1992,3,"9.2241.A.1","05/19/03 00:00:00","A","1",2003,5,11
"12",9.2243,920306,1992,3,"9.2243.A.1","05/23/03 00:00:00","A","1",2003,5,11
"13",9.2247,920306,1992,3,"9.2247.A.1","03/06/03 00:00:00","A","1",2003,3,11
"14",9.2248,920306,1992,3,"9.2248.A.1","02/26/03 00:00:00","A","1",2003,2,11
"15",9.2259,920309,1992,3,"9.2259.A.1","04/22/03 00:00:00","A","1",2003,4,11
"16",9.2269,920309,1992,3,"9.2269.A.1","05/13/03 00:00:00","A","1",2003,5,11
"17",9.227,920130,1992,1,"9.2270.A.1","02/28/03 00:00:00","A","1",2003,2,11
"18",9.236,920130,1992,1,"9.2360.A.1","03/05/03 00:00:00","A","1",2003,3,11
"19",9.2374,920310,1992,3,"9.2374.A.1","03/07/03 00:00:00","A","1",2003,3,11
"20",9.2397,920310,1992,3,"9.2397.A.1","04/02/03 00:00:00","A","1",2003,4,11
"21",9.24,920127,1992,1,"9.2400.A.1","03/26/03 00:00:00","A","1",2003,3,11
"22",9.2412,920310,1992,3,"9.2412.A.1","04/03/03 00:00:00","A","1",2003,4,11
"23",9.2422,920311,1992,3,"9.2422.A.1","04/24/03 00:00:00","A","1",2003,4,11
"24",9.2423,920311,1992,3,"9.2423.A.1","04/24/03 00:00:00","A","1",2003,4,11
"25",9.2433,920311,1992,3,"9.2433.A.1","06/02/03 00:00:00","A","1",2003,6,11
"26",9.2438,920311,1992,3,"9.2438.A.1","04/16/03 00:00:00","A","1",2003,4,11
"27",9.244,920130,1992,1,"9.2440.A.1","04/23/03 00:00:00","A","1",2003,4,11
"28",9.2442,920311,1992,3,"9.2442.A.1","04/08/03 00:00:00","A","1",2003,4,11
"29",9.2443,920311,1992,3,"9.2443.A.1","04/08/03 00:00:00","A","1",2003,4,11
"30",9.2447,920311,1992,3,"9.2447.A.1","04/28/03 00:00:00","A","1",2003,4,11
"31",9.2448,920311,1992,3,"9.2448.A.1","04/22/03 00:00:00","A","1",2003,4,11
"32",9.2455,920311,1992,3,"9.2455.A.1","03/14/03 00:00:00","A","1",2003,3,11
"33",9.246,920130,1992,1,"9.2460.A.1","03/14/03 00:00:00","A","1",2003,3,11
"34",9.2614,920313,1992,3,"9.2614.A.1","02/25/03 00:00:00","A","1",2003,2,11
"35",9.494,920217,1992,2,"9.494.A.1","03/04/03 00:00:00","A","1",2003,3,11
"36",9.496,920217,1992,2,"9.496.A.1","04/25/03 00:00:00","A","1",2003,4,11
"37",9.503,920217,1992,2,"9.503.A.1","03/03/03 00:00:00","A","1",2003,3,11
"38",9.513,920224,1992,2,"9.513.A.1","05/28/03 00:00:00","A","1",2003,5,11
"39",9.519,920224,1992,2,"9.519.A.1","06/11/03 00:00:00","A","1",2003,6,11
"40",9.52,920127,1992,1,"9.520.A.1","06/04/03 00:00:00","A","1",2003,6,12
"41",9.536,920224,1992,2,"9.536.A.1","05/07/03 00:00:00","A","1",2003,5,11
"42",9.575,920225,1992,2,"9.575.A.1","04/08/03 00:00:00","A","1",2003,4,11
"43",9.86,920128,1992,1,"9.86.A.1","06/12/03 00:00:00","A","1",2003,6,12
