"","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","Rumbo","Distancia","Especie","Diametro1","Diametro2","Altura","Hcopa","Calidad","Forma","ParEsp","NPae","CPae","VPae","Agente","Import","Elemento"
"830431","40.373","40.373.A.1",40,40,373,"A","1",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830432","40.373","40.373.A.1",40,40,373,"A","1",2,1,2,35,7.9000001,23,257,252,9.89999962,NA,3,2,NA,NA,NA,NA,100,NA,NA
"830433","40.373","40.373.A.1",40,40,373,"A","1",3,2,0,51,14.3999996,26,295,289,10.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830434","40.373","40.373.A.1",40,40,373,"A","1",4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830435","40.373","40.373.A.1",40,40,373,"A","1",5,3,0,104,12.8999996,23,338,349,10.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830436","40.373","40.373.A.1",40,40,373,"A","1",6,4,4,130,7.19999981,26,307,314,11,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830437","40.373","40.373.A.1",40,40,373,"A","1",7,5,5,153,20.2999992,23,583,582,13.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830438","40.373","40.373.A.1",40,40,373,"A","1",8,6,6,171,9.39999962,26,267,247,9,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830439","40.373","40.373.A.1",40,40,373,"A","1",9,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830440","40.373","40.373.A.1",40,40,373,"A","1",10,7,0,270,21,23,529,482,15.6999998,NA,2,2,NA,NA,42,NA,100,NA,NA
"830441","40.373","40.373.A.1",40,40,373,"A","1",11,8,8,271,20.2000008,23,650,620,18.7000008,NA,2,2,NA,NA,42,NA,100,NA,NA
"830442","40.373","40.373.A.1",40,40,373,"A","1",12,9,9,323,9.10000038,23,614,562,15.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830443","40.373","40.373.A.1",40,40,373,"A","1",13,10,0,344,14.5,26,280,298,9.80000019,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830444","40.373","40.373.A.1",40,40,373,"A","1",14,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830445","40.373","40.373.A.1",40,40,373,"A","1",15,11,11,376,23.2000008,23,637,637,15.8000002,NA,3,2,NA,NA,NA,NA,310,1,4
"830733","40.398","40.398.A.1",40,40,398,"A","1",1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830734","40.398","40.398.A.1",40,40,398,"A","1",2,888,3,51,8.89999962,26,433,434,14,NA,6,2,NA,NA,NA,NA,200,3,9
"830735","40.398","40.398.A.1",40,40,398,"A","1",3,1,4,60,20.1000004,26,427,426,13.8999996,NA,3,2,NA,23,NA,7,322,1,4
"830736","40.398","40.398.A.1",40,40,398,"A","1",4,2,5,77,18.2000008,26,503,450,14.5,NA,3,2,NA,23,NA,7,322,1,4
"830737","40.398","40.398.A.1",40,40,398,"A","1",5,888,6,132,14.5,26,509,475,13.5,NA,6,2,NA,NA,NA,NA,200,3,9
"830738","40.398","40.398.A.1",40,40,398,"A","1",6,3,0,139,2.0999999,23,185,192,6.80000019,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830739","40.398","40.398.A.1",40,40,398,"A","1",7,888,7,152,3.20000005,26,373,376,14,NA,6,2,NA,NA,NA,NA,200,3,9
"830740","40.398","40.398.A.1",40,40,398,"A","1",8,4,0,156,23.3999996,23,464,461,13.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830741","40.398","40.398.A.1",40,40,398,"A","1",9,5,8,158,14.6000004,26,496,433,16.3999996,NA,3,2,NA,23,NA,8,322,1,4
"830742","40.398","40.398.A.1",40,40,398,"A","1",10,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830743","40.398","40.398.A.1",40,40,398,"A","1",11,6,10,190,24.6000004,26,480,486,13.1999998,NA,4,2,NA,23,NA,8,322,1,4
"830744","40.398","40.398.A.1",40,40,398,"A","1",12,7,11,208,8.80000019,26,400,395,13.8999996,NA,3,2,NA,23,NA,8,322,1,4
"830745","40.398","40.398.A.1",40,40,398,"A","1",13,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830746","40.398","40.398.A.1",40,40,398,"A","1",14,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830747","40.398","40.398.A.1",40,40,398,"A","1",15,8,14,279,9.80000019,26,330,344,12.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"830748","40.398","40.398.A.1",40,40,398,"A","1",16,9,15,290,15.3999996,23,514,518,12.8999996,NA,2,2,NA,NA,41,NA,100,NA,NA
"830749","40.398","40.398.A.1",40,40,398,"A","1",17,10,16,310,22.5,23,525,497,11.8000002,NA,2,2,NA,NA,41,NA,100,NA,NA
"830750","40.398","40.398.A.1",40,40,398,"A","1",18,11,17,358,14.3000002,26,351,335,13.6999998,NA,3,2,NA,23,NA,8,322,1,4
"830751","40.398","40.398.A.1",40,40,398,"A","1",19,777,18,375,18.2000008,26,425,377,14.6000004,NA,4,2,NA,23,NA,8,322,2,4
"830752","40.398","40.398.A.1",40,40,398,"A","1",20,12,1,395,7.19999981,26,432,433,16.5,NA,3,2,NA,23,NA,8,322,1,4
"831128","40.432","40.432.A.1",40,40,432,"A","1",1,1,1,2,13.6999998,23,432,437,16.7999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831129","40.432","40.432.A.1",40,40,432,"A","1",2,2,0,20,19.3999996,23,483,490,15.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831130","40.432","40.432.A.1",40,40,432,"A","1",3,3,2,31,12.6000004,26,425,405,15.8000002,NA,3,2,NA,NA,NA,NA,311,1,4
"831131","40.432","40.432.A.1",40,40,432,"A","1",4,4,3,83,22.1000004,23,550,555,16.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831132","40.432","40.432.A.1",40,40,432,"A","1",5,5,4,91,10.8999996,26,480,467,17.5,NA,3,2,NA,NA,NA,NA,312,1,9
"831133","40.432","40.432.A.1",40,40,432,"A","1",6,6,0,127,19.8999996,26,480,440,14.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831134","40.432","40.432.A.1",40,40,432,"A","1",7,7,5,142,16.3999996,26,534,532,17.8999996,NA,3,2,NA,NA,NA,NA,312,1,9
"831135","40.432","40.432.A.1",40,40,432,"A","1",8,8,6,151,8.80000019,26,361,356,12.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831136","40.432","40.432.A.1",40,40,432,"A","1",9,9,7,168,23.6000004,26,550,567,16.2000008,NA,3,2,NA,NA,NA,NA,312,1,9
"831137","40.432","40.432.A.1",40,40,432,"A","1",10,10,8,189,10.5,26,540,533,16.5,NA,3,2,NA,NA,NA,NA,312,1,9
"831138","40.432","40.432.A.1",40,40,432,"A","1",11,11,9,201,20.2000008,26,535,575,14.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831139","40.432","40.432.A.1",40,40,432,"A","1",12,12,10,238,15.6000004,26,560,555,16.6000004,NA,3,2,NA,NA,NA,NA,312,1,9
"831140","40.432","40.432.A.1",40,40,432,"A","1",13,13,11,249,20.6000004,26,531,530,16.1000004,NA,3,2,NA,NA,NA,NA,312,1,9
"831141","40.432","40.432.A.1",40,40,432,"A","1",14,14,12,266,6.19999981,26,570,537,16.2999992,NA,3,2,NA,NA,NA,NA,100,NA,NA
"831142","40.432","40.432.A.1",40,40,432,"A","1",15,15,0,270,21.7999992,26,500,481,16.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831143","40.432","40.432.A.1",40,40,432,"A","1",16,16,0,293,23.7999992,26,500,504,18.5,NA,3,2,NA,NA,NA,NA,312,1,9
"831144","40.432","40.432.A.1",40,40,432,"A","1",17,17,13,310,19.3999996,26,502,499,16.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831145","40.432","40.432.A.1",40,40,432,"A","1",18,18,14,315,11.8000002,23,483,497,16.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831146","40.432","40.432.A.1",40,40,432,"A","1",19,19,0,339,20.7000008,23,500,524,17.7999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831147","40.432","40.432.A.1",40,40,432,"A","1",20,20,15,364,10.1000004,26,520,535,16.3999996,NA,4,2,NA,NA,NA,NA,300,2,9
"831148","40.432","40.432.A.1",40,40,432,"A","1",21,21,0,373,22.1000004,23,500,520,16,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831149","40.432","40.432.A.1",40,40,432,"A","1",22,22,16,380,2.5,23,420,429,16.2999992,8.30000019,2,2,NA,NA,NA,NA,100,NA,NA
"831277","40.444","40.444.A.1",40,40,444,"A","1",1,1,1,19,14.3999996,26,528,505,18.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831278","40.444","40.444.A.1",40,40,444,"A","1",2,2,2,34,7.69999981,26,493,489,18.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831279","40.444","40.444.A.1",40,40,444,"A","1",3,3,3,36,19.8999996,26,553,562,19,NA,3,2,NA,NA,NA,NA,312,1,9
"831280","40.444","40.444.A.1",40,40,444,"A","1",4,4,4,62,16,26,502,485,17.6000004,NA,3,2,NA,NA,NA,NA,312,1,9
"831281","40.444","40.444.A.1",40,40,444,"A","1",5,5,5,80,11.1999998,26,525,513,14.6999998,NA,3,2,NA,NA,NA,NA,312,1,9
"831282","40.444","40.444.A.1",40,40,444,"A","1",6,6,6,83,6.4000001,26,317,308,16,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831283","40.444","40.444.A.1",40,40,444,"A","1",7,7,0,94,20.6000004,26,437,426,16.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831284","40.444","40.444.A.1",40,40,444,"A","1",8,8,7,104,23.2999992,26,523,510,16.5,NA,3,2,NA,NA,NA,NA,312,1,9
"831285","40.444","40.444.A.1",40,40,444,"A","1",9,9,8,127,8.19999981,26,402,407,15.8000002,NA,3,2,NA,NA,NA,NA,312,1,9
"831286","40.444","40.444.A.1",40,40,444,"A","1",10,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831287","40.444","40.444.A.1",40,40,444,"A","1",11,10,0,161,17.1000004,26,444,441,15,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831288","40.444","40.444.A.1",40,40,444,"A","1",12,11,10,171,19.7999992,23,520,495,16.7999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831289","40.444","40.444.A.1",40,40,444,"A","1",13,12,11,193,17.8999996,23,487,493,14.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831290","40.444","40.444.A.1",40,40,444,"A","1",14,13,12,211,11.5,26,520,510,15.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831291","40.444","40.444.A.1",40,40,444,"A","1",15,14,13,253,9.89999962,26,384,411,15.8000002,NA,3,2,NA,NA,NA,NA,300,1,9
"831292","40.444","40.444.A.1",40,40,444,"A","1",16,15,14,261,17.5,26,498,493,17.2000008,NA,3,2,NA,NA,NA,NA,312,1,9
"831293","40.444","40.444.A.1",40,40,444,"A","1",17,16,0,283,15.5,23,438,420,15.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831294","40.444","40.444.A.1",40,40,444,"A","1",18,17,15,290,7.4000001,23,320,295,13.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831295","40.444","40.444.A.1",40,40,444,"A","1",19,18,0,338,22.7000008,26,455,435,18,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831296","40.444","40.444.A.1",40,40,444,"A","1",20,19,16,343,5.30000019,23,338,327,13.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831297","40.444","40.444.A.1",40,40,444,"A","1",21,20,17,353,11.5,26,512,593,18.8999996,NA,3,2,NA,NA,NA,NA,312,1,9
"831298","40.444","40.444.A.1",40,40,444,"A","1",22,21,18,368,21.2999992,23,610,625,18.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831299","40.444","40.444.A.1",40,40,444,"A","1",23,22,19,386,12.6999998,26,453,441,17.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831314","40.446","40.446.A.1",40,40,446,"A","1",1,1,0,11,23.2000008,26,445,437,16.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831315","40.446","40.446.A.1",40,40,446,"A","1",2,2,0,32,22.3999996,26,498,476,16.6000004,NA,3,2,NA,NA,NA,NA,312,1,9
"831316","40.446","40.446.A.1",40,40,446,"A","1",3,3,0,51,9.39999962,23,268,258,9.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831317","40.446","40.446.A.1",40,40,446,"A","1",4,4,0,62,15.1999998,26,478,466,14.8999996,NA,3,2,NA,NA,NA,NA,312,1,9
"831318","40.446","40.446.A.1",40,40,446,"A","1",5,5,0,102,11.3000002,23,393,400,11.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831319","40.446","40.446.A.1",40,40,446,"A","1",6,6,0,213,19.2000008,23,446,439,11.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831320","40.446","40.446.A.1",40,40,446,"A","1",7,7,0,284,19,23,447,410,11.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831321","40.446","40.446.A.1",40,40,446,"A","1",8,8,1,285,12,23,360,361,12.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831322","40.446","40.446.A.1",40,40,446,"A","1",9,9,0,305,22.8999996,26,470,450,14.6999998,NA,3,2,NA,NA,NA,NA,100,NA,NA
"831323","40.446","40.446.A.1",40,40,446,"A","1",10,10,2,320,12.1000004,26,477,474,15.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831324","40.446","40.446.A.1",40,40,446,"A","1",11,11,3,392,9.69999981,23,307,305,11.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831469","40.459","40.459.A.4",40,40,459,"A","4",1,1,0,5,6.5999999,23,348,362,12.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831470","40.459","40.459.A.4",40,40,459,"A","4",2,2,0,59,22.8999996,26,455,434,15.8000002,NA,3,2,NA,26,NA,5,322,1,4
"831471","40.459","40.459.A.4",40,40,459,"A","4",3,3,0,67,10.5,26,369,328,10.8000002,NA,3,2,NA,26,NA,5,322,1,4
"831472","40.459","40.459.A.4",40,40,459,"A","4",4,4,0,90,24.1000004,26,479,401,15.6000004,NA,3,2,NA,26,NA,5,322,1,4
"831473","40.459","40.459.A.4",40,40,459,"A","4",5,5,0,96,8.30000019,26,366,385,13.1000004,NA,3,2,NA,26,NA,5,322,1,4
"831474","40.459","40.459.A.4",40,40,459,"A","4",6,6,0,149,14.1000004,26,274,274,12.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831475","40.459","40.459.A.4",40,40,459,"A","4",7,7,0,180,20,26,450,437,13.6999998,NA,3,2,NA,26,NA,5,322,1,4
"831476","40.459","40.459.A.4",40,40,459,"A","4",8,8,0,218,23.2000008,23,504,502,13.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831477","40.459","40.459.A.4",40,40,459,"A","4",9,9,0,234,8.80000019,26,510,471,15.6000004,NA,3,2,NA,26,NA,5,322,1,4
"831478","40.459","40.459.A.4",40,40,459,"A","4",10,10,0,257,22,26,421,530,13.8999996,NA,3,2,NA,26,NA,5,322,1,4
"831479","40.459","40.459.A.4",40,40,459,"A","4",11,11,0,271,6,26,461,383,16.5,NA,3,2,NA,26,NA,5,322,1,4
"831480","40.459","40.459.A.4",40,40,459,"A","4",12,12,0,291,9.60000038,23,496,499,14.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831481","40.459","40.459.A.4",40,40,459,"A","4",13,13,0,292,23.3999996,26,461,417,14.8000002,NA,3,2,NA,26,NA,5,322,1,4
"831482","40.459","40.459.A.4",40,40,459,"A","4",14,14,0,332,13.1000004,26,450,427,15.6999998,NA,3,2,NA,26,NA,5,322,1,4
"831483","40.459","40.459.A.4",40,40,459,"A","4",15,15,0,338,3.79999995,26,418,355,14.1000004,9.19999981,3,2,NA,26,NA,5,322,1,4
"831484","40.459","40.459.A.4",40,40,459,"A","4",16,16,0,356,11.1000004,26,367,422,14.1000004,NA,3,2,NA,26,NA,5,322,1,4
"831587","40.467","40.467.A.1",40,40,467,"A","1",1,1,1,23,6.19999981,26,295,282,11.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831588","40.467","40.467.A.1",40,40,467,"A","1",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831589","40.467","40.467.A.1",40,40,467,"A","1",3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831590","40.467","40.467.A.1",40,40,467,"A","1",4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831591","40.467","40.467.A.1",40,40,467,"A","1",5,2,0,117,16.6000004,23,549,530,15,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831592","40.467","40.467.A.1",40,40,467,"A","1",6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831593","40.467","40.467.A.1",40,40,467,"A","1",7,3,6,164,6.30000019,26,364,466,14.5,NA,3,2,NA,26,NA,11,322,1,4
"831594","40.467","40.467.A.1",40,40,467,"A","1",8,4,7,204,14.5,26,528,485,15.1000004,NA,5,5,NA,NA,NA,NA,312,3,9
"831595","40.467","40.467.A.1",40,40,467,"A","1",9,5,8,280,23.7000008,23,648,640,16,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831596","40.467","40.467.A.1",40,40,467,"A","1",10,6,9,290,14.3000002,26,489,500,13.8999996,NA,3,2,NA,NA,NA,NA,312,1,4
"831597","40.467","40.467.A.1",40,40,467,"A","1",11,7,10,296,25,26,496,481,16.8999996,NA,3,2,NA,NA,NA,NA,312,1,4
"831598","40.467","40.467.A.1",40,40,467,"A","1",12,8,11,336,19.2000008,23,559,586,17.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831599","40.467","40.467.A.1",40,40,467,"A","1",13,9,12,375,20.8999996,26,485,492,14,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831600","40.467","40.467.A.1",40,40,467,"A","1",14,10,0,384,24,26,434,443,14.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831601","40.467","40.467.A.1",40,40,467,"A","1",15,11,13,390,14.6999998,26,520,542,13.6000004,NA,3,2,NA,30,NA,15,312,1,3
"831752","40.480","40.480.A.4",40,40,480,"A","4",1,1,0,88,9.69999981,26,380,390,14.1999998,NA,3,2,NA,22,NA,7,322,1,4
"831753","40.480","40.480.A.4",40,40,480,"A","4",2,2,0,104,22.7999992,23,540,518,14.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831754","40.480","40.480.A.4",40,40,480,"A","4",3,3,0,123,20,23,510,520,12.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831755","40.480","40.480.A.4",40,40,480,"A","4",4,4,0,162,5.0999999,26,485,383,15.6000004,NA,3,2,NA,22,NA,21,322,1,4
"831756","40.480","40.480.A.4",40,40,480,"A","4",5,5,0,186,10,26,350,300,16,NA,3,2,NA,22,NA,17,322,2,4
"831757","40.480","40.480.A.4",40,40,480,"A","4",6,6,0,213,12.3999996,26,345,320,13.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831758","40.480","40.480.A.4",40,40,480,"A","4",7,7,0,234,14.6000004,26,430,375,15.3999996,NA,3,2,NA,22,NA,13,322,1,4
"831759","40.480","40.480.A.4",40,40,480,"A","4",8,8,0,238,20.7999992,26,475,405,15.3999996,NA,3,2,NA,22,NA,6,322,1,4
"831760","40.480","40.480.A.4",40,40,480,"A","4",9,9,0,273,11.6000004,23,502,482,16,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831761","40.480","40.480.A.4",40,40,480,"A","4",10,10,0,284,0.699999988,26,400,335,15.6999998,12.1999998,3,2,NA,22,NA,6,322,1,4
"831762","40.480","40.480.A.4",40,40,480,"A","4",11,11,0,300,17.1000004,23,538,535,15.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831763","40.480","40.480.A.4",40,40,480,"A","4",12,12,0,347,7,26,505,450,16.2000008,NA,3,2,NA,22,NA,21,322,1,4
"831764","40.480","40.480.A.4",40,40,480,"A","4",13,13,0,385,23.1000004,26,450,425,16.3999996,NA,3,2,NA,25,NA,10,322,1,4
"831765","40.480","40.480.A.4",40,40,480,"A","4",14,14,0,391,8.60000038,23,400,395,13.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"831766","40.480","40.480.A.4",40,40,480,"A","4",15,15,0,396,18.2000008,26,455,444,11.6000004,NA,3,2,NA,25,NA,10,322,2,4
"832126","40.515","40.515.A.1",40,40,515,"A","1",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832127","40.515","40.515.A.1",40,40,515,"A","1",2,1,2,3,17.8999996,26,595,540,19.6000004,NA,3,2,NA,22,NA,8,322,1,4
"832128","40.515","40.515.A.1",40,40,515,"A","1",3,2,3,100,3.9000001,26,265,260,12.1999998,5.9000001,2,2,NA,NA,NA,NA,100,NA,NA
"832129","40.515","40.515.A.1",40,40,515,"A","1",4,3,4,109,8.5,26,270,283,11.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832130","40.515","40.515.A.1",40,40,515,"A","1",5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832131","40.515","40.515.A.1",40,40,515,"A","1",6,4,6,151,3.79999995,26,260,263,11.3000002,6.9000001,2,2,NA,NA,NA,NA,100,NA,NA
"832132","40.515","40.515.A.1",40,40,515,"A","1",7,5,7,171,21,23,754,754,16.7999992,NA,2,2,NA,NA,41,NA,100,NA,NA
"832133","40.515","40.515.A.1",40,40,515,"A","1",8,6,8,225,12,26,253,270,13.3999996,NA,3,2,NA,22,NA,8,322,1,4
"832134","40.515","40.515.A.1",40,40,515,"A","1",9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832135","40.515","40.515.A.1",40,40,515,"A","1",10,7,10,250,18.6000004,26,534,465,18.1000004,NA,3,2,NA,22,NA,8,322,1,4
"832136","40.515","40.515.A.1",40,40,515,"A","1",11,8,11,250,4.0999999,26,325,327,12.3999996,7,3,2,NA,22,NA,8,322,1,4
"832137","40.515","40.515.A.1",40,40,515,"A","1",12,9,12,274,13.5,26,305,300,13.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832138","40.515","40.515.A.1",40,40,515,"A","1",13,10,0,316,17.6000004,23,437,428,15.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832139","40.515","40.515.A.1",40,40,515,"A","1",14,11,0,360,14.6999998,26,290,283,13.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832140","40.515","40.515.A.1",40,40,515,"A","1",15,12,13,370,4.69999981,23,628,630,18.6000004,6,2,2,NA,NA,NA,NA,100,NA,NA
"832141","40.515","40.515.A.1",40,40,515,"A","1",16,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832653","40.561","40.561.A.1",40,40,561,"A","1",1,1,1,2,13.8000002,26,273,294,12.1999998,NA,2,5,NA,NA,NA,NA,100,NA,NA
"832654","40.561","40.561.A.1",40,40,561,"A","1",2,2,2,11,10.6000004,26,490,462,17.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832655","40.561","40.561.A.1",40,40,561,"A","1",3,3,3,59,2.5999999,26,187,185,6.30000019,1.89999998,2,5,NA,NA,NA,NA,100,NA,NA
"832656","40.561","40.561.A.1",40,40,561,"A","1",4,4,0,71,4.69999981,26,123,124,7.80000019,2.79999995,2,3,NA,30,NA,15,100,NA,NA
"832657","40.561","40.561.A.1",40,40,561,"A","1",5,5,4,87,9.69999981,26,184,175,7.5999999,NA,2,3,NA,NA,NA,NA,100,NA,NA
"832658","40.561","40.561.A.1",40,40,561,"A","1",6,6,0,88,8.80000019,26,132,135,7.4000001,NA,2,5,NA,NA,NA,NA,100,NA,NA
"832659","40.561","40.561.A.1",40,40,561,"A","1",7,7,5,98,9.30000019,26,250,244,10.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832660","40.561","40.561.A.1",40,40,561,"A","1",8,8,0,102,7,26,216,197,10.6000004,NA,3,5,NA,NA,NA,NA,100,NA,NA
"832661","40.561","40.561.A.1",40,40,561,"A","1",9,9,0,106,8.30000019,26,148,130,5.5,NA,3,5,NA,NA,NA,NA,100,NA,NA
"832662","40.561","40.561.A.1",40,40,561,"A","1",10,10,6,162,12,26,513,526,15.8999996,NA,3,2,NA,30,NA,20,312,2,3
"832663","40.561","40.561.A.1",40,40,561,"A","1",11,11,7,187,11.6999998,26,247,275,11.1999998,NA,4,2,NA,NA,NA,NA,411,2,9
"832664","40.561","40.561.A.1",40,40,561,"A","1",12,12,8,195,5.4000001,23,209,212,6.5,NA,2,3,NA,NA,NA,NA,100,NA,NA
"832665","40.561","40.561.A.1",40,40,561,"A","1",13,13,9,248,11.8000002,23,357,352,12.3999996,NA,2,2,NA,NA,41,NA,100,NA,NA
"832666","40.561","40.561.A.1",40,40,561,"A","1",14,14,10,249,9.69999981,26,278,283,13.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832667","40.561","40.561.A.1",40,40,561,"A","1",15,15,0,251,14.3999996,26,249,250,10,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832668","40.561","40.561.A.1",40,40,561,"A","1",16,16,0,305,5.69999981,26,148,147,5.19999981,NA,2,3,NA,NA,NA,NA,100,NA,NA
"832669","40.561","40.561.A.1",40,40,561,"A","1",17,17,11,306,21,26,596,618,22.6000004,NA,3,2,NA,NA,NA,NA,312,2,3
"832670","40.561","40.561.A.1",40,40,561,"A","1",18,18,12,315,11.6999998,26,371,371,13.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832671","40.561","40.561.A.1",40,40,561,"A","1",19,19,0,338,11.6000004,23,242,233,9.69999981,NA,2,3,NA,NA,NA,NA,100,NA,NA
"832672","40.561","40.561.A.1",40,40,561,"A","1",20,20,13,358,4.5,26,241,243,10.3000002,3.29999995,2,2,NA,NA,NA,NA,100,NA,NA
"832673","40.561","40.561.A.1",40,40,561,"A","1",21,21,14,373,13,23,528,506,13.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832674","40.561","40.561.A.1",40,40,561,"A","1",22,22,15,385,9.30000019,23,222,213,10.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"832675","40.561","40.561.A.1",40,40,561,"A","1",23,23,0,399,11.6999998,23,287,288,13.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"833472","40.655","40.655.A.1",40,40,655,"A","1",1,1,1,9,10.1000004,23,460,437,16.1000004,NA,2,2,NA,30,NA,20,100,NA,NA
