"","CoorX","CoorY","PlotID0","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID"
"47070",NA,NA,"26.662",26,26,662,"A","1",0,1984,"M","0006","1999","06","8722","1999","122",1,"1","1",90,80,1,2,3,2,1,4,"5/08/99","18:14",1,2,1,1,5,3,NA,NA,"0","0","","0","",185,0,8.5,0,2,"2",3,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2
26,LOS PIES CON RUMBOS 3 Y 328G NO ENTRAN POR DIAMETRO
26,EL PIE CON RUMBO 235G NO ENTRA POR DISTANCIA
26,DIAMETROS Y ALTURAS  MENORES QUE EN IFN2 COMPROBADOS.
26,HAY ARANDANOS",7,37,"5/08/99","10:24","5/08/99","13:06",163,"169","180","080","10",NA,NA,NA,NA,NA,NA,"D",2,"26.662.A.1"
"47073",NA,NA,"26.665",26,26,665,"A","1",0,1999,"06","8724","","","","1999","122",1,"1","1",95,85,1,3,1,2,2,4,"6/08/99","16:55",1,2,1,1,7,4,NA,NA,"0","0","","0","",75,0,7.2,0,2,"2",3,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2
26,SUBPISO DE ENEBRO
26,LOS PIES N8 Y N33 ENTRAN POR CORRECCION DE PENDIENTE
26,EN LOS ALREDEDORES DE LA PARCELA HAY PINO SECOS
26,HAY ZARZAS Y ROSAS FUERA DE LOS 10M",7,37,"6/08/99","14:56","6/08/99","17:17",141,"169","250","390","10",NA,NA,NA,NA,NA,NA,"D",2,"26.665.A.1"
"47098",NA,NA,"26.689",26,26,689,"A","1",0,1999,"06","8724","","","","1999","112",1,"1","1",95,70,1,2,2,2,3,4,"16/07/99","15:21",1,2,1,1,5,2,NA,NA,"0","2","","0","",230,0,4,0,1,"1",2,"NO ENTRA PIE POR DIAM. A 178G.",19,6,"16/07/99","10:14","16/07/99","15:44",93,"151","365","110","15",NA,NA,NA,NA,NA,NA,"D",4,"26.689.A.1"
"47184",NA,NA,"26.764",26,26,764,"A","1",0,1985,"K","0010","1999","03","8600","1999","017",1,"1","2",100,85,1,2,1,2,2,4,"18/08/99","11:48",1,2,1,1,11,5,NA,NA,"4","0","","5","1",10,0,5.2,0,2,"2",2,"A 230G HAY UN PIE QUE NO ENTRA POR  DIAMETRO.",2,4,"18/08/99","10:04","18/08/99","11:53",110,"018","115","310","10",NA,NA,NA,NA,NA,NA,"D",2,"26.764.A.1"
"47185",NA,NA,"26.766",26,26,766,"A","1",0,1985,"K","0010","1999","03","8601","1999","017",1,"1","2",90,80,1,2,1,2,2,4,"26/07/99","15:27",1,2,1,1,9,5,NA,NA,"4","4","","5","",259,0,6.8,0,2,"2",2,"ENCONTRADO REJON DE IFN2
26,NO DOY OCUPACION A OTRAS ESPECIES
26,PIE 9, 17 Y 25 DM  COMPR.
26,PIE 24, 25, 26 Y 27 H COMP.
26,PIE 25   DOMINADO
26,HAY FRESA SILVESTRE Y FRAMBUESA",20,7,"26/07/99","14:11","26/07/99","15:49",98,"018","160","357","10",NA,NA,NA,NA,NA,NA,"D",4,"26.766.A.1"
"47389",NA,NA,"26.963",26,26,963,"A","1",0,1999,"01","5805","","","","1999","169",1,"1","1",100,90,1,2,2,2,2,4,"10/08/99","11:43",1,2,1,1,4,3,NA,NA,"0","3","","0","",100,0,3.8,0,2,"2",2,"10% RESTO DE ESPECIES.
26,PIE 4 ESPECIE CORRECTA.
26,PIE 11 DIAM. COMPROBADO.
26,MEDIDAS COMPROBADAS.
26,SE VE ALGUN RESTO DE CORTA ASI COMO ALGUN ARBOL CORTADO TODAVIA EN EL SUELO.
26,PARCELA LEVANTADA EN PRESENCIA DE SALVADOR MUÑOZ.",9,32,"10/08/99","10:08","10/08/99","12:26",138,"169","200","365","10",NA,NA,NA,NA,NA,NA,"D",2,"26.963.A.1"
"47407",NA,NA,"26.978",26,26,978,"A","3C",0,1984,"J","0007","1999","01","5805","1999","169",1,"1","2",0,0,NA,NA,2,3,2,4,"13/09/99","11:51",1,2,1,1,4,2,NA,NA,"0","9","","0","",136,0,2.8,0,2,"1",2,"ENCONTRADO REJON POR PIES IFN2.
26,SUBPISO DE ENDRINO Y ESPINO.
26,RESTO DE ESPECIES PRESENCIA ESPORADICA Y  SIN  OCUPACION.
26,PARCELA PINCHADA EN UNA REPOBLACION DE PINO SILVESTRE, LA CUAL TIENE FALLOS Y  HAY  ALGUNOS PINOS DE MALA CALIDAD Y REBOLLOS MEZCLADOS  CON LOS PINOS.
26,CORTAS VIEJAS EN ALGUNOS  REBOLLOS Y PODAS VIEJAS EN LOS PINOS. 
26,LOS RESTOS ESTAN AMONTONADOS.
26,A 42 Y  57 G. NO 043 POR DIAMETRO.
26,PIES 7 Y  8 DIAMETROS APROXIMADOS POR NO PODER METER BIEN LA  FORCIPULA.
26,PIE 11 CAIDO Y TRONCO CURVO.
26,PIE 13  GUIA SECA.
26,PIE 14 MEDIDO CON CINTA.
26,A 270 G. NO 021 POR DISTANCIA.",9,32,"13/09/99","10:04","13/09/99","12:38",152,"169","","","",NA,NA,NA,NA,NA,NA,"D",2,"26.978.A.3C"
"48484",NA,NA,"27.2138",27,27,2138,"A","1",0,1984,"K","0003","1995","33","7008","1998","006",1,"1","1",100,70,1,2,1,2,2,4,"06/24/98 00:00:00","12/30/99 13:30:00",1,2,1,1,5,5,NA,NA,"4","0","","0","",334,0,12.5,0,2,"2",2,"NO DOY OCUPACION A RESTANTES ESPECIES.
27,SE HA ENCONTRADO EL CENTRO DE LA PARCEL A PERO NO EL REJON. DIAM. PIES 11 Y 28 COMPROBADO. 
27,PIE 21 ALTURA COMPROBADA.
27,PARCELA DESPLAZADA 15 METROS A 15 GRADOS.
27,PIES 1, 9 Y 17 ENTRAN JUSTOS.
27,PIE 10 ALTURA COMPROBADA.
27,PIES 25-26-28-31 ENTRAN POR PENDIENTE.",17,NA,"04/24/98 00:00:00","12/30/99 14:25:00","04/24/98 00:00:00","12/30/99 16:15:00",NA,"006","","","",NA,NA,NA,NA,NA,NA,"T",NA,"27.2138.A.1"
"50307",NA,NA,"28.139",28,28,139,"A","1",0,1983,"04","3234","1997","","3-3","2000","118",1,"1","1",100,75,1,2,1,3,2,4,"05/09/00 00:00:00","12/30/99 12:28:00",1,2,1,1,6,2,NA,NA,"0","0","","5","0",300,0,10.8,0,2,"2",2,"NO DOY OCUPACION A RESTANTES        ESPECIES.
CALICATA A 200G POR CAER EN        PIEDRAS.
LA EDAD SE HA ESTIMADO     SUMANDO   10 AÑOS  A LA EDAD DEL     IFN2.
PIE 15  ENTRA POR PENDIENTE.

PIE 18 ENTRA POR PENDIENTE.

PIE  25 ENTRA POR PENDIENTE.",15,17,"05/09/00 00:00:00","12/30/99 11:20:47","05/09/00 00:00:00","12/30/99 12:32:21",72,"027","180","390","08",NA,NA,NA,NA,NA,NA,"D",4,"28.139.A.1"
"50431",NA,NA,"28.150",28,28,150,"A","1",0,1983,"04","3234","1997","","3-3","2000","118",1,"1","2",100,90,1,2,1,2,1,4,"05/09/00 00:00:00","12/30/99 15:19:00",1,2,1,1,6,5,NA,NA,"0","0","","5","",250,0,8,0,2,"2",2,"NO DOY OCUPACION A RESTANTES        ESPECIES.
PIE 19 ENTRA POR       PENDIENTE.
PIE 21 ENTRA POR      PENDIENTE.
PIE 22 ENTRA POR     PENDIENTE.
PIE 24 ENTRA POR   PENDIENTE.
PIE 3 ENTRA POR PENDIENTE.
H  PIE 28 COMPROBADA. FORMAS CORRECTAS",15,17,"05/09/00 00:00:00","12/30/99 13:47:39","05/09/00 00:00:00","12/30/99 15:33:16",106,"027","150","370","10",NA,NA,NA,NA,NA,NA,"D",4,"28.150.A.1"
"50716",NA,NA,"28.175",28,28,175,"A","1",0,1985,"L","0014","1997","","4-2","2000","120",1,"1","1",80,60,1,2,4,1,2,4,"05/19/00 00:00:00","12/30/99 01:24:00",1,2,1,1,6,2,NA,NA,"0","4","3","5","",330,0,7.8,0,2,"2",2,"HAY ALGUNA ENTRESACA EN LOS PINOS Y EL  SUELO ESTA ATERRAZADO.
LAS PODAS SON ANTIGUAS.
MONTONES DE SERRIN TRITURADO Y MUCHA  BASURA(LATAS DE GASOLINA Y DE  ACEITE).
HAY SEUDOTSUGAS PLANTADAS, NO SON  PINSAPOS. FORMAS CORRECTAS. PIE 4 H CORRECTA.COMPROBADO RUMBO DEL PIE 1. 
A ALGUNOS ROBLES LES ESCURRE UNA TINTA  NEGRA QUE SUPONEMOS SON HONGOS.",4,31,"05/19/00 00:00:00","12/30/99 14:38:36","05/19/00 00:00:00","12/30/99 16:05:17",86,"120","35","275","10",NA,NA,NA,NA,NA,NA,"D",4,"28.175.A.1"
"50759",NA,NA,"28.180",28,28,180,"A","4",0,1997,"","4-2","1985","L","0014","2000","120",1,"1","1",95,80,1,2,4,2,1,4,"05/22/00 00:00:00","12/30/99 03:40:00",1,2,1,1,7,2,NA,NA,"0","0","","0","",300,0,9.2,0,3,"2",3,"NO SE ENCUENTRA EL REJON PORQUE NO    COINCIDE NI LA ZONA NI LAS ESPECIES QUE    EL INDICA.
HAY TOCONES MUY   ANTIGUOS.
HAY HELECHO.
ESTA PINCHADA A   2 MTS. DEL RIO.
EN LA ZONA QUE VEMOS EL   PINCHAZO HAY  UNOS POPULUS TREMULAS   ENORMES QUE EL NO  INDICA.
EL  LEVANTAMIENTO HA SIDO UN POCO   COMPLICADO PORQUE HA HABIDO QUE CRUZAR   EL RIO.",4,31,"05/22/00 00:00:00","12/30/99 16:06:15","05/22/00 00:00:00","12/30/99 17:35:02",88,"120","119","374","10",NA,NA,NA,NA,NA,NA,"D",4,"28.180.A.4"
"50880",NA,NA,"28.191",28,28,191,"A","1",0,1985,"M","0012","1997","","4-4","2000","120",1,"1","1",85,80,1,2,4,2,1,4,"05/30/00 00:00:00","12/30/99 13:10:00",1,2,1,1,7,6,NA,NA,"0","0","","0","",315,0,10.5,0,2,"2",3,"SE ENCUENTRA EL CENTRO DE LA PARCELA   PERO NO SE ENCUENTRA EL REJON POR ESO   LA VARIACION DE ALGUNOS ANGULOS.
10%  PARA EL RESTO DE ESPECIES.
HAY MUCHOS TOCONES PODRIDOS PERO NO LO  HE CONSIDERADO CORTA PORQUE NO ESTAN  ECHOS CON EL CRITERIO DE LA ENTRESACA.
LAS FORMA CALIDADES, DIAMETROS Y  ALTURAS COMPROBADAS.PIES 2, 16, 27 DIAMETROS COMPROBADOS. HAY ARBOLES CAIDOS Y SECOS POR TODA LA  PARCELA POR EL VIENTO.
PINCHADA CERCA DE UN ARROYO Y ENCIMA  DEL DEPOSITO QUE ESTA EN LA PISTA A  UNOS 40MT.",4,31,"05/30/00 00:00:00","12/30/99 11:41:19","05/30/00 00:00:00","12/30/99 13:51:17",130,"120","106","385","10",NA,NA,NA,NA,NA,NA,"D",4,"28.191.A.1"
"51036",NA,NA,"28.206",28,28,206,"A","1",0,1985,"M","0012","1997","","4-4","2000","120",1,"1","1",100,80,1,2,3,2,1,4,"05/25/00 00:00:00","12/30/99 16:26:00",1,2,1,1,7,2,NA,NA,"3","0","","0","",359,0,7.2,0,2,"2",3,"HAY ARBOLES CAIDOS ,SECOS,ROTOS POR EL  VIENTO.
A LOS ROBLES LES HE CONSIDERADO FORMA 2 EN VEZ DE 5.
EL PIE 2 DEL IFN 2 AHORA TIENE FORMA 2.
ALTURAS Y FORMAS CONTROLADAS.PIE 4 ALTURA COMPROBADA. 
HAY MUCHAS RAMAS, TOCONES Y DESPOJOS DE  CORTAS.
HAY HELECHOS.
PINCHADA A 10 M DEL CARRIL DE ARRASTRE.
PRESENTE EN LA LOCALIZACION JOSE ANTONIO VILLANUEVA.",4,31,"05/25/00 00:00:00","12/30/99 14:56:44","05/25/00 00:00:00","12/30/99 17:21:38",145,"120","158","50","10",NA,NA,NA,NA,NA,NA,"D",4,"28.206.A.1"
"51123",NA,NA,"28.233",28,28,233,"A","1",0,1983,"01","3292","1997","","1-1","2000","076",1,"1","1",100,80,1,2,1,1,1,4,"05/23/00 00:00:00","12/30/99 11:57:00",1,2,1,1,8,4,NA,NA,"0","0","","0","",200,0,8.8,0,2,"2",3,"ENCONTRADO EL REJON GRACIAS A LAS            REFERENCIAS Y FOTO DEL IFN2.
PIE 19           ESTA TORCIDO.
PIE 25 ENTRA POR         PTE.

PIE 35 ENTRA POR PTE.
PIES  30  Y      31 DEL IFN2 ESTAN  DESCUAJADOS   DEL      SUELO POR ESO NO  LOS PUSE COMO      888.


PIE 37 ENTRA  POR POCO.


PIE  52    DIFERENCIAS EN  DIAMETROS COMPROBADAS.

PIE 54   ENTRA  POR  PTE.

PIE 59 ENTRA POR  PTE.

PIE 60  MEDIDO A 1.20 METROS PARA  LIBRAR  UN  ENGROSAMIENTO EN EL FUSTE.


PIE 63 LE  FALTA LA GUIA TERMINAL.

TODAS LAS ALTURAS,DISTANCIAS,RUMBOS Y  DIAMETROS COMPROBADOS Y CORRECTOS. FORMAS CORRECTAS 
SE HAN PODADO ALGUNOS PIES PARA  FACILITAR SU MEDICION.PIE 32 DIAMETROS  COMPROBADOS.",3,26,"05/23/00 00:00:00","12/30/99 10:01:09","05/23/00 00:00:00","12/30/99 13:06:36",185,"027","210","270","10",NA,NA,NA,NA,NA,NA,"D",4,"28.233.A.1"
"51126",NA,NA,"28.236",28,28,236,"A","1",0,1983,"01","3290","1997","","1-2","2000","076",1,"1","1",95,90,1,2,1,2,1,4,"05/18/00 00:00:00","12/30/99 11:31:00",1,2,1,1,8,4,NA,NA,"0","0","","5","",335,0,4.5,0,2,"3",3,"ENCONTRADO EL REJON GRACIAS A LAS  REFERENCIAS DEL IFN2.
PIE 7     ALTURA    CORRECTA Y     COMPROBADA.

PIE A   116   GRADOS     Y 9.20 MT CON    DIAMETROS   122-127          NO ENTRA.

PIE   18 DIAMETRO       CORRECTO   Y      COMPROBADO.


PIE A      205  GRADOS Y     6.20 MT CON   DIAMETROS     126-122 NO   ENTRA   POR   POCO.

PIE   24   TIENE EL   FINAL DE   LA GUIA   SECA.

PIE A  241   GRADOS Y   11.40 MT   CON  DIAMETROS    220-229 NO     ENTRA.

PIE 30 DIAMETRO   CORRECTO Y     COMPROBADO.

PIE 31 DIAMETRO   CORRECTO    Y COMPROBADO.

PIE 34  DIAMETRO  CORRECTO   Y COMPROBADO.

PIE  39  DIAMETRO  CORRECTO Y  COMPROBADO.

PIE  42 MEDIDO A 1.20 MT  PARA LIBRAR UN   ENGROSAMIENTO EN EL  FUSTE Y DIFERENCIAS   EN DIAMETROS.


ALTURAS Y FORMAS OMPROBADAS Y CORRECTAS.",3,26,"05/18/00 00:00:00","12/30/99 10:15:38","05/18/00 00:00:00","12/30/99 12:29:39",134,"027","28","220","10",NA,NA,NA,NA,NA,NA,"D",4,"28.236.A.1"
"51127",NA,NA,"28.237",28,28,237,"A","4",0,1997,"","1-2","1983","01","3290","2000","076",1,"1","2",100,90,1,2,2,1,2,4,"06/05/00 00:00:00","12/30/99 12:29:00",1,2,1,1,5,3,NA,NA,"0","0","","5","",380,0,5.5,0,3,"3",2,"NO ENCONTRADO EL REJON POR FALTA  DE     REFERENCIAS CLARAS Y UN CAMBIO DE LA      MASA MUY ACUSADO.
SE HAN PODADO  ALGUNOS   PIES PARA  FACILITAR SU  MEDICION.
PIE  3 ENTRA POR PTE.

PIE A  209 GRADOS Y 5.80 CON DAMETROS  124-124  NO ENTRA POR POCO.


FUERA DE LOS 25 METROS HAY ENDRINO.
FUERA DE LOS 10 METROS HAY PIORNO.
EN LA PARCELA SE OBSERVAN MATAS DE FRESA SILVESTRE.",3,26,"06/05/00 00:00:00","12/30/99 11:27:22","06/05/00 00:00:00","12/30/99 13:30:02",123,"027","170","80","10",NA,NA,NA,NA,NA,NA,"D",4,"28.237.A.4"
"51137",NA,NA,"28.248",28,28,248,"A","1",0,1983,"01","3292","1997","","1-1","2000","076",1,"1","1",100,50,1,2,1,2,1,4,"05/11/00 00:00:00","12/30/99 13:50:00",1,2,1,1,6,2,NA,NA,"0","0","","0","",70,0,11,0,2,"2",2,"ENCONTRADO EL REJON GRACIAS A LAS    REFERENCIAS DEL IFN2.
PIE 7 ENTRA POR   PTE.
PIE A 306 GRADOS Y 18.20 METROS  CON  DIAMETROS 412-412 NO ENTRA.


PRESENTE EN LA PARCELA  MAXI PULGAR.",3,26,"05/11/00 00:00:00","12/30/99 13:06:05","05/11/00 00:00:00","12/30/99 15:01:49",116,"027","320","125","10",NA,NA,NA,NA,NA,NA,"D",4,"28.248.A.1"
"51382",NA,NA,"28.382",28,28,382,"A","1",0,1983,"03","3367","1997","","3-1","2000","034",1,"1","1",100,90,1,2,1,2,2,4,"05/24/00 00:00:00","12/30/99 12:24:00",1,2,1,1,5,2,NA,NA,"0","3","","0","",355,0,6.8,0,2,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2.
PIE  51 PUNTA PARTIDA.PIES 9, 15, 16, 17, 25, 33, 45 Y 51 COMPROBADOS DN. 
RUMBOS COMPROBADOS. 
FORMAS DIFERENTES A IFN2 COMPROBADAS.
ALTURAS MENORES QUE IFN2 COMPROBADAS 
PRESENTE MAXIMO PULGAR DE TRAGSATEC.",6,28,"05/24/00 00:00:00","12/30/99 11:11:41","05/24/00 00:00:00","12/30/99 13:34:16",143,"030","320","306","8",NA,NA,NA,NA,NA,NA,"D",4,"28.382.A.1"
"55540",NA,NA,"31.1621",31,31,1621,"N","N",0,1999,"15","8751","","","","1999","093",1,"1","1",100,80,1,3,2,2,2,4,"11/12/99 00:00:00","12/30/99 15:49:00",1,2,1,1,9,2,NA,NA,"0","0","","0","",380,0,6,0,1,"1",3,"SUBPISO FORMADO POR BOJ.
31,DEJO 10% DE  OCUPACION PARA EL RESTO DE  ESPECIES.
31,ARBOL NUMERO 3, 10, 25 DIAMETRO  COMPROBADO.
31,ARBOL NUMERO 11 ENTRA POR  PENDIENTE.
31,EN LA PARCELA (A MAS DE 10MTS)  HAY CORNEJO.",9,41,"11/12/99 00:00:00","12/30/99 13:26:03","11/12/99 00:00:00","12/30/99 15:56:56",151,"185","390","119","7",NA,NA,NA,NA,NA,NA,"D",1,"31.1621.N.N"
"55584",NA,NA,"31.1660",31,31,1660,"N","N",0,1999,"16","8723","","","","1999","198",1,"1","1",100,100,1,3,2,2,2,4,"11/11/99 00:00:00","12/30/99 12:14:00",1,2,1,1,10,2,NA,NA,"0","0","","0","",350,0,10,0,3,"2",3,"SUBPISO FORMADO POR BOJ.
31,DEJO 20% DE  OCUPACION PARA EL RESTO DE  ESPECIES.
31,ARBOL NUMERO 15 MEDIDO CON  PERIMETRO.
31,LOS ARBOLES 5,10 Y 13 ENTRAN  POR PENDIENTE.",9,41,"11/11/99 00:00:00","12/30/99 10:38:16","11/11/99 00:00:00","12/30/99 12:21:00",103,"185","220","24","8",NA,NA,NA,NA,NA,NA,"D",1,"31.1660.N.N"
"55602",NA,NA,"31.1677",31,31,1677,"N","N",0,1999,"16","8721","","","","1999","095",1,"1","1",100,90,1,2,2,3,2,4,"10/28/99 00:00:00","12/30/99 14:12:00",1,2,1,1,8,3,NA,NA,"0","0","","0","",240,0,12,0,3,"3",3,"DEJO 10% DE OCUPACION PARA EL RESTO DE  ESPECIES.
31,LOS ARBOLES NUMERO 22 Y 25  ENTRAN POR PENDIENTE.
31,EN LA REGENERACION  LOS ARCES SON CAMPESTRE Y OPALUS.
31,EN  MATORRAL EL DHAPNE LAUREOLA.",9,41,"10/28/99 00:00:00","12/30/99 11:52:21","10/28/99 00:00:00","12/30/99 14:20:11",148,"185","370","360","9",NA,NA,NA,NA,NA,NA,"D",1,"31.1677.N.N"
"55606",NA,NA,"31.1680",31,31,1680,"N","N",0,1999,"16","8722","","","","1999","198",1,"1","1",100,90,1,1,2,3,2,4,"11/25/99 00:00:00","12/30/99 15:58:00",1,2,1,1,10,2,NA,NA,"0","0","","0","",325,0,9,0,3,"3",3,"DEJO 20%DE OCUPACION PARA EL RESTO DE      ESPECIES.
31,LOS ARBOLES NUMERO 3 Y 25  ENRAN POR PENDIENTE.
31,PIE 22 DIAMETRO COMPROBADO.
31,LA MASA DE PINOS ES  LA MASA PREDOMINANTE, NACIENDO ROBLES Y  QUEJIGOS EN LOS CLAROS.",9,41,"11/25/99 00:00:00","12/30/99 14:43:06","11/25/99 00:00:00","12/30/99 16:06:45",84,"185","0","369","4",NA,NA,NA,NA,NA,NA,"D",1,"31.1680.N.N"
"55607",NA,NA,"31.1681",31,31,1681,"N","N",0,1999,"16","8723","","","","1999","198",1,"1","1",100,80,1,3,2,3,2,4,"11/10/99 00:00:00","12/30/99 11:52:00",1,2,1,1,9,1,NA,NA,"0","0","","0","",240,0,12.5,0,2,"2",3,"DEJO 10%DE OCUPACON PARA EL RESTO DE  ESPECIES .
31,SUBPISO FORMADO POR BOJ.
31,LOS  ARBOLES NUMERO 6,11,12,15 Y 19 ENTRAN  POR PENDIENTE.
31,ARBOL NUMERO 21  ALTURA CORRECTA.
31,EN REGENERACION EL ARCE  ES EL OPALUS Y EL SORBUS EL TORMINALIS.",9,41,"11/10/99 00:00:00","12/30/99 09:36:31","11/10/99 00:00:00","12/30/99 11:59:46",143,"185","255","175","4",NA,NA,NA,NA,NA,NA,"D",1,"31.1681.N.N"
"55624",NA,NA,"31.1697",31,31,1697,"N","N",0,1999,"16","8720","","","","1999","095",1,"1","1",100,90,1,2,2,3,2,4,"10/29/99 00:00:00","12/30/99 12:36:00",1,2,1,1,10,3,NA,NA,"0","0","","0","",160,0,9.5,0,2,"2",3,"DEJO 10% DE OCUPACION PARA EL RESTO DE  ESPECIES.
31,LOS ARBOLES NUMERO  11,13,23,33 Y 34 ENTRAN POR  PENDIENTE.
31,LA CLAVE 130 EN MATORRAL ES  EBOLO.
31,EL ARBOL NUMERO 30 MEDIDO POR  DEBAJO DE 1,3.
31,EN LA PARCELA HAY VARIOS  ARBOLES CAIDOS.",9,41,"10/29/99 00:00:00","12/30/99 10:24:18","10/29/99 00:00:00","12/30/99 12:45:15",141,"185","260","60","8",NA,NA,NA,NA,NA,NA,"D",1,"31.1697.N.N"
"55626",NA,NA,"31.1699",31,31,1699,"N","N",0,1999,"16","8722","","","","1999","095",1,"1","1",90,45,2,2,3,3,2,4,"11/15/99 00:00:00","12/30/99 11:19:00",1,2,1,1,11,3,NA,NA,"0","0","","0","",235,0,8.5,0,2,"3",3,"DEJO 10% DE OCUPACION PARA EL RESTO DE ESPECIES.
31,ARBOL NUMERO 10 Y 14 ENTRAN   POR PENDIENTE.
31,ACCESO Y LEVANTAMIENTO  DIFICIL ACAUSA DE LA NIEVE.",9,41,"11/09/99 00:00:00","12/30/99 16:04:59","11/15/99 00:00:00","12/30/99 11:26:13",89,"185","153","375","9",NA,NA,NA,NA,NA,NA,"D",1,"31.1699.N.N"
"55630",NA,NA,"31.1701",31,31,1701,"N","N",0,1999,"16","8723","","","","1999","095",1,"1","1",100,100,1,3,2,3,2,4,"12/01/99 00:00:00","12/30/99 15:42:00",1,2,1,1,9,3,NA,NA,"0","0","","0","",384,0,16,0,2,"2",3,"SUBPISO FORMADO PRINCIPALMENTE POR       BOJ.
31,DEJO 10 % DE OCUPACION PARA EL       RESTO DE  ESPECIES.
31,LOS ARBOLES NUMERO     17 Y 18 ENTRAN POR PENDIENTE.",9,41,"12/01/99 00:00:00","12/30/99 14:02:08","12/01/99 00:00:00","12/30/99 15:48:03",106,"185","145","112","5",NA,NA,NA,NA,NA,NA,"D",1,"31.1701.N.N"
"55648",NA,NA,"31.1718",31,31,1718,"N","N",0,1999,"16","8721","","","","1999","222",1,"1","1",100,75,1,2,2,3,2,5,"10/29/99 00:00:00","12/30/99 15:28:00",1,2,1,1,9,3,NA,NA,"0","0","","0","",130,0,5.5,0,2,"2",2,"DEJO 20% DE OCUPACION PARA EL RESTO DE  ESPECIES SIGNIFICATIVAS COMO BOJ,HAYA ,AVELLANO.
31,LOS ARBOLES NUMERO 29 Y 30  ENTRAN POR PENDIENTE.",9,41,"10/29/99 00:00:00","12/30/99 14:01:56","10/29/99 00:00:00","12/30/99 15:36:40",95,"185","97","25","9",NA,NA,NA,NA,NA,NA,"D",1,"31.1718.N.N"
"55649",NA,NA,"31.1719",31,31,1719,"N","N",0,1999,"16","8722","","","","1999","095",1,"1","1",85,50,2,2,3,2,1,4,"11/15/99 00:00:00","12/30/99 15:02:00",1,1,1,5,11,2,NA,NA,"0","0","","0","",206,0,12,0,1,"2",3,"PARCELA DESPLAZADA POR CAER EN UN   CAMBIO DE TESELA.
31,DESDE EL 1 REJON A 36  GRADOS Y 19MTS SE ENCUENTRA EL 2        REJON.
31,DEJO 20% DE OCUPACION PARA  EL RESTO DE  ESPECIES.
31,ARBOL  NUMERO  2,4,5 ENTRAN POR PENDIENTE.
31,EL  ARBOL NUMERO 12 ENTRA POR PENDIENTE.
31,EN  LA PARCELA HAY CRATAEGUS LAVIAGATA.",9,41,"11/15/99 00:00:00","12/30/99 12:42:13","11/15/99 00:00:00","12/30/99 15:09:12",147,"185","288","312","6",NA,NA,NA,NA,NA,NA,"D",1,"31.1719.N.N"
"55671",NA,NA,"31.1739",31,31,1739,"N","N",0,1999,"17","8608","","","","1999","222",1,"1","1",100,85,1,3,1,3,2,4,"11/22/99 00:00:00","12/30/99 12:39:00",1,2,1,1,9,3,NA,NA,"0","0","","0","",115,0,10.2,0,2,"2",3,"SUBPISO FORMADO POR BOJ Y ENEBRO.
31,EL SUBPISO NO ES MUY ALTO NI EXCESIVAMENTE  FRONDOSO Y PREDOMINA ALGO MAS EL    BOJ.
31,DEJO 10% DE OCUPACION PARA EL    RESTO DE  ESPECIES.
31,LAS REPOBLACIONES    QUE SE OBSERVAN POR LOS ALREDEDORES SE    ENCUENTRAN EN ESTADO DE LATIZAL ALTO Y    SON MUY DENSAS.
31,EL ARBOL NUMERO 7  ENTRA POR PENDIENTE.",9,41,"11/22/99 00:00:00","12/30/99 10:43:23","11/22/99 00:00:00","12/30/99 12:45:12",122,"185","215","273","4",NA,NA,NA,NA,NA,NA,"D",1,"31.1739.N.N"
"58367",NA,NA,"32.1442",32,32,1442,"A","1",0,1985,"K","0008","1997","5","2980","1998","092",1,"1","2",95,70,1,1,1,2,1,4,"06/25/98 00:00:00","12/30/99 11:35:00",1,2,1,1,11,6,NA,NA,"0","3","","0","",210,0,10.5,0,2,"2",2,"UN PINO A 26G. NO ENTRA POR POCA PENDIENTE.PIE 29 DN. COMPROBADO.
32,UN PINO A 115G. NO ENTRA POR POCA DISTANCIA, OTRO A  283G.      COMPROBADO DIAMETRO PIE 12.
32,PIE 30 BIFURCADO A 4M. AL PERDER LA  GUIA HACE TIEMPO.
32,POSIBLES PODAS ANTIGUAS.
32,HAY  ARANDANO.
32,CLARAS RECIENTES, HAY DOS  VIAS DE SACA  EN LA PARCELA.",1,NA,"06/25/98 00:00:00","12/30/99 10:05:00","06/25/98 00:00:00","12/30/99 12:10:00",NA,"039","","","",NA,NA,NA,NA,NA,NA,"D",NA,"32.1442.A.1"
