"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"33928",17,577,0,901120,NA,NA,NA,NA,NA,"5",901211,NA,"0256","1","0256K54","449","4679","89","208","6",NA,"0",NA,"09","09","5","5","9","1","70","80","71","71","6","5","3","4","21","21","2","3","3","4","45","42","2","1","3","3","71","3","6",NA,"21","3","1",NA,"42","3","6",NA,"71","21","42","91","45","37","95","3","06","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","370","140","8.25","9.50","17.577",449000,4679000,17
"33953",17,602,0,901127,NA,NA,NA,NA,NA,"2",910201,NA,"0256","1","0256K60","455","4678","89","208","6",NA,"0",NA,"07","07","4","5","9","1","70","85","71","21","6","7","3","3","21","71","2","2","3","4","45",NA,"2",NA,"3",NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","57","45","42","74","15","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M906","205",NA,"15.00",NA,"17.602",455000,4678000,17
"33968",17,617,0,901127,NA,NA,NA,NA,NA,"5",901127,NA,"0256","3","0256L92","446","4677","89","167","2",NA,"0",NA,"11","11","5","5","9","1","80","90","21","21","7","6","3","4","42","71","3","2","3","4",NA,"74",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"74","3","6",NA,"21","71","74","55","76","91","15","3","08","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,"P906","P402","7",NA,"11.75",NA,"17.617",446000,4677000,17
"33978",17,627,0,901128,NA,NA,NA,NA,NA,"2",910201,NA,"0256","3","0256L82","432","4676","89","036","6",NA,"0",NA,"09","09","5","5","9","1","70","80","21","21","6","6","3","3","42","71","4","2","3","3",NA,"74",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"74","3","6",NA,"21","71","74","42","91","76","09","3","06","G","18",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P112","193","48","12.50","11.25","17.627",432000,4676000,17
"34007",17,656,0,910131,NA,NA,NA,NA,NA,"2",910205,NA,"0256","3","0256L92","445","4675","89","167","6",NA,"0",NA,"09","09","5","5","9","1","80","70","71","71","2","6","3","3","21","21","8","2","3","4",NA,"91",NA,"1",NA,"2","71","3","6",NA,"21","3","1",NA,"91","3","6",NA,"71","21","91","65","37","15","57","2","06","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","168",NA,"8.75",NA,"17.656",445000,4675000,17
"34044",17,693,0,901128,NA,NA,NA,NA,NA,"2",910206,NA,"0256","1","0256M21","444","4673","89","170","2",NA,"0",NA,"12","12","5","5","9","1","80","70","71","21","6","6","4","4","21","71","4","2","4","3",NA,"91",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","57","95","55","65","3","07","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","201",NA,"9.50",NA,"17.693",444000,4673000,17
"34056",17,705,0,901128,NA,NA,NA,NA,NA,"2",910206,NA,"0256","1","0256M33","431","4672","89","147","6",NA,"0",NA,"08","09","4","5","9","1","80","80","21","21","0","6","3","4",NA,"71",NA,"2",NA,"4",NA,"91",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","78","74","15","76","3","08","G","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P906","223",NA,"16.00",NA,"17.705",431000,4672000,17
"34094",17,743,0,901129,NA,NA,NA,NA,NA,"2",910207,NA,"0256","1","0256M25","439","4670","89","170","6",NA,"0",NA,"09","09","5","5","9","1","70","80","21","71","3","5","3","3","22","21","7","3","3","4",NA,"91",NA,"1",NA,"2","71","6","6",NA,"21","6","1",NA,"91","6","6",NA,"71","21","91","76","15","74","37","3","08","G","18",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P906","127","280","15.00","4.75","17.743",439000,4670000,17
"34095",17,744,0,901129,NA,NA,NA,NA,NA,"2",910207,NA,"0256","1","0256M25","440","4670","89","170","6",NA,"0",NA,"12","12","5","5","9","1","70","70","21","71","3","5","3","3","22","21","7","3","3","4",NA,"91",NA,"1",NA,"2","71","3","6",NA,"21","3","1",NA,"91","3","6",NA,"71","21","91","15","37","42","76","3","05","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","325",NA,"10.00",NA,"17.744",440000,4670000,17
"34117",17,766,0,901130,NA,NA,NA,NA,NA,"2",910208,NA,"0256","1","0256M25","439","4669","89","147","6",NA,"0",NA,"12","12","5","5","9","1","70","70","21","71","3","5","3","4","22","21","7","3","3","4",NA,"91",NA,"1",NA,"2","71","3","6",NA,"21","3","1",NA,"91","3","6",NA,"71","21","91","15","37","78","22","2","06","G","18",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","395",NA,"17.25",NA,"17.766",439000,4669000,17
"34119",17,768,0,901130,NA,NA,NA,NA,NA,"2",910208,NA,"0256","1","0256M23","441","4669","89","170","6",NA,"0",NA,"12","12","5","5","9","1","70","80","21","71","3","7","3","4","22","21","7","1","3","4",NA,"74",NA,"1",NA,"2","71","3","6",NA,"21","3","1",NA,"74","3","6",NA,"71","21","74","91","37","15","65","3","05","G","17",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","248",NA,"10.00",NA,"17.768",441000,4669000,17
"34207",17,869,0,901130,NA,NA,NA,NA,NA,"2",910213,NA,"0257","1","0257J75","468","4683","89","109","6",NA,"0",NA,"07","07","5","5","9","1","70","80","21","21","8","4","4","4","71","71","2","3","4","4",NA,"91",NA,"3",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"71","21","91","52","14","45","72","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P402","145",NA,"12.75",NA,"17.869",468000,4683000,17
"34535",17,1242,0,910103,NA,15,4,6,1,"2",910302,NA,"0293","4","0293188","429","4666","89","096","6",NA,"0",NA,"10","10","4","5","9","1","30","80","44","21","7","4","4","4","21","71","2","4","4","4",NA,"41",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"41","3","6",NA,"21","71","41","15","76","91","37","2","07","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P906","335",NA,"7.50",NA,"17.1242",429000,4666000,17
"34562",17,1273,0,910104,NA,NA,NA,NA,NA,"2",910305,NA,"0294","3","0294J47","433","4667","89","096","6",NA,"0",NA,"08","08","5","5","9","1","80","70","21","21","0","4","4","4",NA,"71",NA,"4",NA,"4",NA,"76",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"76","3","6",NA,"21","71","76","91","41","37","78","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P906","160",NA,"12.50",NA,"17.1273",433000,4667000,17
"34564",17,1276,0,910104,NA,NA,NA,NA,NA,"2",910305,NA,"0294","3","0294J49","436","4667","89","147","6",NA,"0",NA,"08","08","5","5","9","1","90","70","21","21","9","5","4","4","42","71","1","3","4","4",NA,"76",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"76","3","6",NA,"21","71","76","42","15","91","37","2","06","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"G906","57","265","13.75","6.50","17.1276",436000,4667000,17
"34579",17,1292,0,910108,NA,NA,NA,NA,NA,"2",910305,NA,"0294","3","0294J51","439","4666","89","147","6",NA,"0",NA,"10","10","5","5","9","1","95","90","71","71","0","5","4","4",NA,"21",NA,"4",NA,"4",NA,"91",NA,"1",NA,"2","71","3","6",NA,"21","3","1",NA,"91","3","6",NA,"71","21","91","74","65","78","76","2","10","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P906","5",NA,"11.50",NA,"17.1292",439000,4666000,17
"38823",19,2,NA,930422,3,0,0,1,3,"S",930504,3,"0432","2","0432M04","464","4558","92","067","1","1","3","3","17","17","5","5","9","2","00","10","21","37","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","390",NA,"9.50",NA,"19.2",464000,4558000,19
"43261",22,398,NA,940119,12,16,4,3,1,"S",940131,13,"0177","4","0177163","729","4725","93","253","2","2","3","3","15","16","5","5","9","1","00","80","21","21","0","5","0","4",NA,"71",NA,"4",NA,"4",NA,"37",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"37","3","6",NA,"21","71","37","15","65","76","95","3","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","79",NA,"8.50",NA,"22.398",729000,4725000,22
"43305",22,487,NA,940124,12,16,4,6,2,"S",940202,13,"0177","4","0177310","729","4717","93","069","2","2","0","0","12","12","5","5","9","1","00","65","21","21","0","5","0","4",NA,"71",NA,"4",NA,"4",NA,"91",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","44","76","15","31","3","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"M305","M204","61",NA,"10.50",NA,"22.487",729000,4717000,22
"43313",22,498,NA,940125,12,21,4,6,1,"S",940202,13,"0177","4","0177443","724","4714","93","059","6","6","0","0","14","14","5","5","9","1","00","85","21","71","0","4","0","4",NA,"21",NA,"4",NA,"4",NA,"91",NA,"1",NA,"3","71","3","6",NA,"21","3","1",NA,"91","3","6",NA,"71","21","91","31","52","12","42","3","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P204","346",NA,"10.50",NA,"22.498",724000,4714000,22
"43375",22,763,NA,940128,12,41,4,3,0,"S",940207,13,"0179","4","0179397","281","4717","93","182","6","6","0","0","12","12","5","5","9","1","80","80","21","21","0","5","4","4","31","71","1","3","4","3",NA,"91",NA,"2",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","31","22","65","37","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","388",NA,"12.50",NA,"22.763",281000,4717000,22
"43388",22,1,NA,931001,12,14,4,5,1,"S",931015,13,"0118","4","0118328","679","4752","93","028","2","2","3","3","14","14","5","5","9","1","00","55","21","71","0","7","0","4","71","21","0","2","0","3",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","76","37","78","31",NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","9",NA,NA,"M209","370",NA,"12.50",NA,"22.1",679000,4752000,22
"43394",22,7,NA,931203,1,8,4,5,1,"S",940105,3,"0118","4","0118409","677","4747","93","028","2","2","3","3","16","16","5","5","9","1","00","25","71","21","0","5","0","3","31","71","0","3","0","4",NA,"22",NA,"2",NA,"4","21","3","1",NA,"71","3","6",NA,"22","3","1",NA,"21","71","22","37","99","78",NA,"2","01","W","07",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P204","320",NA,"16.25",NA,"22.7",677000,4747000,22
"43409",22,22,NA,940119,13,24,4,6,1,"S",940131,12,"0143","2","0143L70","674","4734","93","028","2","2","0","0","11","11","5","5","9","1","90","75","21","21","0","5","4","4",NA,"71",NA,"2",NA,"3",NA,"91",NA,"2",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","44","76","65","78","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P902","0",NA,"9.50",NA,"22.22",674000,4734000,22
"43424",22,37,NA,940114,1,16,4,6,2,"S",940117,3,"0144","4","0144563","677","4744","93","028","2","2","0","0","10","10","5","5","9","1","00","55","21","21","0","6","0","4","71","71","0","3","0","3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","43","76","37","91","15","2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P204","65",NA,"10.00",NA,"22.37",677000,4744000,22
"43430",22,44,NA,931203,1,9,4,1,0,"S",940105,3,"0144","4","0144563","676","4742","93","028","2","2","0","0","15","15","5","5","9","1","00","45","21","21","0","7","0","4",NA,"71",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","78","91","76",NA,NA,"2","02","W","11",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P305","105",NA,"16.00",NA,"22.44",676000,4742000,22
"43434",22,48,NA,931015,12,18,4,3,1,"S",931027,13,"0144","4","0144568","685","4742","93","901","2","2","3","3","14","14","5","5","9","1","00","60","21","21","0","7","0","4","71","71","0","3","0","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","37","91","74","78",NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","212",NA,"11.00",NA,"22.48",685000,4742000,22
"43437",22,52,NA,931210,12,37,4,2,0,"S",931217,13,"0144","4","0144630","676","4741","93","028","2","2","0","0","12","12","5","5","9","1","00","85","21","21","0","5","0","4",NA,"71",NA,"4",NA,"4",NA,"91",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","76","65","15","37","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","163",NA,"14.50",NA,"22.52",676000,4741000,22
"43440",22,55,NA,940114,1,18,4,3,0,"S",940117,3,"0144","4","0144627","682","4741","93","901","2","2","0","0","12","12","5","5","9","1","00","55","21","21","0","6","0","4","71","71","0","3","0","4",NA,"91",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","78","99","43","37","2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P402","20",NA,"16.50",NA,"22.55",682000,4741000,22
"43441",22,56,NA,931210,12,26,4,6,2,"S",931217,13,"0144","4","0144626","683","4741","93","901","2","2","0","0","14","14","5","5","9","1","00","70","21","21","0","6","0","4","71","71","0","3","0","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","91","37","76","99","15","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,"P204","M402","303",NA,"14.00",NA,"22.56",683000,4741000,22
"43442",22,57,NA,931210,12,45,4,4,0,"S",931217,13,"0144","4","0144625","684","4741","93","901","2","2","0","0","14","14","5","5","9","1","00","90","21","71","0","8","0","4","71","21","0","2","0","4",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","37","76","91","78",NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","55",NA,"11.50",NA,"22.57",684000,4741000,22
"43446",22,61,NA,931210,12,24,4,3,2,"S",931217,13,"0144","4","0144627","681","4740","93","901","2","2","0","0","15","15","5","5","9","1","00","60","21","71","0","6","0","4","71","21","0","4","0","4",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","37","15","76",NA,NA,"2","03","W","15",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","243",NA,"16.25",NA,"22.61",681000,4740000,22
"43447",22,62,NA,931203,1,14,4,6,2,"S",940105,3,"0144","4","0144627","682","4740","93","901","2","2","0","0","13","13","5","5","9","1","00","70","21","21","0","6","0","4","71","71","0","3","0","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","91","37","76","65","99","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","59",NA,"10.00",NA,"22.62",682000,4740000,22
"43451",22,66,NA,931015,12,12,4,5,1,"S",931027,13,"0144","4","0144623","688","4740","93","901","2","2","3","3","14","14","5","5","9","1","00","50","21","71","0","6","0","3","71","21","0","4","0","3",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","37","91","31","78","76","2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","370",NA,"10.00",NA,"22.66",688000,4740000,22
"43502",22,117,NA,940120,13,36,4,6,2,"S",940131,12,"0144","4","0144843","691","4733","93","032","2","2","0","0","13","13","5","5","9","1","00","80","21","71","0","5","0","3",NA,"21",NA,"4",NA,"3",NA,"91",NA,"1",NA,"2","71","3","6",NA,"21","3","1",NA,"91","3","6",NA,"71","21","91","65","78","15","76","2","05","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","55",NA,"13.00",NA,"22.117",691000,4733000,22
"43506",22,121,NA,940120,13,19,4,6,2,"S",940131,12,"0144","4","0144837","676","4732","93","028","2","2","0","0","10","10","5","5","9","1","00","60","21","21","0","7","0","3","44","71","0","2","0","3",NA,"44",NA,"1",NA,"4","21","3","1",NA,"71","3","6",NA,"44","3","6",NA,"21","71","44","15","76","37","91","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"P305","P204","55",NA,"12.50",NA,"22.121",676000,4732000,22
"43509",22,124,NA,931210,12,25,4,6,2,"S",931220,13,"0144","4","0144840","683","4732","93","901","2","2","0","0","09","09","5","5","9","1","00","65","21","21","0","8","0","4",NA,"91",NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"91","3","6",NA,NA,NA,NA,NA,"21","91","37","76","99","44","15","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,"P305","P204","80",NA,"9.25",NA,"22.124",683000,4732000,22
"43531",22,146,NA,940120,13,29,4,5,2,"S",940201,12,"0144","4","0144991","679","4730","93","901","2","2","0","0","11","11","5","5","9","1","00","75","21","21","0","7","0","4",NA,"71",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","44","91","76","37","45","3","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P305","79",NA,"11.00",NA,"22.146",679000,4730000,22
"43633",22,265,NA,931213,12,21,4,3,0,"S",931221,13,"0176","4","0176182","683","4726","93","120","2","2","0","0","09","09","5","5","9","1","00","90","21","71","0","4","0","4","44","21","0","3","0","4",NA,"76",NA,"2",NA,"4","71","3","6",NA,"21","3","1",NA,"76","3","6",NA,"71","21","76","91","78","65","15","2","06","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","380",NA,"14.00",NA,"22.265",683000,4726000,22
"43712",22,348,NA,940120,3,13,4,6,2,"S",940127,1,"0176","4","0176569","687","4710","93","044","2","2","0","0","11","11","5","4","9","1","00","85","21","21","0","5","0","3",NA,"71",NA,"3",NA,"4",NA,"44",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"44","3","6",NA,"21","71","44","45","91","37","65","3","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P204","200",NA,"6.00",NA,"22.348",687000,4710000,22
"43819",22,523,NA,931018,12,18,4,5,0,"S",931102,13,"0177","4","0177585","729","4710","93","252","2","2","0","0","14","14","5","5","9","1","90","75","21","21","0","5","0","4",NA,"71",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","91","37","44","65","31","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"M704","P204","180",NA,"16.50",NA,"22.523",729000,4710000,22
"43868",22,585,NA,940103,3,16,4,6,0,"S",940107,3,"0178","4","0178305","741","4719","93","069","2","2","0","0","14","14","5","5","9","1","85","90","21","71","6","5","4","4","42","21","2","4","0","4",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","56","65","91","31","74","2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P905","78",NA,"19.25",NA,"22.585",741000,4719000,22
"43880",22,605,NA,931020,12,33,4,3,1,"S",931102,13,"0178","4","0178304","743","4717","93","107","2","2","0","0","13","13","5","5","9","1","90","90","71","21","8","5","0","4","21","71","1","4","4","4",NA,"91",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","65","78","58","31","2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"M305","M902","21",NA,"12.00",NA,"22.605",743000,4717000,22
"44398",22,1208,NA,940128,13,14,4,5,1,"S",940207,12,"0210","2","0210M44","709","4691","93","072","2","2","0","0","14","14","5","5","9","1","00","70","21","21","0","8","0","4","44","71","0","2","0","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","91","37","44",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,"P204","P414","200",NA,"13.00",NA,"22.1208",709000,4691000,22
"44557",22,1411,NA,931027,12,25,4,3,1,"S",931112,13,"0212","2","0212J54","271","4709","93","144","6","6","0","0","13","13","5","5","9","1","80","80","21","21","8","5","4","4","31","71","1","3","4","4",NA,"91",NA,"2",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","78","65",NA,NA,"3","10","G","18",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P204","267",NA,"10.00",NA,"22.1411",271000,4709000,22
"44563",22,1418,NA,931027,12,16,4,4,1,"S",931112,13,"0212","2","0212J49","276","4708","93","190","6","6","0","0","13","13","4","5","9","1","80","60","71","21","0","5","0","3",NA,"71",NA,"3",NA,"4",NA,"44",NA,"1",NA,"4","21","3","1",NA,"71","3","6",NA,"44","3","6",NA,"21","71","44","91","37",NA,NA,"3","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P204","85",NA,"14.50",NA,"22.1418",276000,4708000,22
"44572",22,1432,NA,940125,1,20,4,2,0,"S",940203,1,"0212","2","0212J49","276","4707","93","190","6","6","0","0","14","14","5","5","9","1","90","70","22","21","7","6","4","4","21","71","3","3","4","4",NA,"37",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"37","3","6",NA,"21","71","37",NA,NA,NA,NA,"2","10","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P204","180",NA,"12.25",NA,"22.1432",276000,4707000,22
"44597",22,1477,NA,940125,1,29,4,5,0,"S",940203,1,"0212","2","0212K31","281","4703","93","111","6","6","0","0","12","12","5","5","9","1","90","75","21","21","5","5","4","4","71","71","5","3","0","4",NA,"91",NA,"2",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","37","44","15","99","3","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"M204","45",NA,"12.75",NA,"22.1477",281000,4703000,22
"44683",22,1603,NA,940119,1,26,4,4,0,"S",940119,3,"0213","3","0213213","296","4703","93","062","2","2","0","0","16","16","5","3","9","1","70","70","71","21","5","5","4","4","21","71","5","3","4","4",NA,"91",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","22","37","43",NA,"3","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"G902","340",NA,"3.00",NA,"22.1603",296000,4703000,22
"44770",22,1739,NA,940126,1,19,4,5,1,"S",940204,1,"0248","2","0248J27","708","4687","93","037","2","2","0","0","14","14","5","5","9","1","00","50","21","91","0","4","0","2",NA,"71",NA,"3",NA,"3",NA,"21",NA,"3",NA,"3","91","3","6",NA,"71","3","6",NA,"21","3","1",NA,"91","71","21","37","99","15","14","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","60",NA,"8.50",NA,"22.1739",708000,4687000,22
"45578",22,1464,NA,940216,13,14,4,6,1,"S",940222,12,"0212","2","0212K32","284","4704","93","074","2","2","0","0","14","14","5","5","9","1","30","60","42","21","7","4","0","3","21","71","2","3","4","4",NA,"91",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","37","76","42","78","3","10","G","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P204","290",NA,"15.00",NA,"22.1464",284000,4704000,22
"49532",25,53,0,901016,NA,NA,NA,NA,NA,"5",901219,NA,"0148","6","0148738","317","4737","89","247","2",NA,"0",NA,"13","13","5","5","9","1","30","70","71","71","0","5","4","3",NA,"21",NA,"3",NA,"3",NA,"42",NA,"2",NA,"4","71","3","6",NA,"21","3","1",NA,"42","3","6",NA,"71","21","42","74","31","15","76","2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","204",NA,"16.75",NA,"25.53",317000,4737000,25
"49547",25,69,0,901019,NA,NA,NA,NA,NA,"5",901220,NA,"0148","6","0148737","316","4734","89","243","2",NA,"0",NA,"09","09","4","4","9","1","00","85","44","21","6","6","4","4","21","71","2","3","4","3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","74","42","31","65","57","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","42",NA,"6.50",NA,"25.69",316000,4734000,25
"51790",25,2422,0,910703,NA,NA,NA,NA,NA,"2",910710,NA,"0292","4","0292270","393","4663","90","111","6",NA,"0",NA,"09","09","5","5","9","1","80","90","21","71","0","6","4","4",NA,"21",NA,"2",NA,"4",NA,"91",NA,"2",NA,"2","71","3","6",NA,"21","3","1",NA,"91","3","6",NA,"71","21","91","76","09","78",NA,"3","06","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","391",NA,"18.00",NA,"25.2422",393000,4663000,25
