"","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","Rumbo","Distancia","Especie","Diametro1","Diametro2","Altura","Hcopa","Calidad","Forma","ParEsp","NPae","CPae","VPae","Agente","Import","Elemento"
"181488","9.1410","9.1410.A.1",9,9,1410,"A","1",12,12,10,58,2.4000001,71,138,134,12.5,5.19999981,3,2,NA,39,49,1,316,1,9
"181489","9.1410","9.1410.A.1",9,9,1410,"A","1",13,13,11,64,2.5999999,71,267,270,16.5,9.39999962,3,2,NA,39,49,1,316,1,9
"181490","9.1410","9.1410.A.1",9,9,1410,"A","1",14,14,14,70,1.79999995,71,263,297,21.6000004,2.29999995,2,2,NA,39,49,1,100,NA,NA
"181491","9.1410","9.1410.A.1",9,9,1410,"A","1",15,15,12,71,8.30000019,71,428,441,23.6000004,NA,3,2,NA,NA,NA,NA,200,1,4
"181492","9.1410","9.1410.A.1",9,9,1410,"A","1",16,16,13,72,13,71,443,441,25.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181493","9.1410","9.1410.A.1",9,9,1410,"A","1",17,17,15,92,11.5,71,509,466,26.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181494","9.1410","9.1410.A.1",9,9,1410,"A","1",18,18,16,96,14.6999998,71,486,400,21.7999992,NA,2,2,NA,39,49,2,100,NA,NA
"181495","9.1410","9.1410.A.1",9,9,1410,"A","1",19,19,17,98,14.6999998,71,522,444,24,NA,2,2,NA,39,49,2,100,NA,NA
"181496","9.1410","9.1410.A.1",9,9,1410,"A","1",20,20,18,109,9.19999981,71,328,278,21.3999996,NA,2,5,NA,NA,NA,NA,100,NA,NA
"181497","9.1410","9.1410.A.1",9,9,1410,"A","1",21,888,19,148,9.80000019,71,153,182,16.1000004,NA,6,2,NA,NA,419,NA,200,3,9
"181498","9.1410","9.1410.A.1",9,9,1410,"A","1",22,21,20,149,9.39999962,378,166,174,19.7000008,NA,2,2,NA,NA,419,NA,100,NA,NA
"181499","9.1410","9.1410.A.1",9,9,1410,"A","1",23,22,0,153,14.3999996,71,254,252,23.2000008,NA,2,2,NA,39,49,3,100,NA,NA
"181500","9.1410","9.1410.A.1",9,9,1410,"A","1",24,23,0,157,14.1999998,71,231,223,24.2000008,NA,2,2,NA,39,49,3,100,NA,NA
"181501","9.1410","9.1410.A.1",9,9,1410,"A","1",25,24,21,164,14.3000002,71,237,280,24.1000004,NA,2,2,NA,39,49,4,100,NA,NA
"181502","9.1410","9.1410.A.1",9,9,1410,"A","1",26,25,22,167,14.1000004,71,344,331,25.1000004,NA,2,2,NA,NA,41,NA,100,NA,NA
"181503","9.1410","9.1410.A.1",9,9,1410,"A","1",27,26,0,180,23.7000008,21,462,487,23.7000008,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181504","9.1410","9.1410.A.1",9,9,1410,"A","1",28,27,23,187,9.69999981,71,186,175,19.6000004,NA,2,2,NA,39,49,5,100,NA,NA
"181505","9.1410","9.1410.A.1",9,9,1410,"A","1",29,28,24,189,9.30000019,71,242,270,21.2000008,NA,2,2,NA,39,49,5,100,NA,NA
"181506","9.1410","9.1410.A.1",9,9,1410,"A","1",30,29,25,196,4.5,71,321,305,21.2999992,4.5,2,2,NA,NA,NA,NA,100,NA,NA
"181507","9.1410","9.1410.A.1",9,9,1410,"A","1",31,30,0,211,24.6000004,21,450,456,23.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181508","9.1410","9.1410.A.1",9,9,1410,"A","1",32,31,26,235,10.6000004,21,466,492,22.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181509","9.1410","9.1410.A.1",9,9,1410,"A","1",33,32,0,258,13.1999998,71,270,275,21.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181510","9.1410","9.1410.A.1",9,9,1410,"A","1",34,33,27,259,6.80000019,21,579,509,23,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181511","9.1410","9.1410.A.1",9,9,1410,"A","1",35,34,28,275,19.5,71,550,549,21.7999992,NA,2,2,NA,NA,41,NA,100,NA,NA
"181512","9.1410","9.1410.A.1",9,9,1410,"A","1",36,35,29,286,7.5,378,224,233,18.8999996,NA,2,2,NA,NA,41,NA,100,NA,NA
"181513","9.1410","9.1410.A.1",9,9,1410,"A","1",37,36,30,316,9.5,21,446,430,23.2999992,NA,2,2,NA,39,49,6,100,NA,NA
"181514","9.1410","9.1410.A.1",9,9,1410,"A","1",38,37,31,331,10.8000002,71,384,388,22,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181515","9.1410","9.1410.A.1",9,9,1410,"A","1",39,38,0,352,20.2000008,21,464,438,24.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181516","9.1410","9.1410.A.1",9,9,1410,"A","1",40,39,0,356,19.2000008,21,455,466,23.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181517","9.1410","9.1410.A.1",9,9,1410,"A","1",41,40,0,376,21.8999996,21,440,422,23.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181771","9.1424","9.1424.A.1",9,9,1424,"A","1",1,1,1,2,10.6000004,21,421,400,15.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181772","9.1424","9.1424.A.1",9,9,1424,"A","1",2,2,2,11,9,21,279,254,13.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181773","9.1424","9.1424.A.1",9,9,1424,"A","1",3,3,3,12,7.4000001,21,292,263,11.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181774","9.1424","9.1424.A.1",9,9,1424,"A","1",4,4,4,21,4.69999981,21,400,372,16.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181775","9.1424","9.1424.A.1",9,9,1424,"A","1",5,5,5,34,12.3000002,21,423,404,14.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181776","9.1424","9.1424.A.1",9,9,1424,"A","1",6,6,6,55,8.39999962,21,493,467,16.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181777","9.1424","9.1424.A.1",9,9,1424,"A","1",7,7,7,55,1.39999998,71,104,96,11.6000004,NA,2,3,NA,39,49,1,100,NA,NA
"181778","9.1424","9.1424.A.1",9,9,1424,"A","1",8,8,8,60,9.60000038,21,386,364,18.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181779","9.1424","9.1424.A.1",9,9,1424,"A","1",9,9,0,62,1.79999995,21,84,82,8.89999962,NA,2,3,NA,NA,NA,NA,100,NA,NA
"181780","9.1424","9.1424.A.1",9,9,1424,"A","1",10,888,9,63,4.69999981,21,209,196,16,NA,6,2,NA,NA,NA,NA,200,3,9
"181781","9.1424","9.1424.A.1",9,9,1424,"A","1",11,10,10,63,1.79999995,71,80,75,8.89999962,NA,3,3,NA,39,49,1,316,1,9
"181782","9.1424","9.1424.A.1",9,9,1424,"A","1",12,11,11,75,12.3999996,21,373,370,18,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181783","9.1424","9.1424.A.1",9,9,1424,"A","1",13,888,12,80,1.79999995,21,231,239,15.6999998,NA,6,2,NA,NA,NA,NA,200,3,9
"181784","9.1424","9.1424.A.1",9,9,1424,"A","1",14,12,13,93,9.89999962,21,340,354,18,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181785","9.1424","9.1424.A.1",9,9,1424,"A","1",15,888,14,93,3.4000001,21,266,251,17.3999996,NA,6,2,NA,NA,NA,NA,200,3,9
"181786","9.1424","9.1424.A.1",9,9,1424,"A","1",16,13,15,94,11.1000004,21,297,292,17.7000008,NA,2,2,NA,NA,41,NA,100,NA,NA
"181787","9.1424","9.1424.A.1",9,9,1424,"A","1",17,14,16,95,13,21,266,287,13.3000002,NA,2,2,NA,NA,41,NA,100,NA,NA
"181788","9.1424","9.1424.A.1",9,9,1424,"A","1",18,15,0,100,19.5,21,441,433,18.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181789","9.1424","9.1424.A.1",9,9,1424,"A","1",19,888,17,103,6.4000001,21,264,244,14.6000004,NA,6,2,NA,NA,NA,NA,200,3,9
"181790","9.1424","9.1424.A.1",9,9,1424,"A","1",20,16,18,112,13.1999998,21,271,322,14.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181791","9.1424","9.1424.A.1",9,9,1424,"A","1",21,17,19,118,11.1000004,21,333,353,14.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181792","9.1424","9.1424.A.1",9,9,1424,"A","1",22,18,20,123,14.6000004,21,403,386,16.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181793","9.1424","9.1424.A.1",9,9,1424,"A","1",23,19,21,133,9.30000019,21,428,455,17.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181794","9.1424","9.1424.A.1",9,9,1424,"A","1",24,20,22,140,6.5,21,351,342,20.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181795","9.1424","9.1424.A.1",9,9,1424,"A","1",25,21,23,167,10.3999996,21,343,380,21,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181796","9.1424","9.1424.A.1",9,9,1424,"A","1",26,22,24,167,6.69999981,21,407,439,19.7000008,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181797","9.1424","9.1424.A.1",9,9,1424,"A","1",27,23,25,168,12.3999996,21,339,369,19.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181798","9.1424","9.1424.A.1",9,9,1424,"A","1",28,24,26,189,9.5,21,316,311,17.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181799","9.1424","9.1424.A.1",9,9,1424,"A","1",29,888,27,193,13,21,250,263,14.3000002,NA,6,2,NA,NA,NA,NA,200,3,9
"181800","9.1424","9.1424.A.1",9,9,1424,"A","1",30,25,28,193,2.79999995,21,326,323,14.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181801","9.1424","9.1424.A.1",9,9,1424,"A","1",31,26,0,194,14.8000002,21,246,230,19.7999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181802","9.1424","9.1424.A.1",9,9,1424,"A","1",32,27,29,197,8.89999962,21,346,330,16.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181803","9.1424","9.1424.A.1",9,9,1424,"A","1",33,28,0,198,14.1999998,21,244,249,14,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181804","9.1424","9.1424.A.1",9,9,1424,"A","1",34,29,0,202,13.8999996,21,235,229,17.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181805","9.1424","9.1424.A.1",9,9,1424,"A","1",35,30,0,215,13.5,21,247,235,18,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181806","9.1424","9.1424.A.1",9,9,1424,"A","1",36,31,30,215,7.0999999,21,325,328,17.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181807","9.1424","9.1424.A.1",9,9,1424,"A","1",37,888,31,223,5,21,212,201,13.1000004,NA,6,2,NA,NA,NA,NA,200,3,9
"181808","9.1424","9.1424.A.1",9,9,1424,"A","1",38,32,32,235,14.5,21,317,298,15.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181809","9.1424","9.1424.A.1",9,9,1424,"A","1",39,888,33,238,15.1000004,21,249,249,16,NA,6,2,NA,NA,NA,NA,200,3,9
"181810","9.1424","9.1424.A.1",9,9,1424,"A","1",40,33,0,240,6.9000001,71,137,125,13.1999998,NA,2,2,NA,39,49,2,100,NA,NA
"181811","9.1424","9.1424.A.1",9,9,1424,"A","1",41,34,34,241,7.80000019,71,207,188,12.8000002,NA,2,2,NA,39,49,2,100,NA,NA
"181812","9.1424","9.1424.A.1",9,9,1424,"A","1",42,35,35,245,7.5999999,71,156,147,12.6000004,NA,2,2,NA,39,49,2,100,NA,NA
"181813","9.1424","9.1424.A.1",9,9,1424,"A","1",43,36,36,247,9.30000019,71,203,197,13.3000002,NA,2,2,NA,39,49,2,100,NA,NA
"181814","9.1424","9.1424.A.1",9,9,1424,"A","1",44,37,37,249,4.19999981,71,140,132,10.5,NA,2,2,NA,NA,49,NA,100,NA,NA
"181815","9.1424","9.1424.A.1",9,9,1424,"A","1",45,38,0,250,13.6000004,21,248,243,16.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181816","9.1424","9.1424.A.1",9,9,1424,"A","1",46,39,38,253,6.4000001,71,182,164,13.6000004,NA,2,2,NA,NA,49,NA,100,NA,NA
"181817","9.1424","9.1424.A.1",9,9,1424,"A","1",47,40,39,257,7.5999999,71,156,135,11,NA,2,2,NA,NA,49,NA,100,NA,NA
"181818","9.1424","9.1424.A.1",9,9,1424,"A","1",48,41,41,258,0.800000012,71,114,107,9.60000038,NA,3,3,NA,NA,49,NA,316,1,9
"181819","9.1424","9.1424.A.1",9,9,1424,"A","1",49,42,0,265,14.8999996,21,381,372,20.7999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181820","9.1424","9.1424.A.1",9,9,1424,"A","1",50,43,0,266,0.600000024,71,91,80,9.39999962,NA,3,3,NA,NA,NA,NA,100,NA,NA
"181821","9.1424","9.1424.A.1",9,9,1424,"A","1",51,888,40,268,4.69999981,71,96,87,8,NA,6,3,NA,NA,NA,NA,200,3,9
"181822","9.1424","9.1424.A.1",9,9,1424,"A","1",52,888,42,271,10.1999998,21,196,196,14.3999996,NA,6,2,NA,NA,NA,NA,200,3,9
"181823","9.1424","9.1424.A.1",9,9,1424,"A","1",53,44,43,271,3.9000001,71,100,85,6.5999999,NA,2,3,NA,39,49,3,100,NA,NA
"181824","9.1424","9.1424.A.1",9,9,1424,"A","1",54,45,44,272,4.19999981,71,144,141,5.9000001,NA,4,2,NA,39,49,3,316,2,9
"181825","9.1424","9.1424.A.1",9,9,1424,"A","1",55,46,45,272,3.70000005,71,204,194,11.6000004,NA,2,2,NA,39,49,3,100,NA,NA
"181826","9.1424","9.1424.A.1",9,9,1424,"A","1",56,47,0,276,11.6000004,71,263,235,12.8000002,NA,2,2,NA,39,49,4,100,NA,NA
"181827","9.1424","9.1424.A.1",9,9,1424,"A","1",57,48,46,276,11.5,71,295,282,17,NA,2,2,NA,39,49,4,100,NA,NA
"181828","9.1424","9.1424.A.1",9,9,1424,"A","1",58,888,47,281,8.69999981,21,225,213,14.3999996,NA,6,2,NA,NA,NA,NA,200,3,9
"181829","9.1424","9.1424.A.1",9,9,1424,"A","1",59,49,48,285,4.19999981,71,92,82,5.5999999,NA,3,3,NA,NA,49,NA,316,1,9
"181830","9.1424","9.1424.A.1",9,9,1424,"A","1",60,888,49,287,0.699999988,71,84,74,6.80000019,NA,6,3,NA,NA,49,NA,200,3,9
"181831","9.1424","9.1424.A.1",9,9,1424,"A","1",61,50,50,289,3.70000005,71,121,123,7.4000001,NA,2,2,NA,39,49,5,100,NA,NA
"181832","9.1424","9.1424.A.1",9,9,1424,"A","1",62,51,51,293,4.0999999,71,140,127,6.9000001,NA,3,2,NA,39,49,5,316,1,9
"181833","9.1424","9.1424.A.1",9,9,1424,"A","1",63,52,52,293,3.5999999,71,180,181,10.3000002,NA,2,2,NA,NA,49,NA,100,NA,NA
"181834","9.1424","9.1424.A.1",9,9,1424,"A","1",64,53,53,294,8.69999981,71,211,204,13.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181835","9.1424","9.1424.A.1",9,9,1424,"A","1",65,54,54,297,9.39999962,21,305,311,17.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181836","9.1424","9.1424.A.1",9,9,1424,"A","1",66,55,55,306,2.5,71,114,111,10.1000004,NA,2,2,NA,NA,49,NA,100,NA,NA
"181837","9.1424","9.1424.A.1",9,9,1424,"A","1",67,56,56,308,10.6999998,21,333,358,15.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181838","9.1424","9.1424.A.1",9,9,1424,"A","1",68,57,57,311,6.19999981,21,345,357,16.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181839","9.1424","9.1424.A.1",9,9,1424,"A","1",69,58,58,311,1.60000002,71,229,232,9.10000038,NA,3,2,NA,NA,49,NA,100,NA,NA
"181840","9.1424","9.1424.A.1",9,9,1424,"A","1",70,888,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181841","9.1424","9.1424.A.1",9,9,1424,"A","1",71,59,59,320,11.8999996,21,310,314,17.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181842","9.1424","9.1424.A.1",9,9,1424,"A","1",72,60,0,328,13.8999996,71,243,254,14.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181843","9.1424","9.1424.A.1",9,9,1424,"A","1",73,61,60,329,1.10000002,71,147,158,15.6000004,NA,2,2,NA,NA,49,NA,100,NA,NA
"181844","9.1424","9.1424.A.1",9,9,1424,"A","1",74,888,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181845","9.1424","9.1424.A.1",9,9,1424,"A","1",75,62,61,334,11.5,21,403,408,17.7000008,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181846","9.1424","9.1424.A.1",9,9,1424,"A","1",76,63,62,340,9.39999962,21,322,330,16.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181847","9.1424","9.1424.A.1",9,9,1424,"A","1",77,64,63,342,1.5,71,213,247,13.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181848","9.1424","9.1424.A.1",9,9,1424,"A","1",78,888,64,360,11.3000002,21,234,240,14.1000004,NA,6,2,NA,NA,NA,NA,200,3,9
"181849","9.1424","9.1424.A.1",9,9,1424,"A","1",79,888,65,361,4.0999999,21,290,308,14.5,NA,6,2,NA,NA,NA,NA,200,3,9
"181850","9.1424","9.1424.A.1",9,9,1424,"A","1",80,65,0,363,15.3000002,71,455,503,16.2999992,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181851","9.1424","9.1424.A.1",9,9,1424,"A","1",81,66,0,372,7,71,144,149,11.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"181852","9.1424","9.1424.A.1",9,9,1424,"A","1",82,67,66,378,3.20000005,71,181,195,15.5,NA,2,2,NA,39,49,5,100,NA,NA
"181853","9.1424","9.1424.A.1",9,9,1424,"A","1",83,68,67,381,2.79999995,71,135,138,14.3000002,NA,2,2,NA,39,49,5,100,NA,NA
"181854","9.1424","9.1424.A.1",9,9,1424,"A","1",84,69,0,382,8.80000019,71,132,125,13.5,NA,2,2,NA,39,49,6,100,NA,NA
"181855","9.1424","9.1424.A.1",9,9,1424,"A","1",85,70,68,383,9,71,203,213,14,NA,2,2,NA,39,49,6,100,NA,NA
"181856","9.1424","9.1424.A.1",9,9,1424,"A","1",86,71,70,383,8.30000019,71,175,192,13.6000004,NA,2,2,NA,39,49,6,100,NA,NA
"181857","9.1424","9.1424.A.1",9,9,1424,"A","1",87,72,69,385,9.89999962,71,222,213,16.2000008,NA,2,2,NA,39,49,6,100,NA,NA
"181858","9.1424","9.1424.A.1",9,9,1424,"A","1",88,73,71,386,9.30000019,71,191,200,14.1999998,7,2,2,NA,39,49,6,100,NA,NA
"181859","9.1424","9.1424.A.1",9,9,1424,"A","1",89,74,72,387,3,71,182,171,17,NA,2,2,NA,NA,49,5,100,NA,NA
"181860","9.1424","9.1424.A.1",9,9,1424,"A","1",90,75,73,390,3.20000005,71,116,118,13.6999998,NA,3,3,NA,39,49,5,316,1,9
"183105","9.1491","9.1491.A.1",9,9,1491,"A","1",1,1,1,38,14.6000004,21,341,329,14.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183106","9.1491","9.1491.A.1",9,9,1491,"A","1",2,2,2,48,13.1000004,21,316,301,14.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183107","9.1491","9.1491.A.1",9,9,1491,"A","1",3,3,3,67,11.3000002,21,374,360,15.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183108","9.1491","9.1491.A.1",9,9,1491,"A","1",4,4,4,86,11.8999996,21,356,346,14.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183109","9.1491","9.1491.A.1",9,9,1491,"A","1",5,5,0,99,3.5999999,378,75,82,7.0999999,2.0999999,3,3,NA,NA,NA,NA,316,1,9
"183110","9.1491","9.1491.A.1",9,9,1491,"A","1",6,6,0,134,4.5,378,102,101,7.30000019,2.29999995,2,3,NA,39,459,1,100,NA,NA
"183111","9.1491","9.1491.A.1",9,9,1491,"A","1",7,7,0,135,4.30000019,378,96,92,7.9000001,2.29999995,2,3,NA,39,459,1,100,NA,NA
"183112","9.1491","9.1491.A.1",9,9,1491,"A","1",8,8,5,175,14.1999998,21,344,364,14.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183113","9.1491","9.1491.A.1",9,9,1491,"A","1",9,9,6,205,13.5,21,314,318,14.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183114","9.1491","9.1491.A.1",9,9,1491,"A","1",10,10,0,205,10.3999996,21,229,242,8.39999962,NA,4,2,NA,NA,NA,NA,316,2,9
"183115","9.1491","9.1491.A.1",9,9,1491,"A","1",11,11,7,235,5.9000001,21,319,359,12.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183116","9.1491","9.1491.A.1",9,9,1491,"A","1",12,12,8,288,8,21,313,294,12.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183117","9.1491","9.1491.A.1",9,9,1491,"A","1",13,13,0,289,13.8000002,21,227,234,10.3000002,NA,3,2,NA,NA,NA,NA,316,1,9
"183118","9.1491","9.1491.A.1",9,9,1491,"A","1",14,14,9,365,8.89999962,21,340,364,10.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183119","9.1491","9.1491.A.1",9,9,1491,"A","1",15,15,10,388,7.19999981,71,222,206,13,NA,2,2,NA,39,49,2,100,NA,NA
"183120","9.1491","9.1491.A.1",9,9,1491,"A","1",16,16,11,394,6.69999981,71,224,255,12.5,NA,2,2,NA,39,49,2,100,NA,NA
"183121","9.1491","9.1491.A.1",9,9,1491,"A","1",17,17,12,395,7.0999999,71,218,217,11.6999998,NA,2,2,NA,39,49,2,100,NA,NA
"183291","9.1506","9.1506.A.4",9,9,1506,"A","4",1,1,0,2,6.30000019,21,161,169,12.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183292","9.1506","9.1506.A.4",9,9,1506,"A","4",2,2,0,4,9,21,280,267,14.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183293","9.1506","9.1506.A.4",9,9,1506,"A","4",3,3,0,9,14.1999998,21,242,247,14.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183294","9.1506","9.1506.A.4",9,9,1506,"A","4",4,4,0,20,11.8000002,21,250,243,11.8999996,NA,3,2,NA,NA,NA,NA,316,1,9
"183295","9.1506","9.1506.A.4",9,9,1506,"A","4",5,5,0,24,3.0999999,21,204,213,12.8000002,10.3999996,3,2,NA,NA,NA,NA,316,1,9
"183296","9.1506","9.1506.A.4",9,9,1506,"A","4",6,6,0,25,13.1999998,21,279,280,13.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183297","9.1506","9.1506.A.4",9,9,1506,"A","4",7,7,0,33,1,21,290,302,15,8.5,2,2,NA,NA,NA,NA,100,NA,NA
"183298","9.1506","9.1506.A.4",9,9,1506,"A","4",8,8,0,41,4.9000001,21,271,272,14.3000002,7.9000001,2,2,NA,NA,NA,NA,100,NA,NA
"183299","9.1506","9.1506.A.4",9,9,1506,"A","4",9,9,0,42,9.30000019,71,213,211,15.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183300","9.1506","9.1506.A.4",9,9,1506,"A","4",10,10,0,52,13.1000004,21,250,253,14.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183301","9.1506","9.1506.A.4",9,9,1506,"A","4",11,11,0,59,6.4000001,21,180,186,14.1000004,NA,3,2,NA,NA,NA,NA,316,1,9
"183302","9.1506","9.1506.A.4",9,9,1506,"A","4",12,12,0,63,7.19999981,71,182,183,13.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183303","9.1506","9.1506.A.4",9,9,1506,"A","4",13,13,0,85,14.8000002,21,239,240,13.6999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183304","9.1506","9.1506.A.4",9,9,1506,"A","4",14,14,0,87,8.89999962,21,171,182,13.6999998,NA,3,2,NA,NA,NA,NA,316,1,9
"183305","9.1506","9.1506.A.4",9,9,1506,"A","4",15,15,0,103,7.0999999,21,260,257,17.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183306","9.1506","9.1506.A.4",9,9,1506,"A","4",16,16,0,109,3.9000001,21,278,295,14.8000002,8.5,3,5,NA,NA,NA,NA,316,1,9
"183307","9.1506","9.1506.A.4",9,9,1506,"A","4",17,17,0,111,5.69999981,21,134,130,12.8000002,NA,3,2,NA,NA,NA,NA,316,1,9
"183308","9.1506","9.1506.A.4",9,9,1506,"A","4",18,18,0,115,11.3999996,43,261,253,11.6999998,NA,2,4,NA,NA,NA,NA,100,NA,NA
"183309","9.1506","9.1506.A.4",9,9,1506,"A","4",19,19,0,118,5.19999981,71,177,186,16.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183310","9.1506","9.1506.A.4",9,9,1506,"A","4",20,20,0,119,8.60000038,71,192,203,16.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA
"183311","9.1506","9.1506.A.4",9,9,1506,"A","4",21,21,0,120,2.5,71,139,151,16.8999996,9.19999981,2,2,NA,NA,NA,NA,100,NA,NA
